playerDefensiveAbilityId,birthId,organizationId,tackles,tacklesWon,cards_yellow,cards_red
118,172,65,1,1,3,1
117,172,65,8,4,3,1
98,131,65,0,0,1,0
38,139,65,36,19,1,0
31,15,65,60,46,10,0
1133,663,66,55,28,5,0
1110,576,66,7,3,0,0
888,526,66,43,16,3,0
650,26,66,18,10,8,0
589,583,66,35,16,7,0
480,531,66,39,27,1,0
389,516,66,10,8,0,0
339,129,66,10,6,1,0
316,573,66,33,17,1,0
311,128,66,48,30,9,0
301,365,66,15,8,2,0
157,283,66,6,4,4,0
128,20,66,58,41,2,0
107,440,66,55,33,6,0
88,347,66,76,51,10,0
1043,139,67,3,2,0,0
1042,139,67,14,10,0,0
818,139,67,69,49,15,0
643,16,67,49,20,13,2
608,394,67,31,19,5,0
605,446,67,0,0,2,0
515,4,67,2,2,4,0
383,593,67,74,49,11,1
271,396,67,9,6,6,1
266,139,67,68,38,7,1
225,636,67,5,2,3,0
125,49,67,88,62,9,0
95,256,67,11,6,4,0
6,446,67,26,12,14,0
1028,216,68,0,0,2,0
1114,172,69,31,13,4,0
1085,18,69,63,32,0,0
1084,18,69,1,0,0,0
950,459,69,3,3,4,0
911,246,69,82,63,9,0
820,446,69,32,21,7,1
662,290,69,46,27,6,0
596,279,69,9,7,3,0
595,388,69,30,18,4,0
491,41,69,28,18,3,0
465,271,69,18,9,2,0
404,330,69,3,2,0,0
400,159,69,57,37,9,0
302,335,69,9,4,3,0
272,439,69,1,1,0,0
249,264,69,18,13,3,0
224,332,69,0,0,0,0
145,246,69,24,9,1,0
136,172,69,11,6,1,0
110,147,69,38,23,5,0
1150,37,70,17,10,3,0
1019,446,70,0,0,1,0
1018,446,70,0,0,1,0
983,445,70,65,47,5,0
842,273,70,27,22,3,0
770,31,70,36,28,8,0
725,236,70,0,0,0,0
668,31,70,2,2,0,0
611,372,70,58,40,3,0
533,283,70,25,17,7,0
466,494,70,52,33,8,0
9,273,70,27,18,3,0
1151,151,71,68,45,3,0
1149,369,71,47,30,4,0
1147,230,71,1,1,0,0
710,112,71,26,18,1,0
659,104,71,44,21,6,2
544,296,71,7,0,0,0
524,226,71,76,53,9,0
518,102,71,84,42,9,0
461,109,71,27,11,2,0
454,505,71,4,2,2,0
366,270,71,18,9,0,0
365,270,71,0,0,0,0
269,240,71,35,21,3,0
227,192,71,15,10,3,0
147,631,71,10,4,1,0
132,73,71,2,2,1,0
124,634,71,11,6,2,0
123,634,71,19,8,2,0
1104,384,72,30,16,6,0
986,267,72,4,2,0,0
952,144,72,3,2,0,0
951,122,72,44,27,6,0
875,498,72,25,15,4,0
832,599,72,17,9,5,0
831,599,72,10,4,5,0
812,397,72,79,51,8,0
685,98,72,12,6,3,0
682,338,72,0,0,0,0
670,291,72,138,65,8,0
664,280,72,34,24,7,0
573,97,72,15,12,1,0
548,400,72,25,16,1,0
525,365,72,13,9,3,0
433,574,72,22,12,3,0
384,660,72,19,13,0,0
344,474,72,19,14,2,0
180,415,72,3,3,0,0
170,470,72,8,7,1,0
1013,419,73,9,4,1,0
942,321,73,78,49,4,1
890,361,73,29,21,2,0
855,537,73,20,9,3,0
586,520,73,19,12,5,0
557,509,73,38,25,0,0
432,596,73,11,8,0,0
308,39,73,63,40,7,0
285,71,73,35,21,5,0
240,250,73,50,40,5,0
188,439,73,20,13,5,1
183,665,73,0,0,0,0
120,172,73,1,1,0,0
119,172,73,8,4,0,0
58,494,73,28,25,0,0
20,318,73,27,17,0,0
11,88,73,23,15,2,0
1067,595,74,16,9,0,0
1024,196,74,44,28,3,0
1009,376,74,26,16,0,0
827,405,74,44,26,4,0
803,646,74,25,19,3,0
794,86,74,41,29,5,0
558,572,74,32,21,0,0
549,122,74,33,23,5,0
428,446,74,64,44,8,0
417,501,74,19,12,0,0
349,67,74,22,17,3,0
331,21,74,7,5,1,0
248,193,74,39,26,5,0
239,559,74,1,1,3,1
181,282,74,12,4,1,0
68,244,74,12,8,1,0
61,94,74,44,25,9,2
60,292,74,0,0,0,0
