assists,dribbles,sca,sca90,pass_targets,miscontrols,dispossessed,fouled,fbrefId,playerFullName,ca,vis,ldr,pas,dri,agi,cnt,city,country,position,squad,comp,id
1,21,29,2.22,655,36,21,17,834d0be5,Lucas Alario,134,10,8,11,11,13,14,Tostado,Argentina,FW,Leverkusen,1. Bundesliga,498
2,14,13,0.4,997,7,8,13,8397a50c,Tyrone Mings,135,12,15,14,12,12,12,Bath,England,"DF (CB-FB, left)",Aston Villa,1. Premier League,499
0,6,11,2.81,120,7,9,5,83d074ff,Alexis Mac Allister,134,16,10,15,14,14,12,Santa Rosa,Argentina,MF,Brighton,1. Premier League,500
0,2,3,1.02,87,7,4,1,84399660,Juanmi,140,14,9,13,14,15,13,Coín,Spain,FW-MF,Betis,1. La Liga,501
0,2,3,0.65,307,0,0,3,8494acc4,Stefan Ilsanker,130,9,16,12,8,12,15,Hallein,Austria,DF-MF (CM-DM),RB Leipzig,1. Bundesliga,502
1,3,9,0.97,416,1,5,8,8494acc4,Stefan Ilsanker,130,9,16,12,8,12,15,Hallein,Austria,DF-MF (CM-DM),Eint Frankfurt,1. Bundesliga,503
1,16,35,3.18,572,24,18,13,849c826a,Andriy Yarmolenko,138,14,13,13,15,14,14,Leningrad,Russia,"FW-MF (AM-WM, right)",West Ham,1. Premier League,504
0,0,1,22.5,2,0,1,0,84f55b4a,Germán Valera,75,5,10,8,11,12,7,Murcia,Spain,FW,Atlético Madrid,1. La Liga,505
3,17,24,2.2,462,17,17,18,854ee61a,Grégoire Defrel,134,11,6,12,14,15,12,Meudon,France,FW,Sassuolo,1. Serie A,506
8,46,119,3.54,1262,33,35,26,8593f88c,Christian Günter,132,8,9,10,14,11,12,Villingen-Schwenningen,Germany,"DF-MF (FB, left)",Freiburg,1. Bundesliga,507
0,5,11,2.49,139,1,9,3,861e0116,Kostas Stafylidis,128,12,13,13,9,12,10,Thessaloniki,Greece,"DF-MF (FB-WM, left)",Hoffenheim,1. Bundesliga,508
2,93,80,2.38,1281,60,54,68,862a1c15,Miguel Almirón,144,15,6,12,15,15,12,Asunción,Paraguay,FW-MF (AM-CM),Newcastle Utd,1. Premier League,509
1,4,23,1.09,1290,6,5,16,8650af85,Gian Marco Ferrari,134,9,12,11,8,12,14,Province of Parma,Italy,"DF (CB, left)",Sassuolo,1. Serie A,510
2,32,23,1.83,537,29,13,16,86695068,Dennis Praet,140,14,11,15,15,13,18,Leuven,Belgium,MF (AM-CM-DM),Leicester City,1. Premier League,511
3,35,58,4.34,952,13,26,27,867239d3,Paul Pogba,169,17,13,18,16,14,9,Lagny-sur-Marne,France,MF (CM-DM),Manchester Utd,1. Premier League,512
4,32,49,1.84,1769,14,18,23,86dd77d1,Kyle Walker,151,11,12,12,13,14,13,Sheffield,England,"DF (FB, right)",Manchester City,1. Premier League,513
8,30,121,3.86,1151,22,28,76,86e119e0,Maximilian Arnold,142,13,12,15,10,11,12,Riesa,Germany,"MF (CM-DM, left)",Wolfsburg,1. Bundesliga,514
0,2,2,0.06,900,1,0,3,8778c910,Manuel Neuer,176,12,13,13,3,15,15,Gelsenkirchen,Germany,GK,Bayern Munich,1. Bundesliga,515
0,6,1,0.1,388,3,2,2,87935cf3,Mamadou Sakho,143,11,16,14,13,12,11,Paris,France,"DF (CB, left)",Crystal Palace,1. Premier League,516
1,48,51,2.4,1176,27,28,36,8794e251,Adrien Rabiot,154,16,12,17,14,13,13,Saint-Maurice,France,"MF (CM-WM, left)",Juventus,1. Serie A,517
4,23,48,2.42,997,13,25,24,88050721,Unai López,134,15,12,15,14,14,12,Bilbao,Spain,MF (CM-DM),Athletic Club,1. La Liga,518
1,17,22,3.85,326,9,11,13,881ef58c,Javier Pastore,143,17,10,16,15,14,11,Córdoba,Argentina,MF (AM),Roma,1. Serie A,519
3,29,35,1.67,884,24,22,26,88d4144a,Maximilian Mittelstädt,127,11,8,12,10,14,9,Land Berlin,Germany,DF-MF,Hertha BSC,1. Bundesliga,520
10,107,98,4.02,1524,55,35,28,88e357ef,Serge Gnabry,165,13,5,13,16,14,12,Stuttgart,Germany,FW-MF (AM-WM),Bayern Munich,1. Bundesliga,521
9,93,140,6.48,1367,33,39,37,892d5bb1,Riyad Mahrez,153,16,5,16,17,17,13,Sarcelles,France,"FW-MF (AM-WM, right)",Manchester City,1. Premier League,522
0,14,33,1.11,1058,7,14,36,89976232,Armando Izzo,146,9,13,13,9,14,14,Naples,Italy,"DF (CB, right)",Torino,1. Serie A,523
1,12,10,0.39,1683,10,6,22,89ac64a6,Manuel Akanji,144,13,10,13,10,12,11,Wiesendangen / Wiesendangen (Dorf),Switzerland,DF-MF (CB),Dortmund,1. Bundesliga,524
7,48,97,5.17,911,19,13,30,89b2c8a9,Dries Mertens,155,15,13,14,13,17,12,Leuven,Belgium,FW-MF (WM),Napoli,1. Serie A,525
0,22,16,1.61,428,5,7,17,89d10e53,Danny Rose,143,12,6,13,12,13,13,Doncaster,England,"DF-MF (FB, left)",Tottenham,1. Premier League,526
0,6,7,0.73,312,2,4,23,89d10e53,Danny Rose,143,12,6,13,12,13,13,Doncaster,England,"DF-MF (FB, left)",Newcastle Utd,1. Premier League,527
0,19,8,0.3,799,12,20,27,8a7ff278,Joel Ward,127,9,10,12,10,13,13,Emsworth,England,"DF-MF (DM-FB, right)",Crystal Palace,1. Premier League,528
1,58,50,2.58,862,40,18,48,8aafd64f,João Félix,159,16,7,17,17,15,13,Viseu Municipality,Portugal,FW-MF,Atlético Madrid,1. La Liga,529
1,7,8,1.21,252,6,5,2,8abd0c03,Marvin Zeegelaar,128,9,5,12,14,15,13,Amsterdam,Netherlands,"DF-FW-MF (WM, left)",Udinese,1. Serie A,530
4,19,93,4.66,1118,32,24,17,8aec0537,Pascal Groß,136,15,11,15,10,13,14,Mannheim,Germany,MF (AM-CM),Brighton,1. Premier League,531
0,4,5,3.41,66,0,3,3,8b609c34,Wilfried Singo,132,14,6,11,13,14,13,Ouragahio,Côte d'Ivoire,DF-MF,Torino,1. Serie A,532
0,0,0,0.0,40,1,1,7,8b625720,Tachi,107,8,6,9,2,13,10,Fuenlabrada,Spain,DF,Alavés,1. La Liga,533
0,0,3,0.72,69,3,0,6,8b6e0db2,Reece Oxford,122,10,12,13,8,11,11,Edmonton,England,DF,Augsburg,1. Bundesliga,534
6,104,95,3.26,1399,66,68,47,8b788c01,Anthony Martial,155,10,4,14,16,17,12,Massy,France,FW-MF (AM),Manchester Utd,1. Premier League,535
0,0,2,0.15,559,1,2,4,8b8a56ce,Simon Kjær,139,9,15,10,7,11,13,Horsens,Denmark,DF (CB),Milan,1. Serie A,536
0,1,1,0.31,106,0,0,1,8b8a56ce,Simon Kjær,139,9,15,10,7,11,13,Horsens,Denmark,DF (CB),Atalanta,1. Serie A,537
1,6,23,0.75,959,6,4,17,8b95acda,Omar Colley,132,9,11,10,7,13,13,Banjul,Gambia,"DF (CB, left)",Sampdoria,1. Serie A,538
0,0,2,2.65,31,0,2,0,8bc8829a,Lucien Agoume,100,11,6,11,11,11,12,Yaoundé,Cameroon,MF,Inter,1. Serie A,539
0,42,42,2.29,818,11,19,30,8c65eb5f,Mato Jajalo,128,13,13,15,13,10,15,Jajce,Bosnia and Herzegovina,MF (CM-DM),Udinese,1. Serie A,540
1,3,20,0.64,905,3,5,23,8c725b43,Germán Pezzella,143,11,15,12,7,12,14,Bahía Blanca,Argentina,DF (CB),Fiorentina,1. Serie A,541
0,3,8,0.26,487,0,0,3,8cabdc1e,Andrea Consigli,134,8,13,6,1,16,12,Milan,Italy,GK,Sassuolo,1. Serie A,542
0,6,1,0.13,286,4,2,11,8cc29864,Lorenzo Tonelli,129,10,14,10,6,11,13,Florence,Italy,"DF (CB, right)",Sampdoria,1. Serie A,543
1,35,16,0.57,861,38,22,30,8d3c902d,Cheikhou Kouyaté,132,10,12,12,11,13,13,Dakar,Senegal,DF-MF (CB-CM-DM),Crystal Palace,1. Premier League,544
1,12,16,0.65,609,13,15,36,8d47bb39,Carlos Neva,121,12,4,11,13,13,13,El Puerto de Santa María,Spain,"DF (FB, left)",Granada,1. La Liga,545
4,106,102,3.33,1606,84,62,51,8d78e732,Robert Lewandowski,184,13,12,13,13,13,15,Warsaw,Poland,FW,Bayern Munich,1. Bundesliga,546
0,7,10,4.27,177,0,2,2,8da74c05,Adrien Tameze,130,10,8,13,10,13,15,Lille,France,MF (CM-DM),Atalanta,1. Serie A,547
0,21,6,0.28,525,19,14,37,8db394aa,Ximo Navarro,124,10,13,11,11,12,13,Guadahortuna,Spain,"DF (CB-FB, right)",Alavés,1. La Liga,548
1,7,21,0.66,815,6,3,20,8df7a2fb,Ben Mee,132,8,15,10,8,12,14,Sale,England,"DF (CB, left)",Burnley,1. Premier League,549
0,11,7,1.34,158,2,4,3,8e088e04,Toni Lato,120,13,8,14,13,14,12,Valencia,Spain,DF,Osasuna,1. La Liga,550
1,6,15,1.63,396,22,12,6,8e235926,Michael Gregoritsch,135,14,7,13,12,10,9,Graz,Austria,FW-MF (AM-WM),Schalke 04,1. Bundesliga,551
0,4,9,2.67,128,4,1,4,8e235926,Michael Gregoritsch,135,14,7,13,12,10,9,Graz,Austria,FW-MF (AM-WM),Augsburg,1. Bundesliga,552
0,12,16,1.53,558,10,9,11,8e48dc61,Ander Guevara,128,12,10,13,9,16,13,Vitoria-Gasteiz,Spain,MF,Real Sociedad,1. La Liga,553
1,42,33,1.97,728,40,42,16,8e92be30,Alexander Isak,150,16,7,13,15,15,11,Solna,Sweden,FW,Real Sociedad,1. La Liga,554
2,13,15,2.5,231,10,3,6,8eb55dbb,Sheraldo Becker,116,9,6,10,13,12,9,Amsterdam,Netherlands,"FW-MF (WM, right)",Union Berlin,1. Bundesliga,555
2,28,36,1.88,653,30,45,30,8f056768,Xaver Schlager,136,16,11,14,12,13,10,Vienna,Austria,MF (CM-DM),Wolfsburg,1. Bundesliga,556
0,0,0,0.0,23,0,0,0,8f29e08b,Juan Pérez,125,11,14,10,2,15,15,Huesca,Spain,GK,Osasuna,1. La Liga,557
2,38,46,1.5,1329,83,49,70,8f3565b3,Ante Budimir,124,10,5,12,10,11,13,Zenica,Bosnia and Herzegovina,FW,Mallorca,1. La Liga,558
0,48,31,2.74,687,31,20,25,8f5e92a6,Rodrygo,130,10,10,14,15,16,14,Osasco,Brazil,FW-MF,Real Madrid,1. La Liga,559
0,1,1,0.05,222,1,0,1,8f62b6ee,Hugo Lloris,157,9,15,8,5,17,14,Nice,France,GK,Tottenham,1. Premier League,560
1,39,80,3.54,981,36,30,41,8f866fe8,Manolo Gabbiadini,135,13,9,12,13,15,13,Calcinate,Italy,FW,Sampdoria,1. Serie A,561
2,8,29,2.15,593,42,11,26,8f898ba8,Guido Carrillo,133,11,11,13,10,12,14,Magdalena,Argentina,FW,Leganés,1. La Liga,562
0,0,5,0.13,303,0,0,0,8f8c6934,David Soria,144,8,11,8,1,12,14,Madrid,Spain,GK,Getafe,1. La Liga,563
2,11,25,1.3,763,9,9,20,8fef5412,Andrea Conti,139,12,8,13,12,13,13,Lecco,Italy,DF-MF,Milan,1. Serie A,564
2,13,9,0.38,752,10,9,26,90339309,Jerry St. Juste,126,12,9,13,10,14,11,Groningen,Netherlands,"DF (CB, right)",Mainz 05,1. Bundesliga,565
4,50,41,3.14,447,29,24,34,9038c2a1,Jason,136,13,9,13,14,13,11,A Coruña,Spain,"FW-MF (WM, right)",Getafe,1. La Liga,566
2,39,35,2.11,407,9,7,20,9050ddc4,Jetro Willems,130,13,5,13,13,14,9,Rotterdam,Netherlands,"DF-MF (FB, left)",Newcastle Utd,1. Premier League,567
1,16,27,1.81,697,9,11,16,9085dd7c,Paolo Faragò,128,12,7,14,12,11,14,Catanzaro,Italy,DF-MF,Cagliari,1. Serie A,568
3,69,96,3.74,826,37,57,79,90f91999,John McGinn,139,15,8,14,13,12,11,Glasgow,Scotland,MF (CM-DM),Aston Villa,1. Premier League,569
0,0,0,0.0,2,0,1,0,919dd4b1,Raúl Moro,91,11,9,9,13,13,9,Barcelona,Spain,FW,Lazio,1. Serie A,570
1,6,16,0.58,913,12,8,22,921f6058,José Luis Palomino,143,9,12,12,9,13,15,San Miguel,Argentina,DF (CB),Atalanta,1. Serie A,571
0,34,24,1.07,770,22,30,44,9228b07c,Tom Davies,131,13,7,13,12,14,14,Liverpool,England,MF,Everton,1. Premier League,572
1,26,37,4.4,567,16,12,6,92432bc6,Amadou Haidara,134,13,9,13,14,14,11,Bamako,Mali,MF,RB Leipzig,1. Bundesliga,573
0,14,15,1.46,335,17,9,28,924f9191,Grischa Prömel,119,10,11,12,12,11,14,Stuttgart,Germany,MF (DM),Union Berlin,1. Bundesliga,574
2,34,25,1.2,563,14,17,26,92948149,Lukas Klünter,127,8,8,9,10,11,12,Euskirchen,Germany,DF-MF,Hertha BSC,1. Bundesliga,575
2,19,42,3.6,463,21,16,33,92d83c27,Mattias Svanberg,124,13,9,14,12,13,12,New York,New York,MF,Bologna,1. Serie A,576
1,9,5,0.15,854,8,0,22,93090f69,Domingos Duarte,138,8,13,11,9,12,15,Cascais,Portugal,"DF (CB, right)",Granada,1. La Liga,577
0,8,3,0.32,293,3,5,2,933d3b51,Koffi Djidji,132,11,10,11,10,12,14,Bagnolet,France,DF (CB),Torino,1. Serie A,578
5,33,45,1.81,1674,17,11,15,935e6b8f,Jordan Henderson,158,14,18,16,12,13,15,Sunderland,England,"MF (CM-DM-WM, right)",Liverpool,1. Premier League,579
2,23,42,2.69,665,38,25,29,93b891d1,Felipe Caicedo,141,15,9,15,12,13,13,Esmeraldas,Ecuador,FW-MF (WM),Lazio,1. Serie A,580
0,11,9,0.3,829,6,8,28,93cf32a8,Nicolas Nkoulou,144,11,13,13,10,13,12,Yaoundé,Cameroon,DF (CB),Torino,1. Serie A,581
0,0,1,0.05,290,0,0,4,9413b19f,Alex Meret,148,6,10,10,3,18,13,Udine,Italy,GK,Napoli,1. Serie A,582
0,21,23,4.03,300,14,11,29,94816803,Riccardo Sottil,124,11,8,11,14,14,10,Torino,Italy,FW,Fiorentina,1. Serie A,583
0,22,36,2.25,1037,7,7,17,94b2001f,Danilo,130,8,15,9,8,10,13,Bicas,Brazil,"DF-MF (FB, right)",Juventus,1. Serie A,584
0,22,36,2.25,1037,7,7,17,94b2001f,Danilo,151,10,10,13,12,12,13,Bicas,Brazil,"DF-MF (FB, right)",Juventus,1. Serie A,585
6,47,71,4.09,749,20,21,37,94c18565,Florian Kainz,128,15,8,13,14,15,12,Graz,Austria,FW-MF (AM),Köln,1. Bundesliga,586
0,0,1,90.0,2,0,0,0,9591723b,Jacopo Da Riva,85,10,10,9,9,9,6,NULL,NULL,MF,Atalanta,1. Serie A,587
1,24,24,1.32,766,75,39,37,9592289a,Simone Zaza,137,12,13,12,12,14,12,Policoro,Italy,FW,Torino,1. Serie A,588
3,80,86,2.67,1415,40,56,56,95facda1,Nahitan Nández,136,12,12,12,11,13,14,Maldonado Department,Uruguay,"DF-MF (AM-CM-DM, right)",Cagliari,1. Serie A,589
3,47,40,2.81,736,59,39,26,962e54cb,Gonçalo Paciência,131,13,8,13,15,14,11,Porto Municipality,Portugal,FW,Eint Frankfurt,1. Bundesliga,590
4,19,63,3.67,924,15,16,39,963829d0,Manu Trigueros,138,15,10,15,14,16,13,Talavera de la Reina,Spain,MF (CM),Villarreal,1. La Liga,591
0,0,0,0.0,35,0,0,0,96640846,Samir Ujkani,107,7,10,8,7,13,13,Vushtrri,Kosovo,GK,Torino,1. Serie A,592
5,77,117,3.67,1699,75,66,56,9674002f,Mason Mount,144,12,10,14,14,13,12,Portsmouth,England,FW-MF (AM-CM),Chelsea,1. Premier League,593
0,0,1,0.03,371,0,0,6,967f34d3,Rubén Blanco,138,7,8,13,3,15,12,Mos,Spain,GK,Celta Vigo,1. La Liga,594
1,30,39,1.31,1101,9,16,50,96e0490d,Matteo Darmian,137,7,8,12,9,13,13,Legnano,Italy,"DF-MF (CB-FB, right)",Parma,1. Serie A,595
0,0,0,0.0,13,0,1,0,970b8574,Federico Dimarco,123,10,10,12,10,12,10,Milan,Italy,DF-MF,Inter,1. Serie A,596
3,6,18,3.11,340,3,3,7,970b8574,Federico Dimarco,123,10,10,12,10,12,10,Milan,Italy,DF-MF,Hellas Verona,1. Serie A,597
3,53,50,2.62,732,37,29,22,97333cf5,Stuart Armstrong,135,14,14,15,13,14,10,Inverness,Scotland,MF (AM-CM-WM),Southampton,1. Premier League,598
0,28,18,0.67,640,18,24,23,97572117,Allan Nyom,133,10,9,11,11,13,10,Neuilly-sur-Seine,France,"DF-MF (FB, right)",Getafe,1. La Liga,599
0,0,4,0.15,273,0,1,0,97852360,Fernando Pacheco,141,11,11,13,1,14,14,Badajoz,Spain,GK,Alavés,1. La Liga,600
1,12,16,1.68,391,1,6,12,983ff2c7,Lorenzo Venuti,126,11,10,12,10,14,13,Montevarchi,Italy,"DF-MF (FB, right)",Fiorentina,1. Serie A,601
0,4,6,2.24,177,0,4,7,984a5a64,Kyle Walker-Peters,133,12,8,12,12,14,11,London,England,"DF (FB, right)",Tottenham,1. Premier League,602
0,24,7,0.9,303,5,9,23,984a5a64,Kyle Walker-Peters,133,12,8,12,12,14,11,London,England,"DF (FB, right)",Southampton,1. Premier League,603
2,48,27,1.26,603,19,35,18,989d5705,Jeff Hendrick,130,12,11,14,13,14,14,Dublin,Republic of Ireland,MF (AM-CM),Burnley,1. Premier League,604
2,37,65,2.5,1439,24,22,39,98d2c2c4,Remo Freuler,146,13,11,14,14,14,13,Ennenda,Switzerland,"MF (CM-DM, left)",Atalanta,1. Serie A,605
2,98,65,3.89,764,47,55,44,9907b1c8,Nicolò Zaniolo,151,13,11,14,17,13,13,Massa,Italy,FW-MF,Roma,1. Serie A,606
0,16,22,1.32,493,10,10,7,9939e168,Jon Moncayola,115,12,10,13,6,11,13,Pamplona,Spain,MF,Osasuna,1. La Liga,607
0,0,0,0.0,24,0,0,0,9970da54,Antonio Sivera,122,10,1,11,1,12,14,Xàtiva,Spain,GK,Alavés,1. La Liga,608
0,0,5,0.85,318,0,3,2,997fff07,Sebastiano Luperto,131,9,9,11,8,13,13,Lecce,Italy,"DF (CB, left)",Napoli,1. Serie A,609
1,6,9,2.12,273,5,7,11,99813635,Adam Lallana,149,14,11,15,17,14,14,St Albans,England,FW-MF (AM-WM),Liverpool,1. Premier League,610
2,18,17,1.61,521,29,12,5,99be8fb5,Anthony Ujah,124,8,10,8,11,13,14,Benue State,Nigeria,FW,Union Berlin,1. Bundesliga,611
0,4,2,1.87,64,0,2,2,99bebd12,John Guidetti,124,10,11,13,14,11,10,Stockholm,Sweden,FW,Alavés,1. La Liga,612
4,9,19,0.83,1403,10,11,31,99de6b6f,Benjamin Hübner,136,10,13,12,6,8,15,Wiesbaden,Germany,"DF (CB, left)",Hoffenheim,1. Bundesliga,613
9,211,99,3.42,1394,82,90,101,9a28eba4,Adama Traoré,150,10,8,11,17,15,8,l'Hospitalet de Llobregat,Spain,"FW-MF (WM, right)",Wolves,1. Premier League,614
2,31,51,4.02,655,23,20,20,9a2e0ccc,Emil Forsberg,142,15,8,14,16,13,11,Sundsvall,Sweden,"FW-MF (AM-WM, left)",RB Leipzig,1. Bundesliga,615
0,0,11,0.41,1396,5,2,25,9a64e67e,Robin Le Normand,129,8,12,12,7,12,12,Pabu,France,DF (CB),Real Sociedad,1. La Liga,616
0,4,23,1.05,986,3,13,30,9ab16552,Makoto Hasebe,135,10,15,14,10,13,17,Fujieda-shi,Japan,DF-MF (CB-DM-WM),Eint Frankfurt,1. Bundesliga,617
0,33,42,2.18,1016,11,5,14,9c94165b,Luke Shaw,138,7,7,13,13,15,14,Kingston upon Thames,England,"DF-MF (FB-WM, left)",Manchester Utd,1. Premier League,618
5,41,105,3.83,1388,26,33,49,9d4c45d6,Roberto Soriano,139,15,10,15,14,13,13,Darmstadt,Germany,MF (AM),Bologna,1. Serie A,619
4,26,43,1.65,1020,52,25,47,9d66fbe3,Roberto Soldado,129,14,15,13,10,13,14,Valencia,Spain,FW,Granada,1. La Liga,620
4,46,60,2.88,906,60,43,56,9dbb75ca,Alexandre Lacazette,158,14,10,13,14,16,14,Lyon,France,FW,Arsenal,1. Premier League,621
0,15,20,3.28,311,19,19,12,9deaf2c8,Keinan Davis,108,11,6,11,11,13,10,Birmingham,England,FW,Aston Villa,1. Premier League,622
6,19,57,3.26,724,15,10,22,9e1577aa,Cristiano Biraghi,139,12,12,13,11,13,12,Cernusco sul Naviglio,Italy,"DF-MF (FB-WM, left)",Inter,1. Serie A,623
4,91,47,1.38,1570,26,43,24,9e525177,Aaron Wan-Bissaka,144,11,7,10,12,15,14,Croydon,England,"DF (FB, right)",Manchester Utd,1. Premier League,624
0,1,3,0.09,447,0,0,6,9f0ea33f,Sergio Asenjo,147,7,11,11,3,14,16,Palencia,Spain,GK,Villarreal,1. La Liga,625
0,0,0,0.0,21,0,0,0,9f5a610b,Wladimiro Falcone,95,10,12,8,1,9,16,Rome,Italy,GK,Sampdoria,1. Serie A,626
1,16,11,0.35,1366,6,4,13,9f8e9423,Raphaël Varane,165,11,10,14,11,13,15,Lille,France,"DF-MF (CB-DM, right)",Real Madrid,1. La Liga,627
0,1,4,0.58,308,2,2,11,9f979eb2,Jorge Meré,130,12,13,13,11,13,11,Oviedo,Spain,DF (CB),Köln,1. Bundesliga,628
1,9,24,0.8,1201,6,8,24,9fbbcf39,Romain Saïss,131,14,10,14,11,13,14,Bourg-de-Péage,France,"DF-MF (CB-CM, left)",Wolves,1. Premier League,629
1,9,20,1.95,400,12,10,12,9fec8860,Ludwig Augustinsson,133,12,8,13,10,12,14,Stockholm,Sweden,"DF-MF (FB, left)",Werder Bremen,1. Bundesliga,630
0,0,4,0.11,347,0,1,4,a01c3d54,Aitor Fernández,135,9,9,11,2,14,14,Mondragón,Spain,GK,Levante,1. La Liga,631
2,19,26,1.4,677,47,21,8,a0415710,Ismail Jakobs,108,10,6,9,11,13,9,Cologne,Germany,DF-MF,Köln,1. Bundesliga,632
3,168,65,2.13,1480,83,94,64,a08b974a,Lucas Ocampos,143,10,8,12,15,15,12,Quilmes,Argentina,FW-MF (AM-WM),Sevilla,1. La Liga,633
2,54,43,3.28,986,24,18,45,a0b4bb3e,Isco,160,19,13,17,17,12,14,Benalmádena,Spain,FW-MF (AM),Real Madrid,1. La Liga,634
0,1,3,0.08,416,3,0,3,a111cf41,Juan Musso,137,12,12,10,1,16,14,San Nicolás de los Arroyos,Argentina,GK,Udinese,1. Serie A,635
0,1,1,0.6,52,0,2,0,a1232f4e,Eric Bailly,144,7,8,11,9,16,8,Abidjan,Côte d'Ivoire,"DF (CB, right)",Manchester Utd,1. Premier League,636
7,90,77,3.15,1855,64,48,28,a167537f,Julian Brandt,154,16,6,13,16,14,10,Bremen,Germany,"FW-MF (AM-WM, left)",Dortmund,1. Bundesliga,637
0,0,0,0.0,110,0,0,0,a179d516,Willy Caballero,140,12,14,12,2,15,13,Santa Elena,Argentina,GK,Chelsea,1. Premier League,638
7,132,92,3.13,1557,71,48,51,a1d5bd30,Marcus Rashford,153,9,5,12,15,15,12,Wythenshawe,England,FW-MF (AM),Manchester Utd,1. Premier League,639
1,26,26,3.32,342,12,16,13,a29b1131,Steven Bergwijn,149,13,5,12,15,16,12,Amsterdam,Netherlands,FW-MF,Tottenham,1. Premier League,640
0,1,0,0.0,34,2,1,0,a2a85828,Aymen Barkok,121,13,8,13,14,14,8,Frankfurt am Main,Germany,MF,Düsseldorf,1. Bundesliga,641
1,14,32,2.09,558,18,19,29,a2b105e0,Sean Longstaff,129,13,10,15,13,11,11,North Shields,England,MF (CM),Newcastle Utd,1. Premier League,642
0,4,2,8.57,10,1,1,1,a36084cd,Gianmarco Cangiano,98,11,4,11,15,15,9,NULL,NULL,FW,Bologna,1. Serie A,643
3,66,49,4.09,803,24,36,59,a39bb753,Eden Hazard,175,16,6,16,20,17,13,La Louvière,Belgium,"FW-MF (AM-WM, left)",Real Madrid,1. La Liga,644
1,33,33,3.47,415,27,19,18,a3b03921,Joe Willock,133,14,4,14,15,17,12,Waltham Forest,England,MF,Arsenal,1. Premier League,645
1,18,23,0.8,1218,6,14,23,a3d94a58,Cristian Romero,134,8,11,11,7,12,13,Córdoba,Argentina,DF (CB),Genoa,1. Serie A,646
0,6,4,1.02,194,11,6,2,a3ddb1b9,Mark Uth,134,9,7,11,13,14,12,Cologne,Germany,FW-MF,Schalke 04,1. Bundesliga,647
5,30,56,4.34,580,40,28,35,a3ddb1b9,Mark Uth,134,9,7,11,13,14,12,Cologne,Germany,FW-MF,Köln,1. Bundesliga,648
0,6,10,0.46,733,4,3,24,a40819d9,Marash Kumbulla,128,10,13,10,9,13,13,Desenzano del Garda,Italy,DF (CB),Hellas Verona,1. Serie A,649
0,3,5,0.27,201,1,0,7,a4995f48,Sergio Herrera,132,12,14,9,1,11,14,Miranda de Ebro,Spain,GK,Osasuna,1. La Liga,650
1,12,8,0.36,747,4,7,10,a4ac4b8f,Willy Boly,143,11,12,13,12,11,11,Melun,France,DF (CB),Wolves,1. Premier League,651
1,15,18,1.21,518,4,19,12,a4e85758,Igor,124,12,8,12,12,12,10,Bom Sucesso,Brazil,DF,SPAL,1. Serie A,652
0,4,4,0.59,266,4,3,5,a4e85758,Igor,124,12,8,12,12,12,10,Bom Sucesso,Brazil,DF,Fiorentina,1. Serie A,653
1,6,11,1.01,695,1,3,3,a4effc55,Dan-Axel Zagadou,135,12,11,13,9,8,14,Créteil,France,"DF (CB, left)",Dortmund,1. Bundesliga,654
0,9,2,0.61,173,10,9,10,a4fe8cda,Patrick Cutrone,137,11,10,12,11,14,14,Como,Italy,FW,Wolves,1. Premier League,655
1,13,18,1.93,417,33,11,13,a4fe8cda,Patrick Cutrone,137,11,10,12,11,14,14,Como,Italy,FW,Fiorentina,1. Serie A,656
0,16,12,1.71,266,26,18,12,a53649b7,Eddie Nketiah,128,11,4,10,13,14,10,Lewisham,England,FW,Arsenal,1. Premier League,657
1,96,58,2.48,1074,71,72,34,a53b661f,Ihlas Bebou,133,10,6,11,14,14,11,Sokodé,Togo,FW-MF (AM),Hoffenheim,1. Bundesliga,658
0,57,32,2.36,501,22,32,14,a55d8df5,Aitor Ruibal,124,9,9,11,14,11,11,Manresa,Spain,FW-MF,Leganés,1. La Liga,659
2,30,33,2.73,644,27,16,12,a58bb1e1,Gareth Bale,173,13,9,14,16,13,11,Cardiff,Wales,FW-MF (AM-WM),Real Madrid,1. La Liga,660
0,0,3,3.65,41,1,0,1,a5ce09f2,Kevin Möhwald,127,16,8,15,12,12,10,Kreisfreie Stadt Erfurt,Germany,MF (AM-DM),Werder Bremen,1. Bundesliga,661
0,6,10,1.12,310,3,2,14,a5ec3ede,Alexander Hack,124,13,7,13,11,12,9,Memmingen,Germany,DF (CB),Mainz 05,1. Bundesliga,662
8,52,74,3.33,1146,38,30,35,a6154613,Luis Suárez,134,10,11,10,13,13,11,Salto,Uruguay,FW,Barcelona,1. La Liga,663
8,52,74,3.33,1146,38,30,35,a6154613,Luis Suárez,180,16,15,16,15,14,15,Salto,Uruguay,FW,Barcelona,1. La Liga,664
0,10,7,2.22,170,4,5,5,a65ce836,Emre Can,153,13,14,14,14,11,14,Frankfurt am Main,Germany,DF-MF (CM-DM),Juventus,1. Serie A,665
0,25,14,1.32,684,5,16,17,a65ce836,Emre Can,153,13,14,14,14,11,14,Frankfurt am Main,Germany,DF-MF (CM-DM),Dortmund,1. Bundesliga,666
0,29,17,0.8,859,19,23,31,a6951bf8,Francis Coquelin,148,12,12,14,13,13,17,Laval,France,DF-MF (CM-DM-FB),Valencia,1. La Liga,667
