assists,dribbles,sca,sca90,pass_targets,miscontrols,dispossessed,fouled,fbrefId,playerFullName,ca,vis,ldr,pas,dri,agi,cnt,city,country,position,squad,comp,id
5,19,64,2.12,1709,9,19,23,2a1beb34,Marten de Roon,146,12,14,13,10,11,14,Zwijndrecht,Netherlands,"MF (CM-DM, right)",Atalanta,1. Serie A,163
0,5,1,0.43,75,0,0,1,2a29eb9b,Lukas Kübler,122,8,10,10,8,11,15,Bonn,Germany,"DF (CB-FB, right)",Freiburg,1. Bundesliga,164
1,67,28,1.03,1123,21,31,21,2acd49b9,Moussa Sissoko,149,13,12,13,15,13,14,Le Blanc-Mesnil,France,"MF (AM-CM-DM, right)",Tottenham,1. Premier League,165
0,11,18,1.7,602,9,13,15,2b09d998,Tyler Adams,130,13,10,14,11,14,10,Wappingers Falls,New York,DF-MF (DM),RB Leipzig,1. Bundesliga,166
4,150,88,4.25,773,53,61,61,2b16cb1a,Allan Saint-Maximin,144,10,10,11,19,16,12,Châtenay-Malabry,France,FW-MF (WM),Newcastle Utd,1. Premier League,167
4,114,87,3.49,1201,57,69,78,2b622f01,Lucas Moura,148,12,7,12,16,16,12,São Paulo,Brazil,"FW-MF (AM-WM, right)",Tottenham,1. Premier League,168
0,7,1,0.08,223,4,2,8,2b91cf8e,Ciaran Clark,127,10,13,10,10,11,13,Harrow,England,"DF-MF (CB, left)",Newcastle Utd,1. Premier League,169
0,3,2,0.95,113,1,2,3,2baec6ce,Axel Tuanzebe,138,8,12,13,12,14,12,Bunia,Congo DR,DF (CB),Manchester Utd,1. Premier League,170
0,7,3,0.34,645,1,1,2,2bed3eab,Eric García,135,13,14,14,12,14,15,Barcelona,Spain,DF (CB),Manchester City,1. Premier League,171
0,1,0,0.0,186,0,1,1,2bef2bca,Ronald Araújo,149,15,13,16,10,10,14,Rivera,Uruguay,"DF (CB, right)",Barcelona,1. La Liga,172
0,0,0,0.0,7,0,0,1,2c0558b8,Jamal Musiala,126,12,6,13,14,11,11,Fulda,Germany,MF,Bayern Munich,1. Bundesliga,173
8,36,66,6.44,571,25,26,39,2c0f8e9e,Alexis Sánchez,151,14,11,14,16,15,13,Tocopilla,Chile,"FW-MF (AM-WM, left)",Inter,1. Serie A,174
0,35,24,2.0,408,7,13,4,2cfae697,Jerdy Schouten,121,14,11,12,14,12,12,Gemeente Hellevoetsluis,Netherlands,FW-MF (CM),Bologna,1. Serie A,175
1,23,9,0.46,823,10,9,13,2d61d13a,Ozan Kabak,129,10,9,12,8,13,11,Çankaya,Turkey,"DF (CB, right)",Schalke 04,1. Bundesliga,176
7,46,71,2.44,1392,32,17,43,2d970560,Robin Gosens,144,12,8,13,12,13,13,Emmerich am Rhein,Germany,"DF-MF (CM-DM-FB, left)",Atalanta,1. Serie A,177
2,0,13,0.65,1416,0,1,5,2db2fd7b,Jérôme Boateng,156,14,11,15,11,10,13,NULL,NULL,DF (CB-FB),Bayern Munich,1. Bundesliga,178
12,48,111,3.21,2438,39,20,21,2e4f5f03,Andrew Robertson,157,14,12,14,12,14,15,Glasgow,Scotland,"DF-MF (FB, left)",Liverpool,1. Premier League,179
0,0,0,0.0,53,0,0,1,2e7ff968,Marwin Hitz,136,8,10,8,2,13,16,St. Gallen,Switzerland,GK,Dortmund,1. Bundesliga,180
2,23,36,2.19,1038,6,9,20,2f3452eb,Elseid Hysaj,141,9,10,12,12,14,13,Rrethi i Shkodrës,Albania,"DF (FB, right)",Napoli,1. Serie A,181
0,40,49,2.46,610,13,12,14,2f3e911a,Aarón Martín,134,12,9,13,14,13,13,Montmeló,Spain,"DF-MF (FB, left)",Mainz 05,1. Bundesliga,182
6,114,151,4.84,2031,66,52,30,2f557579,Lorenzo Insigne,161,17,15,17,15,18,11,Naples,Italy,"FW-MF (AM, left)",Napoli,1. Serie A,183
0,22,38,1.54,1423,10,15,23,2f7acede,Harry Winks,145,13,11,15,13,13,13,Hemel Hempstead,England,MF (DM),Tottenham,1. Premier League,184
2,13,23,2.21,673,3,7,17,2f90f6b8,James Milner,154,14,16,14,13,12,16,Leeds,England,DF-MF (CM-FB-WM),Liverpool,1. Premier League,185
0,0,0,0.0,62,0,1,0,2f965a72,Alphonse Areola,150,9,10,10,2,14,15,Paris,France,GK,Real Madrid,1. La Liga,186
0,1,0,0.0,86,0,0,0,30223b33,Antonio Mirante,132,4,9,9,2,12,15,Castellammare di Stabia,Italy,GK,Roma,1. Serie A,187
1,24,51,1.94,864,19,19,14,3024e383,José Ángel,127,12,6,13,14,14,9,Gijón,Spain,"DF (FB, left)",Eibar,1. La Liga,188
1,3,8,0.4,862,2,2,26,302527b2,Philipp Lienhart,125,9,10,10,11,10,16,Lilienfeld,Austria,"DF (CB, right)",Freiburg,1. Bundesliga,189
2,27,39,3.21,591,17,9,16,30941e96,Angeliño,137,13,8,15,13,14,12,Coristanco,Spain,"DF-MF (FB, left)",RB Leipzig,1. Bundesliga,190
0,30,16,1.23,835,20,22,25,30c220c3,Mitchell Weiser,138,14,6,13,14,15,10,Troisdorf,Germany,"DF-MF (FB-WM, right)",Leverkusen,1. Bundesliga,191
2,63,50,1.69,1307,83,55,75,32974271,Sergi Guardiola,134,12,12,13,13,12,13,Manacor,Spain,FW-MF,Valladolid,1. La Liga,192
0,4,1,1.2,38,1,1,1,32c0491f,Cristiano Piccini,137,11,9,13,12,14,13,Florence,Italy,"DF (FB, right)",Valencia,1. La Liga,193
0,5,3,2.09,99,7,1,4,32f60ed8,Morgan Gibbs-White,125,16,8,15,14,14,10,Stafford,England,MF,Wolves,1. Premier League,194
1,23,13,1.13,402,21,31,14,3312f911,Jeffrey Schlupp,127,12,7,12,14,12,9,Hamburg,Germany,"DF-FW-MF (FB, left)",Crystal Palace,1. Premier League,195
4,70,67,2.4,1504,36,28,48,3353737a,Sergio Reguilón,145,13,12,13,13,14,14,Madrid,Spain,"DF (FB, left)",Sevilla,1. La Liga,196
2,25,52,2.0,1997,26,24,47,335fa267,Sergi Roberto,160,15,9,14,13,12,14,Reus,Spain,"DF-MF (AM-CM-FB, right)",Barcelona,1. La Liga,197
0,7,7,0.5,564,3,4,10,3376a776,Karim Rekik,132,12,13,13,9,12,10,The Hague,Netherlands,"DF (CB, left)",Hertha BSC,1. Bundesliga,198
0,1,7,0.18,626,0,0,5,339fe0e8,Thomas Strakosha,150,6,9,6,2,15,14,Athens,Greece,GK,Lazio,1. Serie A,199
2,39,23,1.12,700,20,9,19,33a61a52,Carlos Clerc,132,12,9,12,11,13,13,Badalona,Spain,"DF (FB, left)",Levante,1. La Liga,200
2,45,50,2.54,1011,43,30,38,33ecf462,Valerio Verre,125,13,11,13,13,14,13,Rome,Italy,FW-MF,Hellas Verona,1. Serie A,201
3,64,43,1.32,1337,91,71,54,343c0d52,Giovanni Simeone,140,11,10,12,13,12,13,Buenos Aires F.D.,Argentina,FW,Cagliari,1. Serie A,202
0,4,5,1.21,141,0,3,9,34e12499,Nico Schlotterbeck,117,13,10,14,8,11,12,Waiblingen,Germany,DF,Freiburg,1. Bundesliga,203
0,15,9,0.87,429,8,5,24,34e393f2,Guido Rodríguez,145,13,11,14,12,13,13,Sáenz Peña,Argentina,"MF (CM-DM, right)",Betis,1. La Liga,204
3,22,106,2.79,1362,24,16,52,3515d404,James Ward-Prowse,140,16,14,15,10,13,13,Portsmouth,England,"MF (AM-CM-DM, right)",Southampton,1. Premier League,205
7,27,78,3.52,1207,19,13,19,356c9002,Antonio Candreva,145,13,13,15,13,12,12,Rome,Italy,"DF-FW-MF (AM-CM-WM, right)",Inter,1. Serie A,206
0,11,34,1.49,886,11,5,43,35dd6d80,Domenico Criscito,135,11,10,11,9,14,12,Cercola,Italy,"DF (CB-FB, left)",Genoa,1. Serie A,207
5,26,45,1.4,943,15,9,13,3624ce4c,Víctor Díaz,130,10,8,12,12,12,15,Seville,Spain,"DF (FB, right)",Granada,1. La Liga,208
0,0,1,9.0,7,2,1,0,3672b352,Javi Martínez,102,13,11,13,11,13,12,Soria,Spain,MF,Osasuna,1. La Liga,209
0,0,1,9.0,7,2,1,0,3672b352,Javi Martínez,149,12,14,13,9,9,15,Soria,Spain,MF,Osasuna,1. La Liga,210
5,53,53,3.19,978,37,34,19,36a3ff67,Marco Reus,167,14,12,12,14,15,14,Kreisfreie Stadt Dortmund,Germany,FW-MF (AM-WM),Dortmund,1. Bundesliga,211
0,2,4,0.14,354,1,0,3,36c2ca73,Alex McCarthy,131,9,7,11,3,16,9,Guildford,England,GK,Southampton,1. Premier League,212
2,26,60,2.55,873,13,13,8,3727dd3c,Jonjo Shelvey,132,18,14,17,13,9,12,Romford,England,MF (CM-DM),Newcastle Utd,1. Premier League,213
0,1,4,0.16,520,0,0,5,374ee424,Álex Remiro,136,12,8,12,3,14,12,Cascante,Spain,GK,Real Sociedad,1. La Liga,214
1,1,7,1.67,202,18,11,17,37e103f8,Hugo Duro,110,13,5,10,13,15,7,Getafe,Spain,FW,Getafe,1. La Liga,215
4,76,48,1.5,1142,28,43,15,37f1cf47,Ander Capa,140,10,11,12,13,13,13,Portugalete,Spain,"DF-MF (FB-WM, right)",Athletic Club,1. La Liga,216
3,10,41,3.25,610,22,18,17,37f606f0,Dennis Geiger,130,13,9,14,11,16,11,Mosbach,Germany,MF,Hoffenheim,1. Bundesliga,217
1,54,42,2.55,885,33,38,20,38c7feef,Alex Oxlade-Chamberlain,154,14,9,15,15,15,14,Portsmouth,England,MF (CM-WM),Liverpool,1. Premier League,218
3,60,79,3.54,1030,41,47,20,38ceb24a,Leandro Trossard,135,15,8,14,15,14,13,Maasmechelen,Belgium,FW-MF (AM),Brighton,1. Premier League,219
1,22,19,1.38,555,16,16,35,3902e91b,Gonzalo Melero,130,14,11,13,12,12,12,Madrid,Spain,MF (CM),Levante,1. La Liga,220
5,108,93,3.99,1107,53,50,29,39583cfd,Gerard Deulofeu,145,14,8,15,17,15,11,Riudarenes,Spain,FW-MF (WM),Watford,1. Premier League,221
3,74,41,3.39,615,27,20,20,3a233281,Leon Bailey,151,12,5,11,16,16,10,Kingston,Jamaica,FW-MF (AM),Leverkusen,1. Bundesliga,222
4,42,47,3.83,695,20,37,19,3a24769f,Ross Barkley,147,14,11,15,16,11,11,Liverpool,England,MF (AM-CM),Chelsea,1. Premier League,223
0,36,36,1.39,920,19,17,42,3a9c4b7b,Nacho Vidal,128,10,11,11,12,13,13,el Campello,Spain,"DF (FB, right)",Osasuna,1. La Liga,224
4,25,91,3.48,1344,26,20,22,3b333ac3,Hans Hateboer,143,7,12,11,10,13,13,Beerta,Netherlands,"DF-MF (DM-FB, right)",Atalanta,1. Serie A,225
5,50,48,2.26,856,20,31,23,3b61c9ec,Luca Pellegrini,134,11,8,12,12,13,13,Rome,Italy,DF,Cagliari,1. Serie A,226
7,41,76,3.11,1473,17,21,36,3b8674e6,Rodrigo Bentancur,156,14,11,15,13,15,14,Colonia del Sacramento,Uruguay,MF (CM-DM),Juventus,1. Serie A,227
0,27,32,1.94,624,20,24,6,3bb625ac,Edimilson Fernandes,136,13,7,14,13,12,12,Sion,Switzerland,MF,Mainz 05,1. Bundesliga,228
0,0,4,0.12,668,2,0,2,3bb7b8b4,Ederson,169,17,7,17,11,13,16,Osasco,Brazil,GK,Manchester City,1. Premier League,229
21,45,136,5.43,1652,57,25,31,3c6089ab,Thomas Müller,160,14,11,12,10,13,18,Weilheim,Germany,FW-MF (AM-WM),Bayern Munich,1. Bundesliga,230
1,27,34,4.63,395,12,7,15,3ca7254a,Pedro,151,11,8,12,13,17,13,Santa Cruz de Tenerife,Spain,"FW-MF (AM-WM, right)",Chelsea,1. Premier League,231
2,30,40,3.17,635,8,16,5,3cd3b384,Tommaso Augello,114,10,6,13,11,13,10,Milan,Italy,"DF (FB, left)",Sampdoria,1. Serie A,232
0,0,3,0.09,598,0,0,3,3cd9e95a,Timo Horn,140,8,10,10,1,14,14,Cologne,Germany,GK,Köln,1. Bundesliga,233
3,72,42,2.09,1093,38,19,30,3cefcaef,Ferland Mendy,148,12,6,13,13,14,11,Meulan-en-Yvelines,France,"DF (FB, left)",Real Madrid,1. La Liga,234
0,3,17,0.55,720,4,2,14,3e42f707,David García,123,9,11,11,10,11,14,Pamplona,Spain,"DF-MF (CB-CM, left)",Osasuna,1. La Liga,235
8,78,77,3.33,1113,50,40,34,3ea50f67,Harvey Barnes,140,13,7,12,15,14,9,Leicester,England,"FW-MF (AM, left)",Leicester City,1. Premier League,236
0,6,30,0.87,1625,3,2,25,3ead85f9,Alessio Romagnoli,156,12,14,13,9,13,14,Anzio,Italy,"DF (CB-FB, left)",Milan,1. Serie A,237
7,64,95,4.21,1515,15,22,26,3eb22ec9,Bernardo Silva,173,17,12,16,18,19,14,Lisbon,Portugal,FW-MF (AM-CM),Manchester City,1. Premier League,238
0,4,10,1.57,344,5,6,8,3ee0dd59,Martín Zubimendi,138,14,12,16,13,13,15,San Sebastián,Spain,MF (DM),Real Sociedad,1. La Liga,239
0,10,8,1.58,173,4,9,2,3eeb80e0,Fredrik Jensen,117,13,7,12,11,12,10,Porvoo,Finland,MF (AM),Augsburg,1. Bundesliga,240
0,6,5,0.47,676,4,3,17,3eed9821,Samuel Umtiti,159,10,10,14,10,13,16,Yaoundé,Cameroon,"DF (CB-FB, left)",Barcelona,1. La Liga,241
0,3,1,1.5,36,2,1,2,3effaa34,André Silva,75,10,7,11,12,12,9,Baguim do Monte,Portugal,FW,Milan,1. Serie A,242
0,3,1,1.5,36,2,1,2,3effaa34,André Silva,141,12,7,12,12,14,15,Baguim do Monte,Portugal,FW,Milan,1. Serie A,243
3,35,54,3.09,974,53,40,25,3effaa34,André Silva,75,10,7,11,12,12,9,Baguim do Monte,Portugal,FW,Eint Frankfurt,1. Bundesliga,244
3,35,54,3.09,974,53,40,25,3effaa34,André Silva,141,12,7,12,12,14,15,Baguim do Monte,Portugal,FW,Eint Frankfurt,1. Bundesliga,245
7,67,95,2.54,2128,24,30,31,3f10bd22,Jesús Navas,153,11,11,11,14,16,14,Los Palacios y Villafranca,Spain,"DF-MF (AM-FB-WM, right)",Sevilla,1. La Liga,246
1,2,3,0.22,671,1,2,5,3f2d59fe,Shkodran Mustafi,137,11,10,13,11,13,10,Bad Hersfeld,Germany,"DF (CB, right)",Arsenal,1. Premier League,247
1,24,18,0.97,512,14,13,33,3f79a1c8,Gonzalo Escalante,140,11,11,13,11,12,15,Bella Vista,Argentina,MF (CM),Eibar,1. La Liga,248
1,11,24,0.73,1089,2,7,42,3fc45c73,Iñigo Martínez,152,13,15,15,9,12,14,Ondarroa,Spain,"DF (CB, left)",Athletic Club,1. La Liga,249
0,7,2,2.77,65,4,3,6,407feb71,Brahim Díaz,126,14,8,13,16,16,10,Málaga,Spain,MF,Real Madrid,1. La Liga,250
1,2,13,0.38,966,5,1,13,4115ce4e,Jan Bednarek,134,9,13,12,9,12,14,Słupca,Poland,DF (CB),Southampton,1. Premier League,251
1,33,22,1.06,489,20,21,23,41c12f75,Mathías Olivera,118,9,13,10,11,11,14,Montevideo,Uruguay,"DF (FB, left)",Getafe,1. La Liga,252
3,22,31,1.05,1197,22,11,28,41f32541,Fernando,136,15,10,15,12,13,10,Alto Paraíso de Goiás,Brazil,MF (CM-DM),Sevilla,1. La Liga,253
0,0,5,0.29,247,0,0,2,42130443,Zack Steffen,135,11,10,10,3,14,12,Coatesville,Pennsylvania,GK,Düsseldorf,1. Bundesliga,254
2,54,52,3.13,737,48,27,29,437f2b00,Christoph Baumgartner,120,15,8,12,11,13,10,Horn,Austria,FW-MF,Hoffenheim,1. Bundesliga,255
1,26,22,2.76,387,21,24,17,43a166b4,Divock Origi,149,12,7,13,15,14,13,Ostend,Belgium,FW-MF (WM),Liverpool,1. Premier League,256
3,34,60,2.86,1123,57,50,52,43f71e77,Jorge Molina,132,10,15,11,8,10,15,Alcoy,Spain,FW,Getafe,1. La Liga,257
0,1,0,0.0,24,0,0,1,44150beb,Jon Pacheco,86,5,10,8,2,10,8,NULL,NULL,DF,Real Sociedad,1. La Liga,258
3,63,65,2.49,916,35,26,43,442b56fa,Ridle Baku,121,12,8,12,14,14,10,Mainz,Germany,DF-FW-MF,Mainz 05,1. Bundesliga,259
9,65,113,3.21,1619,83,54,47,4431aed2,Ciro Immobile,159,14,15,12,12,13,13,Torre Annunziata,Italy,FW,Lazio,1. Serie A,260
0,11,12,1.64,387,28,16,19,44510fde,Andrea Favilli,119,10,11,12,12,11,11,Pisa,Italy,FW,Genoa,1. Serie A,261
3,27,29,4.2,407,18,19,11,4468ec10,Demarai Gray,136,11,7,12,15,14,10,Birmingham,England,FW-MF (AM-WM),Leicester City,1. Premier League,262
0,15,17,1.07,667,5,9,10,44781702,Ben Davies,122,12,12,13,6,13,10,Neath,Wales,"DF-MF (FB, left)",Tottenham,1. Premier League,263
0,15,17,1.07,667,5,9,10,44781702,Ben Davies,140,13,6,14,12,13,11,Neath,Wales,"DF-MF (FB, left)",Tottenham,1. Premier League,264
2,11,30,2.11,572,14,13,12,44ac04e9,Matías Vecino,145,11,11,14,10,14,15,Canelones Department,Uruguay,"FW-MF (AM-CM-DM, right)",Inter,1. Serie A,265
2,32,64,1.88,1569,11,11,19,44bfb6c5,Rúben Neves,150,17,13,17,12,13,15,Mozelos,Portugal,MF (AM-CM-DM),Wolves,1. Premier League,266
0,20,16,1.03,775,11,7,21,44eb9093,Danilo D'Ambrosio,145,11,13,12,11,13,12,Naples,Italy,"DF (FB, right)",Inter,1. Serie A,267
0,12,7,0.3,565,5,3,19,450ab6fc,Jamaal Lascelles,132,4,17,10,8,10,13,Derby,England,DF (CB),Newcastle Utd,1. Premier League,268
0,0,4,0.11,845,1,0,5,4535e4bb,Mathew Ryan,131,11,14,13,2,14,12,Plumpton,Australia,GK,Brighton,1. Premier League,269
5,44,64,1.9,1223,60,23,17,45963054,Jamie Vardy,160,13,13,12,12,12,16,Sheffield,England,FW,Leicester City,1. Premier League,270
4,32,43,1.39,2124,25,12,25,45a03961,Benjamin Pavard,148,13,11,14,10,11,12,Maubeuge,France,"DF (CB-FB, right)",Bayern Munich,1. Bundesliga,271
1,8,11,2.95,218,6,8,4,45af8a54,Marco Asensio,151,15,9,16,16,14,10,Palma,Spain,FW-MF (WM),Real Madrid,1. La Liga,272
2,82,110,4.95,1129,52,40,54,45b9b619,Joaquín Correa,154,15,11,14,17,15,11,Juan Bautista Alberdi,Argentina,FW-MF (AM),Lazio,1. Serie A,273
2,24,66,2.5,1862,8,22,35,45db685d,Jorginho,158,15,15,18,12,14,15,Imbituba,Brazil,MF (CM-DM),Chelsea,1. Premier League,274
0,2,1,1.53,13,1,1,1,45e17712,Dimitri Foulquier,123,11,7,9,12,13,12,Sarcelles,France,"DF-MF (FB, right)",Watford,1. Premier League,275
0,23,11,0.88,294,11,12,19,45e17712,Dimitri Foulquier,123,11,7,9,12,13,12,Sarcelles,France,"DF-MF (FB, right)",Granada,1. La Liga,276
5,19,45,1.85,1907,10,7,19,4601e194,Jordi Alba,161,15,11,13,13,16,12,Marmolejo,Spain,"DF-MF (FB, left)",Barcelona,1. La Liga,277
6,20,123,3.75,1215,19,27,36,4611e028,Erick Pulgar,141,13,9,14,11,13,12,Antofagasta,Chile,DF-MF (CB-CM-DM),Fiorentina,1. Serie A,278
1,0,3,0.08,410,0,0,5,466fb2c5,Aaron Ramsdale,135,11,7,12,2,14,13,Staffordshire,England,GK,Bournemouth,1. Premier League,279
1,33,31,4.19,348,12,13,12,46fa7204,Kevin Agudelo,120,12,9,14,14,13,12,Colombia,Colombia,MF,Genoa,1. Serie A,280
0,2,6,8.44,40,0,2,1,46fa7204,Kevin Agudelo,120,12,9,14,14,13,12,Colombia,Colombia,MF,Fiorentina,1. Serie A,281
0,0,3,0.1,656,0,0,7,47064058,Oliver Baumann,140,7,11,8,3,14,16,Breisach,Germany,GK,Hoffenheim,1. Bundesliga,282
0,7,14,1.57,276,8,4,10,47369df8,Josh Brownhill,125,12,8,13,11,13,12,Warrington,England,MF (CM),Burnley,1. Premier League,283
3,65,56,4.32,678,43,36,46,4737cebe,Adnan Januzaj,147,16,11,15,17,16,13,Brussels,Belgium,"FW-MF (AM-WM, right)",Real Sociedad,1. La Liga,284
1,9,11,0.42,757,5,5,14,474ecac8,Sergio Postigo,131,10,14,11,5,9,15,Madrid,Spain,DF (CB),Levante,1. La Liga,285
0,1,6,0.16,636,0,0,7,4806ec67,Jordan Pickford,146,13,14,10,2,16,14,Washington,England,GK,Everton,1. Premier League,286
1,4,19,2.67,380,4,1,13,487d9b09,Antonio Barragán,125,12,10,11,9,13,12,Los Palacios y Villafranca,Spain,"DF-MF (FB, right)",Betis,1. La Liga,287
3,82,115,6.74,1110,43,45,61,48d5bd33,Ruslan Malinovskyi,141,14,10,15,15,15,13,Zhytomyr,Ukraine,FW-MF (AM-DM),Atalanta,1. Serie A,288
0,0,0,0.0,38,4,0,2,48e89655,Pablo Piatti,126,13,9,14,13,15,10,La Carlota,Argentina,"FW-MF (WM, left)",Espanyol,1. La Liga,289
7,43,128,4.09,2359,24,26,53,49296448,Joshua Kimmich,171,16,13,16,11,15,14,Rottweil,Germany,"DF-MF (DM-FB, right)",Bayern Munich,1. Bundesliga,290
1,80,36,1.91,692,29,27,20,493924a7,Kevin Mbabu,141,12,9,13,13,13,11,Chêne-Bougeries,Switzerland,"DF (FB, right)",Wolfsburg,1. Bundesliga,291
5,57,74,2.43,1976,28,27,38,4958bfb2,Dani Carvajal,156,12,13,13,12,14,13,Leganés,Spain,"DF (FB, right)",Real Madrid,1. La Liga,292
6,23,93,2.66,1379,17,16,38,495945ef,Ashley Westwood,132,14,13,15,9,13,15,Nantwich,England,"MF (CM-DM-WM, right)",Burnley,1. Premier League,293
8,110,117,3.77,1663,79,50,34,49fe9070,Timo Werner,156,12,6,11,13,14,12,Stuttgart,Germany,FW-MF (WM),RB Leipzig,1. Bundesliga,294
0,27,73,2.5,1421,14,18,19,4a56052c,Jordan Veretout,146,13,8,15,13,14,12,Ancenis,France,MF (CM-DM),Roma,1. Serie A,295
9,58,135,5.79,1314,59,28,38,4a5a45c7,Lorenzo Pellegrini,155,17,12,15,14,14,13,Rome,Italy,MF (AM-CM),Roma,1. Serie A,296
0,4,2,0.34,117,4,0,4,4a633cfe,Unai García,128,8,8,9,7,11,14,Escároz,Spain,"DF (CB, right)",Osasuna,1. La Liga,297
1,42,31,1.38,1093,64,41,19,4ab53cdb,Jay Rodriguez,132,13,7,12,13,12,11,Burnley,England,FW,Burnley,1. Premier League,298
0,1,9,1.03,317,2,4,22,4b029b31,Edoardo Goldaniga,122,9,15,10,7,11,11,Milan,Italy,"DF (CB, right)",Genoa,1. Serie A,299
1,23,30,0.84,1167,5,13,21,4b3e1a38,Amir Rrahmani,130,9,13,8,9,10,14,Pristina,Kosovo,"DF (CB, right)",Hellas Verona,1. Serie A,300
0,0,8,0.21,379,0,0,8,4b40d9ca,Nick Pope,140,6,8,10,2,14,15,Soham,England,GK,Burnley,1. Premier League,301
0,16,33,1.6,768,9,8,20,4b511457,Oriol Romeu,131,14,13,13,9,10,15,Ulldecona,Spain,MF (CM-DM),Southampton,1. Premier League,302
3,70,71,2.31,1440,57,70,49,4bcf39f6,Neal Maupay,132,13,10,13,13,14,13,Versailles,France,FW-MF (AM),Brighton,1. Premier League,303
0,3,16,0.44,1509,1,1,24,4bd414c1,Raúl Albiol,148,12,14,12,8,12,13,Vilamarxant,Spain,"DF (CB, right)",Villarreal,1. La Liga,304
2,10,33,1.39,819,46,22,58,4c2e9442,Maxi Gómez,149,10,12,11,12,10,17,Paysandú,Uruguay,FW,Valencia,1. La Liga,305
8,97,97,2.92,1818,64,59,26,4c370d81,Roberto Firmino,168,17,6,15,15,15,15,Maceió,Brazil,FW-MF (AM),Liverpool,1. Premier League,306
1,52,53,3.15,674,28,22,37,4c3a6744,Justin Kluivert,142,11,7,13,17,17,10,Amsterdam,Netherlands,FW-MF,Roma,1. Serie A,307
3,82,109,4.76,1239,26,29,33,4c5b14d2,Joaquín,119,13,12,12,5,10,13,El Puerto de Santa María,Spain,"FW-MF (AM-WM, right)",Betis,1. La Liga,308
3,82,109,4.76,1239,26,29,33,4c5b14d2,Joaquín,140,15,8,16,16,14,11,El Puerto de Santa María,Spain,"FW-MF (AM-WM, right)",Betis,1. La Liga,309
0,0,2,0.1,302,0,0,1,4c62d0c8,Mattia Perin,143,5,12,6,5,15,13,Latina,Italy,GK,Genoa,1. Serie A,310
3,25,45,2.32,852,25,20,47,4c6facae,Djibril Sow,135,14,9,14,13,13,11,Zurich,Switzerland,MF (CM-DM),Eint Frankfurt,1. Bundesliga,311
1,12,37,1.84,872,7,14,23,4c78b5ed,Lucas Leiva,152,11,14,15,11,13,14,Dourados,Brazil,MF (CM-DM),Lazio,1. Serie A,312
3,45,51,3.16,780,24,41,11,4d034881,Sergio Agüero,178,14,12,15,18,18,15,Buenos Aires F.D.,Argentina,FW,Manchester City,1. Premier League,313
1,23,14,0.55,1226,7,11,13,4d1666ff,Jules Koundé,152,13,12,13,11,15,15,Paris,France,"DF (CB, right)",Sevilla,1. La Liga,314
3,33,54,1.57,1829,14,24,83,4d224fe8,Casemiro,160,12,13,14,12,12,15,São José dos Campos,Brazil,MF (CM-DM),Real Madrid,1. La Liga,315
0,38,20,1.95,420,24,10,13,4dbd0916,Thomas Lemar,150,15,10,16,16,17,12,Baie-Mahault,Guadeloupe,MF (AM-WM),Atlético Madrid,1. La Liga,316
1,30,34,3.9,459,10,20,10,4e219ad2,Suso,149,15,11,15,16,16,9,Cadiz,Spain,"FW-MF (AM, right)",Sevilla,1. La Liga,317
2,52,74,4.9,851,13,29,32,4e219ad2,Suso,149,15,11,15,16,16,9,Cadiz,Spain,"FW-MF (AM, right)",Milan,1. Serie A,318
1,20,50,1.85,1314,85,31,32,4e9a0555,Chris Wood,134,9,14,12,11,11,13,Auckland,New Zealand,FW,Burnley,1. Premier League,319
1,9,14,0.52,1858,0,6,26,4f28a6ff,Clément Lenglet,156,13,14,14,11,13,16,Beauvais,France,"DF (CB, left)",Barcelona,1. La Liga,320
2,9,7,0.42,815,6,5,14,4f2908e5,Federico Peluso,128,9,12,12,10,11,13,Rome,Italy,"DF (CB-FB, left)",Sassuolo,1. Serie A,321
0,38,46,1.52,1139,9,13,22,4f974391,Aaron Cresswell,131,9,9,12,13,12,13,Liverpool,England,"DF-MF (FB, left)",West Ham,1. Premier League,322
0,4,3,2.14,124,3,3,2,4fb9c88f,Curtis Jones,131,14,13,15,14,14,12,Liverpool,England,MF,Liverpool,1. Premier League,323
7,21,58,4.4,849,23,16,21,507c7bdf,Bruno Fernandes,165,16,16,17,14,15,14,Maia,Portugal,MF (AM-CM),Manchester Utd,1. Premier League,324
13,97,104,3.93,1502,53,49,44,50871bcc,Thorgan Hazard,147,16,6,14,16,16,10,La Louvière,Belgium,FW-MF (AM-WM),Dortmund,1. Bundesliga,325
1,31,15,1.28,491,44,23,7,50e6dc35,Jean-Philippe Mateta,135,9,8,11,13,12,11,Châteauroux,France,FW,Mainz 05,1. Bundesliga,326
0,5,12,0.51,662,4,2,16,51a3c4c8,Felipe,152,9,17,12,10,13,15,Mogi das Cruzes,Brazil,DF (CB),Atlético Madrid,1. La Liga,327
1,16,29,1.73,767,11,16,52,52611641,Lucas Torreira,145,13,11,14,13,15,14,Fray Bentos,Uruguay,MF (DM),Arsenal,1. Premier League,328
2,31,36,2.17,1123,6,16,2,5271c8f1,Benjamin Mendy,150,12,13,14,14,14,12,Longjumeau,France,"DF (FB, left)",Manchester City,1. Premier League,329
5,32,27,2.88,509,12,16,14,528492ea,Alfred Duncan,137,13,7,13,12,13,14,Accra,Ghana,MF (CM),Sassuolo,1. Serie A,330
