id,season,country,comp_level,lg_finish,squad,age,games,games_starts,mnts,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90
62d7ef38,2019-2020,ENG,1. Premier League,1st,Liverpool,20,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
635f2732,2019-2020,GER,1. Bundesliga,13th,Mainz 05,25,28,26,2266,25.2,4,5,4,0,0,5,0,0.16,0.2,0.36,0.16
63f04c6c,2019-2020,ESP,1. La Liga,15th,Betis,23,21,15,1349,15,1,0,1,0,0,3,0,0.07,0,0.07,0.07
6421ec64,2019-2020,ENG,1. Premier League,1st,Liverpool,27,7,2,185,2.1,1,0,1,0,0,0,0,0.49,0,0.49,0.49
6434f10d,2019-2020,ENG,1. Premier League,2nd,Manchester City,23,35,29,2486,27.6,3,2,3,0,0,8,0,0.11,0.07,0.18,0.11
649b01d8,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,36,36,3240,36,0,0,0,0,0,1,0,0,0,0,0
64ba07c0,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,8,8,574,6.4,0,1,0,0,0,3,0,0,0.16,0.16,0
64cd167d,2019-2020,ITA,1. Serie A,17th,Genoa,25,24,22,1971,21.9,0,1,0,0,0,3,1,0,0.05,0.05,0
64e8ed6d,2019-2020,ESP,1. La Liga,12th,Levante,22,34,24,2140,23.8,8,2,8,0,0,2,0,0.34,0.08,0.42,0.34
64f69877,2019-2020,GER,1. Bundesliga,5th,Leverkusen,27,27,24,2047,22.7,10,7,10,0,0,3,0,0.44,0.31,0.75,0.44
652d4c37,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,13,7,638,7.1,1,2,1,0,0,0,0,0.14,0.28,0.42,0.14
6583a8a9,2019-2020,ESP,1. La Liga,7th,Granada,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6613c819,2019-2020,ENG,1. Premier League,16th,West Ham,24,13,12,1040,11.6,3,0,3,0,0,0,0,0.26,0,0.26,0.26
66385c46,2019-2020,GER,1. Bundesliga,13th,Mainz 05,23,27,19,1778,19.8,4,3,4,0,0,1,0,0.2,0.15,0.35,0.2
6639e500,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,25,18,1484,16.5,1,3,1,0,0,3,0,0.06,0.18,0.24,0.06
66b76d44,2019-2020,ENG,1. Premier League,20th,Norwich City,22,36,28,2464,27.4,1,7,1,0,0,6,1,0.04,0.26,0.29,0.04
6763373d,2019-2020,ESP,1. La Liga,13th,Valladolid,19,7,2,232,2.6,0,0,0,0,0,1,0,0,0,0,0
67669ce7,2019-2020,ESP,1. La Liga,7th,Granada,23,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0
677da306,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,26,21,1966,21.8,0,0,0,0,0,3,0,0,0,0,0
677da306,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67cdbc0e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,33,16,1671,18.6,8,2,8,0,0,4,0,0.43,0.11,0.54,0.43
67f649be,2019-2020,ITA,1. Serie A,17th,Genoa,22,17,17,1530,17,0,1,0,0,0,1,0,0,0.06,0.06,0
67f649be,2019-2020,ITA,1. Serie A,11th,Parma,22,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68252d6d,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,26,21,1663,18.5,15,5,15,0,0,1,1,0.81,0.27,1.08,0.81
6928979a,2019-2020,ITA,1. Serie A,2nd,Inter,22,27,23,2013,22.4,1,4,1,0,0,11,0,0.04,0.18,0.22,0.04
69374ff5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,31,27,20,1791,19.9,2,2,2,0,0,4,0,0.1,0.1,0.2,0.1
697295b1,2019-2020,ESP,1. La Liga,14th,Eibar,28,23,21,1777,19.7,3,0,3,0,0,2,0,0.15,0,0.15,0.15
699fb8db,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,28,27,2434,27,0,1,0,0,0,2,0,0,0.04,0.04,0
69cbc8b6,2019-2020,ESP,1. La Liga,20th,Espanyol,28,17,17,1530,17,0,1,0,0,0,2,0,0,0.06,0.06,0
69cbc8b6,2019-2020,ESP,1. La Liga,8th,Getafe,28,18,18,1530,17,2,0,2,0,0,3,0,0.12,0,0.12,0.12
6a471ee8,2019-2020,ENG,1. Premier League,10th,Burnley,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6a99e0b1,2019-2020,ESP,1. La Liga,11th,Athletic Club,25,38,34,2939,32.7,6,1,5,1,2,3,0,0.18,0.03,0.21,0.15
6aa3e78b,2019-2020,ENG,1. Premier League,6th,Tottenham,19,6,4,342,3.8,0,0,0,0,0,0,0,0,0,0,0
6adbc307,2019-2020,ENG,1. Premier League,11th,Southampton,25,28,27,2451,27.2,1,3,1,0,0,4,1,0.04,0.11,0.15,0.04
6b47c5db,2019-2020,ENG,1. Premier League,5th,Leicester City,22,32,29,2674,29.7,2,1,2,0,0,6,0,0.07,0.03,0.1,0.07
6bb2c084,2019-2020,ESP,1. La Liga,5th,Villarreal,23,36,28,2583,28.7,2,0,2,0,0,6,0,0.07,0,0.07,0.07
6bba916f,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,19,6,1,177,2,0,0,0,0,0,0,0,0,0,0,0
6bd5cd5d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,21,17,1594,17.7,1,0,1,0,0,2,0,0.06,0,0.06,0.06
6bd603db,2019-2020,ENG,1. Premier League,12th,Everton,23,2,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0
6c203af0,2019-2020,ENG,1. Premier League,15th,Brighton,22,22,15,1259,14,1,0,1,0,0,4,0,0.07,0,0.07,0.07
6c6a3300,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,23,28,27,2264,25.2,8,5,6,2,3,2,0,0.32,0.2,0.52,0.24
6c7762c3,2019-2020,ENG,1. Premier League,6th,Tottenham,21,4,1,68,0.8,0,0,0,0,0,1,0,0,0,0,0
6c811eb7,2019-2020,ESP,1. La Liga,2nd,Barcelona,21,4,2,172,1.9,0,0,0,0,0,0,0,0,0,0,0
6c811eb7,2019-2020,ESP,1. La Liga,15th,Betis,21,17,7,735,8.2,1,0,1,0,0,1,0,0.12,0,0.12,0.12
6ca5ec4b,2019-2020,ENG,1. Premier League,12th,Everton,23,25,19,1596,17.7,1,0,1,0,0,0,0,0.06,0,0.06,0.06
6cafd68d,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,11,7,701,7.8,0,1,0,0,0,2,0,0,0.13,0.13,0
6cc47ae1,2019-2020,ENG,1. Premier League,15th,Brighton,25,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0
6cc47ae1,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,11,5,530,5.9,4,0,3,1,1,1,0,0.68,0,0.68,0.51
6cc97b6a,2019-2020,ITA,1. Serie A,11th,Parma,24,16,6,641,7.1,1,1,1,0,0,6,0,0.14,0.14,0.28,0.14
6cdd8245,2019-2020,ENG,1. Premier League,19th,Watford,29,18,11,971,10.8,1,0,1,0,0,2,0,0.09,0,0.09,0.09
6ce1f46f,2019-2020,ESP,1. La Liga,1st,Real Madrid,29,35,31,2652,29.5,4,5,4,0,0,2,0,0.14,0.17,0.31,0.14
6d5701f2,2019-2020,ENG,1. Premier League,12th,Everton,24,29,25,2284,25.4,2,1,2,0,0,3,0,0.08,0.04,0.12,0.08
6d8f8441,2019-2020,ESP,1. La Liga,12th,Levante,32,17,11,989,11,1,0,1,0,0,3,0,0.09,0,0.09,0.09
6e058f06,2019-2020,ITA,1. Serie A,8th,Sassuolo,19,11,2,264,2.9,2,0,2,0,0,0,0,0.68,0,0.68,0.68
6e33125f,2019-2020,ENG,1. Premier League,11th,Southampton,20,6,3,277,3.1,0,1,0,0,0,2,1,0,0.32,0.32,0
6e4df551,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,36,34,2842,31.6,7,16,7,0,0,2,0,0.22,0.51,0.73,0.22
6eaed4eb,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,6,4,442,4.9,2,0,2,0,0,0,0,0.41,0,0.41,0.41
6ec6fde0,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,24,18,12,1142,12.7,0,0,0,0,0,2,0,0,0,0,0
6ecbddf6,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,33,29,2530,28.1,6,1,6,0,0,8,0,0.21,0.04,0.25,0.21
6eee05f1,2019-2020,ITA,1. Serie A,3rd,Atalanta,26,34,32,2783,30.9,2,1,2,0,0,5,0,0.06,0.03,0.1,0.06
6f51e382,2019-2020,ESP,1. La Liga,2nd,Barcelona,27,36,36,3240,36,0,2,0,0,0,1,0,0,0.06,0.06,0
6f5ead86,2019-2020,ITA,1. Serie A,11th,Parma,25,32,27,2419,26.9,0,4,0,0,0,10,0,0,0.15,0.15,0
6f5f82c0,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,14,8,714,7.9,0,0,0,0,0,2,0,0,0,0,0
6f7d826d,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,36,28,2612,29,3,2,3,0,0,8,0,0.1,0.07,0.17,0.1
6fe90922,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,22,11,1206,13.4,4,3,4,0,0,1,0,0.3,0.22,0.52,0.3
70678132,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,16,7,671,7.5,2,1,2,0,0,0,0,0.27,0.13,0.4,0.27
70678132,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,7,2,314,3.5,0,0,0,0,0,0,0,0,0,0,0
70d74ece,2019-2020,ESP,1. La Liga,1st,Real Madrid,31,37,36,3141,34.9,21,8,16,5,5,0,0,0.6,0.23,0.83,0.46
70dcf94d,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,26,20,1721,19.1,2,2,2,0,0,5,1,0.1,0.1,0.21,0.1
70f8e0bd,2019-2020,ESP,1. La Liga,19th,Mallorca,31,37,36,3039,33.8,5,2,4,1,1,7,0,0.15,0.06,0.21,0.12
7111d552,2019-2020,ESP,1. La Liga,1st,Real Madrid,19,29,12,1364,15.2,3,1,3,0,0,4,0,0.2,0.07,0.26,0.2
719384c1,2019-2020,ESP,1. La Liga,7th,Granada,31,15,11,973,10.8,2,5,2,0,0,6,0,0.18,0.46,0.65,0.18
71b47ab9,2019-2020,ESP,1. La Liga,19th,Mallorca,20,22,17,1487,16.5,5,1,5,0,0,5,1,0.3,0.06,0.36,0.3
71dc23da,2019-2020,ITA,1. Serie A,17th,Genoa,22,25,20,1717,19.1,0,5,0,0,0,4,0,0,0.26,0.26,0
71ef519e,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,18,14,1315,14.6,2,1,2,0,1,4,0,0.14,0.07,0.21,0.14
7242b495,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,27,25,22,2057,22.9,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04
72a99e38,2019-2020,ESP,1. La Liga,15th,Betis,27,27,5,787,8.7,2,0,2,0,0,1,0,0.23,0,0.23,0.23
73000a79,2019-2020,GER,1. Bundesliga,5th,Leverkusen,24,13,11,909,10.1,0,1,0,0,0,1,0,0,0.1,0.1,0
7314bba4,2019-2020,ENG,1. Premier League,15th,Brighton,27,19,12,1238,13.8,1,0,1,0,0,2,0,0.07,0,0.07,0.07
73683fa9,2019-2020,ESP,1. La Liga,20th,Espanyol,37,36,36,3232,35.9,0,0,0,0,0,5,1,0,0,0,0
73e2f6eb,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,33,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74419746,2019-2020,ITA,1. Serie A,2nd,Inter,35,35,35,3150,35,0,0,0,0,0,2,0,0,0,0,0
7460ca0d,2019-2020,ESP,1. La Liga,9th,Valencia,30,35,35,3024,33.6,8,3,3,5,6,6,1,0.24,0.09,0.33,0.09
74b2cd7e,2019-2020,ENG,1. Premier League,16th,West Ham,31,31,31,2786,31,2,0,2,0,0,4,0,0.06,0,0.06,0.06
74e12f1e,2019-2020,ENG,1. Premier League,10th,Burnley,30,30,30,2613,29,0,0,0,0,0,1,0,0,0,0,0
75645f0e,2019-2020,ESP,1. La Liga,15th,Betis,26,35,21,1922,21.4,3,2,3,0,0,3,1,0.14,0.09,0.23,0.14
758dd7f0,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,21,18,1599,17.8,0,1,0,0,0,5,0,0,0.06,0.06,0
75a72a99,2019-2020,ENG,1. Premier League,5th,Leicester City,25,28,28,2520,28,3,2,3,0,0,1,0,0.11,0.07,0.18,0.11
75b86fb3,2019-2020,ITA,1. Serie A,2nd,Inter,20,25,21,1921,21.3,2,0,2,0,0,9,1,0.09,0,0.09,0.09
75bd85ea,2019-2020,ESP,1. La Liga,19th,Mallorca,35,35,31,2568,28.5,5,3,3,2,3,10,1,0.18,0.11,0.28,0.11
75f2c59f,2019-2020,ENG,1. Premier League,19th,Watford,28,28,17,1648,18.3,3,0,2,1,1,4,0,0.16,0,0.16,0.11
76b2817e,2019-2020,GER,1. Bundesliga,14th,Köln,24,31,29,2329,25.9,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04
76eca7e2,2019-2020,ENG,1. Premier League,14th,Crystal Palace,32,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0
7703afb6,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
774cf58b,2019-2020,ENG,1. Premier League,20th,Norwich City,19,36,36,3240,36,0,1,0,0,0,7,0,0,0.03,0.03,0
77cf6852,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,24,17,11,1020,11.3,0,1,0,0,0,0,0,0,0.09,0.09,0
77e401c7,2019-2020,ITA,1. Serie A,4th,Lazio,23,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77e84962,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,28,24,20,1771,19.7,3,0,3,0,0,7,0,0.15,0,0.15,0.15
780e3631,2019-2020,ITA,1. Serie A,9th,Hellas Verona,22,35,27,2489,27.7,7,0,7,0,0,7,0,0.25,0,0.25,0.25
78841da9,2019-2020,ITA,1. Serie A,7th,Napoli,32,33,25,2172,24.1,4,7,4,0,0,2,0,0.17,0.29,0.46,0.17
79083382,2019-2020,ITA,1. Serie A,5th,Roma,28,4,1,139,1.5,0,0,0,0,0,2,0,0,0,0,0
792ffa71,2019-2020,GER,1. Bundesliga,14th,Köln,17,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0
79300479,2019-2020,ESP,1. La Liga,6th,Real Sociedad,20,31,29,2527,28.1,4,6,4,0,0,3,0,0.14,0.21,0.36,0.14
79443529,2019-2020,ITA,1. Serie A,10th,Fiorentina,19,30,13,1499,16.7,6,0,5,1,1,4,1,0.36,0,0.36,0.3
7956236f,2019-2020,ENG,1. Premier League,8th,Arsenal,26,9,8,771,8.6,0,0,0,0,0,2,0,0,0,0,0
79b0d6a0,2019-2020,ENG,1. Premier League,7th,Wolves,31,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0
79c0821a,2019-2020,ENG,1. Premier League,4th,Chelsea,25,31,23,2073,23,1,3,1,0,0,8,0,0.04,0.13,0.17,0.04
79c84d1c,2019-2020,ENG,1. Premier League,16th,West Ham,22,13,11,917,10.2,1,4,1,0,0,0,0,0.1,0.39,0.49,0.1
79c90e45,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,30,28,2474,27.5,2,7,2,0,0,2,0,0.07,0.25,0.33,0.07
79ca3e23,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,7,6,447,5,0,1,0,0,0,2,0,0,0.2,0.2,0
79ca3e23,2019-2020,ENG,1. Premier League,20th,Norwich City,24,10,9,724,8,0,0,0,0,0,0,0,0,0,0,0
7a11550b,2019-2020,ENG,1. Premier League,1st,Liverpool,22,28,22,2004,22.3,0,0,0,0,0,7,0,0,0,0,0
7a1f2c08,2019-2020,ENG,1. Premier League,14th,Crystal Palace,22,17,7,769,8.5,0,0,0,0,0,0,0,0,0,0,0
7a2e46a8,2019-2020,ENG,1. Premier League,1st,Liverpool,26,29,29,2543,28.3,0,1,0,0,0,0,1,0,0.04,0.04,0
7a538238,2019-2020,ESP,1. La Liga,7th,Granada,29,10,8,718,8,0,0,0,0,0,2,0,0,0,0,0
7b075c75,2019-2020,ITA,1. Serie A,17th,Genoa,27,8,7,637,7.1,1,0,1,0,0,2,0,0.14,0,0.14,0.14
7b4de647,2019-2020,ITA,1. Serie A,6th,Milan,32,2,1,129,1.4,0,0,0,0,0,0,0,0,0,0,0
7b5ab7f2,2019-2020,ESP,1. La Liga,18th,Leganés,18,12,4,558,6.2,1,0,1,0,0,2,0,0.16,0,0.16,0.16
7b5ab7f2,2019-2020,ESP,1. La Liga,4th,Sevilla,18,2,0,65,0.7,0,0,0,0,0,2,0,0,0,0,0
7b5f516f,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0
7ba1f1ef,2019-2020,ITA,1. Serie A,3rd,Atalanta,20,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0
7ba6d84e,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,28,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0
7c104bb7,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,11,1,309,3.4,0,0,0,0,0,0,0,0,0,0,0
7c3ed041,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,7,1,133,1.5,0,0,0,0,0,1,0,0,0,0,0
7c473e12,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,28,28,28,2436,27.1,4,1,4,0,0,8,1,0.15,0.04,0.18,0.15
7c56da38,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,32,21,1925,21.4,5,13,5,0,0,2,0,0.23,0.61,0.84,0.23
7d2d3329,2019-2020,ENG,1. Premier League,5th,Leicester City,21,20,10,893,9.9,1,1,1,0,0,4,1,0.1,0.1,0.2,0.1
7d3e7da6,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0
7d50454d,2019-2020,ITA,1. Serie A,14th,Cagliari,29,16,15,1246,13.8,2,0,2,0,0,5,0,0.14,0,0.14,0.14
7dcf86f6,2019-2020,ESP,1. La Liga,17th,Celta Vigo,31,37,37,3262,36.2,14,3,9,5,7,9,0,0.39,0.08,0.47,0.25
7e98cff1,2019-2020,ESP,1. La Liga,1st,Real Madrid,18,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7eb97a8e,2019-2020,ITA,1. Serie A,12th,Bologna,27,33,26,2269,25.2,4,3,1,3,4,6,0,0.16,0.12,0.28,0.04
7ec7738e,2019-2020,ITA,1. Serie A,14th,Cagliari,24,10,4,348,3.9,1,0,1,0,0,3,0,0.26,0,0.26,0.26
7ed4921e,2019-2020,ITA,1. Serie A,13th,Udinese,25,30,29,2576,28.6,0,0,0,0,0,5,0,0,0,0,0
7edfbb8a,2019-2020,ENG,1. Premier League,4th,Chelsea,21,15,15,1291,14.3,1,0,1,0,0,3,0,0.07,0,0.07,0.07
7f203b54,2019-2020,ESP,1. La Liga,8th,Getafe,27,4,3,309,3.4,0,0,0,0,0,4,0,0,0,0,0
7f267d66,2019-2020,ITA,1. Serie A,14th,Cagliari,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7f267d66,2019-2020,ITA,1. Serie A,18th,Lecce,23,10,8,717,8,1,1,1,0,0,3,0,0.13,0.13,0.25,0.13
7f3b388c,2019-2020,ENG,1. Premier League,1st,Liverpool,25,28,22,2079,23.1,2,3,2,0,0,6,0,0.09,0.13,0.22,0.09
7f4c7c9f,2019-2020,ESP,1. La Liga,12th,Levante,30,32,27,2432,27,0,3,0,0,0,4,1,0,0.11,0.11,0
7f609bfc,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,22,28,27,2308,25.6,0,0,0,0,0,9,0,0,0,0,0
7f78ad23,2019-2020,ITA,1. Serie A,6th,Milan,26,5,5,386,4.3,0,0,0,0,0,0,0,0,0,0,0
7fa4e703,2019-2020,GER,1. Bundesliga,2nd,Dortmund,16,15,2,355,3.9,0,1,0,0,0,2,0,0,0.25,0.25,0
7fcc71d8,2019-2020,ENG,1. Premier League,7th,Wolves,23,9,3,289,3.2,1,0,1,0,0,0,0,0.31,0,0.31,0.31
7fe12375,2019-2020,GER,1. Bundesliga,15th,Augsburg,32,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0
7fe90ccd,2019-2020,ITA,1. Serie A,5th,Roma,27,9,3,452,5,0,1,0,0,0,0,0,0,0.2,0.2,0
7fec31a0,2019-2020,ENG,1. Premier League,18th,Bournemouth,29,24,14,1264,14,3,1,3,0,0,3,0,0.21,0.07,0.28,0.21
801831fe,2019-2020,ITA,1. Serie A,6th,Milan,17,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0
808d48f3,2019-2020,ESP,1. La Liga,9th,Valencia,31,19,15,1389,15.4,0,1,0,0,0,2,1,0,0.06,0.06,0
80f36c88,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,32,31,2734,30.4,1,3,1,0,0,9,0,0.03,0.1,0.13,0.03
810e3c74,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,22,9,935,10.4,1,0,1,0,0,3,0,0.1,0,0.1,0.1
81255c03,2019-2020,ITA,1. Serie A,14th,Cagliari,27,36,35,3151,35,18,4,14,4,6,6,0,0.51,0.11,0.63,0.4
817c6964,2019-2020,ITA,1. Serie A,6th,Milan,25,15,4,537,6,0,1,0,0,0,3,0,0,0.17,0.17,0
819aa8e7,2019-2020,ENG,1. Premier League,5th,Leicester City,26,33,26,2004,22.3,8,4,7,1,1,0,0,0.36,0.18,0.54,0.31
819b3158,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,31,21,2020,22.4,2,1,1,1,2,7,0,0.09,0.04,0.13,0.04
81d5c497,2019-2020,ESP,1. La Liga,5th,Villarreal,18,5,1,83,0.9,1,0,1,0,0,1,0,1.08,0,1.08,1.08
81f0781e,2019-2020,ESP,1. La Liga,5th,Villarreal,27,35,33,2744,30.5,18,5,17,1,2,5,0,0.59,0.16,0.75,0.56
82328faf,2019-2020,ITA,1. Serie A,5th,Roma,22,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0
82927de4,2019-2020,ENG,1. Premier League,16th,West Ham,23,36,24,2172,24.1,2,5,2,0,0,3,0,0.08,0.21,0.29,0.08
82b1198a,2019-2020,ITA,1. Serie A,7th,Napoli,30,17,17,1469,16.3,0,0,0,0,0,0,0,0,0,0,0
82e34b69,2019-2020,ENG,1. Premier League,19th,Watford,31,27,26,2225,24.7,10,2,5,5,6,3,0,0.4,0.08,0.49,0.2
82efe6fa,2019-2020,ITA,1. Serie A,3rd,Atalanta,20,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82efe6fa,2019-2020,ITA,1. Serie A,5th,Roma,20,9,7,614,6.8,0,0,0,0,0,1,0,0,0,0,0
833fb62e,2019-2020,ESP,1. La Liga,13th,Valladolid,24,24,15,1306,14.5,3,1,3,0,1,2,0,0.21,0.07,0.28,0.21
834d0be5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,24,11,1174,13,7,1,6,1,1,6,0,0.54,0.08,0.61,0.46
8397a50c,2019-2020,ENG,1. Premier League,17th,Aston Villa,26,33,33,2902,32.2,2,2,2,0,0,7,0,0.06,0.06,0.12,0.06
839c14e1,2019-2020,ENG,1. Premier League,8th,Arsenal,27,5,3,249,2.8,1,0,1,0,0,0,0,0.36,0,0.36,0.36
839c14e1,2019-2020,ENG,1. Premier League,11th,Southampton,27,16,16,1306,14.5,0,1,0,0,0,1,0,0,0.07,0.07,0
83d074ff,2019-2020,ENG,1. Premier League,15th,Brighton,20,9,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0
83e0eeb4,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,31,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84399660,2019-2020,ESP,1. La Liga,15th,Betis,26,8,2,264,2.9,1,0,1,0,0,2,1,0.34,0,0.34,0.34
8455ad90,2019-2020,ESP,1. La Liga,9th,Valencia,18,17,3,454,5,2,0,2,0,0,1,2,0.4,0,0.4,0.4
8494acc4,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,30,12,9,838,9.3,2,1,2,0,0,4,0,0.21,0.11,0.32,0.21
8494acc4,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,30,6,5,418,4.6,0,0,0,0,0,2,0,0,0,0,0
849c826a,2019-2020,ENG,1. Premier League,16th,West Ham,29,23,10,991,11,5,1,5,0,0,2,0,0.45,0.09,0.54,0.45
84f55b4a,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,17,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
854ee61a,2019-2020,ITA,1. Serie A,8th,Sassuolo,28,17,9,980,10.9,3,3,2,1,1,1,0,0.28,0.28,0.55,0.18
85613cf0,2019-2020,ITA,1. Serie A,7th,Napoli,25,26,19,1747,19.4,11,0,11,0,0,5,0,0.57,0,0.57,0.57
857a5abe,2019-2020,GER,1. Bundesliga,13th,Mainz 05,27,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8593f88c,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,34,34,3029,33.7,2,8,2,0,0,2,0,0.06,0.24,0.3,0.06
85bed4ee,2019-2020,ESP,1. La Liga,15th,Betis,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
861e0116,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,7,4,398,4.4,1,0,1,0,0,0,0,0.23,0,0.23,0.23
862a1c15,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,36,35,3021,33.6,4,2,4,0,0,5,0,0.12,0.06,0.18,0.12
8650af85,2019-2020,ITA,1. Serie A,8th,Sassuolo,27,23,21,1897,21.1,0,1,0,0,0,5,0,0,0.05,0.05,0
86695068,2019-2020,ENG,1. Premier League,5th,Leicester City,25,27,12,1134,12.6,1,2,1,0,0,2,0,0.08,0.16,0.24,0.08
867239d3,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,16,13,1204,13.4,1,3,1,0,1,1,0,0.07,0.22,0.3,0.07
8696bc90,2019-2020,ESP,1. La Liga,4th,Sevilla,23,21,14,1250,13.9,5,2,5,0,0,1,0,0.36,0.14,0.5,0.36
86dd77d1,2019-2020,ENG,1. Premier League,2nd,Manchester City,29,29,28,2392,26.6,1,4,1,0,0,5,0,0.04,0.15,0.19,0.04
86e119e0,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,25,33,32,2821,31.3,4,8,4,0,0,8,0,0.13,0.26,0.38,0.13
