id,season,country,comp_level,lg_finish,squad,age,games,games_starts,mnts,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90
21166ff4,2019-2020,ENG,1. Premier League,5th,Leicester City,23,34,34,3036,33.7,1,1,1,0,0,4,1,0.03,0.03,0.06,0.03
2146785a,2019-2020,ITA,1. Serie A,6th,Milan,22,25,16,1622,18,1,1,1,0,0,4,2,0.06,0.06,0.11,0.06
21512407,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,28,25,23,1979,22,0,4,0,0,0,2,0,0,0.18,0.18,0
217875a4,2019-2020,ITA,1. Serie A,14th,Cagliari,19,14,13,1165,12.9,0,0,0,0,0,1,0,0,0,0,0
217c93a1,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,17,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0
21a66f6a,2019-2020,ENG,1. Premier League,6th,Tottenham,26,29,29,2587,28.7,18,2,16,2,2,4,0,0.63,0.07,0.7,0.56
2200181e,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,31,31,2731,30.3,2,3,2,0,0,10,0,0.07,0.1,0.16,0.07
228b0d9d,2019-2020,ESP,1. La Liga,6th,Real Sociedad,21,15,11,981,10.9,0,0,0,0,0,1,0,0,0,0,0
228f73ae,2019-2020,ITA,1. Serie A,7th,Napoli,25,9,1,176,2,1,0,1,0,0,1,0,0.51,0,0.51,0.51
22919e97,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,26,15,6,746,8.3,5,1,5,0,0,1,0,0.6,0.12,0.72,0.6
229cd98a,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,16,4,367,4.1,2,1,2,0,0,0,0,0.49,0.25,0.74,0.49
2306bfde,2019-2020,ESP,1. La Liga,6th,Real Sociedad,26,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230a2fac,2019-2020,ITA,1. Serie A,7th,Napoli,25,33,33,2970,33,3,3,3,0,0,5,0,0.09,0.09,0.18,0.09
2327c29e,2019-2020,ESP,1. La Liga,12th,Levante,27,20,5,654,7.3,2,0,2,0,0,3,1,0.28,0,0.28,0.28
2334478a,2019-2020,ITA,1. Serie A,17th,Genoa,26,16,15,1252,13.9,1,2,1,0,0,7,0,0.07,0.14,0.22,0.07
240d3a0b,2019-2020,ESP,1. La Liga,11th,Athletic Club,29,36,33,3029,33.7,0,1,0,0,0,11,0,0,0.03,0.03,0
246d153b,2019-2020,ITA,1. Serie A,16th,Torino,22,32,20,2079,23.1,0,2,0,0,0,8,0,0,0.09,0.09,0
24f59bb2,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,17,11,1014,11.3,1,1,1,0,0,5,0,0.09,0.09,0.18,0.09
253a06b9,2019-2020,ESP,1. La Liga,10th,Osasuna,25,20,18,1591,17.7,9,2,9,0,0,6,0,0.51,0.11,0.62,0.51
254147d4,2019-2020,ENG,1. Premier League,11th,Southampton,21,18,10,928,10.3,2,2,2,0,0,4,1,0.19,0.19,0.39,0.19
25ab9c9c,2019-2020,GER,1. Bundesliga,8th,Freiburg,28,17,15,1371,15.2,1,0,1,0,0,0,0,0.07,0,0.07,0.07
2628fd2b,2019-2020,ENG,1. Premier League,8th,Arsenal,27,30,30,2649,29.4,0,0,0,0,0,2,0,0,0,0,0
2683eda7,2019-2020,ESP,1. La Liga,20th,Espanyol,21,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2691c772,2019-2020,ENG,1. Premier League,10th,Burnley,29,19,17,1352,15,6,0,5,1,1,4,0,0.4,0,0.4,0.33
26d3b5be,2019-2020,ENG,1. Premier League,12th,Everton,18,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26db8853,2019-2020,ITA,1. Serie A,13th,Udinese,24,20,12,1139,12.7,0,0,0,0,0,2,0,0,0,0,0
26f6dca8,2019-2020,ENG,1. Premier League,16th,West Ham,26,24,14,1379,15.3,0,2,0,0,0,1,0,0,0.13,0.13,0
271b8617,2019-2020,GER,1. Bundesliga,11th,Union Berlin,23,28,20,1716,19.1,5,2,4,1,1,4,0,0.26,0.1,0.37,0.21
2784f898,2019-2020,ESP,1. La Liga,1st,Real Madrid,21,15,10,1022,11.4,0,0,0,0,0,3,0,0,0,0,0
27a013f7,2019-2020,ESP,1. La Liga,17th,Celta Vigo,27,34,32,2888,32.1,1,2,1,0,0,10,0,0.03,0.06,0.09,0.03
27c01749,2019-2020,ENG,1. Premier League,15th,Brighton,19,24,14,1258,14,3,1,3,0,0,0,0,0.21,0.07,0.29,0.21
282f75f3,2019-2020,ENG,1. Premier League,15th,Brighton,27,36,36,3230,35.9,3,3,3,0,0,9,0,0.08,0.08,0.17,0.08
2873973b,2019-2020,ITA,1. Serie A,2nd,Inter,18,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28a15394,2019-2020,ITA,1. Serie A,16th,Torino,36,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0
28d596a0,2019-2020,ENG,1. Premier League,4th,Chelsea,24,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0
291e3ec3,2019-2020,ENG,1. Premier League,20th,Norwich City,18,12,1,228,2.5,0,0,0,0,0,0,0,0,0,0,0
2928dca2,2019-2020,ENG,1. Premier League,7th,Wolves,26,38,38,3420,38,0,0,0,0,0,5,0,0,0,0,0
2946f9a1,2019-2020,ESP,1. La Liga,1st,Real Madrid,29,6,4,439,4.9,1,0,1,0,0,3,0,0.21,0,0.21,0.21
29733c72,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,31,19,8,758,8.4,0,2,0,0,0,1,0,0,0.24,0.24,0
2979c05a,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,24,24,13,1065,11.8,1,0,1,0,0,1,1,0.08,0,0.08,0.08
29b61deb,2019-2020,ESP,1. La Liga,16th,Alavés,26,30,7,1088,12.1,1,1,1,0,0,3,0,0.08,0.08,0.17,0.08
2a0c8ba4,2019-2020,ESP,1. La Liga,4th,Sevilla,25,34,27,2254,25,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08
2a1beb34,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,35,29,2721,30.2,2,5,2,0,0,12,0,0.07,0.17,0.23,0.07
2a29eb9b,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,5,3,209,2.3,0,0,0,0,0,1,0,0,0,0,0
2a6cd437,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,11,11,928,10.3,2,0,2,0,0,4,1,0.19,0,0.19,0.19
2a9f6b4d,2019-2020,ESP,1. La Liga,20th,Espanyol,20,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2acd49b9,2019-2020,ENG,1. Premier League,6th,Tottenham,29,29,28,2452,27.2,2,1,2,0,0,8,0,0.07,0.04,0.11,0.07
2b09d998,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,14,10,953,10.6,0,0,0,0,0,0,0,0,0,0,0
2b16cb1a,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,22,26,23,1863,20.7,3,4,3,0,0,0,0,0.14,0.19,0.34,0.14
2b622f01,2019-2020,ENG,1. Premier League,6th,Tottenham,26,35,25,2242,24.9,4,4,4,0,0,3,0,0.16,0.16,0.32,0.16
2b91cf8e,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,14,14,1186,13.2,2,0,2,0,0,3,0,0.15,0,0.15,0.15
2baec6ce,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,5,2,189,2.1,0,0,0,0,0,0,0,0,0,0,0
2bd83368,2019-2020,ENG,1. Premier League,12th,Everton,18,11,4,440,4.9,0,1,0,0,0,0,0,0,0.2,0.2,0
2bed3eab,2019-2020,ENG,1. Premier League,2nd,Manchester City,18,13,8,793,8.8,0,0,0,0,0,1,0,0,0,0,0
2bef2bca,2019-2020,ESP,1. La Liga,2nd,Barcelona,20,6,2,238,2.6,0,0,0,0,0,0,1,0,0,0,0
2c0558b8,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,16,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2c0f8e9e,2019-2020,ITA,1. Serie A,2nd,Inter,30,22,10,923,10.3,4,8,3,1,1,4,1,0.39,0.78,1.17,0.29
2c38b327,2019-2020,ITA,1. Serie A,1st,Juventus,24,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2ce2508a,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,31,28,2513,27.9,3,1,1,2,2,12,0,0.11,0.04,0.14,0.04
2cfae697,2019-2020,ITA,1. Serie A,12th,Bologna,22,19,13,1082,12,0,0,0,0,0,6,1,0,0,0,0
2d5f03bf,2019-2020,ENG,1. Premier League,20th,Norwich City,26,17,16,1430,15.9,0,1,0,0,0,3,0,0,0.06,0.06,0
2d61d13a,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,26,21,1777,19.7,3,1,3,0,0,4,0,0.15,0.05,0.2,0.15
2d970560,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,34,31,2617,29.1,9,7,9,0,0,3,0,0.31,0.24,0.55,0.31
2db2fd7b,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,24,23,1796,20,0,2,0,0,0,5,1,0,0.1,0.1,0
2e4f5f03,2019-2020,ENG,1. Premier League,1st,Liverpool,25,36,34,3111,34.6,2,12,2,0,0,2,0,0.06,0.35,0.41,0.06
2e7ff968,2019-2020,GER,1. Bundesliga,2nd,Dortmund,31,4,3,290,3.2,0,0,0,0,0,0,0,0,0,0,0
2f3452eb,2019-2020,ITA,1. Serie A,7th,Napoli,25,20,17,1481,16.5,1,2,1,0,0,3,0,0.06,0.12,0.18,0.06
2f3e911a,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,22,21,1792,19.9,0,0,0,0,0,2,0,0,0,0,0
2f557579,2019-2020,ITA,1. Serie A,7th,Napoli,28,37,34,2810,31.2,8,6,3,5,5,1,0,0.26,0.19,0.45,0.1
2f7acede,2019-2020,ENG,1. Premier League,6th,Tottenham,23,31,26,2221,24.7,0,0,0,0,0,9,0,0,0,0,0
2f90f6b8,2019-2020,ENG,1. Premier League,1st,Liverpool,33,22,9,937,10.4,2,2,0,2,2,4,0,0.19,0.19,0.38,0
2f965a72,2019-2020,ESP,1. La Liga,1st,Real Madrid,26,4,4,360,4,0,0,0,0,0,1,0,0,0,0,0
2ff964a0,2019-2020,ENG,1. Premier League,10th,Burnley,32,16,4,496,5.5,0,0,0,0,0,4,0,0,0,0,0
30223b33,2019-2020,ITA,1. Serie A,5th,Roma,36,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0
3024e383,2019-2020,ESP,1. La Liga,14th,Eibar,29,28,27,2360,26.2,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04
302527b2,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,22,20,1817,20.2,0,1,0,0,0,3,0,0,0.05,0.05,0
3061e1ec,2019-2020,ESP,1. La Liga,13th,Valladolid,20,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30941e96,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,22,13,12,1095,12.2,1,2,1,0,0,2,0,0.08,0.16,0.25,0.08
30c220c3,2019-2020,GER,1. Bundesliga,5th,Leverkusen,25,18,14,1172,13,1,0,1,0,0,3,0,0.08,0,0.08,0.08
30f5ffa9,2019-2020,ITA,1. Serie A,2nd,Inter,24,32,30,2627,29.2,0,0,0,0,0,9,1,0,0,0,0
32974271,2019-2020,ESP,1. La Liga,13th,Valladolid,28,35,31,2655,29.5,8,2,8,0,1,6,0,0.27,0.07,0.34,0.27
32c0491f,2019-2020,ESP,1. La Liga,9th,Valencia,26,2,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0
32f60ed8,2019-2020,ENG,1. Premier League,7th,Wolves,19,7,1,129,1.4,0,0,0,0,0,0,0,0,0,0,0
3312f911,2019-2020,ENG,1. Premier League,14th,Crystal Palace,26,17,11,1036,11.5,3,1,3,0,0,2,0,0.26,0.09,0.35,0.26
3353737a,2019-2020,ESP,1. La Liga,4th,Sevilla,22,31,29,2509,27.9,2,4,2,0,0,8,0,0.07,0.14,0.22,0.07
335fa267,2019-2020,ESP,1. La Liga,2nd,Barcelona,27,30,27,2339,26,1,2,1,0,0,8,0,0.04,0.08,0.12,0.04
3376a776,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,14,14,1260,14,1,0,1,0,0,0,0,0.07,0,0.07,0.07
339fe0e8,2019-2020,ITA,1. Serie A,4th,Lazio,24,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0
33a61a52,2019-2020,ESP,1. La Liga,12th,Levante,27,23,20,1848,20.5,0,2,0,0,0,4,0,0,0.1,0.1,0
33b8d077,2019-2020,ITA,1. Serie A,2nd,Inter,26,32,30,2701,30,3,6,3,0,0,9,0,0.1,0.2,0.3,0.1
33ecf462,2019-2020,ITA,1. Serie A,9th,Hellas Verona,25,32,22,1774,19.7,3,2,1,2,2,4,0,0.15,0.1,0.25,0.05
343c0d52,2019-2020,ITA,1. Serie A,14th,Cagliari,24,37,34,2924,32.5,12,3,12,0,0,4,0,0.37,0.09,0.46,0.37
343c0d52,2019-2020,ITA,1. Serie A,10th,Fiorentina,24,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34a0f5ff,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,23,16,1309,14.5,4,2,4,0,0,2,0,0.28,0.14,0.41,0.28
34e12499,2019-2020,GER,1. Bundesliga,8th,Freiburg,19,13,4,373,4.1,0,0,0,0,0,0,0,0,0,0,0
34e393f2,2019-2020,ESP,1. La Liga,15th,Betis,25,14,11,936,10.4,1,0,1,0,0,5,0,0.1,0,0.1,0.1
34e4343c,2019-2020,GER,1. Bundesliga,14th,Köln,31,27,11,1138,12.6,4,1,4,0,0,1,0,0.32,0.08,0.4,0.32
3515d404,2019-2020,ENG,1. Premier League,11th,Southampton,24,38,38,3420,38,5,3,4,1,3,9,0,0.13,0.08,0.21,0.11
355c883a,2019-2020,ESP,1. La Liga,16th,Alavés,23,31,23,2099,23.3,1,1,1,0,0,5,1,0.04,0.04,0.09,0.04
356c9002,2019-2020,ITA,1. Serie A,2nd,Inter,32,32,24,1993,22.1,5,7,5,0,0,5,0,0.23,0.32,0.54,0.23
3594a357,2019-2020,ESP,1. La Liga,6th,Real Sociedad,19,2,0,29,0.3,0,1,0,0,0,0,0,0,3.1,3.1,0
35dd6d80,2019-2020,ITA,1. Serie A,17th,Genoa,32,26,24,2053,22.8,8,0,1,7,9,7,0,0.35,0,0.35,0.04
360d70f8,2019-2020,ESP,1. La Liga,19th,Mallorca,28,35,24,2188,24.3,4,0,1,3,3,3,0,0.16,0,0.16,0.04
3624ce4c,2019-2020,ESP,1. La Liga,7th,Granada,31,36,33,2884,32,1,5,1,0,0,4,0,0.03,0.16,0.19,0.03
3631ad41,2019-2020,ENG,1. Premier League,16th,West Ham,18,5,5,440,4.9,0,0,0,0,0,0,0,0,0,0,0
3672b352,2019-2020,ESP,1. La Liga,10th,Osasuna,19,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0
36a3ff67,2019-2020,GER,1. Bundesliga,2nd,Dortmund,30,19,18,1495,16.6,11,5,10,1,1,1,0,0.66,0.3,0.96,0.6
36c2ca73,2019-2020,ENG,1. Premier League,11th,Southampton,29,28,28,2520,28,0,0,0,0,0,0,0,0,0,0,0
3727dd3c,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,27,26,25,2119,23.5,6,2,6,0,0,3,0,0.25,0.08,0.34,0.25
3745e8bd,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,13,2,330,3.7,2,2,0,2,2,1,1,0.55,0.55,1.09,0
374ee424,2019-2020,ESP,1. La Liga,6th,Real Sociedad,24,25,25,2250,25,0,0,0,0,0,0,0,0,0,0,0
379652be,2019-2020,ESP,1. La Liga,20th,Espanyol,21,24,12,1115,12.4,0,0,0,0,0,0,0,0,0,0,0
37e103f8,2019-2020,ESP,1. La Liga,8th,Getafe,19,12,4,378,4.2,1,1,1,0,0,3,0,0.24,0.24,0.48,0.24
37f1cf47,2019-2020,ESP,1. La Liga,11th,Athletic Club,27,35,32,2872,31.9,3,4,3,0,0,10,0,0.09,0.13,0.22,0.09
37f606f0,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,21,21,13,1136,12.6,0,3,0,0,0,3,0,0,0.24,0.24,0
38126309,2019-2020,ESP,1. La Liga,19th,Mallorca,23,29,22,1690,18.8,0,3,0,0,0,4,0,0,0.16,0.16,0
38c7feef,2019-2020,ENG,1. Premier League,1st,Liverpool,25,30,17,1485,16.5,4,1,4,0,0,1,0,0.24,0.06,0.3,0.24
38ce1150,2019-2020,ESP,1. La Liga,13th,Valladolid,22,3,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0
38ceb24a,2019-2020,ENG,1. Premier League,15th,Brighton,24,31,22,2011,22.3,5,3,5,0,0,0,0,0.22,0.13,0.36,0.22
3902e91b,2019-2020,ESP,1. La Liga,12th,Levante,25,25,14,1236,13.7,2,1,1,1,1,4,0,0.15,0.07,0.22,0.07
3935e52e,2019-2020,ENG,1. Premier League,8th,Arsenal,26,26,19,1701,18.9,0,2,0,0,0,4,0,0,0.11,0.11,0
39583cfd,2019-2020,ENG,1. Premier League,19th,Watford,25,28,25,2098,23.3,4,5,3,1,1,3,0,0.17,0.21,0.39,0.13
3a233281,2019-2020,GER,1. Bundesliga,5th,Leverkusen,21,22,12,1090,12.1,5,3,5,0,0,0,2,0.41,0.25,0.66,0.41
3a24769f,2019-2020,ENG,1. Premier League,4th,Chelsea,25,21,13,1103,12.3,1,4,1,0,0,0,0,0.08,0.33,0.41,0.08
3a58d075,2019-2020,ESP,1. La Liga,9th,Valencia,17,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3a949a25,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,30,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0
3a9c4b7b,2019-2020,ESP,1. La Liga,10th,Osasuna,24,30,26,2332,25.9,0,0,0,0,0,5,0,0,0,0,0
3aa4a3be,2019-2020,ESP,1. La Liga,15th,Betis,25,36,21,2031,22.6,10,3,10,0,0,2,1,0.44,0.13,0.58,0.44
3ae14ed1,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,34,20,1950,21.7,6,1,6,0,0,4,1,0.28,0.05,0.32,0.28
3b333ac3,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,32,25,2356,26.2,0,4,0,0,0,10,0,0,0.15,0.15,0
3b387cc7,2019-2020,ITA,1. Serie A,7th,Napoli,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3b61c9ec,2019-2020,ITA,1. Serie A,14th,Cagliari,20,24,22,1908,21.2,0,5,0,0,0,10,0,0,0.24,0.24,0
3b8674e6,2019-2020,ITA,1. Serie A,1st,Juventus,22,30,25,2196,24.4,0,7,0,0,0,9,0,0,0.29,0.29,0
3bb625ac,2019-2020,GER,1. Bundesliga,13th,Mainz 05,23,24,18,1484,16.5,1,0,1,0,0,7,1,0.06,0,0.06,0.06
3bb7af3b,2019-2020,ITA,1. Serie A,17th,Genoa,27,4,2,168,1.9,0,0,0,0,0,1,1,0,0,0,0
3bb7af3b,2019-2020,ITA,1. Serie A,18th,Lecce,27,13,11,947,10.5,2,4,2,0,0,2,0,0.19,0.38,0.57,0.19
3bb7b8b4,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,35,35,3071,34.1,0,0,0,0,0,3,1,0,0,0,0
3bb7f478,2019-2020,ITA,1. Serie A,5th,Roma,33,35,31,2854,31.7,16,7,16,0,0,4,0,0.5,0.22,0.73,0.5
3c16d927,2019-2020,ESP,1. La Liga,19th,Mallorca,20,19,16,1498,16.6,1,2,1,0,0,0,0,0.06,0.12,0.18,0.06
3c16d927,2019-2020,ESP,1. La Liga,4th,Sevilla,20,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0
3c6089ab,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,29,33,26,2255,25.1,8,21,8,0,0,5,0,0.32,0.84,1.16,0.32
3ca7254a,2019-2020,ENG,1. Premier League,4th,Chelsea,32,11,8,661,7.3,1,1,1,0,0,1,0,0.14,0.14,0.27,0.14
3cd3b384,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,17,12,1135,12.6,0,2,0,0,0,2,0,0,0.16,0.16,0
3cd9e95a,2019-2020,GER,1. Bundesliga,14th,Köln,26,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0
3cefcaef,2019-2020,ESP,1. La Liga,1st,Real Madrid,24,25,19,1809,20.1,1,3,1,0,0,8,1,0.05,0.15,0.2,0.05
3d50bcdb,2019-2020,ENG,1. Premier League,12th,Everton,19,29,6,852,9.5,2,2,2,0,0,1,0,0.21,0.21,0.42,0.21
3d688b46,2019-2020,ESP,1. La Liga,7th,Granada,21,28,18,1499,16.7,0,0,0,0,0,4,0,0,0,0,0
3e1550ee,2019-2020,ENG,1. Premier League,2nd,Manchester City,33,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3e42f707,2019-2020,ESP,1. La Liga,10th,Osasuna,25,32,31,2793,31,0,0,0,0,0,7,0,0,0,0,0
3e9e06cb,2019-2020,ENG,1. Premier League,19th,Watford,29,29,26,2361,26.2,2,0,2,0,0,6,0,0.08,0,0.08,0.08
3ea50f67,2019-2020,ENG,1. Premier League,5th,Leicester City,21,36,24,2083,23.1,6,8,6,0,0,0,0,0.26,0.35,0.6,0.26
3ead85f9,2019-2020,ITA,1. Serie A,6th,Milan,24,35,35,3091,34.3,1,0,1,0,0,4,0,0.03,0,0.03,0.03
3eb0f2df,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,28,28,25,2256,25.1,3,4,3,0,0,8,1,0.12,0.16,0.28,0.12
3eb22ec9,2019-2020,ENG,1. Premier League,2nd,Manchester City,24,34,23,2030,22.6,6,7,6,0,0,5,0,0.27,0.31,0.58,0.27
3ecc11d8,2019-2020,ESP,1. La Liga,11th,Athletic Club,24,32,32,2810,31.2,0,0,0,0,0,2,0,0,0,0,0
3ee0dd59,2019-2020,ESP,1. La Liga,6th,Real Sociedad,20,9,6,524,5.8,0,0,0,0,0,3,0,0,0,0,0
3eeb80e0,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,10,5,457,5.1,1,0,1,0,0,0,0,0.2,0,0.2,0.2
3eed9821,2019-2020,ESP,1. La Liga,2nd,Barcelona,25,13,10,949,10.5,0,0,0,0,0,6,0,0,0,0,0
3ef0a2d7,2019-2020,ITA,1. Serie A,10th,Fiorentina,19,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0
3ef965c1,2019-2020,ITA,1. Serie A,17th,Genoa,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3effaa34,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,23,25,16,1575,17.5,12,3,11,1,1,1,0,0.69,0.17,0.86,0.63
3effaa34,2019-2020,ITA,1. Serie A,6th,Milan,23,1,1,60,0.7,0,0,0,0,0,1,0,0,0,0,0
3f10bd22,2019-2020,ESP,1. La Liga,4th,Sevilla,33,38,37,3369,37.4,0,7,0,0,0,4,0,0,0.19,0.19,0
3f2d59fe,2019-2020,ENG,1. Premier League,8th,Arsenal,27,15,13,1207,13.4,0,1,0,0,0,2,0,0,0.07,0.07,0
3f79a1c8,2019-2020,ESP,1. La Liga,14th,Eibar,26,23,18,1674,18.6,0,1,0,0,0,9,1,0,0.05,0.05,0
3faa1780,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,28,7,4,340,3.8,0,0,0,0,0,0,0,0,0,0,0
3faa1780,2019-2020,ENG,1. Premier League,20th,Norwich City,28,12,8,695,7.7,0,0,0,0,0,1,0,0,0,0,0
3fc45c73,2019-2020,ESP,1. La Liga,11th,Athletic Club,28,33,33,2970,33,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03
407feb71,2019-2020,ESP,1. La Liga,1st,Real Madrid,19,6,0,65,0.7,0,0,0,0,0,1,0,0,0,0,0
4112ace5,2019-2020,ESP,1. La Liga,11th,Athletic Club,18,1,1,73,0.8,0,0,0,0,0,1,0,0,0,0,0
4115ce4e,2019-2020,ENG,1. Premier League,11th,Southampton,23,34,34,3057,34,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03
41b3069f,2019-2020,ESP,1. La Liga,20th,Espanyol,23,15,12,1043,11.6,0,0,0,0,0,4,1,0,0,0,0
41bff4fa,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,17,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41c12f75,2019-2020,ESP,1. La Liga,8th,Getafe,21,24,21,1870,20.8,0,1,0,0,0,7,1,0,0.05,0.05,0
41f32541,2019-2020,ESP,1. La Liga,4th,Sevilla,32,34,30,2659,29.5,2,3,2,0,0,13,0,0.07,0.1,0.17,0.07
41ff002d,2019-2020,ENG,1. Premier League,7th,Wolves,20,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0
42130443,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0
42276181,2019-2020,ESP,1. La Liga,9th,Valencia,32,29,17,1581,17.6,6,2,6,0,1,0,0,0.34,0.11,0.46,0.34
43458538,2019-2020,ENG,1. Premier League,18th,Bournemouth,27,26,24,2011,22.3,6,4,3,3,3,0,0,0.27,0.18,0.45,0.13
437f2b00,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,19,26,17,1493,16.6,7,2,7,0,0,3,0,0.42,0.12,0.54,0.42
43a166b4,2019-2020,ENG,1. Premier League,1st,Liverpool,24,28,7,717,8,4,1,4,0,0,1,0,0.5,0.13,0.63,0.5
43f71e77,2019-2020,ESP,1. La Liga,8th,Getafe,37,34,23,1886,21,5,3,3,2,2,6,1,0.24,0.14,0.38,0.14
441197b8,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,19,22,20,1721,19.1,1,1,1,0,0,3,0,0.05,0.05,0.1,0.05
44150beb,2019-2020,ESP,1. La Liga,6th,Real Sociedad,18,1,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0
442b56fa,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,30,26,2351,26.1,1,3,1,0,0,5,1,0.04,0.11,0.15,0.04
4431aed2,2019-2020,ITA,1. Serie A,4th,Lazio,29,37,36,3170,35.2,36,9,22,14,15,8,0,1.02,0.26,1.28,0.62
4442fbcd,2019-2020,ESP,1. La Liga,12th,Levante,27,30,20,1569,17.4,0,2,0,0,0,11,0,0,0.11,0.11,0
44510fde,2019-2020,ITA,1. Serie A,17th,Genoa,22,20,7,658,7.3,0,0,0,0,0,4,0,0,0,0,0
4468ec10,2019-2020,ENG,1. Premier League,5th,Leicester City,23,21,3,622,6.9,2,3,2,0,1,1,0,0.29,0.43,0.72,0.29
44781702,2019-2020,ENG,1. Premier League,6th,Tottenham,26,18,16,1431,15.9,0,0,0,0,0,6,0,0,0,0,0
