id,season,country,comp_level,lg_finish,squad,age,minutes_90s,tackles,tackles_won,pressures,pressure_regains,pressure_regain_pct,blocks,blocked_shots,blocked_shots_saves,interceptions,clearances,errors
8794e251,2019-2020,ITA,1. Serie A,1st,Juventus,24,21.2,56,39,495,149,30.1,45,8,1,26,17,0
88050721,2019-2020,ESP,1. La Liga,11th,Athletic Club,23,19.9,38,27,339,101,29.8,19,2,0,13,23,1
881ef58c,2019-2020,ITA,1. Serie A,5th,Roma,30,5.7,15,10,98,30,30.6,4,0,0,5,5,0
88d4144a,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,21,66,35,380,102,26.8,67,6,0,32,82,0
88e357ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,24.4,38,25,434,137,31.6,28,2,0,17,4,0
88f130ed,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,0.9,1,1,7,3,42.9,3,0,0,1,4,0
88f130ed,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,4.1,15,10,75,29,38.7,5,0,0,9,25,1
892d5bb1,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,21.6,32,21,394,111,28.2,38,1,0,15,7,0
89976232,2019-2020,ITA,1. Serie A,16th,Torino,27,29.8,49,33,325,101,31.1,67,32,0,43,161,1
89ac64a6,2019-2020,GER,1. Bundesliga,2nd,Dortmund,24,25.7,44,23,223,86,38.6,35,11,0,18,85,3
89b2c8a9,2019-2020,ITA,1. Serie A,7th,Napoli,32,18.8,23,20,501,146,29.1,17,3,0,3,3,0
89d10e53,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,9.6,26,15,92,29,31.5,11,1,0,8,21,0
89d10e53,2019-2020,ENG,1. Premier League,6th,Tottenham,29,9.9,16,13,103,34,33,23,7,0,6,34,0
89e4b358,2019-2020,ENG,1. Premier League,19th,Watford,30,27.6,37,26,196,70,35.7,35,16,1,16,193,2
89f951b5,2019-2020,ESP,1. La Liga,2nd,Barcelona,31,17.7,25,19,293,96,32.8,27,5,0,10,23,0
8a7ff278,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,26.5,67,31,318,84,26.4,46,4,1,24,106,1
8aafd64f,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,19,19.4,9,4,211,47,22.3,11,1,0,2,9,0
8abd0c03,2019-2020,ITA,1. Serie A,13th,Udinese,28,6.6,18,8,120,31,25.8,14,3,0,4,13,0
8aec0537,2019-2020,ENG,1. Premier League,15th,Brighton,28,20,33,21,395,103,26.1,27,2,0,9,11,0
8b04d6c1,2019-2020,ENG,1. Premier League,11th,Southampton,23,30.6,90,57,633,212,33.5,63,6,0,42,78,2
8b609c34,2019-2020,ITA,1. Serie A,16th,Torino,18,1.5,2,0,11,4,36.4,1,0,0,1,4,0
8b625720,2019-2020,ESP,1. La Liga,16th,Alavés,21,2.6,2,1,24,6,25,9,4,0,2,16,0
8b6e0db2,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,4.2,8,7,60,17,28.3,6,4,0,4,16,1
8b788c01,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,29.2,15,12,379,108,28.5,19,1,0,5,16,0
8b8a56ce,2019-2020,ITA,1. Serie A,3rd,Atalanta,30,3.2,4,3,49,14,28.6,11,4,0,6,19,1
8b8a56ce,2019-2020,ITA,1. Serie A,6th,Milan,30,13.8,25,14,123,43,35,28,18,0,11,68,1
8b95acda,2019-2020,ITA,1. Serie A,15th,Sampdoria,26,30.8,55,34,273,93,34.1,51,25,1,40,215,2
8bc8829a,2019-2020,ITA,1. Serie A,2nd,Inter,17,0.8,4,3,15,2,13.3,3,1,0,1,1,0
8c3c640c,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,33.9,35,21,434,131,30.2,54,5,0,16,20,0
8c63fae5,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,2.6,4,2,21,10,47.6,3,1,0,1,15,0
8c65eb5f,2019-2020,ITA,1. Serie A,13th,Udinese,31,18.3,47,25,368,101,27.4,33,11,0,14,29,0
8c725b43,2019-2020,ITA,1. Serie A,10th,Fiorentina,28,31.4,43,28,269,105,39,54,20,0,31,192,1
8cabdc1e,2019-2020,ITA,1. Serie A,8th,Sassuolo,32,31,0,0,2,0,0,0,0,0,0,0,1
8cc29864,2019-2020,ITA,1. Serie A,15th,Sampdoria,29,7.8,17,11,72,23,31.9,14,7,0,4,24,0
8cfc2f69,2019-2020,ESP,1. La Liga,8th,Getafe,32,15.6,15,12,301,80,26.6,11,1,0,6,9,0
8d3c902d,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,28.1,70,45,418,123,29.4,60,13,0,18,79,1
8d47bb39,2019-2020,ESP,1. La Liga,7th,Granada,23,24.5,17,8,264,61,23.1,52,4,0,17,63,1
8d78e732,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,30.7,19,12,387,123,31.8,16,3,0,4,13,0
8da74c05,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,2.3,4,3,52,16,30.8,5,1,0,1,3,0
8db394aa,2019-2020,ESP,1. La Liga,16th,Alavés,29,21.1,47,27,269,81,30.1,49,9,0,26,102,3
8df7a2fb,2019-2020,ENG,1. Premier League,10th,Burnley,29,32,35,16,176,56,31.8,64,34,0,22,279,0
8e088e04,2019-2020,ESP,1. La Liga,10th,Osasuna,21,5.2,20,12,111,32,28.8,13,0,0,4,16,2
8e235926,2019-2020,GER,1. Bundesliga,15th,Augsburg,25,3.4,4,3,65,14,21.5,5,1,0,4,7,0
8e235926,2019-2020,GER,1. Bundesliga,12th,Schalke 04,25,9.2,7,4,163,44,27,15,3,1,2,9,0
8e48dc61,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,10.4,30,18,216,62,28.7,13,1,0,7,28,0
8e92be30,2019-2020,ESP,1. La Liga,6th,Real Sociedad,19,16.7,9,7,259,74,28.6,10,1,0,3,6,0
8eb55dbb,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,6,4,2,84,20,23.8,3,0,0,2,3,0
8f056768,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,19.1,56,44,462,155,33.5,32,3,0,12,20,0
8f29e08b,2019-2020,ESP,1. La Liga,10th,Osasuna,23,2,0,0,2,0,0,0,0,0,0,0,0
8f3565b3,2019-2020,ESP,1. La Liga,19th,Mallorca,28,30.7,31,21,477,112,23.5,25,10,0,3,24,0
8f5e92a6,2019-2020,ESP,1. La Liga,1st,Real Madrid,18,11.3,5,4,182,43,23.6,17,2,0,8,5,0
8f62b6ee,2019-2020,ENG,1. Premier League,6th,Tottenham,32,20.1,0,0,1,0,0,0,0,0,0,1,2
8f866fe8,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,22.6,16,11,244,62,25.4,10,3,0,11,12,0
8f898ba8,2019-2020,ESP,1. La Liga,18th,Leganés,28,13.5,16,10,251,64,25.5,14,3,0,3,15,0
8f8c6934,2019-2020,ESP,1. La Liga,8th,Getafe,26,38,0,0,3,0,0,0,0,0,0,5,0
8fef5412,2019-2020,ITA,1. Serie A,6th,Milan,25,19.2,53,31,335,80,23.9,36,7,0,27,43,1
90339309,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,23.5,53,36,342,124,36.3,49,18,0,37,130,2
9038c2a1,2019-2020,ESP,1. La Liga,8th,Getafe,25,13.1,31,19,256,79,30.9,23,2,0,12,11,0
9050ddc4,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,16.6,32,19,230,65,28.3,32,7,0,18,49,0
9085dd7c,2019-2020,ITA,1. Serie A,14th,Cagliari,26,14.9,48,29,251,71,28.3,37,10,0,7,69,2
90f91999,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,25.7,58,40,508,144,28.3,32,2,0,20,20,1
914ab9a1,2019-2020,ENG,1. Premier League,19th,Watford,28,25,40,24,247,85,34.4,55,28,0,24,171,2
919dd4b1,2019-2020,ITA,1. Serie A,4th,Lazio,16,0,0,0,0,0,NULL,0,0,0,0,0,0
921f6058,2019-2020,ITA,1. Serie A,3rd,Atalanta,29,27.6,93,51,507,186,36.7,58,16,1,33,145,1
9228b07c,2019-2020,ENG,1. Premier League,12th,Everton,21,22.5,36,18,425,99,23.3,34,4,0,28,35,1
92432bc6,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,8.4,32,21,168,52,31,18,2,0,5,8,1
924f9191,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,10.3,19,15,159,49,30.8,15,3,0,6,13,1
92948149,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,23,20.9,48,23,282,89,31.6,39,4,0,17,86,1
92b4758e,2019-2020,ITA,1. Serie A,13th,Udinese,24,17.2,44,28,218,83,38.1,29,9,0,22,81,1
92d83c27,2019-2020,ITA,1. Serie A,12th,Bologna,20,11.7,17,14,268,56,20.9,22,5,0,9,14,0
92e7e919,2019-2020,ENG,1. Premier League,6th,Tottenham,27,27.5,33,21,544,133,24.4,28,0,0,13,19,0
93090f69,2019-2020,ESP,1. La Liga,7th,Granada,24,34.3,35,21,208,74,35.6,49,24,0,15,234,0
9328b835,2019-2020,ENG,1. Premier League,16th,West Ham,34,23.5,0,0,10,2,20,0,0,0,0,2,2
933d3b51,2019-2020,ITA,1. Serie A,16th,Torino,26,9.5,29,13,169,41,24.3,41,22,0,9,55,1
935e6b8f,2019-2020,ENG,1. Premier League,1st,Liverpool,29,24.9,65,36,532,169,31.8,37,5,0,12,27,0
93a50d2c,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,11.1,22,15,117,37,31.6,30,12,0,14,63,0
93b891d1,2019-2020,ITA,1. Serie A,4th,Lazio,30,15.6,27,24,235,64,27.2,6,3,0,4,3,0
93cf32a8,2019-2020,ITA,1. Serie A,16th,Torino,29,29.9,41,22,217,63,29,78,29,0,47,186,3
9413b19f,2019-2020,ITA,1. Serie A,7th,Napoli,22,21.7,0,0,3,0,0,1,0,0,0,1,0
94816803,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,5.7,5,3,72,12,16.7,9,1,0,0,0,0
94b2001f,2019-2020,ITA,1. Serie A,1st,Juventus,28,16,34,17,155,50,32.3,22,4,0,15,46,0
94c18565,2019-2020,GER,1. Bundesliga,14th,Köln,26,17.3,21,10,291,67,23,29,2,0,6,16,0
952a03fe,2019-2020,ITA,1. Serie A,13th,Udinese,32,16.7,21,15,144,46,31.9,44,23,0,20,94,2
9591723b,2019-2020,ITA,1. Serie A,3rd,Atalanta,18,0,0,0,4,0,0,0,0,0,0,0,0
9592289a,2019-2020,ITA,1. Serie A,16th,Torino,28,18.2,15,9,260,58,22.3,14,0,0,6,15,1
95facda1,2019-2020,ITA,1. Serie A,14th,Cagliari,23,32.2,67,45,666,155,23.3,38,2,0,25,36,0
962e54cb,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,24,14.3,10,10,311,84,27,10,0,0,2,12,0
963829d0,2019-2020,ESP,1. La Liga,5th,Villarreal,27,17.2,31,21,414,102,24.6,30,11,0,6,29,0
96640846,2019-2020,ITA,1. Serie A,16th,Torino,31,1,0,0,0,0,NULL,0,0,0,0,0,0
9674002f,2019-2020,ENG,1. Premier League,4th,Chelsea,20,31.9,48,31,727,204,28.1,26,1,0,14,16,0
967f34d3,2019-2020,ESP,1. La Liga,17th,Celta Vigo,24,32.9,0,0,2,1,50,0,0,0,0,2,1
96e0490d,2019-2020,ITA,1. Serie A,11th,Parma,29,29.8,72,39,477,127,26.6,73,20,0,16,84,0
970b8574,2019-2020,ITA,1. Serie A,9th,Hellas Verona,21,5.8,10,6,86,28,32.6,8,2,0,2,16,0
970b8574,2019-2020,ITA,1. Serie A,2nd,Inter,21,0.3,1,1,8,5,62.5,1,0,0,0,1,0
97220da2,2019-2020,ENG,1. Premier League,4th,Chelsea,17,0.1,0,0,3,0,0,0,0,0,0,0,0
97333cf5,2019-2020,ENG,1. Premier League,11th,Southampton,27,19.1,49,25,408,129,31.6,24,5,0,9,22,1
97572117,2019-2020,ESP,1. La Liga,8th,Getafe,31,26.9,49,20,336,97,28.9,38,5,0,15,82,0
97852360,2019-2020,ESP,1. La Liga,16th,Alavés,27,26.2,0,0,2,1,50,0,0,0,0,1,0
983ff2c7,2019-2020,ITA,1. Serie A,10th,Fiorentina,24,9.5,17,9,131,32,24.4,9,1,0,9,22,0
984a5a64,2019-2020,ENG,1. Premier League,11th,Southampton,22,7.8,15,9,98,29,29.6,24,3,0,9,28,1
984a5a64,2019-2020,ENG,1. Premier League,6th,Tottenham,22,2.7,5,3,36,12,33.3,6,2,0,2,9,0
989d5705,2019-2020,ENG,1. Premier League,10th,Burnley,27,21.5,18,10,356,69,19.4,35,7,0,14,19,0
98d2c2c4,2019-2020,ITA,1. Serie A,3rd,Atalanta,27,26,63,48,590,193,32.7,60,6,0,21,37,0
9907b1c8,2019-2020,ITA,1. Serie A,5th,Roma,20,16.7,15,11,295,71,24.1,16,1,0,3,7,0
9939e168,2019-2020,ESP,1. La Liga,10th,Osasuna,21,16.6,55,31,365,101,27.7,40,5,0,7,33,1
9970da54,2019-2020,ESP,1. La Liga,16th,Alavés,22,3,0,0,0,0,NULL,0,0,0,0,0,0
997fff07,2019-2020,ITA,1. Serie A,7th,Napoli,22,5.9,12,8,52,16,30.8,10,3,0,2,21,0
99813635,2019-2020,ENG,1. Premier League,1st,Liverpool,31,4.2,20,12,132,41,31.1,13,0,0,6,3,0
99be8fb5,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,10.5,8,5,169,39,23.1,5,2,0,1,12,0
99bebd12,2019-2020,ESP,1. La Liga,16th,Alavés,27,1.1,3,2,28,6,21.4,1,0,0,0,0,0
99de6b6f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,30,23,44,21,217,72,33.2,38,18,1,22,117,0
9a104dee,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,2,2,2,70,11,15.7,3,0,0,0,1,0
9a104dee,2019-2020,ENG,1. Premier League,12th,Everton,28,3.2,2,0,54,16,29.6,2,1,0,0,1,0
9a28eba4,2019-2020,ENG,1. Premier League,7th,Wolves,23,28.9,41,23,404,108,26.7,28,4,0,8,24,0
9a2e0ccc,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,27,12.7,19,12,262,79,30.2,19,0,0,6,4,0
9a64e67e,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,26.6,46,27,189,83,43.9,22,7,0,14,151,1
9a9c05db,2019-2020,ENG,1. Premier League,10th,Burnley,30,17,44,24,202,60,29.7,42,9,1,16,79,1
9ab16552,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,35,21.9,35,20,224,96,42.9,56,12,0,20,72,0
9b6f7fd5,2019-2020,ITA,1. Serie A,6th,Milan,21,12.3,39,30,301,89,29.6,21,3,0,7,14,0
9c94165b,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,24,19.3,34,24,274,78,28.5,53,7,0,15,58,0
9d4c45d6,2019-2020,ITA,1. Serie A,12th,Bologna,28,27.4,52,37,455,134,29.5,31,2,0,10,20,1
9d66fbe3,2019-2020,ESP,1. La Liga,7th,Granada,34,26.1,16,7,364,98,26.9,16,5,0,7,17,0
9dbb75ca,2019-2020,ENG,1. Premier League,8th,Arsenal,28,20.8,23,19,464,114,24.6,13,0,0,10,14,0
9dc96f10,2019-2020,ITA,1. Serie A,3rd,Atalanta,17,0.3,1,1,8,5,62.5,0,0,0,0,0,0
9deaf2c8,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,6.1,2,2,88,19,21.6,5,1,0,0,3,0
9e098912,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,0,0,0,0,0,NULL,0,0,0,0,0,0
9e1035f8,2019-2020,ESP,1. La Liga,9th,Valencia,19,25,20,15,462,95,20.6,40,4,0,12,14,0
9e1577aa,2019-2020,ITA,1. Serie A,2nd,Inter,26,17.5,28,14,230,53,23,51,7,0,7,39,0
9e525177,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,34.1,138,65,611,176,28.8,101,14,0,49,108,0
9f0ea33f,2019-2020,ESP,1. La Liga,5th,Villarreal,30,34,0,0,1,1,100,0,0,0,0,1,0
9f1893b9,2019-2020,ENG,1. Premier League,16th,West Ham,26,16.6,45,30,370,104,28.1,21,1,0,14,14,0
9f323c71,2019-2020,ESP,1. La Liga,11th,Athletic Club,30,6,5,0,72,11,15.3,13,0,0,4,8,0
9f472354,2019-2020,ENG,1. Premier League,11th,Southampton,32,15.5,19,15,317,99,31.2,18,4,0,2,12,1
9f5a610b,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,2,0,0,1,0,0,0,0,0,0,0,0
9f7c837d,2019-2020,ENG,1. Premier League,20th,Norwich City,21,29.4,34,22,234,77,32.9,47,32,0,17,173,4
9f8e9423,2019-2020,ESP,1. La Liga,1st,Real Madrid,26,31.4,33,23,223,87,39,57,17,0,14,152,0
9f979eb2,2019-2020,GER,1. Bundesliga,14th,Köln,22,6.9,8,5,72,22,30.6,15,10,0,5,44,0
9fbbcf39,2019-2020,ENG,1. Premier League,7th,Wolves,29,30.1,66,30,343,116,33.8,58,19,0,27,201,1
9fec8860,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,25,10.3,30,18,164,56,34.1,23,5,0,8,35,0
a01c3d54,2019-2020,ESP,1. La Liga,12th,Levante,28,36,0,0,7,3,42.9,0,0,0,0,5,0
a0255c67,2019-2020,ESP,1. La Liga,5th,Villarreal,20,2.8,6,5,66,17,25.8,1,0,0,2,2,0
a0415710,2019-2020,GER,1. Bundesliga,14th,Köln,19,18.6,53,33,406,109,26.8,34,2,0,13,47,0
a0666d3e,2019-2020,ENG,1. Premier League,19th,Watford,24,25,80,49,681,183,26.9,66,9,0,33,30,0
a08b974a,2019-2020,ESP,1. La Liga,4th,Sevilla,25,30.5,52,32,503,144,28.6,55,5,0,15,19,0
a0b4bb3e,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,13.1,14,8,195,45,23.1,17,1,0,7,2,0
a111cf41,2019-2020,ITA,1. Serie A,13th,Udinese,25,38,0,0,1,0,0,0,0,0,0,2,0
a1232f4e,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,25,1.7,0,0,17,4,23.5,3,3,0,2,7,0
a167537f,2019-2020,GER,1. Bundesliga,2nd,Dortmund,23,24.5,50,35,501,157,31.3,43,2,0,12,11,1
a179d516,2019-2020,ENG,1. Premier League,4th,Chelsea,37,5,0,0,0,0,NULL,0,0,0,0,1,0
a1d5bd30,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,29.4,12,6,378,102,27,26,0,0,8,20,0
a29b1131,2019-2020,ENG,1. Premier League,6th,Tottenham,21,7.8,5,4,117,34,29.1,11,0,0,5,7,0
a2a85828,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,21,0.9,1,0,20,4,20,7,1,0,0,2,0
a2b105e0,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,21,15.3,43,21,513,112,21.8,31,3,0,19,30,2
a300ac7e,2019-2020,ESP,1. La Liga,16th,Alavés,30,27.7,12,10,391,107,27.4,13,1,0,4,5,0
a35134ae,2019-2020,ESP,1. La Liga,19th,Mallorca,27,9,16,8,87,25,28.7,24,11,0,10,36,0
a36084cd,2019-2020,ITA,1. Serie A,12th,Bologna,17,0.2,1,1,5,2,40,0,0,0,1,0,0
a39bb753,2019-2020,ESP,1. La Liga,1st,Real Madrid,28,12,9,7,120,34,28.3,9,0,0,10,0,0
a3b03921,2019-2020,ENG,1. Premier League,8th,Arsenal,19,9.5,22,15,242,67,27.7,19,5,1,6,12,0
a3d94a58,2019-2020,ITA,1. Serie A,17th,Genoa,21,28.6,61,37,474,155,32.7,73,34,0,56,143,2
a3ddb1b9,2019-2020,GER,1. Bundesliga,14th,Köln,27,12.9,23,18,350,96,27.4,18,1,0,5,5,0
a3ddb1b9,2019-2020,GER,1. Bundesliga,12th,Schalke 04,27,3.9,4,3,113,31,27.4,4,0,0,3,0,0
a40819d9,2019-2020,ITA,1. Serie A,9th,Hellas Verona,19,21.7,57,39,369,123,33.3,40,22,0,35,105,1
a4971d84,2019-2020,ESP,1. La Liga,8th,Getafe,27,34,51,28,274,101,36.9,24,9,0,32,232,0
a4995f48,2019-2020,ESP,1. La Liga,10th,Osasuna,26,18.4,0,0,3,1,33.3,0,0,0,0,0,3
a4ac4b8f,2019-2020,ENG,1. Premier League,7th,Wolves,28,22,61,40,271,101,37.3,50,16,0,21,136,2
a4e85758,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,6.8,13,10,92,29,31.5,11,4,0,3,20,0
a4e85758,2019-2020,ITA,1. Serie A,20th,SPAL,21,14.9,27,17,195,48,24.6,34,9,0,14,57,1
a4effc55,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,10.9,17,12,91,44,48.4,25,12,1,15,50,0
a4fe8cda,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,9.3,8,6,224,49,21.9,9,2,0,3,5,0
a4fe8cda,2019-2020,ENG,1. Premier League,7th,Wolves,21,3.3,6,4,95,26,27.4,1,1,0,0,1,0
a5296e55,2019-2020,ITA,1. Serie A,7th,Napoli,25,32.5,29,17,466,129,27.7,53,5,0,20,23,1
a53649b7,2019-2020,ENG,1. Premier League,8th,Arsenal,20,7,10,7,163,39,23.9,5,0,0,5,4,0
a53b661f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,23.4,26,18,366,94,25.7,28,5,0,9,30,0
a55d8df5,2019-2020,ESP,1. La Liga,18th,Leganés,23,13.6,30,18,284,79,27.8,18,2,0,11,15,0
a58bb1e1,2019-2020,ESP,1. La Liga,1st,Real Madrid,30,12.1,10,7,105,30,28.6,16,2,0,4,9,0
a5ce09f2,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,26,0.8,2,1,18,6,33.3,0,0,0,0,1,0
a5ec3ede,2019-2020,GER,1. Bundesliga,13th,Mainz 05,25,8.9,28,16,121,42,34.7,35,11,0,18,85,2
a6154613,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,22.2,3,2,191,48,25.1,13,1,0,1,6,0
a65ce836,2019-2020,GER,1. Bundesliga,2nd,Dortmund,25,10.6,25,18,152,59,38.8,16,6,0,9,23,0
a65ce836,2019-2020,ITA,1. Serie A,1st,Juventus,25,3.2,10,4,87,24,27.6,9,1,0,3,2,0
a6951bf8,2019-2020,ESP,1. La Liga,9th,Valencia,28,21.2,34,24,284,79,27.8,30,10,0,29,32,0
a69cc629,2019-2020,ITA,1. Serie A,15th,Sampdoria,18,0.8,2,1,12,1,8.3,1,0,0,0,0,0
a69e4806,2019-2020,ITA,1. Serie A,7th,Napoli,24,11.4,10,7,283,50,17.7,16,0,0,3,2,0
a6de370d,2019-2020,ESP,1. La Liga,15th,Betis,28,35.1,30,25,379,85,22.4,44,3,0,8,17,0
a6de6361,2019-2020,ENG,1. Premier League,17th,Aston Villa,33,19.9,0,0,3,0,0,0,0,0,0,1,0
a70b8345,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,9,0,0,2,0,0,0,0,0,0,1,1
a712ca2b,2019-2020,ENG,1. Premier League,16th,West Ham,22,30.7,32,16,243,84,34.6,47,21,0,32,190,3
a73c8f95,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,11.8,30,19,128,42,32.8,23,6,0,3,67,0
a7813ac4,2019-2020,GER,1. Bundesliga,13th,Mainz 05,31,19,34,14,239,71,29.7,41,2,0,8,79,0
a7a9d95a,2019-2020,GER,1. Bundesliga,2nd,Dortmund,25,5.9,2,2,88,22,25,3,1,0,2,2,0
a7a9d95a,2019-2020,ESP,1. La Liga,5th,Villarreal,25,10.3,4,2,146,43,29.5,10,2,0,2,9,0
a83d8b0c,2019-2020,ESP,1. La Liga,5th,Villarreal,21,9.9,34,22,271,68,25.1,14,1,0,5,6,0
a8542814,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,29,12.5,32,26,220,70,31.8,28,6,0,11,24,0
a8a3d139,2019-2020,ENG,1. Premier League,17th,Aston Villa,26,0.1,0,0,0,0,NULL,0,0,0,0,0,0
a8a874f1,2019-2020,ITA,1. Serie A,8th,Sassuolo,21,28.7,86,58,519,172,33.1,56,16,1,16,38,1
a8d4428b,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,19,15.7,15,13,369,101,27.4,26,3,1,8,26,0
a8f21b9f,2019-2020,ESP,1. La Liga,2nd,Barcelona,21,5.3,5,3,75,24,32,4,1,0,1,4,0
a8f21b9f,2019-2020,ITA,1. Serie A,5th,Roma,21,6.3,13,7,111,28,25.2,8,1,0,1,1,1
a92ab7be,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,10,0,0,1,0,0,0,0,0,0,0,1
a96e5dc0,2019-2020,ITA,1. Serie A,8th,Sassuolo,24,24.3,38,19,342,105,30.7,52,16,0,17,51,2
a9dc785c,2019-2020,ESP,1. La Liga,2nd,Barcelona,30,2,0,0,0,0,NULL,0,0,0,0,0,0
aa0ac32d,2019-2020,ESP,1. La Liga,12th,Levante,30,5.4,11,7,49,19,38.8,11,6,0,3,45,1
aad48be9,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,19.2,40,24,272,73,26.8,34,12,0,15,136,1
aad53e64,2019-2020,ESP,1. La Liga,10th,Osasuna,22,3.5,1,1,48,10,20.8,5,1,0,0,1,0
aae9d04a,2019-2020,ITA,1. Serie A,9th,Hellas Verona,27,35.9,62,36,503,156,31,93,18,1,25,127,1
ab070c55,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,14,9,5,178,49,27.5,14,6,0,6,25,0
ab13a5aa,2019-2020,ENG,1. Premier League,14th,Crystal Palace,32,35,0,0,3,1,33.3,0,0,0,0,0,2
ab1ca213,2019-2020,ITA,1. Serie A,9th,Hellas Verona,33,31.2,60,43,614,171,27.9,56,13,0,24,70,0
ab4449d6,2019-2020,ITA,1. Serie A,12th,Bologna,28,37,1,0,6,2,33.3,0,0,0,0,1,3
ab651565,2019-2020,ENG,1. Premier League,11th,Southampton,25,30.7,57,46,643,193,30,39,2,0,14,13,0
ab700320,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,20,5.9,8,2,127,35,27.6,9,0,0,5,2,1
abb3bb95,2019-2020,ESP,1. La Liga,4th,Sevilla,28,22.9,18,10,359,107,29.8,14,2,0,5,23,0
abe66106,2019-2020,ENG,1. Premier League,6th,Tottenham,27,13.5,27,21,315,88,27.9,19,3,0,9,8,0
ac05f970,2019-2020,ENG,1. Premier League,16th,West Ham,29,19.6,14,10,337,78,23.1,26,5,0,8,9,0
ac295d9e,2019-2020,ESP,1. La Liga,14th,Eibar,27,35,0,0,5,0,0,1,0,0,0,2,0
ac4003af,2019-2020,ITA,1. Serie A,3rd,Atalanta,27,5.8,0,0,0,0,NULL,0,0,0,0,0,0
ac73ec79,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,19.8,66,38,293,110,37.5,37,4,0,29,80,0
ac7e640b,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,10.7,25,14,144,52,36.1,16,7,0,14,45,2
ac861941,2019-2020,ENG,1. Premier League,6th,Tottenham,25,14.9,25,14,204,54,26.5,26,11,0,6,78,0
ad00b1a8,2019-2020,GER,1. Bundesliga,14th,Köln,24,12.9,31,14,208,70,33.7,23,1,0,11,40,0
ad1ffcfd,2019-2020,ESP,1. La Liga,5th,Villarreal,31,29.4,60,41,462,117,25.3,51,19,0,22,84,0
ad3389d5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,29,34,0,0,3,1,33.3,0,0,0,0,1,0
ad6df2d5,2019-2020,ITA,1. Serie A,1st,Juventus,29,25.3,46,26,384,109,28.4,38,12,0,27,30,3
