id,season,country,comp_level,lg_finish,squad,age,minutes_90s,tackles,tackles_won,pressures,pressure_regains,pressure_regain_pct,blocks,blocked_shots,blocked_shots_saves,interceptions,clearances,errors
aded8e6f,2019-2020,ITA,1. Serie A,5th,Roma,17,0.7,0,0,8,0,0,0,0,0,0,1,0
adfc9123,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,34.4,37,22,244,83,34,66,26,2,36,182,1
ae44e8e2,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,8.3,19,16,163,54,33.1,10,1,0,3,7,0
ae4e2852,2019-2020,ITA,1. Serie A,1st,Juventus,26,5.2,11,5,48,16,33.3,12,1,0,7,15,0
ae7058f9,2019-2020,ITA,1. Serie A,15th,Sampdoria,21,6.3,14,10,67,21,31.3,8,2,0,14,40,1
aed746df,2019-2020,ESP,1. La Liga,16th,Alavés,29,9.6,15,8,143,32,22.4,18,3,0,3,11,0
aeed5c06,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,19.7,9,4,238,70,29.4,15,0,0,8,1,0
afb0c500,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,25.7,0,0,1,0,0,0,0,0,0,2,3
b05e2dbd,2019-2020,ESP,1. La Liga,9th,Valencia,24,22.1,43,24,249,76,30.5,33,8,0,10,72,0
b0616e3d,2019-2020,ESP,1. La Liga,4th,Sevilla,29,8.6,26,13,123,38,30.9,19,1,0,6,36,0
b0a0698b,2019-2020,GER,1. Bundesliga,14th,Köln,29,24.5,49,37,250,94,37.6,52,22,1,14,169,2
b0b4fd3e,2019-2020,ENG,1. Premier League,17th,Aston Villa,23,35.9,36,28,574,154,26.8,55,12,0,15,13,1
b0c71810,2019-2020,ENG,1. Premier League,11th,Southampton,25,8.5,21,12,218,71,32.6,17,0,0,5,2,0
b0f7e36c,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,29.3,49,30,656,150,22.9,27,0,0,5,8,0
b0fce72c,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,14.1,34,23,340,83,24.4,28,6,0,19,26,1
b1236c63,2019-2020,ITA,1. Serie A,13th,Udinese,29,13.9,14,7,239,61,25.5,14,2,0,4,12,0
b14d0c5d,2019-2020,ESP,1. La Liga,15th,Betis,29,13.1,20,13,129,54,41.9,23,12,0,12,72,0
b19db005,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,4,0,0,58,10,17.2,4,0,0,0,0,0
b1cd37e6,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,32.9,71,47,558,156,28,63,3,0,15,15,0
b217ef29,2019-2020,ENG,1. Premier League,1st,Liverpool,27,7.8,13,9,64,27,42.2,7,3,0,5,76,0
b233e8e4,2019-2020,ESP,1. La Liga,17th,Celta Vigo,27,17,37,17,152,48,31.6,21,10,0,5,107,0
b233e8e4,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,7.4,16,10,86,26,30.2,16,5,0,10,30,1
b28bbd58,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,14.4,32,20,290,65,22.4,28,0,0,13,10,0
b2bc3b1f,2019-2020,ENG,1. Premier League,14th,Crystal Palace,26,36.4,45,31,813,237,29.2,33,2,0,22,4,0
b2d03887,2019-2020,ESP,1. La Liga,16th,Alavés,25,14.4,17,14,254,65,25.6,16,3,0,10,18,0
b2d03887,2019-2020,ENG,1. Premier League,14th,Crystal Palace,25,0.1,0,0,0,0,NULL,0,0,0,0,0,0
b2d0ec1b,2019-2020,ESP,1. La Liga,17th,Celta Vigo,32,3.6,6,4,73,22,30.1,6,1,0,1,4,0
b2d0ec1b,2019-2020,ESP,1. La Liga,4th,Sevilla,32,10,12,9,141,37,26.2,10,0,0,2,4,0
b2d31e83,2019-2020,ENG,1. Premier League,15th,Brighton,27,32,63,36,465,164,35.3,67,22,0,26,148,0
b3325a30,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,17.8,64,46,413,131,31.7,38,8,0,20,11,0
b3af9be1,2019-2020,ITA,1. Serie A,12th,Bologna,20,28.1,48,28,420,128,30.5,65,11,1,34,107,3
b3b7f5a6,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,29,13.6,20,10,195,51,26.2,22,5,1,6,25,0
b400bde0,2019-2020,ENG,1. Premier League,2nd,Manchester City,24,29.5,41,29,412,132,32,25,3,0,10,8,0
b418dbd4,2019-2020,ESP,1. La Liga,11th,Athletic Club,33,31.9,65,37,734,199,27.1,56,9,0,16,48,0
b4a014b1,2019-2020,ESP,1. La Liga,4th,Sevilla,26,34.8,45,34,187,75,40.1,57,29,0,18,240,3
b4cf5806,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,29.8,18,11,579,143,24.7,31,5,0,6,40,0
b500b384,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,13.3,14,5,325,90,27.7,16,0,0,2,3,1
b50ec54b,2019-2020,GER,1. Bundesliga,14th,Köln,24,6.9,14,9,172,38,22.1,13,1,0,4,1,0
b561db50,2019-2020,ENG,1. Premier League,7th,Wolves,28,36,29,23,588,141,24,32,4,0,16,31,0
b579e83d,2019-2020,ESP,1. La Liga,8th,Getafe,23,6.4,20,14,117,36,30.8,9,1,0,10,16,1
b5bdf144,2019-2020,ESP,1. La Liga,20th,Espanyol,29,2,0,0,1,0,0,0,0,0,0,0,0
b5bf1770,2019-2020,ITA,1. Serie A,16th,Torino,22,13.1,26,15,132,42,31.8,39,22,0,15,65,2
b5dd3469,2019-2020,ESP,1. La Liga,12th,Levante,26,22.1,36,22,323,85,26.3,33,5,0,14,59,0
b66315ae,2019-2020,ENG,1. Premier League,2nd,Manchester City,22,22.6,25,19,419,127,30.3,31,4,0,12,7,0
b6964eb6,2019-2020,ITA,1. Serie A,5th,Roma,29,28.5,36,23,187,62,33.2,60,39,2,23,166,3
b70bde8f,2019-2020,ITA,1. Serie A,2nd,Inter,23,8,15,11,181,51,28.2,18,1,0,4,3,0
b742cc0d,2019-2020,ESP,1. La Liga,15th,Betis,28,28,62,37,339,112,33,59,27,0,25,181,0
b77f44a4,2019-2020,GER,1. Bundesliga,11th,Union Berlin,23,31,52,35,409,154,37.7,63,25,0,36,161,0
b7a5bc86,2019-2020,ITA,1. Serie A,20th,SPAL,23,4.7,7,3,79,19,24.1,7,2,0,3,10,0
b7c99b9b,2019-2020,ESP,1. La Liga,16th,Alavés,29,29.5,25,17,214,55,25.7,45,16,0,17,182,1
b7ca5c51,2019-2020,ESP,1. La Liga,9th,Valencia,28,31.1,16,9,117,41,35,49,30,0,24,218,4
b7de5bad,2019-2020,ESP,1. La Liga,20th,Espanyol,19,14.1,18,9,182,43,23.6,32,0,0,17,25,0
b825a650,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,28,7.5,19,14,151,46,30.5,11,2,0,12,3,1
b827d5b3,2019-2020,ENG,1. Premier League,5th,Leicester City,29,9.6,23,11,191,65,34,18,1,0,9,7,0
b853e0ad,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,24,79,51,707,194,27.4,64,8,0,28,26,0
b857bd29,2019-2020,ESP,1. La Liga,19th,Mallorca,27,30.8,43,32,256,100,39.1,43,24,0,11,138,1
b8a642fc,2019-2020,ESP,1. La Liga,5th,Villarreal,20,22.8,18,15,347,97,28,29,1,0,9,8,1
b8c1de25,2019-2020,ESP,1. La Liga,7th,Granada,30,16.7,61,39,421,131,31.1,26,3,0,12,37,0
b96b595c,2019-2020,ITA,1. Serie A,4th,Lazio,31,35.1,52,33,320,115,35.9,61,30,0,28,165,2
b9fbae28,2019-2020,ENG,1. Premier League,4th,Chelsea,28,19.2,58,43,438,141,32.2,43,3,0,28,35,0
ba3d3bea,2019-2020,ITA,1. Serie A,4th,Lazio,24,6.6,19,14,115,28,24.3,8,1,0,5,6,0
ba5004e1,2019-2020,ESP,1. La Liga,8th,Getafe,31,28.8,69,49,493,154,31.2,45,1,0,14,82,0
bad38a94,2019-2020,ESP,1. La Liga,20th,Espanyol,30,27.7,72,46,462,120,26,52,5,0,26,96,1
bb5fbd2b,2019-2020,ENG,1. Premier League,15th,Brighton,25,12.7,26,17,158,44,27.8,22,3,0,12,19,1
bba30585,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,25.9,32,21,205,76,37.1,30,9,0,19,139,2
bbafc0c4,2019-2020,ITA,1. Serie A,16th,Torino,32,19.6,44,27,271,92,33.9,28,3,0,12,32,2
bbd86530,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,25.2,61,35,503,158,31.4,79,12,0,39,85,0
bc61cc65,2019-2020,ESP,1. La Liga,10th,Osasuna,31,12,15,7,192,58,30.2,16,1,0,10,8,0
bc6f5f06,2019-2020,ESP,1. La Liga,4th,Sevilla,27,8,7,4,47,19,40.4,11,4,0,2,46,0
bc7dc64d,2019-2020,ENG,1. Premier League,8th,Arsenal,17,19.5,38,22,288,84,29.2,25,4,0,9,21,1
bcb2ccd8,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,29,32,0,0,1,1,100,0,0,0,0,2,2
bd142efb,2019-2020,GER,1. Bundesliga,5th,Leverkusen,23,23.2,39,18,240,82,34.2,45,17,1,28,146,3
bd527260,2019-2020,GER,1. Bundesliga,14th,Köln,26,9.4,5,4,205,38,18.5,18,1,0,0,17,0
bd6351cd,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,13.4,44,26,174,59,33.9,12,2,0,16,27,1
bd992863,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,0.3,0,0,8,1,12.5,0,0,0,0,0,0
bdb624a3,2019-2020,ESP,1. La Liga,11th,Athletic Club,19,8.2,8,6,207,52,25.1,7,0,0,3,3,0
bdc74a8f,2019-2020,ITA,1. Serie A,5th,Roma,21,3.3,4,2,79,18,22.8,6,0,0,0,3,0
be170419,2019-2020,ESP,1. La Liga,11th,Athletic Club,22,17.5,13,10,112,38,33.9,30,17,0,12,125,0
be42a291,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,0.6,3,2,28,9,32.1,0,0,0,0,0,0
be927d03,2019-2020,ITA,1. Serie A,2nd,Inter,34,13.2,17,9,125,36,28.8,33,3,0,3,19,0
be927d03,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,34,10.6,10,4,119,35,29.4,24,2,0,14,30,0
beb882a8,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,22,31.7,51,32,560,151,27,58,10,0,25,54,2
bece776f,2019-2020,ESP,1. La Liga,15th,Betis,26,29.3,43,26,598,146,24.4,36,5,0,12,6,0
bee0bab1,2019-2020,GER,1. Bundesliga,5th,Leverkusen,29,15.8,19,11,297,99,33.3,18,0,0,8,3,0
bee704fc,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,36.2,68,48,369,114,30.9,61,29,0,20,177,1
bf075f6b,2019-2020,GER,1. Bundesliga,8th,Freiburg,22,12.9,22,17,196,55,28.1,15,2,0,7,5,0
bf12926c,2019-2020,ESP,1. La Liga,15th,Betis,19,3.9,7,5,66,15,22.7,9,0,0,0,1,0
bf309d24,2019-2020,ITA,1. Serie A,5th,Roma,22,16.9,48,32,318,95,29.9,23,1,0,18,19,3
bf356094,2019-2020,ITA,1. Serie A,3rd,Atalanta,19,0.9,2,1,15,4,26.7,2,0,0,1,0,0
bf39bdec,2019-2020,ITA,1. Serie A,19th,Brescia,27,20.5,15,8,317,61,19.2,17,6,0,2,19,0
bf57eaab,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,8.3,7,6,159,32,20.1,4,1,0,8,2,0
bf8fad51,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,17.2,27,22,182,73,40.1,46,22,1,11,114,5
bfae110f,2019-2020,ENG,1. Premier League,17th,Aston Villa,22,19.8,14,10,313,78,24.9,18,6,0,5,26,0
bfb15d99,2019-2020,ESP,1. La Liga,12th,Levante,23,2,0,0,1,0,0,0,0,0,0,0,0
bfd381b3,2019-2020,ESP,1. La Liga,19th,Mallorca,23,32.3,68,45,580,188,32.4,34,8,0,23,71,1
bfdb33aa,2019-2020,ENG,1. Premier League,19th,Watford,21,22.5,24,18,426,103,24.2,19,3,0,17,6,0
c00097d2,2019-2020,ESP,1. La Liga,12th,Levante,24,2.1,3,2,25,7,28,0,0,0,1,4,0
c05dfb74,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,26.5,34,23,333,88,26.4,17,0,0,10,7,0
c0617e2b,2019-2020,ENG,1. Premier League,8th,Arsenal,22,18.8,49,28,445,120,27,29,4,0,20,22,1
c067631c,2019-2020,ENG,1. Premier League,16th,West Ham,26,24.9,86,48,325,97,29.8,42,9,1,20,91,0
c0c7ff58,2019-2020,ITA,1. Serie A,7th,Napoli,23,29.8,48,33,549,165,30.1,47,4,0,18,22,1
c14bc029,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,34.1,98,65,602,192,31.9,102,17,0,22,92,1
c17bfb65,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,22,29.8,30,19,595,135,22.7,33,7,1,11,28,0
c18d22f5,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,32,8.5,14,5,92,21,22.8,24,5,0,7,24,1
c1949191,2019-2020,ENG,1. Premier League,12th,Everton,17,3.3,7,7,37,18,48.6,6,3,0,1,17,0
c1b7847c,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,22,23.5,99,60,831,276,33.2,60,6,0,23,24,0
c2009df3,2019-2020,GER,1. Bundesliga,14th,Köln,29,27,74,45,625,206,33,60,13,0,29,64,0
c2111b45,2019-2020,ESP,1. La Liga,7th,Granada,22,7,4,2,61,20,32.8,9,5,0,2,41,0
c2111b45,2019-2020,ENG,1. Premier League,7th,Wolves,22,1.8,4,3,20,6,30,4,3,0,0,13,0
c2211709,2019-2020,GER,1. Bundesliga,14th,Köln,24,29.7,73,49,715,221,30.9,73,10,0,38,50,0
c235e803,2019-2020,ITA,1. Serie A,6th,Milan,19,7.6,9,4,84,23,27.4,10,5,0,3,36,0
c316607a,2019-2020,ITA,1. Serie A,8th,Sassuolo,29,7.9,19,12,85,23,27.1,17,7,0,7,32,2
c375dfa5,2019-2020,ITA,1. Serie A,18th,Lecce,28,6.1,1,0,74,13,17.6,5,0,0,3,12,0
c3ee18ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,10.2,20,9,125,45,36,20,2,0,10,36,0
c40b6180,2019-2020,ENG,1. Premier League,15th,Brighton,24,29.6,37,25,222,86,38.7,66,31,0,34,182,3
c41f7379,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,34,4,0,0,2,0,0,0,0,0,0,0,0
c4e87b8b,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,30.4,15,9,759,213,28.1,27,9,0,3,25,0
c50cee19,2019-2020,ITA,1. Serie A,12th,Bologna,19,8.4,13,7,215,47,21.9,14,1,0,4,12,0
c56dc39e,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,29,69,51,351,125,35.6,50,22,1,25,147,1
c596fcb0,2019-2020,ENG,1. Premier League,18th,Bournemouth,27,32.3,15,12,770,206,26.8,18,2,0,3,15,0
c5adc293,2019-2020,ITA,1. Serie A,7th,Napoli,28,4.2,8,3,42,10,23.8,9,2,0,4,6,0
c5b7c315,2019-2020,ENG,1. Premier League,12th,Everton,26,28.4,41,26,190,66,34.7,52,27,0,24,208,1
c6608135,2019-2020,GER,1. Bundesliga,14th,Köln,19,0.2,0,0,3,0,0,0,0,0,0,0,0
c67cd65c,2019-2020,ESP,1. La Liga,12th,Levante,25,29,51,26,194,64,33,51,31,0,28,189,2
c691bfe2,2019-2020,ENG,1. Premier League,1st,Liverpool,27,30.5,50,35,504,153,30.4,30,1,0,11,5,0
c6e8cf1f,2019-2020,ITA,1. Serie A,16th,Torino,22,20.7,44,31,473,121,25.6,36,8,0,17,20,0
c707411f,2019-2020,ITA,1. Serie A,7th,Napoli,28,24.2,34,17,158,53,33.5,34,16,1,15,104,3
c7259b83,2019-2020,ITA,1. Serie A,13th,Udinese,22,22.8,52,33,608,150,24.7,52,5,0,19,29,0
c730da00,2019-2020,ITA,1. Serie A,5th,Roma,22,2.9,5,3,31,10,32.3,7,3,0,2,8,1
c7429db3,2019-2020,ESP,1. La Liga,10th,Osasuna,26,6,12,3,86,23,26.7,11,0,0,6,0,0
c77a8043,2019-2020,ESP,1. La Liga,7th,Granada,27,28.5,39,24,476,126,26.5,31,3,0,9,20,0
c78b352d,2019-2020,ESP,1. La Liga,9th,Valencia,20,2.9,7,5,32,15,46.9,6,0,0,1,13,0
c8387671,2019-2020,ENG,1. Premier League,1st,Liverpool,16,0.1,0,0,0,0,NULL,0,0,0,0,0,0
c89e8aae,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,31,8,0,0,0,0,NULL,0,0,0,1,1,0
c8aa95da,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,27,18.6,49,27,226,60,26.5,44,21,1,32,104,2
c8c60119,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,23,16.6,35,24,217,70,32.3,35,8,0,12,65,0
c92e1a31,2019-2020,ENG,1. Premier League,5th,Leicester City,22,10.7,6,5,193,56,29,9,1,0,1,5,0
c931d9f9,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,25.4,25,15,569,143,25.1,37,4,0,4,10,0
c951a6df,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,24,24.7,63,37,476,126,26.5,38,8,0,29,34,1
c9cb972b,2019-2020,ESP,1. La Liga,9th,Valencia,28,14.7,0,0,0,0,NULL,0,0,0,0,0,2
c9e39d91,2019-2020,ESP,1. La Liga,17th,Celta Vigo,22,16.4,22,13,314,68,21.7,19,0,0,5,28,0
ca618d23,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,27.6,37,18,644,153,23.8,39,11,0,12,37,1
ca6edaa0,2019-2020,ESP,1. La Liga,19th,Mallorca,14,0.1,0,0,2,0,0,0,0,0,0,0,0
ca8033cb,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,29.4,48,26,343,130,37.9,66,17,0,21,116,3
cac2537b,2019-2020,ESP,1. La Liga,12th,Levante,24,23.5,34,27,405,93,23,25,4,0,15,17,1
caffaf5a,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,13.2,5,3,83,33,39.8,24,11,1,10,79,0
caffaf5a,2019-2020,ENG,1. Premier League,11th,Southampton,30,6.2,7,5,43,12,27.9,11,4,0,5,41,1
cb574619,2019-2020,ESP,1. La Liga,17th,Celta Vigo,28,21.8,63,28,292,79,27.1,53,7,0,14,90,1
cbac6ec9,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,12.5,0,0,0,0,NULL,0,0,0,0,2,0
cbdf7d5c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,22,0.1,0,0,3,2,66.7,0,0,0,0,0,0
cc2d7ad5,2019-2020,ENG,1. Premier League,10th,Burnley,25,21.6,43,16,224,65,29,60,7,0,13,106,1
cc700722,2019-2020,ITA,1. Serie A,7th,Napoli,28,14.2,55,36,411,105,25.5,26,3,0,5,16,0
cc86b9a3,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,16.8,29,21,280,86,30.7,21,3,0,19,10,0
cce181df,2019-2020,ESP,1. La Liga,9th,Valencia,26,20.1,66,47,460,131,28.5,41,10,0,24,59,0
cce9f582,2019-2020,ITA,1. Serie A,19th,Brescia,23,1.3,2,0,6,1,16.7,3,1,0,2,4,0
cce9f582,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,1.6,0,0,5,2,40,4,2,0,1,11,0
cd0fa27b,2019-2020,ITA,1. Serie A,6th,Milan,25,30,43,34,539,158,29.3,33,3,0,28,24,0
cd1acf9d,2019-2020,ENG,1. Premier League,1st,Liverpool,20,35.3,58,25,409,131,32,53,9,0,34,98,2
cd82452e,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,7.8,15,5,252,64,25.4,26,5,0,7,13,0
cda0b317,2019-2020,ESP,1. La Liga,15th,Betis,29,32.1,0,0,4,0,0,0,0,0,0,3,1
ce17b5eb,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,29,22,0,0,4,2,50,0,0,0,0,2,0
ce30bfc8,2019-2020,ITA,1. Serie A,2nd,Inter,25,20,41,27,380,123,32.4,41,8,0,20,21,0
ce4246f5,2019-2020,ENG,1. Premier League,4th,Chelsea,24,26,33,17,177,55,31.1,34,16,0,26,181,3
ce5143da,2019-2020,ENG,1. Premier League,19th,Watford,28,9.1,10,9,168,52,31,12,2,0,2,6,0
ce8039aa,2019-2020,ESP,1. La Liga,20th,Espanyol,18,2,3,1,43,11,25.6,3,0,0,0,0,0
cea4ee8f,2019-2020,ENG,1. Premier League,6th,Tottenham,23,20.5,41,29,479,135,28.2,53,7,0,7,17,0
cee31595,2019-2020,ENG,1. Premier League,14th,Crystal Palace,31,34.3,110,70,932,263,28.2,97,24,1,40,57,0
cf007308,2019-2020,ITA,1. Serie A,7th,Napoli,19,12.6,16,10,250,69,27.6,17,1,0,7,6,0
cf1c23d8,2019-2020,ITA,1. Serie A,2nd,Inter,33,3,0,0,0,0,NULL,0,0,0,0,0,0
cf623c78,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,27,5.7,14,8,136,35,25.7,15,2,0,3,14,0
cfbf9881,2019-2020,ITA,1. Serie A,12th,Bologna,24,16.7,18,11,213,57,26.8,43,12,1,3,57,1
d0042ab9,2019-2020,ENG,1. Premier League,12th,Everton,22,22.8,50,28,242,77,31.8,32,16,1,28,145,1
d023d70f,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,22.4,62,32,438,125,28.5,31,3,0,16,18,0
d04b94db,2019-2020,ESP,1. La Liga,2nd,Barcelona,25,23.3,54,37,295,84,28.5,42,4,0,21,31,0
d080ed5e,2019-2020,ESP,1. La Liga,6th,Real Sociedad,23,34.9,82,63,668,202,30.2,58,6,0,34,68,0
d0b3ceb9,2019-2020,ENG,1. Premier League,19th,Watford,36,38,0,0,10,0,0,1,0,0,0,1,2
d0d8dd44,2019-2020,ITA,1. Serie A,2nd,Inter,27,31.4,39,25,289,92,31.8,57,31,0,32,152,2
d0dbca9f,2019-2020,ITA,1. Serie A,15th,Sampdoria,25,11.2,17,12,133,34,25.6,22,11,0,17,52,0
d0f72bf1,2019-2020,ENG,1. Premier League,7th,Wolves,22,2.1,4,3,17,5,29.4,2,1,0,3,17,0
d1273f09,2019-2020,GER,1. Bundesliga,12th,Schalke 04,31,25.5,59,31,689,222,32.2,84,6,0,21,38,0
d1661819,2019-2020,GER,1. Bundesliga,12th,Schalke 04,30,33.5,72,37,368,138,37.5,55,5,0,25,88,0
d183e9d6,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,25.1,47,34,289,82,28.4,57,3,0,16,63,0
d1b060e2,2019-2020,ESP,1. La Liga,19th,Mallorca,26,3.1,2,0,49,16,32.7,0,0,0,0,0,0
d1b49282,2019-2020,ITA,1. Serie A,15th,Sampdoria,23,20.7,48,28,387,102,26.4,48,7,0,6,42,2
d2110326,2019-2020,ESP,1. La Liga,9th,Valencia,22,16,14,10,124,39,31.5,23,14,0,4,101,1
d2416c2e,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,25,13.6,13,11,414,94,22.7,18,4,0,7,13,0
d2424d1b,2019-2020,ENG,1. Premier League,5th,Leicester City,22,26.4,51,26,412,115,27.9,58,9,0,20,89,0
d248cd8f,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,26.2,56,44,314,134,42.7,45,17,2,29,107,2
d2aea9ac,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,0.1,0,0,2,1,50,0,0,0,0,0,0
d2c580ce,2019-2020,GER,1. Bundesliga,8th,Freiburg,19,1.9,2,1,41,7,17.1,4,1,0,4,4,0
d2ed99b4,2019-2020,ESP,1. La Liga,12th,Levante,17,0,0,0,5,3,60,1,0,0,0,0,0
d3112d86,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,21,31.2,88,49,757,222,29.3,52,7,0,29,66,0
d37b0350,2019-2020,ITA,1. Serie A,14th,Cagliari,30,0.5,0,0,4,1,25,0,0,0,1,2,0
d38fdf53,2019-2020,ESP,1. La Liga,10th,Osasuna,21,33.1,87,57,497,167,33.6,58,8,1,44,86,2
d3b888e3,2019-2020,ITA,1. Serie A,14th,Cagliari,23,5.2,17,12,107,39,36.4,9,0,0,4,18,0
d3d758d8,2019-2020,ITA,1. Serie A,17th,Genoa,34,12.3,36,26,357,100,28,35,10,0,9,17,0
d3de9af0,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,22.5,7,4,237,68,28.7,24,9,0,2,6,0
d4535821,2019-2020,ITA,1. Serie A,4th,Lazio,26,10.5,15,8,145,41,28.3,21,2,0,8,12,0
d4931a5a,2019-2020,ITA,1. Serie A,5th,Roma,31,6.3,0,0,52,17,32.7,3,0,0,2,1,0
d4a2533d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,18.6,18,15,337,91,27,32,0,0,11,4,0
d4c9725f,2019-2020,ITA,1. Serie A,6th,Milan,21,31.3,75,48,488,165,33.8,66,8,0,36,53,1
d5575935,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,26,10.5,21,15,257,91,35.4,16,1,0,7,7,0
d5575935,2019-2020,ITA,1. Serie A,4th,Lazio,26,0.4,1,0,14,2,14.3,0,0,0,0,2,0
d557d734,2019-2020,ENG,1. Premier League,7th,Wolves,27,31.5,65,33,379,107,28.2,64,5,0,19,78,1
d56543a0,2019-2020,ENG,1. Premier League,18th,Bournemouth,25,23,9,8,298,65,21.8,28,3,2,10,18,0
d5dd5f1f,2019-2020,ENG,1. Premier League,8th,Arsenal,30,34.8,39,24,573,130,22.7,59,2,0,9,16,0
d6862409,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,30.2,26,18,542,129,23.8,35,11,0,5,34,0
d6a889ea,2019-2020,ITA,1. Serie A,7th,Napoli,28,2.8,8,5,30,6,20,8,1,0,3,1,0
d6e53a3a,2019-2020,ITA,1. Serie A,1st,Juventus,19,27.2,40,27,215,72,33.5,51,27,1,14,141,3
d705ba44,2019-2020,ITA,1. Serie A,16th,Torino,25,33.4,34,26,459,104,22.7,26,6,0,10,18,1
d70ce98e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,32,14,10,287,87,30.3,7,0,0,4,1,0
d711d04f,2019-2020,ITA,1. Serie A,17th,Genoa,36,18.7,11,6,274,64,23.4,11,3,0,1,3,1
d733aa38,2019-2020,ESP,1. La Liga,10th,Osasuna,30,30.2,24,20,383,96,25.1,57,3,0,22,50,0
d7492450,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,17.2,24,18,181,63,34.8,50,15,0,10,102,3
d7553721,2019-2020,ENG,1. Premier League,6th,Tottenham,23,16.6,51,33,420,134,31.9,30,6,0,14,20,1
d781d855,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,18,24.8,78,49,429,184,42.9,56,4,0,24,54,0
d7918b13,2019-2020,ITA,1. Serie A,9th,Hellas Verona,23,2.2,4,2,57,15,26.3,1,0,0,0,5,0
d79a8c87,2019-2020,ENG,1. Premier League,8th,Arsenal,23,6.5,6,3,47,14,29.8,19,6,0,3,45,2
d7d32194,2019-2020,ITA,1. Serie A,12th,Bologna,28,2.1,3,3,43,9,20.9,1,0,0,2,0,0
d7d32194,2019-2020,ITA,1. Serie A,17th,Genoa,28,1.7,0,0,29,6,20.7,1,0,0,2,0,0
d80b1835,2019-2020,ITA,1. Serie A,1st,Juventus,20,1,2,1,17,6,35.3,4,0,0,1,0,0
d83bbc54,2019-2020,ESP,1. La Liga,9th,Valencia,30,30.4,50,32,370,93,25.1,54,5,0,23,110,1
