id,season,country,comp_level,lg_finish,squad,age,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,average_shot_distance,shots_free_kicks,pens_made,pens_att
8cc29864,2019-2020,ITA,1. Serie A,15th,Sampdoria,29,7.8,0,6,1,16.7,0.77,0.13,0,19.5,0,0,0
8cfc2f69,2019-2020,ESP,1. La Liga,8th,Getafe,32,15.6,10,49,23,46.9,3.13,1.47,0.18,15.5,0,1,1
8d3c902d,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,28.1,1,23,5,21.7,0.82,0.18,0.04,11.2,0,0,0
8d47bb39,2019-2020,ESP,1. La Liga,7th,Granada,23,24.5,0,7,4,57.1,0.29,0.16,0,16.8,0,0,0
8d78e732,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,30.7,34,134,59,44,4.37,1.92,0.22,12.7,2,5,5
8da74c05,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,2.3,0,0,0,NULL,0,0,NULL,NULL,0,0,0
8db394aa,2019-2020,ESP,1. La Liga,16th,Alavés,29,21.1,0,7,1,14.3,0.33,0.05,0,20.8,0,0,0
8df7a2fb,2019-2020,ENG,1. Premier League,10th,Burnley,29,32,1,18,5,27.8,0.56,0.16,0.06,7.6,0,0,0
8e088e04,2019-2020,ESP,1. La Liga,10th,Osasuna,21,5.2,1,4,2,50,0.77,0.38,0.25,13.7,0,0,0
8e235926,2019-2020,GER,1. Bundesliga,15th,Augsburg,25,3.4,0,4,0,0,1.19,0,0,15.4,1,0,0
8e235926,2019-2020,GER,1. Bundesliga,12th,Schalke 04,25,9.2,1,24,7,29.2,2.61,0.76,0.04,12.6,2,0,0
8e48dc61,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,10.4,0,3,0,0,0.29,0,0,28.4,0,0,0
8e92be30,2019-2020,ESP,1. La Liga,6th,Real Sociedad,19,16.7,9,44,22,50,2.63,1.31,0.2,12.9,1,0,0
8eb55dbb,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,6,0,7,4,57.1,1.17,0.67,0,24,0,0,0
8f056768,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,19.1,1,32,8,25,1.68,0.42,0.03,22.2,0,0,0
8f3565b3,2019-2020,ESP,1. La Liga,19th,Mallorca,28,30.7,13,54,20,37,1.76,0.65,0.2,12,0,2,2
8f5e92a6,2019-2020,ESP,1. La Liga,1st,Real Madrid,18,11.3,2,16,8,50,1.41,0.71,0.13,11.5,0,0,0
8f866fe8,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,22.6,11,87,35,40.2,3.85,1.55,0.11,20.4,12,1,1
8f898ba8,2019-2020,ESP,1. La Liga,18th,Leganés,28,13.5,1,35,12,34.3,2.6,0.89,0.03,10.5,0,0,0
8fef5412,2019-2020,ITA,1. Serie A,6th,Milan,25,19.2,0,1,0,0,0.05,0,0,26,0,0,0
90339309,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,23.5,2,13,2,15.4,0.55,0.09,0.15,13.6,0,0,0
9038c2a1,2019-2020,ESP,1. La Liga,8th,Getafe,25,13.1,1,27,8,29.6,2.07,0.61,0.04,23.2,4,0,0
9050ddc4,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,16.6,2,14,6,42.9,0.84,0.36,0.14,19.5,0,0,0
9085dd7c,2019-2020,ITA,1. Serie A,14th,Cagliari,26,14.9,1,13,4,30.8,0.87,0.27,0.08,14.3,0,0,0
90f91999,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,25.7,3,55,19,34.5,2.14,0.74,0.05,20.5,0,0,0
914ab9a1,2019-2020,ENG,1. Premier League,19th,Watford,28,25,0,8,1,12.5,0.32,0.04,0,9.4,0,0,0
919dd4b1,2019-2020,ITA,1. Serie A,4th,Lazio,16,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0
921f6058,2019-2020,ITA,1. Serie A,3rd,Atalanta,29,27.6,2,15,3,20,0.54,0.11,0.13,10.7,0,0,0
9228b07c,2019-2020,ENG,1. Premier League,12th,Everton,21,22.5,1,17,5,29.4,0.75,0.22,0.06,15.9,0,0,0
92432bc6,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,8.4,0,18,6,33.3,2.14,0.71,0,24,0,0,0
924f9191,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,10.3,0,10,4,40,0.97,0.39,0,18.1,0,0,0
92948149,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,23,20.9,0,2,0,0,0.1,0,0,20.2,0,0,0
92b4758e,2019-2020,ITA,1. Serie A,13th,Udinese,24,17.2,1,5,3,60,0.29,0.17,0.2,10.7,0,0,0
92d83c27,2019-2020,ITA,1. Serie A,12th,Bologna,20,11.7,1,37,9,24.3,3.17,0.77,0.03,21.4,1,0,0
92e7e919,2019-2020,ENG,1. Premier League,6th,Tottenham,27,27.5,11,81,39,48.1,2.94,1.42,0.14,16.6,1,0,1
93090f69,2019-2020,ESP,1. La Liga,7th,Granada,24,34.3,3,10,4,40,0.29,0.12,0.3,7.6,0,0,0
933d3b51,2019-2020,ITA,1. Serie A,16th,Torino,26,9.5,0,0,0,NULL,0,0,NULL,NULL,0,0,0
935e6b8f,2019-2020,ENG,1. Premier League,1st,Liverpool,29,24.9,4,20,8,40,0.8,0.32,0.2,18.5,0,0,0
93a50d2c,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,11.1,1,6,3,50,0.54,0.27,0.17,6.8,0,0,0
93b891d1,2019-2020,ITA,1. Serie A,4th,Lazio,30,15.6,9,30,14,46.7,1.92,0.9,0.3,12.3,0,0,1
93cf32a8,2019-2020,ITA,1. Serie A,16th,Torino,29,29.9,1,10,3,30,0.33,0.1,0.1,8.5,0,0,0
94816803,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,5.7,0,16,8,50,2.8,1.4,0,21.8,0,0,0
94b2001f,2019-2020,ITA,1. Serie A,1st,Juventus,28,16,2,14,4,28.6,0.87,0.25,0.14,24.2,0,0,0
94c18565,2019-2020,GER,1. Bundesliga,14th,Köln,26,17.3,5,40,15,37.5,2.31,0.86,0.1,21.6,7,1,1
952a03fe,2019-2020,ITA,1. Serie A,13th,Udinese,32,16.7,0,9,3,33.3,0.54,0.18,0,12.8,0,0,0
9591723b,2019-2020,ITA,1. Serie A,3rd,Atalanta,18,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0
9592289a,2019-2020,ITA,1. Serie A,16th,Torino,28,18.2,6,50,22,44,2.74,1.21,0.12,14.6,2,0,0
95facda1,2019-2020,ITA,1. Serie A,14th,Cagliari,23,32.2,2,25,9,36,0.78,0.28,0.08,19.2,0,0,0
962e54cb,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,24,14.3,7,47,15,31.9,3.3,1.05,0.13,13.7,1,1,1
963829d0,2019-2020,ESP,1. La Liga,5th,Villarreal,27,17.2,2,24,9,37.5,1.4,0.52,0.04,22.1,2,1,1
9674002f,2019-2020,ENG,1. Premier League,4th,Chelsea,20,31.9,7,78,29,37.2,2.45,0.91,0.09,20.3,12,0,0
96e0490d,2019-2020,ITA,1. Serie A,11th,Parma,29,29.8,1,7,2,28.6,0.23,0.07,0.14,12.6,0,0,0
970b8574,2019-2020,ITA,1. Serie A,9th,Hellas Verona,21,5.8,0,13,3,23.1,2.25,0.52,0,19.8,0,0,0
970b8574,2019-2020,ITA,1. Serie A,2nd,Inter,21,0.3,0,1,0,0,3.33,0,0,19.8,0,0,0
97220da2,2019-2020,ENG,1. Premier League,4th,Chelsea,17,0.1,0,0,0,NULL,0,0,NULL,NULL,0,0,0
97333cf5,2019-2020,ENG,1. Premier League,11th,Southampton,27,19.1,5,46,19,41.3,2.41,1,0.11,20.4,0,0,0
97572117,2019-2020,ESP,1. La Liga,8th,Getafe,31,26.9,2,13,5,38.5,0.48,0.19,0.15,14.9,0,0,0
983ff2c7,2019-2020,ITA,1. Serie A,10th,Fiorentina,24,9.5,0,5,2,40,0.52,0.21,0,17.6,0,0,0
984a5a64,2019-2020,ENG,1. Premier League,11th,Southampton,22,7.8,0,2,0,0,0.26,0,0,17,0,0,0
984a5a64,2019-2020,ENG,1. Premier League,6th,Tottenham,22,2.7,0,1,0,0,0.37,0,0,21.9,0,0,0
989d5705,2019-2020,ENG,1. Premier League,10th,Burnley,27,21.5,2,22,6,27.3,1.03,0.28,0.09,18,1,0,0
98d2c2c4,2019-2020,ITA,1. Serie A,3rd,Atalanta,27,26,2,19,7,36.8,0.73,0.27,0.11,16.8,0,0,0
9907b1c8,2019-2020,ITA,1. Serie A,5th,Roma,20,16.7,6,47,22,46.8,2.81,1.32,0.13,17.8,0,0,0
9939e168,2019-2020,ESP,1. La Liga,10th,Osasuna,21,16.6,1,14,3,21.4,0.84,0.18,0.07,25.5,0,0,0
997fff07,2019-2020,ITA,1. Serie A,7th,Napoli,22,5.9,0,1,0,0,0.17,0,0,36.1,0,0,0
99813635,2019-2020,ENG,1. Premier League,1st,Liverpool,31,4.2,1,5,1,20,1.18,0.24,0.2,15.3,0,0,0
99be8fb5,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,10.5,3,18,6,33.3,1.71,0.57,0.17,16.2,0,0,0
99bebd12,2019-2020,ESP,1. La Liga,16th,Alavés,27,1.1,0,2,0,0,1.87,0,0,20.7,1,0,0
99de6b6f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,30,23,1,24,4,16.7,1.04,0.17,0.04,12.7,0,0,0
9a104dee,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,2,1,4,2,50,2.03,1.02,0.25,11.9,0,0,0
9a104dee,2019-2020,ENG,1. Premier League,12th,Everton,28,3.2,1,11,3,27.3,3.4,0.93,0.09,13.7,0,0,0
9a28eba4,2019-2020,ENG,1. Premier League,7th,Wolves,23,28.9,4,43,12,27.9,1.49,0.41,0.09,19.6,0,0,0
9a2e0ccc,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,27,12.7,5,24,8,33.3,1.89,0.63,0.13,20.5,3,2,2
9a64e67e,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,26.6,1,12,2,16.7,0.45,0.08,0.08,10.4,0,0,0
9a9c05db,2019-2020,ENG,1. Premier League,10th,Burnley,30,17,0,0,0,NULL,0,0,NULL,NULL,0,0,0
9ab16552,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,35,21.9,0,0,0,NULL,0,0,NULL,NULL,0,0,0
9b6f7fd5,2019-2020,ITA,1. Serie A,6th,Milan,21,12.3,0,34,13,38.2,2.77,1.06,0,19.9,0,0,0
9c94165b,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,24,19.3,0,10,5,50,0.52,0.26,0,18.6,0,0,0
9d4c45d6,2019-2020,ITA,1. Serie A,12th,Bologna,28,27.4,5,37,16,43.2,1.35,0.58,0.14,19.1,0,0,0
9d66fbe3,2019-2020,ESP,1. La Liga,7th,Granada,34,26.1,7,33,13,39.4,1.27,0.5,0.18,13.9,2,1,1
9dbb75ca,2019-2020,ENG,1. Premier League,8th,Arsenal,28,20.8,10,53,26,49.1,2.55,1.25,0.19,11.9,3,0,0
9dc96f10,2019-2020,ITA,1. Serie A,3rd,Atalanta,17,0.3,1,1,1,100,3.33,3.33,1,20.2,0,0,0
9deaf2c8,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,6.1,0,16,5,31.3,2.63,0.82,0,9.4,0,0,0
9e098912,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0
9e1035f8,2019-2020,ESP,1. La Liga,9th,Valencia,19,25,4,33,9,27.3,1.32,0.36,0.12,15.3,0,0,0
9e1577aa,2019-2020,ITA,1. Serie A,2nd,Inter,26,17.5,2,10,6,60,0.57,0.34,0.2,20,5,0,0
9e525177,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,34.1,0,9,1,11.1,0.26,0.03,0,17.3,0,0,0
9f1893b9,2019-2020,ENG,1. Premier League,16th,West Ham,26,16.6,1,23,8,34.8,1.38,0.48,0.04,16.7,0,0,0
9f323c71,2019-2020,ESP,1. La Liga,11th,Athletic Club,30,6,0,1,0,0,0.17,0,0,16,0,0,0
9f472354,2019-2020,ENG,1. Premier League,11th,Southampton,32,15.5,2,33,13,39.4,2.13,0.84,0.06,10.9,0,0,0
9f7c837d,2019-2020,ENG,1. Premier League,20th,Norwich City,21,29.4,0,15,5,33.3,0.51,0.17,0,17,0,0,0
9f8e9423,2019-2020,ESP,1. La Liga,1st,Real Madrid,26,31.4,3,10,3,30,0.32,0.1,0.3,11.8,0,0,0
9f979eb2,2019-2020,GER,1. Bundesliga,14th,Köln,22,6.9,1,3,1,33.3,0.44,0.15,0.33,17.1,0,0,0
9fbbcf39,2019-2020,ENG,1. Premier League,7th,Wolves,29,30.1,2,23,8,34.8,0.77,0.27,0.09,12.5,1,0,0
9fec8860,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,25,10.3,0,5,0,0,0.49,0,0,23.4,2,0,0
a0255c67,2019-2020,ESP,1. La Liga,5th,Villarreal,20,2.8,0,0,0,NULL,0,0,NULL,NULL,0,0,0
a0415710,2019-2020,GER,1. Bundesliga,14th,Köln,19,18.6,2,18,9,50,0.97,0.48,0.11,18.3,0,0,0
a0666d3e,2019-2020,ENG,1. Premier League,19th,Watford,24,25,1,27,3,11.1,1.08,0.12,0.04,18.1,0,0,0
a08b974a,2019-2020,ESP,1. La Liga,4th,Sevilla,25,30.5,14,81,31,38.3,2.66,1.02,0.11,17.1,0,5,5
a0b4bb3e,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,13.1,1,23,13,56.5,1.75,0.99,0.04,17.8,2,0,0
a111cf41,2019-2020,ITA,1. Serie A,13th,Udinese,25,38,0,0,0,NULL,0,0,NULL,NULL,0,0,0
a1232f4e,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,25,1.7,0,0,0,NULL,0,0,NULL,NULL,0,0,0
a167537f,2019-2020,GER,1. Bundesliga,2nd,Dortmund,23,24.5,3,33,15,45.5,1.35,0.61,0.09,16.5,0,0,0
a1d5bd30,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,29.4,17,84,38,45.2,2.86,1.29,0.13,19.6,16,6,8
a29b1131,2019-2020,ENG,1. Premier League,6th,Tottenham,21,7.8,3,9,4,44.4,1.15,0.51,0.33,15,0,0,0
a2a85828,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,21,0.9,0,0,0,NULL,0,0,NULL,NULL,0,0,0
a2b105e0,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,21,15.3,1,26,6,23.1,1.7,0.39,0.04,24,3,0,0
a300ac7e,2019-2020,ESP,1. La Liga,16th,Alavés,30,27.7,11,43,14,32.6,1.55,0.5,0.14,17.7,4,5,5
a35134ae,2019-2020,ESP,1. La Liga,19th,Mallorca,27,9,0,1,1,100,0.11,0.11,0,12.2,0,0,0
a36084cd,2019-2020,ITA,1. Serie A,12th,Bologna,17,0.2,0,0,0,NULL,0,0,NULL,NULL,0,0,0
a39bb753,2019-2020,ESP,1. La Liga,1st,Real Madrid,28,12,1,19,14,73.7,1.59,1.17,0.05,16.3,0,0,0
a3b03921,2019-2020,ENG,1. Premier League,8th,Arsenal,19,9.5,1,14,4,28.6,1.47,0.42,0.07,15.3,0,0,0
a3d94a58,2019-2020,ITA,1. Serie A,17th,Genoa,21,28.6,1,14,3,21.4,0.49,0.1,0,10.7,0,1,1
a3ddb1b9,2019-2020,GER,1. Bundesliga,14th,Köln,27,12.9,5,41,15,36.6,3.18,1.16,0.1,18.4,5,1,3
a3ddb1b9,2019-2020,GER,1. Bundesliga,12th,Schalke 04,27,3.9,0,8,3,37.5,2.04,0.76,0,13,0,0,0
a40819d9,2019-2020,ITA,1. Serie A,9th,Hellas Verona,19,21.7,1,11,5,45.5,0.51,0.23,0.09,5.8,0,0,0
a4971d84,2019-2020,ESP,1. La Liga,8th,Getafe,27,34,0,5,1,20,0.15,0.03,0,11.6,0,0,0
a4ac4b8f,2019-2020,ENG,1. Premier League,7th,Wolves,28,22,0,4,3,75,0.18,0.14,0,10.3,0,0,0
a4e85758,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,6.8,0,1,0,0,0.15,0,0,11,0,0,0
a4e85758,2019-2020,ITA,1. Serie A,20th,SPAL,21,14.9,0,4,1,25,0.27,0.07,0,25.7,0,0,0
a4effc55,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,10.9,1,4,3,75,0.37,0.27,0.25,20.8,0,0,0
a4fe8cda,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,9.3,4,22,12,54.5,2.36,1.29,0.18,13.9,0,0,0
a4fe8cda,2019-2020,ENG,1. Premier League,7th,Wolves,21,3.3,2,11,3,27.3,3.33,0.91,0.18,12.5,0,0,0
a5296e55,2019-2020,ITA,1. Serie A,7th,Napoli,25,32.5,2,77,21,27.3,2.37,0.65,0.03,23,0,0,0
a53649b7,2019-2020,ENG,1. Premier League,8th,Arsenal,20,7,2,15,5,33.3,2.13,0.71,0.13,12.3,0,0,0
a53b661f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,23.4,6,35,16,45.7,1.5,0.69,0.17,14.9,0,0,0
a55d8df5,2019-2020,ESP,1. La Liga,18th,Leganés,23,13.6,0,16,3,18.8,1.18,0.22,0,21,0,0,0
a58bb1e1,2019-2020,ESP,1. La Liga,1st,Real Madrid,30,12.1,2,34,13,38.2,2.81,1.07,0.06,17.4,3,0,0
a5ce09f2,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,26,0.8,0,5,1,20,6.08,1.22,0,23.5,0,0,0
a5ec3ede,2019-2020,GER,1. Bundesliga,13th,Mainz 05,25,8.9,0,7,1,14.3,0.78,0.11,0,20.9,0,0,0
a6154613,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,22.2,16,78,42,53.8,3.51,1.89,0.19,15.3,1,1,1
a65ce836,2019-2020,GER,1. Bundesliga,2nd,Dortmund,25,10.6,2,16,4,25,1.51,0.38,0.13,17.3,0,0,0
a65ce836,2019-2020,ITA,1. Serie A,1st,Juventus,25,3.2,0,7,2,28.6,2.22,0.63,0,15,0,0,0
a6951bf8,2019-2020,ESP,1. La Liga,9th,Valencia,28,21.2,0,10,1,10,0.47,0.05,0,17.4,0,0,0
a69cc629,2019-2020,ITA,1. Serie A,15th,Sampdoria,18,0.8,1,1,1,100,1.18,1.18,1,27,0,0,0
a69e4806,2019-2020,ITA,1. Serie A,7th,Napoli,24,11.4,4,34,13,38.2,2.99,1.14,0.12,15.5,0,0,0
a6de370d,2019-2020,ESP,1. La Liga,15th,Betis,28,35.1,6,47,14,29.8,1.34,0.4,0.06,21,4,3,4
a6de6361,2019-2020,ENG,1. Premier League,17th,Aston Villa,33,19.9,0,0,0,NULL,0,0,NULL,NULL,0,0,0
a712ca2b,2019-2020,ENG,1. Premier League,16th,West Ham,22,30.7,3,15,6,40,0.49,0.2,0.2,7.7,0,0,0
a73c8f95,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,11.8,0,2,0,0,0.17,0,0,25,0,0,0
a7813ac4,2019-2020,GER,1. Bundesliga,13th,Mainz 05,31,19,2,22,7,31.8,1.16,0.37,0.05,27.9,5,1,1
a7a9d95a,2019-2020,GER,1. Bundesliga,2nd,Dortmund,25,5.9,5,15,7,46.7,2.55,1.19,0.33,12.1,0,0,0
a7a9d95a,2019-2020,ESP,1. La Liga,5th,Villarreal,25,10.3,4,25,8,32,2.44,0.78,0.16,16.3,1,0,0
a83d8b0c,2019-2020,ESP,1. La Liga,5th,Villarreal,21,9.9,2,49,18,36.7,4.96,1.82,0.04,24.7,9,0,0
a8542814,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,29,12.5,0,14,1,7.1,1.12,0.08,0,20.2,0,0,0
a8a874f1,2019-2020,ITA,1. Serie A,8th,Sassuolo,21,28.7,0,33,6,18.2,1.15,0.21,0,24.2,4,0,0
a8d4428b,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,19,15.7,4,28,12,42.9,1.78,0.76,0.14,14.3,0,0,0
a8f21b9f,2019-2020,ESP,1. La Liga,2nd,Barcelona,21,5.3,1,14,6,42.9,2.65,1.13,0.07,19.4,0,0,0
a8f21b9f,2019-2020,ITA,1. Serie A,5th,Roma,21,6.3,1,21,8,38.1,3.34,1.27,0.05,18.8,0,0,0
a92ab7be,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,10,0,0,0,NULL,0,0,NULL,NULL,0,0,0
a96e5dc0,2019-2020,ITA,1. Serie A,8th,Sassuolo,24,24.3,1,8,2,25,0.33,0.08,0.13,19.1,0,0,0
a9dc785c,2019-2020,ESP,1. La Liga,2nd,Barcelona,30,2,0,0,0,NULL,0,0,NULL,NULL,0,0,0
aa0ac32d,2019-2020,ESP,1. La Liga,12th,Levante,30,5.4,0,4,1,25,0.74,0.19,0,8.1,0,0,0
aad48be9,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,19.2,1,10,2,20,0.52,0.1,0.1,10.3,0,0,0
aad53e64,2019-2020,ESP,1. La Liga,10th,Osasuna,22,3.5,0,6,3,50,1.73,0.86,0,18.6,0,0,0
aae9d04a,2019-2020,ITA,1. Serie A,9th,Hellas Verona,27,35.9,5,42,13,31,1.17,0.36,0.12,17.3,0,0,0
ab070c55,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,14,2,42,19,45.2,3,1.36,0.05,12.3,0,0,0
ab1ca213,2019-2020,ITA,1. Serie A,9th,Hellas Verona,33,31.2,3,36,7,19.4,1.15,0.22,0.08,25.8,10,0,0
ab651565,2019-2020,ENG,1. Premier League,11th,Southampton,25,30.7,4,59,21,35.6,1.92,0.68,0.07,18.5,2,0,0
ab700320,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,20,5.9,0,6,3,50,1.01,0.5,0,24.3,0,0,0
abb3bb95,2019-2020,ESP,1. La Liga,4th,Sevilla,28,22.9,6,55,24,43.6,2.4,1.05,0.11,10,0,0,0
abe66106,2019-2020,ENG,1. Premier League,6th,Tottenham,27,13.5,2,29,8,27.6,2.15,0.59,0.07,18.5,4,0,0
ac05f970,2019-2020,ENG,1. Premier League,16th,West Ham,29,19.6,10,67,30,44.8,3.41,1.53,0.13,13.4,0,1,1
ac295d9e,2019-2020,ESP,1. La Liga,14th,Eibar,27,35,0,1,1,100,0.03,0.03,0,7,0,0,0
ac73ec79,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,19.8,3,21,6,28.6,1.06,0.3,0.14,14.6,0,0,0
ac7e640b,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,10.7,0,4,0,0,0.38,0,0,9,0,0,0
ac861941,2019-2020,ENG,1. Premier League,6th,Tottenham,25,14.9,0,8,1,12.5,0.54,0.07,0,14,1,0,0
ad00b1a8,2019-2020,GER,1. Bundesliga,14th,Köln,24,12.9,0,2,0,0,0.16,0,0,24.1,0,0,0
ad1ffcfd,2019-2020,ESP,1. La Liga,5th,Villarreal,31,29.4,1,19,3,15.8,0.65,0.1,0.05,14.4,0,0,0
ad3389d5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,29,34,0,0,0,NULL,0,0,NULL,NULL,0,0,0
ad6df2d5,2019-2020,ITA,1. Serie A,1st,Juventus,29,25.3,3,21,5,23.8,0.83,0.2,0.14,26.2,8,0,0
aded8e6f,2019-2020,ITA,1. Serie A,5th,Roma,17,0.7,0,0,0,NULL,0,0,NULL,NULL,0,0,0
adfc9123,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,34.4,1,15,6,40,0.44,0.17,0.07,8.4,1,0,0
ae44e8e2,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,8.3,3,21,6,28.6,2.53,0.72,0.14,19,0,0,0
ae4e2852,2019-2020,ITA,1. Serie A,1st,Juventus,26,5.2,0,1,0,0,0.19,0,0,25.3,0,0,0
ae7058f9,2019-2020,ITA,1. Serie A,15th,Sampdoria,21,6.3,1,1,1,100,0.16,0.16,1,7,0,0,0
aed746df,2019-2020,ESP,1. La Liga,16th,Alavés,29,9.6,1,9,4,44.4,0.94,0.42,0.11,20.7,0,0,0
aeed5c06,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,19.7,5,41,23,56.1,2.08,1.17,0.12,18.3,0,0,0
b05e2dbd,2019-2020,ESP,1. La Liga,9th,Valencia,24,22.1,0,9,2,22.2,0.41,0.09,0,18.3,0,0,0
b0616e3d,2019-2020,ESP,1. La Liga,4th,Sevilla,29,8.6,1,8,6,75,0.93,0.7,0.13,19.8,0,0,0
b0a0698b,2019-2020,GER,1. Bundesliga,14th,Köln,29,24.5,1,11,6,54.5,0.45,0.24,0.09,10.3,0,0,0
b0b4fd3e,2019-2020,ENG,1. Premier League,17th,Aston Villa,23,35.9,8,72,22,30.6,2,0.61,0.11,18,1,0,1
b0c71810,2019-2020,ENG,1. Premier League,11th,Southampton,25,8.5,0,21,7,33.3,2.47,0.82,0,20,0,0,0
b0f7e36c,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,29.3,11,109,40,36.7,3.72,1.37,0.09,18,2,1,2
b0fce72c,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,14.1,0,14,3,21.4,0.99,0.21,0,20,0,0,0
b1236c63,2019-2020,ITA,1. Serie A,13th,Udinese,29,13.9,3,35,10,28.6,2.52,0.72,0.09,13.5,0,0,0
b14d0c5d,2019-2020,ESP,1. La Liga,15th,Betis,29,13.1,1,5,2,40,0.38,0.15,0.2,13.5,0,0,0
b19db005,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,4,1,5,2,40,1.26,0.5,0.2,15.2,0,0,0
b1cd37e6,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,32.9,4,86,27,31.4,2.62,0.82,0.05,22.4,10,0,0
b217ef29,2019-2020,ENG,1. Premier League,1st,Liverpool,27,7.8,1,4,1,25,0.51,0.13,0.25,9.3,0,0,0
b233e8e4,2019-2020,ESP,1. La Liga,17th,Celta Vigo,27,17,1,9,6,66.7,0.53,0.35,0.11,15.1,0,0,0
b233e8e4,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,7.4,0,2,0,0,0.27,0,0,19.3,0,0,0
b28bbd58,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,14.4,1,12,5,41.7,0.83,0.35,0.08,24.9,1,0,0
b2bc3b1f,2019-2020,ENG,1. Premier League,14th,Crystal Palace,26,36.4,4,61,17,27.9,1.67,0.47,0.07,15.8,0,0,0
b2d03887,2019-2020,ESP,1. La Liga,16th,Alavés,25,14.4,0,8,2,25,0.56,0.14,0,24,0,0,0
b2d03887,2019-2020,ENG,1. Premier League,14th,Crystal Palace,25,0.1,0,0,0,NULL,0,0,NULL,NULL,0,0,0
b2d0ec1b,2019-2020,ESP,1. La Liga,17th,Celta Vigo,32,3.6,2,6,4,66.7,1.67,1.11,0.17,19.2,2,1,1
b2d0ec1b,2019-2020,ESP,1. La Liga,4th,Sevilla,32,10,3,28,12,42.9,2.81,1.2,0.11,16.3,0,0,0
b2d31e83,2019-2020,ENG,1. Premier League,15th,Brighton,27,32,0,13,0,0,0.41,0,0,11.6,0,0,0
b3325a30,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,17.8,7,37,15,40.5,2.08,0.84,0.19,19.7,0,0,0
b3af9be1,2019-2020,ITA,1. Serie A,12th,Bologna,20,28.1,1,17,3,17.6,0.61,0.11,0.06,17.2,0,0,0
b3b7f5a6,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,29,13.6,5,19,8,42.1,1.4,0.59,0.26,13.8,0,0,0
