id,season,country,comp_level,lg_finish,squad,age,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,average_shot_distance,shots_free_kicks,pens_made,pens_att
6265208f,2019-2020,ESP,1. La Liga,16th,Alavés,29,30.9,11,81,28,34.6,2.62,0.91,0.12,13.2,1,1,1
626fab5f,2019-2020,GER,1. Bundesliga,15th,Augsburg,23,13.1,0,1,0,0,0.08,0,0,14.8,0,0,0
62ab9184,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,25,9.2,2,11,4,36.4,1.2,0.43,0.18,16.4,0,0,0
635f2732,2019-2020,GER,1. Bundesliga,13th,Mainz 05,25,25.2,4,37,12,32.4,1.47,0.48,0.11,18.9,0,0,0
63f04c6c,2019-2020,ESP,1. La Liga,15th,Betis,23,15,1,15,7,46.7,1,0.47,0.07,17.9,0,0,0
6421ec64,2019-2020,ENG,1. Premier League,1st,Liverpool,27,2.1,1,4,1,25,1.95,0.49,0.25,19.5,0,0,0
6434f10d,2019-2020,ENG,1. Premier League,2nd,Manchester City,23,27.6,3,24,9,37.5,0.87,0.33,0.13,18.8,0,0,0
64ba07c0,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,6.4,0,2,0,0,0.31,0,0,25.4,0,0,0
64cd167d,2019-2020,ITA,1. Serie A,17th,Genoa,25,21.9,0,6,2,33.3,0.27,0.09,0,14.4,0,0,0
64e8ed6d,2019-2020,ESP,1. La Liga,12th,Levante,22,23.8,8,45,18,40,1.89,0.76,0.18,12.7,0,0,0
64f69877,2019-2020,GER,1. Bundesliga,5th,Leverkusen,27,22.7,10,75,32,42.7,3.3,1.41,0.13,14.1,1,0,0
652d4c37,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,7.1,1,16,3,18.8,2.26,0.42,0.06,14.4,0,0,0
6613c819,2019-2020,ENG,1. Premier League,16th,West Ham,24,11.6,3,19,7,36.8,1.64,0.61,0.16,12.1,0,0,0
66385c46,2019-2020,GER,1. Bundesliga,13th,Mainz 05,23,19.8,4,35,10,28.6,1.77,0.51,0.11,21.9,0,0,0
6639e500,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,16.5,1,37,14,37.8,2.24,0.85,0.03,22.4,3,0,0
66b76d44,2019-2020,ENG,1. Premier League,20th,Norwich City,22,27.4,1,40,11,27.5,1.46,0.4,0.03,22.1,10,0,0
6763373d,2019-2020,ESP,1. La Liga,13th,Valladolid,19,2.6,0,2,1,50,0.78,0.39,0,20.5,0,0,0
677da306,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,21.8,0,5,0,0,0.23,0,0,14.1,0,0,0
67cdbc0e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,18.6,8,25,14,56,1.35,0.75,0.32,12.2,0,0,0
68252d6d,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,18.5,15,81,36,44.4,4.38,1.95,0.19,18,6,0,0
6928979a,2019-2020,ITA,1. Serie A,2nd,Inter,22,22.4,1,24,5,20.8,1.07,0.22,0.04,19.2,0,0,0
69374ff5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,31,19.9,2,17,5,29.4,0.85,0.25,0.12,12.3,0,0,0
697295b1,2019-2020,ESP,1. La Liga,14th,Eibar,28,19.7,3,8,5,62.5,0.41,0.25,0.38,16.8,0,0,0
699fb8db,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,27,0,4,2,50,0.15,0.07,0,17.2,0,0,0
69cbc8b6,2019-2020,ESP,1. La Liga,20th,Espanyol,28,17,0,1,0,0,0.06,0,0,19,0,0,0
69cbc8b6,2019-2020,ESP,1. La Liga,8th,Getafe,28,17,2,9,3,33.3,0.53,0.18,0.22,12.7,0,0,0
6a99e0b1,2019-2020,ESP,1. La Liga,11th,Athletic Club,25,32.7,6,45,21,46.7,1.38,0.64,0.11,15.2,0,1,2
6aa3e78b,2019-2020,ENG,1. Premier League,6th,Tottenham,19,3.8,0,1,0,0,0.26,0,0,15.1,0,0,0
6adbc307,2019-2020,ENG,1. Premier League,11th,Southampton,25,27.2,1,6,1,16.7,0.22,0.04,0.17,8.6,0,0,0
6b47c5db,2019-2020,ENG,1. Premier League,5th,Leicester City,22,29.7,2,27,2,7.4,0.91,0.07,0.07,17.8,0,0,0
6bb2c084,2019-2020,ESP,1. La Liga,5th,Villarreal,23,28.7,2,29,8,27.6,1.01,0.28,0.07,20.9,0,0,0
6bba916f,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,19,2,0,2,1,50,1.02,0.51,0,17.3,0,0,0
6bd5cd5d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,17.7,1,4,2,50,0.23,0.11,0.25,8.4,0,0,0
6bd603db,2019-2020,ENG,1. Premier League,12th,Everton,23,1.5,0,0,0,NULL,0,0,NULL,NULL,0,0,0
6c203af0,2019-2020,ENG,1. Premier League,15th,Brighton,22,14,1,16,6,37.5,1.14,0.43,0.06,28,0,0,0
6c6a3300,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,23,25.2,8,70,26,37.1,2.78,1.03,0.09,23,5,2,3
6c7762c3,2019-2020,ENG,1. Premier League,6th,Tottenham,21,0.8,0,0,0,NULL,0,0,NULL,NULL,0,0,0
6c811eb7,2019-2020,ESP,1. La Liga,2nd,Barcelona,21,1.9,0,1,1,100,0.52,0.52,0,16.5,0,0,0
6c811eb7,2019-2020,ESP,1. La Liga,15th,Betis,21,8.2,1,12,4,33.3,1.47,0.49,0.08,20.7,0,0,0
6ca5ec4b,2019-2020,ENG,1. Premier League,12th,Everton,23,17.7,1,23,9,39.1,1.3,0.51,0.04,17,0,0,0
6cafd68d,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,7.8,0,2,0,0,0.26,0,0,11.5,0,0,0
6cc47ae1,2019-2020,ENG,1. Premier League,15th,Brighton,25,1,0,2,1,50,2.09,1.05,0,9.7,0,0,0
6cc47ae1,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,5.9,4,18,10,55.6,3.06,1.7,0.17,13.7,0,1,1
6cc97b6a,2019-2020,ITA,1. Serie A,11th,Parma,24,7.1,1,8,2,25,1.12,0.28,0.13,20,0,0,0
6cdd8245,2019-2020,ENG,1. Premier League,19th,Watford,29,10.8,1,17,5,29.4,1.58,0.46,0.06,16.9,0,0,0
6ce1f46f,2019-2020,ESP,1. La Liga,1st,Real Madrid,29,29.5,4,57,18,31.6,1.93,0.61,0.07,22.4,2,0,0
6d5701f2,2019-2020,ENG,1. Premier League,12th,Everton,24,25.4,2,30,10,33.3,1.18,0.39,0.07,9.6,0,0,0
6d8f8441,2019-2020,ESP,1. La Liga,12th,Levante,32,11,1,8,2,25,0.73,0.18,0.13,12.4,0,0,0
6e058f06,2019-2020,ITA,1. Serie A,8th,Sassuolo,19,2.9,2,11,5,45.5,3.75,1.7,0.18,13.2,0,0,0
6e33125f,2019-2020,ENG,1. Premier League,11th,Southampton,20,3.1,0,1,0,0,0.32,0,0,9,0,0,0
6e4df551,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,31.6,7,96,41,42.7,3.04,1.3,0.07,18.9,2,0,0
6eaed4eb,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,4.9,2,4,3,75,0.81,0.61,0.5,16,0,0,0
6ec6fde0,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,24,12.7,0,2,0,0,0.16,0,0,18.7,0,0,0
6ecbddf6,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,28.1,6,60,26,43.3,2.13,0.92,0.1,16.3,0,0,0
6eee05f1,2019-2020,ITA,1. Serie A,3rd,Atalanta,26,30.9,2,22,3,13.6,0.71,0.1,0.09,9.2,0,0,0
6f51e382,2019-2020,ESP,1. La Liga,2nd,Barcelona,27,36,0,0,0,NULL,0,0,NULL,NULL,0,0,0
6f5ead86,2019-2020,ITA,1. Serie A,11th,Parma,25,26.9,0,35,9,25.7,1.3,0.33,0,25.9,8,0,0
6f5f82c0,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,7.9,0,1,1,100,0.13,0.13,0,30.1,0,0,0
6f7d826d,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,29,3,39,12,30.8,1.34,0.41,0.08,22.9,3,0,0
6fe90922,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,13.4,4,41,12,29.3,3.06,0.9,0.1,14,0,0,0
70678132,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,7.5,2,10,6,60,1.34,0.8,0.2,23.5,3,0,0
70678132,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,3.5,0,5,0,0,1.43,0,0,27.5,2,0,0
70d74ece,2019-2020,ESP,1. La Liga,1st,Real Madrid,31,34.9,21,118,54,45.8,3.38,1.55,0.14,14.6,1,5,5
70dcf94d,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,19.1,2,14,4,28.6,0.73,0.21,0.14,18.7,0,0,0
70f8e0bd,2019-2020,ESP,1. La Liga,19th,Mallorca,31,33.8,5,52,11,21.2,1.54,0.33,0.08,20.1,1,1,1
7111d552,2019-2020,ESP,1. La Liga,1st,Real Madrid,19,15.2,3,39,16,41,2.57,1.06,0.08,14.4,0,0,0
719384c1,2019-2020,ESP,1. La Liga,7th,Granada,31,10.8,2,14,5,35.7,1.29,0.46,0.14,27.1,1,0,0
71b47ab9,2019-2020,ESP,1. La Liga,19th,Mallorca,20,16.5,5,45,14,31.1,2.72,0.85,0.11,16.2,0,0,0
71dc23da,2019-2020,ITA,1. Serie A,17th,Genoa,22,19.1,0,21,5,23.8,1.1,0.26,0,22.3,0,0,0
71ef519e,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,14.6,2,25,6,24,1.71,0.41,0.08,23.7,1,0,1
7242b495,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,27,22.9,1,14,3,21.4,0.61,0.13,0.07,21.7,2,0,0
72a99e38,2019-2020,ESP,1. La Liga,15th,Betis,27,8.7,2,19,6,31.6,2.17,0.69,0.11,21.2,2,0,0
73000a79,2019-2020,GER,1. Bundesliga,5th,Leverkusen,24,10.1,0,0,0,NULL,0,0,NULL,NULL,0,0,0
7314bba4,2019-2020,ENG,1. Premier League,15th,Brighton,27,13.8,1,6,1,16.7,0.44,0.07,0.17,11.4,0,0,0
74419746,2019-2020,ITA,1. Serie A,2nd,Inter,35,35,0,0,0,NULL,0,0,NULL,NULL,0,0,0
7460ca0d,2019-2020,ESP,1. La Liga,9th,Valencia,30,33.6,8,29,10,34.5,0.86,0.3,0.1,28.3,18,5,6
74b2cd7e,2019-2020,ENG,1. Premier League,16th,West Ham,31,31,2,14,4,28.6,0.45,0.13,0.14,9.8,0,0,0
74e12f1e,2019-2020,ENG,1. Premier League,10th,Burnley,30,29,0,18,5,27.8,0.62,0.17,0,13.7,0,0,0
75645f0e,2019-2020,ESP,1. La Liga,15th,Betis,26,21.4,3,35,12,34.3,1.64,0.56,0.09,12.9,0,0,0
758dd7f0,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,17.8,0,1,0,0,0.06,0,0,12.2,0,0,0
75a72a99,2019-2020,ENG,1. Premier League,5th,Leicester City,25,28,3,17,5,29.4,0.61,0.18,0.18,18.9,0,0,0
75b86fb3,2019-2020,ITA,1. Serie A,2nd,Inter,20,21.3,2,8,4,50,0.37,0.19,0.25,10.2,0,0,0
75bd85ea,2019-2020,ESP,1. La Liga,19th,Mallorca,35,28.5,5,31,11,35.5,1.09,0.39,0.1,25.8,13,2,3
75f2c59f,2019-2020,ENG,1. Premier League,19th,Watford,28,18.3,3,19,8,42.1,1.04,0.44,0.11,18.3,4,1,1
76b2817e,2019-2020,GER,1. Bundesliga,14th,Köln,24,25.9,1,12,4,33.3,0.46,0.15,0.08,21,0,0,0
774cf58b,2019-2020,ENG,1. Premier League,20th,Norwich City,19,36,0,14,4,28.6,0.39,0.11,0,17.8,0,0,0
77cf6852,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,24,11.3,0,4,0,0,0.35,0,0,13.2,0,0,0
77e84962,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,28,19.7,3,19,8,42.1,0.97,0.41,0.16,16.8,0,0,0
780e3631,2019-2020,ITA,1. Serie A,9th,Hellas Verona,22,27.7,7,32,14,43.8,1.16,0.51,0.22,13.7,0,0,0
78841da9,2019-2020,ITA,1. Serie A,7th,Napoli,32,24.1,4,42,15,35.7,1.74,0.62,0.1,15.1,0,0,0
79083382,2019-2020,ITA,1. Serie A,5th,Roma,28,1.5,0,0,0,NULL,0,0,NULL,NULL,0,0,0
792ffa71,2019-2020,GER,1. Bundesliga,14th,Köln,17,0.2,0,1,0,0,5.63,0,0,11,0,0,0
79300479,2019-2020,ESP,1. La Liga,6th,Real Sociedad,20,28.1,4,49,17,34.7,1.75,0.61,0.08,21.3,4,0,0
79443529,2019-2020,ITA,1. Serie A,10th,Fiorentina,19,16.7,6,64,17,26.6,3.84,1.02,0.08,15.3,6,1,1
7956236f,2019-2020,ENG,1. Premier League,8th,Arsenal,26,8.6,0,0,0,NULL,0,0,NULL,NULL,0,0,0
79b0d6a0,2019-2020,ENG,1. Premier League,7th,Wolves,31,38,0,0,0,NULL,0,0,NULL,NULL,0,0,0
79c0821a,2019-2020,ENG,1. Premier League,4th,Chelsea,25,23,1,21,5,23.8,0.91,0.22,0.05,19.3,0,0,0
79c84d1c,2019-2020,ENG,1. Premier League,16th,West Ham,22,10.2,1,24,7,29.2,2.36,0.69,0.04,17.9,0,0,0
79c90e45,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,27.5,2,26,9,34.6,0.95,0.33,0.08,11.8,0,0,0
79ca3e23,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,5,0,7,5,71.4,1.41,1.01,0,20.4,2,0,0
79ca3e23,2019-2020,ENG,1. Premier League,20th,Norwich City,24,8,0,10,3,30,1.24,0.37,0,20.4,2,0,0
7a11550b,2019-2020,ENG,1. Premier League,1st,Liverpool,22,22.3,0,1,0,0,0.04,0,0,30,0,0,0
7a1f2c08,2019-2020,ENG,1. Premier League,14th,Crystal Palace,22,8.5,0,3,0,0,0.35,0,0,27.4,0,0,0
7a2e46a8,2019-2020,ENG,1. Premier League,1st,Liverpool,26,28.3,0,0,0,NULL,0,0,NULL,NULL,0,0,0
7a538238,2019-2020,ESP,1. La Liga,7th,Granada,29,8,0,10,0,0,1.25,0,0,26.6,0,0,0
7b075c75,2019-2020,ITA,1. Serie A,17th,Genoa,27,7.1,1,2,1,50,0.28,0.14,0.5,7.5,0,0,0
7b4de647,2019-2020,ITA,1. Serie A,6th,Milan,32,1.4,0,0,0,NULL,0,0,NULL,NULL,0,0,0
7b5ab7f2,2019-2020,ESP,1. La Liga,18th,Leganés,18,6.2,1,14,4,28.6,2.26,0.65,0.07,18,0,0,0
7b5ab7f2,2019-2020,ESP,1. La Liga,4th,Sevilla,18,0.7,0,0,0,NULL,0,0,NULL,NULL,0,0,0
7ba1f1ef,2019-2020,ITA,1. Serie A,3rd,Atalanta,20,0.2,0,0,0,NULL,0,0,NULL,NULL,0,0,0
7c104bb7,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,3.4,0,10,1,10,2.91,0.29,0,15.4,0,0,0
7c3ed041,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,1.5,0,0,0,NULL,0,0,NULL,NULL,0,0,0
7c473e12,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,28,27.1,4,18,4,22.2,0.67,0.15,0.22,7.5,0,0,0
7c56da38,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,21.4,5,52,23,44.2,2.43,1.08,0.1,17.8,3,0,0
7d2d3329,2019-2020,ENG,1. Premier League,5th,Leicester City,21,9.9,1,7,2,28.6,0.71,0.2,0.14,16.1,0,0,0
7d3e7da6,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,1,0,0,0,NULL,0,0,NULL,NULL,0,0,0
7d50454d,2019-2020,ITA,1. Serie A,14th,Cagliari,29,13.8,2,5,2,40,0.36,0.14,0.4,13.3,0,0,0
7dcf86f6,2019-2020,ESP,1. La Liga,17th,Celta Vigo,31,36.2,14,78,31,39.7,2.15,0.86,0.12,16.8,11,5,7
7eb97a8e,2019-2020,ITA,1. Serie A,12th,Bologna,27,25.2,4,76,19,25,3.01,0.75,0.01,20.6,7,3,4
7ec7738e,2019-2020,ITA,1. Serie A,14th,Cagliari,24,3.9,1,14,4,28.6,3.62,1.03,0.07,20.4,1,0,0
7ed4921e,2019-2020,ITA,1. Serie A,13th,Udinese,25,28.6,0,5,0,0,0.17,0,0,14.7,0,0,0
7edfbb8a,2019-2020,ENG,1. Premier League,4th,Chelsea,21,14.3,1,7,3,42.9,0.49,0.21,0.14,13.6,0,0,0
7f203b54,2019-2020,ESP,1. La Liga,8th,Getafe,27,3.4,0,3,0,0,0.87,0,0,12,0,0,0
7f267d66,2019-2020,ITA,1. Serie A,14th,Cagliari,23,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0
7f267d66,2019-2020,ITA,1. Serie A,18th,Lecce,23,8,1,9,2,22.2,1.13,0.25,0.11,20.9,0,0,0
7f3b388c,2019-2020,ENG,1. Premier League,1st,Liverpool,25,23.1,2,12,4,33.3,0.52,0.17,0.17,26.7,2,0,0
7f4c7c9f,2019-2020,ESP,1. La Liga,12th,Levante,30,27,0,9,2,22.2,0.33,0.07,0,24.2,0,0,0
7f609bfc,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,22,25.6,0,24,6,25,0.94,0.23,0,17.8,1,0,0
7f78ad23,2019-2020,ITA,1. Serie A,6th,Milan,26,4.3,0,1,0,0,0.23,0,0,29.7,0,0,0
7fa4e703,2019-2020,GER,1. Bundesliga,2nd,Dortmund,16,3.9,0,4,2,50,1.01,0.51,0,18,0,0,0
7fcc71d8,2019-2020,ENG,1. Premier League,7th,Wolves,23,3.2,1,10,4,40,3.11,1.25,0.1,13.6,0,0,0
7fe90ccd,2019-2020,ITA,1. Serie A,5th,Roma,27,5,0,4,0,0,0.8,0,0,16.3,0,0,0
7fec31a0,2019-2020,ENG,1. Premier League,18th,Bournemouth,29,14,3,12,6,50,0.85,0.43,0.25,10.9,0,0,0
801831fe,2019-2020,ITA,1. Serie A,6th,Milan,17,0.3,0,0,0,NULL,0,0,NULL,NULL,0,0,0
808d48f3,2019-2020,ESP,1. La Liga,9th,Valencia,31,15.4,0,2,1,50,0.13,0.06,0,22.5,0,0,0
80f36c88,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,30.4,1,25,9,36,0.82,0.3,0.04,25.7,0,0,0
810e3c74,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,10.4,1,22,6,27.3,2.12,0.58,0.05,17.9,0,0,0
81255c03,2019-2020,ITA,1. Serie A,14th,Cagliari,27,35,18,82,32,39,2.34,0.91,0.17,15,2,4,6
817c6964,2019-2020,ITA,1. Serie A,6th,Milan,25,6,0,6,2,33.3,1.01,0.34,0,17.8,0,0,0
819aa8e7,2019-2020,ENG,1. Premier League,5th,Leicester City,26,22.3,8,46,20,43.5,2.07,0.9,0.15,14,0,1,1
819b3158,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,22.4,2,31,6,19.4,1.38,0.27,0.03,20.7,2,1,2
81d5c497,2019-2020,ESP,1. La Liga,5th,Villarreal,18,0.9,1,1,1,100,1.08,1.08,1,17,0,0,0
81f0781e,2019-2020,ESP,1. La Liga,5th,Villarreal,27,30.5,18,85,32,37.6,2.79,1.05,0.2,13.9,0,1,2
82927de4,2019-2020,ENG,1. Premier League,16th,West Ham,23,24.1,2,37,12,32.4,1.53,0.5,0.05,16.8,0,0,0
82e34b69,2019-2020,ENG,1. Premier League,19th,Watford,31,24.7,10,38,16,42.1,1.54,0.65,0.13,15.2,0,5,6
82efe6fa,2019-2020,ITA,1. Serie A,5th,Roma,20,6.8,0,3,0,0,0.44,0,0,7.7,0,0,0
833fb62e,2019-2020,ESP,1. La Liga,13th,Valladolid,24,14.5,3,45,17,37.8,3.1,1.17,0.07,19.1,3,0,1
834d0be5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,13,7,47,18,38.3,3.6,1.38,0.13,11.7,0,1,1
8397a50c,2019-2020,ENG,1. Premier League,17th,Aston Villa,26,32.2,2,9,4,44.4,0.28,0.12,0.22,9,0,0,0
839c14e1,2019-2020,ENG,1. Premier League,8th,Arsenal,27,2.8,1,1,1,100,0.36,0.36,1,24,0,0,0
839c14e1,2019-2020,ENG,1. Premier League,11th,Southampton,27,14.5,0,10,4,40,0.69,0.28,0,19.6,0,0,0
83d074ff,2019-2020,ENG,1. Premier League,15th,Brighton,20,3.9,0,7,1,14.3,1.79,0.26,0,22.2,1,0,0
84399660,2019-2020,ESP,1. La Liga,15th,Betis,26,2.9,1,7,3,42.9,2.39,1.02,0.14,13.4,0,0,0
8455ad90,2019-2020,ESP,1. La Liga,9th,Valencia,18,5,2,11,4,36.4,2.18,0.79,0.18,21.9,0,0,0
8494acc4,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,30,9.3,2,7,2,28.6,0.75,0.21,0.29,9.5,0,0,0
8494acc4,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,30,4.6,0,6,0,0,1.29,0,0,7.4,0,0,0
849c826a,2019-2020,ENG,1. Premier League,16th,West Ham,29,11,5,26,12,46.2,2.36,1.09,0.19,17.5,2,0,0
84f55b4a,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,17,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0
854ee61a,2019-2020,ITA,1. Serie A,8th,Sassuolo,28,10.9,3,20,8,40,1.84,0.73,0.1,18.2,0,1,1
85613cf0,2019-2020,ITA,1. Serie A,7th,Napoli,25,19.4,11,67,27,40.3,3.45,1.39,0.16,12.7,3,0,0
8593f88c,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,33.7,2,30,9,30,0.89,0.27,0.07,22.3,1,0,0
861e0116,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,4.4,1,4,2,50,0.9,0.45,0.25,26.6,0,0,0
862a1c15,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,33.6,4,55,17,30.9,1.64,0.51,0.07,15.7,0,0,0
8650af85,2019-2020,ITA,1. Serie A,8th,Sassuolo,27,21.1,0,11,2,18.2,0.52,0.09,0,7.4,0,0,0
86695068,2019-2020,ENG,1. Premier League,5th,Leicester City,25,12.6,1,16,3,18.8,1.27,0.24,0.06,18.6,0,0,0
867239d3,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,13.4,1,21,7,33.3,1.57,0.52,0.05,21.2,2,0,1
8696bc90,2019-2020,ESP,1. La Liga,4th,Sevilla,23,13.9,5,44,14,31.8,3.17,1.01,0.11,16.9,1,0,0
86dd77d1,2019-2020,ENG,1. Premier League,2nd,Manchester City,29,26.6,1,13,3,23.1,0.49,0.11,0.08,26.6,1,0,0
86e119e0,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,25,31.3,4,63,17,27,2.01,0.54,0.06,26.3,9,0,0
873619c6,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,18,0.3,0,0,0,NULL,0,0,NULL,NULL,0,0,0
87935cf3,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,10.3,0,0,0,NULL,0,0,NULL,NULL,0,0,0
8794e251,2019-2020,ITA,1. Serie A,1st,Juventus,24,21.2,1,19,6,31.6,0.89,0.28,0.05,18.8,0,0,0
88050721,2019-2020,ESP,1. La Liga,11th,Athletic Club,23,19.9,1,28,9,32.1,1.41,0.45,0.04,27.1,5,0,0
881ef58c,2019-2020,ITA,1. Serie A,5th,Roma,30,5.7,0,16,3,18.8,2.8,0.53,0,14.8,0,0,0
88d4144a,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,21,1,22,5,22.7,1.05,0.24,0.05,21.3,0,0,0
88e357ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,24.4,12,96,40,41.7,3.94,1.64,0.13,15.5,0,0,0
88f130ed,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,0.9,0,0,0,NULL,0,0,NULL,NULL,0,0,0
88f130ed,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,4.1,0,3,1,33.3,0.74,0.25,0,7.6,0,0,0
892d5bb1,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,21.6,11,73,30,41.1,3.38,1.39,0.14,16.7,6,1,1
89976232,2019-2020,ITA,1. Serie A,16th,Torino,27,29.8,1,12,4,33.3,0.4,0.13,0.08,10.7,0,0,0
89ac64a6,2019-2020,GER,1. Bundesliga,2nd,Dortmund,24,25.7,0,10,2,20,0.39,0.08,0,19.4,0,0,0
89b2c8a9,2019-2020,ITA,1. Serie A,7th,Napoli,32,18.8,9,75,24,32,4,1.28,0.12,19.4,4,0,0
89d10e53,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,9.6,0,0,0,NULL,0,0,NULL,NULL,0,0,0
89d10e53,2019-2020,ENG,1. Premier League,6th,Tottenham,29,9.9,0,2,0,0,0.2,0,0,18.7,0,0,0
89e4b358,2019-2020,ENG,1. Premier League,19th,Watford,30,27.6,0,2,1,50,0.07,0.04,0,8,0,0,0
89f951b5,2019-2020,ESP,1. La Liga,2nd,Barcelona,31,17.7,1,24,7,29.2,1.36,0.4,0.04,20.1,1,0,0
8a7ff278,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,26.5,0,5,1,20,0.19,0.04,0,14,0,0,0
8aafd64f,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,19,19.4,6,64,18,28.1,3.3,0.93,0.09,18.2,2,0,0
8abd0c03,2019-2020,ITA,1. Serie A,13th,Udinese,28,6.6,0,0,0,NULL,0,0,NULL,NULL,0,0,0
8aec0537,2019-2020,ENG,1. Premier League,15th,Brighton,28,20,2,29,9,31,1.45,0.45,0.07,22.1,4,0,0
8b04d6c1,2019-2020,ENG,1. Premier League,11th,Southampton,23,30.6,0,47,10,21.3,1.54,0.33,0,21.9,0,0,0
8b609c34,2019-2020,ITA,1. Serie A,16th,Torino,18,1.5,1,2,1,50,1.36,0.68,0.5,13.8,0,0,0
8b625720,2019-2020,ESP,1. La Liga,16th,Alavés,21,2.6,0,0,0,NULL,0,0,NULL,NULL,0,0,0
8b6e0db2,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,4.2,0,2,0,0,0.48,0,0,23.2,0,0,0
8b788c01,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,29.2,17,79,38,48.1,2.71,1.3,0.22,16,0,0,1
8b8a56ce,2019-2020,ITA,1. Serie A,3rd,Atalanta,30,3.2,0,1,1,100,0.31,0.31,0,7,0,0,0
8b8a56ce,2019-2020,ITA,1. Serie A,6th,Milan,30,13.8,0,6,1,16.7,0.44,0.07,0,8.9,0,0,0
8b95acda,2019-2020,ITA,1. Serie A,15th,Sampdoria,26,30.8,0,23,5,21.7,0.75,0.16,0,9.9,0,0,0
8bc8829a,2019-2020,ITA,1. Serie A,2nd,Inter,17,0.8,0,0,0,NULL,0,0,NULL,NULL,0,0,0
8c3c640c,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,33.9,10,57,18,31.6,1.68,0.53,0.11,20.5,0,4,4
8c63fae5,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,2.6,0,3,0,0,1.16,0,0,17.5,0,0,0
8c65eb5f,2019-2020,ITA,1. Serie A,13th,Udinese,31,18.3,0,17,7,41.2,0.93,0.38,0,27.2,1,0,0
8c725b43,2019-2020,ITA,1. Serie A,10th,Fiorentina,28,31.4,3,34,8,23.5,1.08,0.25,0.09,10.5,0,0,0
