id,season,country,comp_level,lg_finish,squad,age,minutes_90s,cards_yellow,cards_red,fouls,fouled,offsides,crosses,aerials_won,aerials_won_pct
d4a2533d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,18.6,0,0,18,18,4,38,9,25
d4c9725f,2019-2020,ITA,1. Serie A,6th,Milan,21,31.3,10,0,36,71,8,74,42,66.7
d5575935,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,26,10.5,1,0,14,6,1,9,6,30
d5575935,2019-2020,ITA,1. Serie A,4th,Lazio,26,0.4,0,0,1,0,0,0,0,0
d557d734,2019-2020,ENG,1. Premier League,7th,Wolves,27,31.5,1,0,31,22,3,38,107,53.8
d56543a0,2019-2020,ENG,1. Premier League,18th,Bournemouth,25,23,2,0,13,36,1,98,10,27.8
d5dd5f1f,2019-2020,ENG,1. Premier League,8th,Arsenal,30,34.8,3,1,21,23,20,84,37,38.5
d6862409,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,30.2,1,0,48,65,39,22,45,38.5
d6a889ea,2019-2020,ITA,1. Serie A,7th,Napoli,28,2.8,0,0,4,4,0,13,3,60
d6e53a3a,2019-2020,ITA,1. Serie A,1st,Juventus,19,27.2,5,0,32,22,0,1,69,63.9
d705ba44,2019-2020,ITA,1. Serie A,16th,Torino,25,33.4,4,0,76,120,22,50,100,46.7
d70ce98e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,32,4,0,21,89,13,62,6,60
d711d04f,2019-2020,ITA,1. Serie A,17th,Genoa,36,18.7,6,1,17,51,7,13,9,23.1
d733aa38,2019-2020,ESP,1. La Liga,10th,Osasuna,30,30.2,1,0,20,39,2,83,20,41.7
d7492450,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,17.2,0,0,10,0,0,13,33,57.9
d7553721,2019-2020,ENG,1. Premier League,6th,Tottenham,23,16.6,6,0,36,57,0,18,7,22.6
d781d855,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,18,24.8,4,1,25,42,7,68,27,52.9
d7918b13,2019-2020,ITA,1. Serie A,9th,Hellas Verona,23,2.2,1,0,6,2,0,3,2,66.7
d79a8c87,2019-2020,ENG,1. Premier League,8th,Arsenal,23,6.5,1,0,7,2,0,1,16,53.3
d7d32194,2019-2020,ITA,1. Serie A,12th,Bologna,28,2.1,2,0,6,2,1,0,2,13.3
d7d32194,2019-2020,ITA,1. Serie A,17th,Genoa,28,1.7,0,0,3,3,1,0,4,28.6
d80b1835,2019-2020,ITA,1. Serie A,1st,Juventus,20,1,0,0,2,0,0,1,2,100
d83bbc54,2019-2020,ESP,1. La Liga,9th,Valencia,30,30.4,7,0,33,34,4,66,46,59.7
d85c238b,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,23.5,5,0,33,86,11,36,33,44.6
d87e2cae,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,22.3,4,0,27,28,15,10,27,40.3
d8931174,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,38,6,0,36,28,6,1,193,73.7
d93c2511,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,22,19.7,2,0,40,57,0,9,42,59.2
d9565625,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,20,0.7,0,0,1,0,0,2,4,100
d9624b51,2019-2020,ITA,1. Serie A,10th,Fiorentina,27,9.3,3,0,9,16,0,0,27,71.1
d9764034,2019-2020,ESP,1. La Liga,16th,Alavés,25,1,0,0,0,0,0,0,3,75
d97f2e8d,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,20.6,7,0,63,31,3,61,25,35.7
d995ed27,2019-2020,ITA,1. Serie A,6th,Milan,29,14.9,2,0,24,38,4,14,8,29.6
d9ba39fc,2019-2020,ENG,1. Premier League,18th,Bournemouth,26,25.9,6,0,23,27,2,77,37,59.7
da052c14,2019-2020,ENG,1. Premier League,14th,Crystal Palace,27,35,6,0,75,112,9,20,59,25.2
da27e268,2019-2020,ESP,1. La Liga,20th,Espanyol,22,33.4,8,0,96,30,0,21,32,43.8
da5a981b,2019-2020,ITA,1. Serie A,20th,SPAL,27,9.5,1,0,12,11,4,20,5,50
da7b447d,2019-2020,ENG,1. Premier League,6th,Tottenham,23,27,6,0,29,16,1,2,52,60.5
da974c7b,2019-2020,ITA,1. Serie A,7th,Napoli,28,23.4,7,1,42,17,0,4,50,64.9
db092d3b,2019-2020,ITA,1. Serie A,6th,Milan,21,27.6,14,0,55,50,0,9,25,49
db401046,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,26,1,0,0,3,0,0,0,NULL
db4ed67b,2019-2020,GER,1. Bundesliga,2nd,Dortmund,23,6.2,1,0,12,8,0,4,3,37.5
db750822,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,29,13.6,3,0,27,48,8,10,12,25.5
db8f0eba,2019-2020,ESP,1. La Liga,20th,Espanyol,27,15.2,4,0,30,34,1,58,12,24
dbf053da,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,25.4,2,0,12,22,9,46,1,5.6
dc008610,2019-2020,ENG,1. Premier League,15th,Brighton,26,0.8,0,1,1,2,0,1,2,40
dc1c2fce,2019-2020,ITA,1. Serie A,16th,Torino,24,20.3,4,0,32,45,8,38,19,31.7
dc366c36,2019-2020,GER,1. Bundesliga,15th,Augsburg,26,24,2,0,0,2,0,0,0,NULL
dc3fa3b5,2019-2020,ITA,1. Serie A,7th,Napoli,27,10,6,0,28,16,0,4,5,35.7
dc3fa3b5,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,27,13.5,3,0,22,18,0,6,10,37
dc62b55d,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,20,8.3,3,0,22,34,2,5,6,27.3
dc62b55d,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,3.1,0,0,8,7,3,4,6,40
dc6f5bdd,2019-2020,ENG,1. Premier League,8th,Arsenal,24,12.2,5,0,17,4,0,27,37,57.8
dd0daf32,2019-2020,ENG,1. Premier League,8th,Arsenal,30,1.2,1,0,2,2,1,3,2,66.7
dd0daf32,2019-2020,ITA,1. Serie A,5th,Roma,30,17,5,0,21,30,1,18,6,31.6
dd323728,2019-2020,ENG,1. Premier League,1st,Liverpool,18,2.6,1,0,5,2,0,7,5,55.6
dd669209,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,17.6,6,0,35,34,4,32,20,38.5
de0f152c,2019-2020,ENG,1. Premier League,19th,Watford,25,20.2,3,0,33,13,2,60,66,69.5
de39485a,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,25,7,2,0,10,15,2,8,2,16.7
de5b5570,2019-2020,ENG,1. Premier League,17th,Aston Villa,25,20.4,5,0,24,28,0,1,16,32.7
dea698d9,2019-2020,ITA,1. Serie A,1st,Juventus,34,32.4,3,0,27,72,31,33,37,49.3
dee86451,2019-2020,ESP,1. La Liga,15th,Betis,27,9.9,6,1,21,14,0,1,17,60.7
def899bd,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,27,1.5,0,0,3,2,0,1,12,70.6
df10e27c,2019-2020,ENG,1. Premier League,4th,Chelsea,18,2.2,0,0,3,2,0,0,3,37.5
df3cda47,2019-2020,ITA,1. Serie A,11th,Parma,19,32.6,3,0,58,43,6,56,12,26.1
df69b544,2019-2020,ESP,1. La Liga,2nd,Barcelona,28,28.3,2,0,15,24,16,29,24,44.4
df85d472,2019-2020,ITA,1. Serie A,12th,Bologna,28,8.6,6,0,24,19,7,9,49,52.1
df8b52a5,2019-2020,ESP,1. La Liga,15th,Betis,20,31.5,11,0,49,103,1,80,65,63.7
df8e7b62,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,25.1,3,0,20,63,7,73,16,23.9
e0314d87,2019-2020,ITA,1. Serie A,3rd,Atalanta,33,6,1,0,11,1,0,2,11,68.8
e0314d87,2019-2020,ITA,1. Serie A,17th,Genoa,33,14.7,4,0,13,5,0,10,12,48
e06683ca,2019-2020,ENG,1. Premier League,1st,Liverpool,28,38,1,0,18,28,1,0,183,81
e082af5b,2019-2020,ENG,1. Premier League,11th,Southampton,23,10,0,0,0,3,0,0,0,NULL
e0921a4f,2019-2020,ITA,1. Serie A,1st,Juventus,25,23.9,5,0,27,61,6,41,3,25
e0b113a7,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,28.6,13,1,76,45,0,29,51,58.6
e0bc6fdc,2019-2020,ENG,1. Premier League,4th,Chelsea,24,11.4,3,0,6,17,2,34,17,70.8
e12b0b5b,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,28,21.5,6,0,46,27,1,9,20,37
e14ec482,2019-2020,ITA,1. Serie A,12th,Bologna,22,29.8,3,0,44,82,14,100,32,44.4
e1b0a70d,2019-2020,ITA,1. Serie A,10th,Fiorentina,29,6.9,0,0,1,2,0,0,0,NULL
e1cbb531,2019-2020,ESP,1. La Liga,17th,Celta Vigo,24,15.4,1,0,10,30,1,3,8,40
e1cbb531,2019-2020,ITA,1. Serie A,7th,Napoli,24,8.4,0,0,8,17,0,1,2,22.2
e26fcca3,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,7,2,0,11,5,0,1,7,38.9
e2716bd0,2019-2020,ENG,1. Premier League,2nd,Manchester City,33,20.3,0,0,24,28,3,26,8,34.8
e27da244,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,24.7,4,0,23,10,2,2,69,69.7
e27de4fa,2019-2020,GER,1. Bundesliga,14th,Köln,18,14.6,2,0,12,25,0,18,21,41.2
e280527c,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,25,27.8,4,0,23,45,3,65,20,45.5
e288d4b3,2019-2020,ITA,1. Serie A,5th,Roma,28,11.1,5,0,11,14,2,25,12,50
e288d4b3,2019-2020,ESP,1. La Liga,9th,Valencia,28,8.4,1,1,6,5,0,22,2,20
e33c06cf,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,7.1,1,0,6,3,0,1,16,84.2
e33f36d5,2019-2020,ITA,1. Serie A,13th,Udinese,29,24.7,2,0,24,9,0,3,40,51.3
e342ad68,2019-2020,ENG,1. Premier League,1st,Liverpool,27,32,1,0,18,24,20,35,13,21.3
e358587b,2019-2020,ENG,1. Premier League,17th,Aston Villa,36,12,1,0,1,4,0,0,0,NULL
e358587b,2019-2020,ITA,1. Serie A,6th,Milan,36,1,0,1,1,0,0,0,0,NULL
e3756e72,2019-2020,ITA,1. Serie A,3rd,Atalanta,19,0.2,0,0,0,0,0,0,0,NULL
e3a5814e,2019-2020,ENG,1. Premier League,8th,Arsenal,21,15.4,6,1,16,15,0,20,14,51.9
e3cceee6,2019-2020,ITA,1. Serie A,1st,Juventus,21,4.6,1,0,5,0,1,0,22,78.6
e3fabb0a,2019-2020,ESP,1. La Liga,20th,Espanyol,27,19.1,3,0,22,18,14,24,31,42.5
e42d61c7,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,30.2,5,0,27,56,2,89,18,46.2
e46012d4,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,31,3,0,32,38,3,143,18,45
e49ce451,2019-2020,ESP,1. La Liga,17th,Celta Vigo,25,21.9,6,0,50,23,0,5,76,66.1
e514ab62,2019-2020,ENG,1. Premier League,17th,Aston Villa,23,25.5,4,0,31,19,0,55,32,46.4
e5478b87,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,5.4,1,0,5,3,3,9,12,33.3
e54bd0a2,2019-2020,ESP,1. La Liga,16th,Alavés,31,14.9,6,1,46,25,0,4,45,68.2
e5649a78,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,25,14.1,3,0,31,24,0,24,5,33.3
e58a03c6,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,9.4,2,0,8,13,2,5,23,33.3
e58cbfd5,2019-2020,ITA,1. Serie A,17th,Genoa,17,1.2,0,0,0,3,0,1,0,NULL
e599253a,2019-2020,ITA,1. Serie A,3rd,Atalanta,24,26.9,6,0,39,32,1,17,47,51.1
e5a35ae9,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,14.1,3,0,19,14,6,5,10,23.8
e5a76dfe,2019-2020,ENG,1. Premier League,9th,Sheffield Utd,22,36,2,0,0,3,0,0,1,100
e5bf73f3,2019-2020,ITA,1. Serie A,3rd,Atalanta,20,2.1,0,0,5,7,1,1,4,26.7
e5bf73f3,2019-2020,ITA,1. Serie A,12th,Bologna,20,15,1,0,24,16,2,27,11,37.9
e5d01ecf,2019-2020,ENG,1. Premier League,19th,Watford,28,24.9,5,0,32,16,1,56,21,67.7
e5f63987,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,8.5,2,0,9,9,5,4,21,43.8
e61b8aee,2019-2020,ENG,1. Premier League,8th,Arsenal,26,28.7,10,0,65,38,0,13,51,49.5
e63e122d,2019-2020,ITA,1. Serie A,12th,Bologna,19,0.8,0,0,4,0,0,0,3,60
e6bc67d7,2019-2020,ESP,1. La Liga,9th,Valencia,22,14.1,3,0,18,53,6,28,4,21.1
e6c15f6e,2019-2020,GER,1. Bundesliga,8th,Freiburg,20,0.4,0,0,0,1,0,2,0,0
e6c43eec,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,22.9,7,1,49,14,5,3,60,65.9
e74f0e59,2019-2020,ITA,1. Serie A,16th,Torino,31,24.9,2,0,37,16,7,67,59,59.6
e778654a,2019-2020,ESP,1. La Liga,7th,Granada,21,26.3,14,0,101,61,4,5,69,56.6
e7ab4179,2019-2020,ESP,1. La Liga,8th,Getafe,24,3,0,0,10,2,0,3,12,85.7
e7ab4179,2019-2020,ESP,1. La Liga,12th,Levante,24,9,4,0,8,7,0,0,20,54.1
e7ca0439,2019-2020,ENG,1. Premier League,14th,Crystal Palace,30,17.6,5,0,16,12,1,0,75,77.3
e7d22eae,2019-2020,GER,1. Bundesliga,15th,Augsburg,29,5.3,1,0,13,4,0,0,3,60
e7d59f4f,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,23.4,3,0,19,74,7,20,7,22.6
e7fcf289,2019-2020,GER,1. Bundesliga,5th,Leverkusen,16,4.1,0,0,7,2,1,8,0,0
e82adcab,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,2,0,0,1,6,0,1,1,100
e85fb9b8,2019-2020,ITA,1. Serie A,1st,Juventus,34,2.2,0,0,4,2,0,0,4,66.7
e8832875,2019-2020,ENG,1. Premier League,19th,Watford,17,0.3,0,0,1,1,0,3,2,40
e897d8ba,2019-2020,ESP,1. La Liga,14th,Eibar,29,19.6,2,0,46,32,14,19,108,38.3
e8c930bb,2019-2020,ITA,1. Serie A,10th,Fiorentina,30,17.6,3,1,26,22,0,2,11,42.3
e9254eec,2019-2020,ENG,1. Premier League,20th,Norwich City,27,14,4,0,15,20,0,1,44,73.3
e94d79e3,2019-2020,ITA,1. Serie A,10th,Fiorentina,32,26.2,10,1,24,18,0,10,32,59.3
e97fd090,2019-2020,ENG,1. Premier League,4th,Chelsea,23,2.3,0,0,2,3,0,1,1,20
e9971f2d,2019-2020,ENG,1. Premier League,6th,Tottenham,20,5.8,1,0,10,5,0,2,19,65.5
e9ada8cf,2019-2020,ESP,1. La Liga,16th,Alavés,17,1,0,0,1,0,0,2,1,100
ea003d07,2019-2020,GER,1. Bundesliga,5th,Leverkusen,24,0,0,0,0,0,0,0,0,0
ea06dd97,2019-2020,ITA,1. Serie A,16th,Torino,27,14.2,3,0,25,18,0,41,11,57.9
ea6bc03a,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,30.1,3,0,32,20,0,4,110,65.9
ea83bfa6,2019-2020,ESP,1. La Liga,7th,Granada,25,35,3,0,0,3,0,0,0,NULL
ea9b2ef9,2019-2020,ESP,1. La Liga,7th,Granada,32,25.5,12,1,35,26,0,2,73,55.7
eac044ad,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,8.5,4,0,25,23,4,10,10,30.3
eac044ad,2019-2020,ESP,1. La Liga,4th,Sevilla,27,0.3,0,0,0,0,0,1,1,50
ead61f73,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,8.7,2,0,11,18,1,22,9,30
eaeca114,2019-2020,ENG,1. Premier League,18th,Bournemouth,24,27.8,2,0,12,18,3,2,64,52.5
eb2fe5b6,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,14,1,0,32,38,3,33,28,41.2
eb3dd471,2019-2020,ESP,1. La Liga,16th,Alavés,25,18.2,3,0,25,15,2,36,11,33.3
eb58eef0,2019-2020,ENG,1. Premier League,1st,Liverpool,28,32.6,0,0,20,42,1,6,37,41.1
eb7822d7,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,30,17.6,3,0,33,19,0,2,27,60
ecc77652,2019-2020,ESP,1. La Liga,12th,Levante,21,0.4,0,0,3,1,0,0,0,0
eccbe56a,2019-2020,ITA,1. Serie A,8th,Sassuolo,27,18.1,6,0,40,54,3,5,11,32.4
ecd8c01e,2019-2020,ESP,1. La Liga,12th,Levante,28,20.8,5,0,32,56,2,36,19,48.7
ed1e53f3,2019-2020,ENG,1. Premier League,2nd,Manchester City,19,10,0,0,11,21,1,22,8,32
ed5c5fa3,2019-2020,ESP,1. La Liga,17th,Celta Vigo,20,20.3,2,1,16,17,1,6,8,20.5
ed6ea4d9,2019-2020,ESP,1. La Liga,7th,Granada,26,23.7,5,0,47,46,12,76,19,32.8
ed9f7cfe,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,26.6,6,1,45,47,11,80,27,46.6
eda40760,2019-2020,ITA,1. Serie A,5th,Roma,33,30.4,6,0,34,31,3,81,44,57.9
ee251371,2019-2020,ITA,1. Serie A,6th,Milan,20,7.6,4,1,12,10,0,18,3,18.8
ee38d9c5,2019-2020,ENG,1. Premier League,5th,Leicester City,22,29.2,4,0,40,98,4,65,6,17.1
ee4f2f3b,2019-2020,ITA,1. Serie A,15th,Sampdoria,36,25.3,2,0,22,36,21,29,31,37.3
ee833569,2019-2020,ITA,1. Serie A,20th,SPAL,30,26,2,0,0,8,0,0,0,0
ee8508c0,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,37.7,0,0,0,8,0,0,0,NULL
ee923664,2019-2020,ESP,1. La Liga,17th,Celta Vigo,26,14.7,6,0,23,27,1,21,19,40.4
ee93c1a9,2019-2020,ITA,1. Serie A,1st,Juventus,25,17.5,6,0,33,30,5,28,6,54.5
ef322658,2019-2020,ESP,1. La Liga,15th,Betis,32,22.7,9,0,33,23,1,9,14,33.3
ef619b0b,2019-2020,ITA,1. Serie A,1st,Juventus,28,11.7,2,0,21,20,2,13,14,63.6
ef94dc2f,2019-2020,ITA,1. Serie A,9th,Hellas Verona,30,14.4,3,0,35,31,17,9,29,39.2
f03f284b,2019-2020,ESP,1. La Liga,20th,Espanyol,29,27.3,5,1,37,27,1,5,68,56.2
f058ed1f,2019-2020,ITA,1. Serie A,8th,Sassuolo,38,5,0,0,0,0,0,0,0,NULL
f08490a6,2019-2020,ENG,1. Premier League,18th,Bournemouth,22,7,0,0,0,6,5,6,3,23.1
f090a37a,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,5.7,1,0,15,20,0,0,0,0
f0da930c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,19.5,2,0,15,17,2,0,55,76.4
f0f7f62f,2019-2020,ITA,1. Serie A,3rd,Atalanta,24,32,3,0,0,10,0,0,0,NULL
f1bed920,2019-2020,ESP,1. La Liga,18th,Leganés,25,21.5,6,1,42,37,2,74,21,30.4
f1bed920,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,0.1,0,0,1,0,0,0,1,100
f1cfc209,2019-2020,ITA,1. Serie A,16th,Torino,31,30,10,0,77,59,1,23,67,67
f1f1f238,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,30.4,7,0,48,16,0,4,92,55.1
f2308b33,2019-2020,ESP,1. La Liga,18th,Leganés,25,30.9,13,1,45,37,4,99,36,45.6
f23f9d20,2019-2020,ENG,1. Premier League,20th,Norwich City,31,36,4,0,1,5,0,0,0,NULL
f25b010f,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,30,29.1,8,0,21,19,2,16,68,57.6
f25c8e3a,2019-2020,ENG,1. Premier League,1st,Liverpool,24,9.1,1,0,12,14,1,7,8,53.3
f26834c7,2019-2020,GER,1. Bundesliga,13th,Mainz 05,27,19.2,3,0,36,57,11,25,54,37.8
f2bf1b0f,2019-2020,ENG,1. Premier League,11th,Southampton,23,12.3,0,0,20,23,10,12,29,25.2
f2c6ac01,2019-2020,ESP,1. La Liga,19th,Mallorca,23,35.4,6,0,23,11,1,6,52,54.7
f2dd9a21,2019-2020,GER,1. Bundesliga,15th,Augsburg,24,9.8,3,0,16,7,0,1,9,50
f35430a4,2019-2020,GER,1. Bundesliga,12th,Schalke 04,26,15.2,2,0,22,2,0,0,38,59.4
f3b1d9a2,2019-2020,ESP,1. La Liga,8th,Getafe,23,0.7,0,0,3,4,0,0,1,50
f4290206,2019-2020,ENG,1. Premier League,4th,Chelsea,28,15.9,4,0,18,17,2,51,42,57.5
f45f9427,2019-2020,ITA,1. Serie A,10th,Fiorentina,25,27.6,8,1,59,34,4,113,28,50
f4e433d4,2019-2020,ENG,1. Premier League,15th,Brighton,18,6.5,2,0,13,20,0,13,4,33.3
f4e433d4,2019-2020,ENG,1. Premier League,4th,Chelsea,18,0.4,0,0,0,1,0,0,0,NULL
f4ec4fd0,2019-2020,ITA,1. Serie A,10th,Fiorentina,32,6.7,2,0,13,23,4,3,21,35.6
f503ea63,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,26.5,8,0,47,61,0,5,30,58.8
f554e29b,2019-2020,ITA,1. Serie A,14th,Cagliari,25,16,1,0,0,1,0,0,0,NULL
f573a8bf,2019-2020,ENG,1. Premier League,19th,Watford,23,0.8,1,0,2,2,0,1,1,12.5
f586779e,2019-2020,ENG,1. Premier League,4th,Chelsea,21,24.6,2,0,20,30,23,10,67,37.9
f5a00fa4,2019-2020,ENG,1. Premier League,7th,Wolves,32,34.5,7,0,50,33,3,80,18,38.3
f5deef4c,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,25,34.4,6,0,26,9,0,1,95,66
f61c7c4e,2019-2020,ITA,1. Serie A,10th,Fiorentina,36,15.7,3,0,22,45,3,19,4,19
f63d8a4b,2019-2020,ENG,1. Premier League,20th,Norwich City,21,27.7,6,0,44,76,3,16,16,27.6
f6798fc3,2019-2020,ESP,1. La Liga,4th,Sevilla,28,5.5,1,0,0,1,0,0,0,NULL
f6a06749,2019-2020,ITA,1. Serie A,1st,Juventus,29,0.2,0,0,0,0,0,0,0,NULL
f6ac68c1,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,28,22,6,0,16,14,0,0,60,70.6
f6bdc830,2019-2020,GER,1. Bundesliga,11th,Union Berlin,22,21.5,6,1,19,29,1,1,64,58.7
f7036e1c,2019-2020,ITA,1. Serie A,2nd,Inter,21,27.2,8,1,55,88,22,23,26,29.5
f7223718,2019-2020,ITA,1. Serie A,4th,Lazio,26,18.6,2,1,12,10,0,6,14,36.8
f72293fc,2019-2020,ENG,1. Premier League,10th,Burnley,28,6.9,0,0,9,4,1,27,9,39.1
f76e6b4e,2019-2020,ENG,1. Premier League,1st,Liverpool,32,9.7,1,0,0,2,0,0,0,NULL
f7aa75bd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,27,15.5,1,0,12,17,1,49,14,51.9
f7c12fbf,2019-2020,ESP,1. La Liga,9th,Valencia,19,5.5,3,0,11,9,0,1,6,35.3
f7dc2ae5,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,16.8,4,0,13,12,0,6,72,70.6
f7e2af2c,2019-2020,ITA,1. Serie A,14th,Cagliari,18,4.1,5,2,5,3,0,0,8,72.7
f833a830,2019-2020,ENG,1. Premier League,1st,Liverpool,24,2.8,0,0,6,5,0,4,5,50
f86cabbd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,16.2,3,0,20,9,0,3,42,68.9
f874dd44,2019-2020,ENG,1. Premier League,8th,Arsenal,24,12.9,2,0,15,4,1,22,13,43.3
f8d41a8c,2019-2020,ITA,1. Serie A,13th,Udinese,17,0,0,0,0,0,0,0,0,NULL
f8eca1b6,2019-2020,ESP,1. La Liga,13th,Valladolid,22,26,4,0,43,62,19,9,115,42.4
f8fcd2a5,2019-2020,ENG,1. Premier League,5th,Leicester City,31,37.6,8,1,41,27,2,5,141,70.1
f91e81c9,2019-2020,ITA,1. Serie A,13th,Udinese,28,31,5,0,12,9,1,104,10,30.3
f93e6e94,2019-2020,GER,1. Bundesliga,8th,Freiburg,30,27.1,1,0,10,17,12,9,80,38.1
f972644c,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,25.3,2,0,34,45,3,38,23,39
f9acca3a,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,21.1,6,1,33,26,1,20,31,50
f9acf8bf,2019-2020,ESP,1. La Liga,19th,Mallorca,22,15.1,4,0,23,19,0,54,7,38.9
f9e7c4ac,2019-2020,GER,1. Bundesliga,15th,Augsburg,30,10.7,1,0,13,10,6,2,16,25
fa031b34,2019-2020,ENG,1. Premier League,12th,Everton,22,34.1,8,0,47,79,17,35,68,35.1
fa274d97,2019-2020,GER,1. Bundesliga,2nd,Dortmund,26,6.6,0,0,12,5,4,16,2,50
fa661778,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,15.7,2,1,15,21,1,33,20,43.5
fb5d47b3,2019-2020,ESP,1. La Liga,5th,Villarreal,28,21.8,2,0,36,13,0,23,44,53
fb77bfef,2019-2020,ITA,1. Serie A,20th,SPAL,23,13.2,2,1,13,2,1,1,27,77.1
fb77bfef,2019-2020,ITA,1. Serie A,16th,Torino,23,2.7,0,0,4,1,0,0,5,50
fbbc8e15,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,4.2,1,0,3,11,0,9,13,41.9
fbd6378b,2019-2020,ESP,1. La Liga,15th,Betis,27,28.6,9,0,30,18,5,3,53,56.4
fc027d02,2019-2020,ENG,1. Premier League,5th,Leicester City,18,3,0,0,1,5,0,13,3,23.1
fc15fb84,2019-2020,ENG,1. Premier League,10th,Burnley,19,37.1,5,0,36,46,0,130,27,50
fc4f85b1,2019-2020,ITA,1. Serie A,2nd,Inter,33,18.1,5,0,32,16,3,5,56,60.9
fcab00a0,2019-2020,ENG,1. Premier League,17th,Aston Villa,28,17,4,0,19,24,4,45,11,52.4
fce2302c,2019-2020,ENG,1. Premier League,8th,Arsenal,22,11,2,0,8,14,0,36,10,50
fd51b456,2019-2020,ESP,1. La Liga,1st,Real Madrid,28,9.4,1,0,28,15,2,44,4,40
fd53759d,2019-2020,GER,1. Bundesliga,14th,Köln,17,6.2,2,0,7,10,2,10,6,46.2
fd771f95,2019-2020,ESP,1. La Liga,2nd,Barcelona,28,4.5,1,0,8,7,1,4,6,60
fd771f95,2019-2020,ESP,1. La Liga,18th,Leganés,28,21.5,3,0,32,34,9,10,49,41.9
fdd60087,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,12,1,0,9,17,1,36,21,51.2
fe012aca,2019-2020,ITA,1. Serie A,8th,Sassuolo,22,27.9,0,0,15,65,10,35,5,29.4
fe471a89,2019-2020,ITA,1. Serie A,19th,Brescia,24,5.9,0,0,0,0,0,0,0,NULL
fe641c1a,2019-2020,GER,1. Bundesliga,2nd,Dortmund,27,9.2,4,0,25,12,1,1,22,61.1
fed17f5a,2019-2020,ESP,1. La Liga,9th,Valencia,22,23,4,0,25,26,1,14,17,50
fed7cb61,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,27.3,3,0,29,42,12,28,43,41
ff182fdc,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,3,0,0,4,1,5,2,5,41.7
