id,season,country,comp_level,lg_finish,squad,age,games,mnts,minutes_per_game,minutes_pct,minutes_90s,games_starts,games_complete,games_subs,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_wowy
bfdb33aa,2019-2020,ENG,1. Premier League,19th,Watford,21,28,2028,72,59.3,22.5,22,14,6,2,0.96,24,35,-11,0.61
c00097d2,2019-2020,ESP,1. La Liga,12th,Levante,24,4,191,48,5.6,2.1,2,2,2,7,1.75,3,4,-1,-0.33
c05dfb74,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,31,2382,77,69.6,26.5,26,13,5,0,1.35,30,29,1,-0.14
c0617e2b,2019-2020,ENG,1. Premier League,8th,Arsenal,22,24,1692,71,49.5,18.8,18,6,6,4,1.75,29,21,8,0.43
c067631c,2019-2020,ENG,1. Premier League,16th,West Ham,26,27,2237,83,65.4,24.9,25,23,2,1,1.11,35,39,-4,0.52
c0c7ff58,2019-2020,ITA,1. Serie A,7th,Napoli,23,33,2684,81,78.5,29.8,30,22,3,4,1.76,48,38,10,0.21
c14bc029,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,35,3072,88,89.8,34.1,35,31,0,1,1.86,45,25,20,-0.45
c17bfb65,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,22,38,2683,71,78.5,29.8,32,11,6,0,1.16,23,46,-23,-1.14
c18d22f5,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,32,9,769,85,25.1,8.5,9,8,0,6,1.78,16,10,6,1.37
c1949191,2019-2020,ENG,1. Premier League,12th,Everton,17,4,300,75,8.8,3.3,2,2,2,5,1,3,5,-2,-0.31
c1b7847c,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,22,29,2115,73,69.1,23.5,26,16,3,2,2.14,60,24,36,0.77
c2009df3,2019-2020,GER,1. Bundesliga,14th,Köln,29,29,2433,84,79.5,27,28,25,1,2,1.1,41,54,-13,0.24
c2111b45,2019-2020,ESP,1. La Liga,7th,Granada,22,11,629,57,18.4,7,7,6,4,4,1.55,10,6,4,0.48
c2111b45,2019-2020,ENG,1. Premier League,7th,Wolves,22,2,163,82,4.8,1.8,1,1,1,10,0.5,3,6,-3,-2.04
c2211709,2019-2020,GER,1. Bundesliga,14th,Köln,24,32,2672,84,87.3,29.7,31,26,1,2,1.09,47,61,-14,0.46
c235e803,2019-2020,ITA,1. Serie A,6th,Milan,19,9,680,76,19.9,7.6,6,5,3,28,2,16,8,8,0.76
c261b5dd,2019-2020,ESP,1. La Liga,14th,Eibar,20,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
c316607a,2019-2020,ITA,1. Serie A,7th,Napoli,29,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
c316607a,2019-2020,ITA,1. Serie A,8th,Sassuolo,29,9,707,79,20.7,7.9,8,6,1,5,1.33,17,16,1,-0.04
c375dfa5,2019-2020,ITA,1. Serie A,18th,Lecce,28,12,553,46,16.2,6.1,6,3,6,6,0.67,8,17,-9,-0.71
c3e39f12,2019-2020,ENG,1. Premier League,11th,Southampton,31,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
c3ee18ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,19,920,48,30.1,10.2,10,6,9,2,2.68,30,10,20,-0.06
c40b6180,2019-2020,ENG,1. Premier League,15th,Brighton,24,31,2668,86,78,29.6,31,29,0,5,1.06,29,44,-15,-0.51
c41f7379,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,34,4,360,90,11.8,4,4,4,0,30,1.5,6,4,2,0.57
c4e87b8b,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,32,2739,86,89.5,30.4,30,27,2,0,1.34,42,40,2,0.07
c50cee19,2019-2020,ITA,1. Serie A,12th,Bologna,19,26,760,29,22.2,8.4,7,0,19,8,1.12,11,14,-3,-0.02
c56dc39e,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,33,2608,79,76.3,29,29,27,4,2,1.97,67,39,28,-1.47
c596fcb0,2019-2020,ENG,1. Premier League,18th,Bournemouth,27,35,2908,83,85,32.3,32,27,3,0,0.89,36,53,-17,0.88
c5adc293,2019-2020,ITA,1. Serie A,7th,Napoli,28,9,376,42,11,4.2,3,2,6,15,2.11,8,5,3,0.48
c5b7c315,2019-2020,ENG,1. Premier League,12th,Everton,26,31,2559,83,74.8,28.4,28,28,3,6,1.39,32,42,-10,-0.14
c6608135,2019-2020,GER,1. Bundesliga,14th,Köln,19,1,21,21,0.7,0.2,0,0,1,1,0,1,0,1,4.85
c67cd65c,2019-2020,ESP,1. La Liga,12th,Levante,25,29,2610,90,76.3,29,29,29,0,1,1.28,36,38,-2,0.38
c691bfe2,2019-2020,ENG,1. Premier League,1st,Liverpool,27,35,2747,78,80.3,30.5,31,19,4,1,2.57,66,28,38,-0.63
c6e8cf1f,2019-2020,ITA,1. Serie A,16th,Torino,22,30,1861,62,54.4,20.7,20,14,10,3,1.07,20,39,-19,-0.75
c707411f,2019-2020,ITA,1. Serie A,7th,Napoli,28,26,2176,84,63.6,24.2,25,22,1,6,1.85,39,32,7,0
c7259b83,2019-2020,ITA,1. Serie A,13th,Udinese,22,26,2050,79,59.9,22.8,24,18,2,1,1.08,20,31,-11,-0.29
c730da00,2019-2020,ITA,1. Serie A,5th,Roma,22,6,257,43,7.5,2.9,2,1,4,21,3,7,2,5,1.15
c7429db3,2019-2020,ESP,1. La Liga,10th,Osasuna,26,14,537,38,15.7,6,5,0,9,5,1.14,7,9,-2,-0.15
c77a8043,2019-2020,ESP,1. La Liga,7th,Granada,27,36,2563,71,74.9,28.5,27,19,9,0,1.39,43,31,12,0.95
c78b352d,2019-2020,ESP,1. La Liga,9th,Valencia,20,4,259,65,7.6,2.9,3,2,1,21,1,5,6,-1,-0.18
c8387671,2019-2020,ENG,1. Premier League,1st,Liverpool,16,2,8,4,0.2,0.1,0,0,2,10,3,0,0,0,-1.37
c89e8aae,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,31,8,720,90,23.5,8,8,8,0,26,1.25,5,8,-3,-0.57
c8aa95da,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,27,22,1672,76,48.9,18.6,18,15,4,10,0.82,14,38,-24,-1.5
c8c0dccd,2019-2020,ITA,1. Serie A,1st,Juventus,19,0,NULL,NULL,NULL,NULL,0,0,0,2,NULL,NULL,NULL,NULL,NULL
c8c60119,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,23,19,1491,78,48.7,16.6,18,13,1,11,1.16,30,35,-5,-0.53
c92e1a31,2019-2020,ENG,1. Premier League,5th,Leicester City,22,20,960,48,28.1,10.7,12,2,8,9,1.3,18,9,9,0.22
c931d9f9,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,33,2287,69,66.9,25.4,26,15,7,4,1.67,33,29,4,-1.91
c951a6df,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,24,29,2223,77,65,24.7,26,20,3,2,1.34,27,32,-5,0.93
c9cb972b,2019-2020,ESP,1. La Liga,9th,Valencia,28,15,1324,88,38.7,14.7,14,14,1,23,1.27,19,23,-4,-0.14
c9e39d91,2019-2020,ESP,1. La Liga,17th,Celta Vigo,22,31,1477,48,43.2,16.4,15,4,16,5,0.97,18,25,-7,-0.19
ca618d23,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,34,2485,73,81.2,27.6,28,12,6,0,1.41,39,40,-1,-0.35
ca6edaa0,2019-2020,ESP,1. La Liga,19th,Mallorca,14,1,8,8,0.2,0.1,0,0,1,9,0,0,0,0,0.66
ca8033cb,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,31,2643,85,86.4,29.4,31,27,0,2,2.03,77,30,47,2.25
cac2537b,2019-2020,ESP,1. La Liga,12th,Levante,24,30,2114,70,61.8,23.5,23,16,7,2,1.33,35,34,1,0.52
caffaf5a,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,14,1187,85,34.7,13.2,13,13,1,2,1.36,22,20,2,0.92
caffaf5a,2019-2020,ENG,1. Premier League,11th,Southampton,30,8,560,70,16.4,6.2,6,6,2,15,1,5,18,-13,-2.22
cb574619,2019-2020,ESP,1. La Liga,17th,Celta Vigo,28,27,1965,73,57.5,21.8,22,19,5,4,0.93,14,25,-11,-0.44
cbac6ec9,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,13,1125,87,36.8,12.5,12,12,1,18,0.92,13,25,-12,-0.54
cbdf7d5c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,22,1,8,8,0.2,0.1,0,0,1,1,1,0,0,0,-0.63
cc2d7ad5,2019-2020,ENG,1. Premier League,10th,Burnley,25,24,1945,81,56.9,21.6,22,20,2,6,1.63,24,18,6,1.07
cc3b8e78,2019-2020,ENG,1. Premier League,7th,Wolves,17,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
cc700722,2019-2020,ITA,1. Serie A,7th,Napoli,28,23,1280,56,37.4,14.2,16,8,7,5,1.52,20,20,0,-0.46
cc86b9a3,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,24,1512,63,49.4,16.8,17,9,7,1,2.46,46,13,33,-0.07
cce181df,2019-2020,ESP,1. La Liga,9th,Valencia,26,27,1807,67,52.8,20.1,21,15,6,5,1.22,21,30,-9,-0.56
cce9f582,2019-2020,ITA,1. Serie A,19th,Brescia,23,2,115,58,3.4,1.3,1,1,1,9,1.5,0,4,-4,-2.04
cce9f582,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,8,145,18,4.2,1.6,1,0,7,7,1.88,5,5,0,-0.16
cd0fa27b,2019-2020,ITA,1. Serie A,6th,Milan,25,35,2704,77,79.1,30,34,19,1,0,1.69,51,41,10,-0.55
cd1acf9d,2019-2020,ENG,1. Premier League,1st,Liverpool,20,38,3175,84,92.8,35.3,35,31,3,0,2.61,80,31,49,0.29
cd4256d3,2019-2020,ENG,1. Premier League,4th,Chelsea,16,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
cd82452e,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,15,702,47,22.9,7.8,8,3,7,11,1.27,7,17,-10,-0.98
cda0b317,2019-2020,ESP,1. La Liga,15th,Betis,29,33,2887,87,84.4,32.1,33,32,0,4,1.15,41,48,-7,0.63
cde3309f,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,0,NULL,NULL,NULL,NULL,0,0,0,37,NULL,NULL,NULL,NULL,NULL
ce17b5eb,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,29,22,1980,90,64.7,22,22,22,0,1,1.64,40,38,2,0.34
ce30bfc8,2019-2020,ITA,1. Serie A,2nd,Inter,25,24,1797,75,52.5,20,21,11,3,4,2.25,48,23,25,0.14
ce4246f5,2019-2020,ENG,1. Premier League,4th,Chelsea,24,28,2344,84,68.5,26,25,24,3,7,1.71,47,37,10,-0.03
ce5143da,2019-2020,ENG,1. Premier League,19th,Watford,28,18,822,46,24,9.1,8,4,10,2,0.56,9,15,-6,0.11
ce8039aa,2019-2020,ESP,1. La Liga,20th,Espanyol,18,6,182,30,5.3,2,2,0,4,3,0.17,1,0,1,1.38
cea4ee8f,2019-2020,ENG,1. Premier League,6th,Tottenham,23,25,1847,74,54,20.5,21,12,4,3,1.4,31,25,6,-0.17
cee31595,2019-2020,ENG,1. Premier League,14th,Crystal Palace,31,37,3090,84,90.4,34.3,37,22,0,0,1.16,30,38,-8,2.77
cf007308,2019-2020,ITA,1. Serie A,7th,Napoli,19,26,1134,44,33.2,12.6,12,4,14,11,2.04,25,16,9,0.64
cf043a33,2019-2020,ITA,1. Serie A,5th,Roma,18,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
cf1c23d8,2019-2020,ITA,1. Serie A,2nd,Inter,33,3,270,90,7.9,3,3,3,0,33,1.5,7,6,1,-0.92
cf623c78,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,27,9,511,57,16.7,5.7,6,2,3,20,0.56,5,8,-3,-0.6
cfbf9881,2019-2020,ITA,1. Serie A,12th,Bologna,24,20,1507,75,44.1,16.7,16,13,4,14,1.2,22,31,-9,-0.35
d0042ab9,2019-2020,ENG,1. Premier League,12th,Everton,22,27,2054,76,60.1,22.8,24,22,3,7,1.52,30,34,-4,0.35
d023d70f,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,28,2019,72,59,22.4,22,14,6,4,1.07,31,43,-12,-0.21
d04b94db,2019-2020,ESP,1. La Liga,2nd,Barcelona,25,32,2097,66,61.3,23.3,24,18,8,3,2.09,50,25,25,-0.49
d0706b27,2019-2020,ENG,1. Premier League,4th,Chelsea,19,0,NULL,NULL,NULL,NULL,0,0,0,3,NULL,NULL,NULL,NULL,NULL
d080ed5e,2019-2020,ESP,1. La Liga,6th,Real Sociedad,23,36,3139,87,91.8,34.9,35,30,1,0,1.56,52,43,9,0.58
d0b3ceb9,2019-2020,ENG,1. Premier League,19th,Watford,36,38,3420,90,100,38,38,38,0,0,0.89,36,64,-28,NULL
d0d8dd44,2019-2020,ITA,1. Serie A,2nd,Inter,27,34,2830,83,82.7,31.4,32,30,2,3,2.06,61,32,29,-1.52
d0dbca9f,2019-2020,ITA,1. Serie A,15th,Sampdoria,25,12,1005,84,29.4,11.2,11,10,1,7,1.17,11,13,-2,0.38
d0f72bf1,2019-2020,ENG,1. Premier League,7th,Wolves,22,3,185,62,5.4,2.1,2,2,1,30,1.33,1,2,-1,-0.82
d1273f09,2019-2020,GER,1. Bundesliga,12th,Schalke 04,31,28,2293,82,74.9,25.5,26,16,2,0,1.29,26,42,-16,-0.16
d1661819,2019-2020,GER,1. Bundesliga,12th,Schalke 04,30,34,3015,89,98.5,33.5,33,33,1,0,1.15,38,57,-19,1.43
d183e9d6,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,28,2259,81,66.1,25.1,26,22,2,9,1,26,44,-18,-0.79
d1b060e2,2019-2020,ESP,1. La Liga,19th,Mallorca,26,20,279,14,8.2,3.1,0,0,20,10,0.35,1,7,-6,-1.39
d1b49282,2019-2020,ITA,1. Serie A,15th,Sampdoria,23,24,1865,78,54.5,20.7,21,17,3,8,1.38,30,35,-5,0.45
d2110326,2019-2020,ESP,1. La Liga,9th,Valencia,22,21,1444,69,42.2,16,15,14,6,10,1.67,20,23,-3,0
d2416c2e,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,25,22,1222,56,39.9,13.6,12,8,10,2,1.77,42,16,26,1.03
d2424d1b,2019-2020,ENG,1. Premier League,5th,Leicester City,22,27,2373,88,69.4,26.4,27,25,0,1,1.67,48,26,22,0.49
d248cd8f,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,28,2357,84,77,26.2,27,24,1,0,1.86,66,32,34,0.02
d2aea9ac,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,2,6,3,0.2,0.1,0,0,2,17,1,0,0,0,-0.63
d2c580ce,2019-2020,GER,1. Bundesliga,8th,Freiburg,19,3,174,58,5.7,1.9,2,0,1,7,1,5,3,2,1.07
d2ed99b4,2019-2020,ESP,1. La Liga,12th,Levante,17,1,2,2,0.1,0,0,0,1,4,3,1,0,1,45.18
d3112d86,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,21,32,2808,88,91.8,31.2,32,28,0,0,0.53,33,64,-31,1.15
d37b0350,2019-2020,ITA,1. Serie A,14th,Cagliari,30,2,45,23,1.3,0.5,1,0,1,0,0,0,0,0,0.11
d38fdf53,2019-2020,ESP,1. La Liga,10th,Osasuna,21,36,2979,83,87.1,33.1,32,30,4,1,1.33,41,48,-7,-0.01
d3b888e3,2019-2020,ITA,1. Serie A,14th,Cagliari,23,11,469,43,13.7,5.2,4,3,7,13,1.45,10,10,0,0.12
d3ce0e89,2019-2020,ENG,1. Premier League,5th,Leicester City,26,0,NULL,NULL,NULL,NULL,0,0,0,38,NULL,NULL,NULL,NULL,NULL
d3d758d8,2019-2020,ITA,1. Serie A,17th,Genoa,34,17,1107,65,32.4,12.3,13,5,4,2,1.12,19,22,-3,0.65
d3de9af0,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,28,2026,72,59.2,22.5,25,12,3,0,2.25,60,29,31,0.15
d4535821,2019-2020,ITA,1. Serie A,4th,Lazio,26,15,942,63,27.5,10.5,10,7,5,9,2.4,26,12,14,0.5
d4931a5a,2019-2020,ITA,1. Serie A,5th,Roma,31,15,571,38,16.7,6.3,6,3,9,16,1.53,16,10,6,0.31
d4a2533d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,30,1670,56,54.6,18.6,19,3,11,4,1.4,28,25,3,0.23
d4c9725f,2019-2020,ITA,1. Serie A,6th,Milan,21,33,2817,85,82.4,31.3,32,29,1,1,1.79,58,38,20,1.09
d5575935,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,26,13,941,72,30.8,10.5,12,2,1,2,1.08,11,14,-3,0.9
d5575935,2019-2020,ITA,1. Serie A,4th,Lazio,26,3,33,11,1,0.4,0,0,3,13,2,1,0,1,1.77
d557d734,2019-2020,ENG,1. Premier League,7th,Wolves,27,36,2839,79,83,31.5,32,26,4,1,1.64,45,31,14,0.91
d56543a0,2019-2020,ENG,1. Premier League,18th,Bournemouth,25,28,2067,74,60.4,23,21,19,7,0,0.93,22,35,-13,0.23
d5dd5f1f,2019-2020,ENG,1. Premier League,8th,Arsenal,30,36,3136,87,91.7,34.8,35,31,1,0,1.5,51,44,7,-0.12
d6862409,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,33,2720,82,88.9,30.2,31,18,2,0,1.09,41,54,-13,0.89
d6a889ea,2019-2020,ITA,1. Serie A,7th,Napoli,28,4,256,64,7.5,2.8,3,2,1,9,1.75,7,2,5,1.59
d6e53a3a,2019-2020,ITA,1. Serie A,1st,Juventus,19,29,2450,84,71.6,27.2,26,25,3,6,2.24,54,31,23,-0.08
d705ba44,2019-2020,ITA,1. Serie A,16th,Torino,25,36,3008,84,88,33.4,34,30,2,0,0.94,38,60,-22,-0.66
d70ce98e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,33,2880,87,84.2,32,32,31,1,0,2.18,72,30,42,0.31
d711d04f,2019-2020,ITA,1. Serie A,17th,Genoa,36,34,1685,50,49.3,18.7,18,5,16,2,1.09,29,35,-6,0.72
d733aa38,2019-2020,ESP,1. La Liga,10th,Osasuna,30,36,2717,75,79.4,30.2,31,20,5,2,1.42,35,40,-5,0.22
d7492450,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,19,1549,82,45.3,17.2,17,14,2,11,1.47,18,16,2,1.13
d7553721,2019-2020,ENG,1. Premier League,6th,Tottenham,23,28,1492,53,43.6,16.6,15,7,13,4,1.43,24,18,6,-0.01
d781d855,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,18,29,2234,77,73,24.8,24,20,5,4,2.48,77,21,56,0.95
d7918b13,2019-2020,ITA,1. Serie A,9th,Hellas Verona,23,4,196,49,5.7,2.2,2,1,2,13,1.75,1,3,-2,-0.86
d79a8c87,2019-2020,ENG,1. Premier League,8th,Arsenal,23,8,581,73,17,6.5,6,5,2,10,1.63,11,9,2,0.12
d7d32194,2019-2020,ITA,1. Serie A,12th,Bologna,28,5,185,37,5.4,2.1,2,0,3,6,1.4,1,1,0,0.36
d7d32194,2019-2020,ITA,1. Serie A,17th,Genoa,28,8,150,19,4.4,1.7,1,0,7,13,0.75,3,7,-4,-1.79
d80b1835,2019-2020,ITA,1. Serie A,1st,Juventus,20,1,90,90,2.6,1,1,1,0,1,0,1,3,-2,-2.95
d83bbc54,2019-2020,ESP,1. La Liga,9th,Valencia,30,35,2733,78,79.9,30.4,30,27,5,2,1.43,38,41,-3,0.43
d85c238b,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,34,2114,62,61.8,23.5,26,7,8,2,1.24,22,32,-10,-0.84
d87e2cae,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,37,2011,54,58.8,22.3,24,5,13,0,1.43,32,26,6,0.14
d8931174,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,38,3420,90,100,38,38,38,0,0,1.74,66,36,30,NULL
d93c2511,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,22,27,1772,66,51.8,19.7,20,13,7,2,1.85,28,20,8,-0.8
d9565625,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,20,4,67,17,2,0.7,1,0,3,4,1,0,1,-1,-2.18
d9624b51,2019-2020,ITA,1. Serie A,10th,Fiorentina,27,15,835,56,24.4,9.3,8,6,7,23,1.27,6,15,-9,-1.39
d9764034,2019-2020,ESP,1. La Liga,16th,Alavés,25,1,90,90,2.6,1,1,1,0,0,3,1,0,1,1.7
d97f2e8d,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,29,1854,64,54.2,20.6,21,15,8,1,1.21,22,28,-6,0.34
d995ed27,2019-2020,ITA,1. Serie A,6th,Milan,29,29,1338,46,39.1,14.9,13,4,16,7,1.9,27,15,12,0.59
d9ba39fc,2019-2020,ENG,1. Premier League,18th,Bournemouth,26,27,2332,86,68.2,25.9,27,23,0,10,1.07,31,38,-7,1.22
da052c14,2019-2020,ENG,1. Premier League,14th,Crystal Palace,27,37,3148,85,92,35,37,23,0,1,1.16,28,45,-17,0.18
da27e268,2019-2020,ESP,1. La Liga,20th,Espanyol,22,35,3008,86,88,33.4,35,24,0,0,0.69,22,52,-30,-0.68
da5a981b,2019-2020,ITA,1. Serie A,20th,SPAL,27,16,853,53,24.9,9.5,9,5,7,7,0.75,5,18,-13,-0.07
da7b447d,2019-2020,ENG,1. Premier League,6th,Tottenham,23,29,2431,84,71.1,27,27,26,2,6,1.55,49,37,12,0.26
da8b19e2,2019-2020,ENG,1. Premier League,7th,Wolves,32,0,NULL,NULL,NULL,NULL,0,0,0,38,NULL,NULL,NULL,NULL,NULL
da974c7b,2019-2020,ITA,1. Serie A,7th,Napoli,28,25,2105,84,61.5,23.4,24,22,1,2,1.44,41,34,7,0.03
db092d3b,2019-2020,ITA,1. Serie A,6th,Milan,21,31,2485,80,72.7,27.6,28,22,3,4,1.81,50,33,17,0.62
db401046,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,26,2340,90,76.5,26,26,26,0,0,1.5,43,38,5,0.57
db4ed67b,2019-2020,GER,1. Bundesliga,2nd,Dortmund,23,12,558,47,18.2,6.2,6,1,6,15,2.17,13,8,5,-0.56
db750822,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,29,28,1227,44,35.9,13.6,11,2,17,5,1.79,16,10,6,-0.3
db8f0eba,2019-2020,ESP,1. La Liga,20th,Espanyol,27,18,1371,76,40.1,15.2,17,6,1,0,0.61,11,18,-7,0.59
dbf053da,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,32,2287,71,74.7,25.4,25,15,7,1,1.97,72,31,41,1.38
dc008610,2019-2020,ENG,1. Premier League,15th,Brighton,26,3,73,24,2.1,0.8,1,0,2,0,1.33,2,0,2,2.92
dc1c2fce,2019-2020,ITA,1. Serie A,16th,Torino,24,29,1823,63,53.3,20.3,21,8,8,7,1.1,28,36,-8,0.39
dc366c36,2019-2020,GER,1. Bundesliga,15th,Augsburg,26,24,2160,90,70.6,24,24,24,0,9,1,35,51,-16,-0.47
dc3fa3b5,2019-2020,ITA,1. Serie A,7th,Napoli,27,15,902,60,26.4,10,10,3,5,3,1.73,13,14,-1,-0.53
dc3fa3b5,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,27,17,1211,71,39.6,13.5,14,10,3,0,2.18,37,18,19,0.2
dc62b55d,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,20,11,744,68,24.3,8.3,9,5,2,0,1.36,18,14,4,1.07
dc62b55d,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,10,279,28,9.1,3.1,2,0,8,7,1.6,7,2,5,0.35
dc6f5bdd,2019-2020,ENG,1. Premier League,8th,Arsenal,24,14,1102,79,32.2,12.2,13,11,1,5,1.29,16,15,1,-0.19
dd0daf32,2019-2020,ENG,1. Premier League,8th,Arsenal,30,3,112,37,3.3,1.2,1,0,2,1,1.33,2,0,2,1.44
dd0daf32,2019-2020,ITA,1. Serie A,5th,Roma,30,22,1530,70,44.7,17,16,6,6,2,1.86,33,24,9,-0.28
dd323728,2019-2020,ENG,1. Premier League,1st,Liverpool,18,6,230,38,6.7,2.6,3,0,3,9,2.17,5,3,2,-0.63
dd669209,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,27,1585,59,51.8,17.6,19,6,8,5,1.37,31,25,6,0.58
de0f152c,2019-2020,ENG,1. Premier League,19th,Watford,25,26,1821,70,53.2,20.2,20,16,6,3,1,18,31,-13,0.2
de39485a,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,25,15,631,42,18.5,7,6,0,9,1,2,12,6,6,0.27
de5b5570,2019-2020,ENG,1. Premier League,17th,Aston Villa,25,29,1836,63,53.7,20.4,19,10,10,5,0.93,24,37,-13,0.1
dea698d9,2019-2020,ITA,1. Serie A,1st,Juventus,34,33,2917,88,85.3,32.4,33,31,0,0,2.21,66,36,30,0.39
dee3013b,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,0,NULL,NULL,NULL,NULL,0,0,0,12,NULL,NULL,NULL,NULL,NULL
dee86451,2019-2020,ESP,1. La Liga,15th,Betis,27,13,892,69,26.1,9.9,11,7,2,4,1.15,17,24,-7,-0.53
def899bd,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,27,2,135,68,3.9,1.5,2,1,0,10,0.5,0,3,-3,-2.9
df10e27c,2019-2020,ENG,1. Premier League,4th,Chelsea,18,6,194,32,5.7,2.2,2,1,4,5,2.67,8,3,5,2.04
df3cda47,2019-2020,ITA,1. Serie A,11th,Parma,19,36,2930,81,85.7,32.6,33,23,3,0,1.25,51,51,0,0.18
df69b544,2019-2020,ESP,1. La Liga,2nd,Barcelona,28,35,2549,73,74.5,28.3,31,15,4,1,2.17,61,29,32,-0.52
df85d472,2019-2020,ITA,1. Serie A,12th,Bologna,28,24,770,32,22.5,8.6,5,3,19,2,1.25,13,12,1,0.59
df8b52a5,2019-2020,ESP,1. La Liga,15th,Betis,20,33,2839,86,83,31.5,32,29,1,1,1.12,39,49,-10,-0.01
df8e7b62,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,34,2259,66,73.8,25.1,25,11,9,0,0.88,31,46,-15,1.2
e0314d87,2019-2020,ITA,1. Serie A,3rd,Atalanta,33,7,543,78,15.9,6,7,4,0,12,2,15,10,5,-0.58
e0314d87,2019-2020,ITA,1. Serie A,17th,Genoa,33,15,1324,88,38.7,14.7,15,13,0,2,1.53,24,26,-2,0.89
e06683ca,2019-2020,ENG,1. Premier League,1st,Liverpool,28,38,3420,90,100,38,38,38,0,0,2.61,85,33,52,NULL
e082af5b,2019-2020,ENG,1. Premier League,11th,Southampton,23,10,900,90,26.3,10,10,10,0,28,0.8,9,25,-16,-1.85
e0921a4f,2019-2020,ITA,1. Serie A,1st,Juventus,25,33,2155,65,63,23.9,25,7,8,2,2.39,51,22,29,0.93
e0b113a7,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,30,2572,86,84.1,28.6,30,23,0,0,1.07,33,51,-18,-0.81
e0bc6fdc,2019-2020,ENG,1. Premier League,4th,Chelsea,24,15,1024,68,29.9,11.4,13,10,2,7,1,13,21,-8,-1.57
e12b0b5b,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,28,29,1936,67,63.3,21.5,25,8,4,1,1.31,35,41,-6,-0.68
