id,season,country,comp_level,lg_finish,squad,age,games,mnts,minutes_per_game,minutes_pct,minutes_90s,games_starts,games_complete,games_subs,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_wowy
0000acda,2019-2020,ITA,1. Serie A,10th,Fiorentina,24,18,980,54,28.7,10.9,10,6,8,12,1.5,16,12,4,0.4
00242715,2019-2020,GER,1. Bundesliga,13th,Mainz 05,23,33,2970,90,97.1,33,33,33,0,0,1.12,44,57,-13,7.61
00242b75,2019-2020,GER,1. Bundesliga,13th,Mainz 05,19,18,938,52,30.7,10.4,11,4,7,14,1.39,12,15,-3,0.48
0076ab7f,2019-2020,ESP,1. La Liga,4th,Sevilla,27,24,1216,51,35.6,13.5,9,9,15,10,2.17,21,12,9,0.22
009a4f60,2019-2020,GER,1. Bundesliga,11th,Union Berlin,21,14,368,26,12,4.1,3,3,11,10,1.43,5,8,-3,-0.27
00b28772,2019-2020,ESP,1. La Liga,8th,Getafe,24,35,2895,83,84.6,32.2,33,28,2,0,1.51,39,31,8,0.59
01226327,2019-2020,ENG,1. Premier League,11th,Southampton,29,32,2742,86,80.2,30.5,31,29,1,2,1.38,43,44,-1,1.03
01834aa0,2019-2020,GER,1. Bundesliga,14th,Köln,20,28,2447,87,80,27.2,28,26,0,1,1.04,38,56,-18,-0.66
01b8a2b2,2019-2020,ITA,1. Serie A,1st,Juventus,29,29,2591,89,75.8,28.8,29,28,0,7,2.1,57,33,24,-0.14
01c3aff5,2019-2020,GER,1. Bundesliga,12th,Schalke 04,20,28,2074,74,67.8,23,24,17,4,0,1.14,26,41,-15,-0.19
01eb744d,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,33,2061,62,60.3,22.9,22,9,11,1,1.79,31,20,11,-0.38
01efac19,2019-2020,ITA,1. Serie A,18th,Lecce,24,16,1369,86,40,15.2,15,15,1,0,1.19,28,37,-9,0.46
01efac19,2019-2020,ITA,1. Serie A,13th,Udinese,24,8,194,24,5.7,2.2,1,0,7,13,0.63,0,3,-3,-1.08
02319ad7,2019-2020,ESP,1. La Liga,8th,Getafe,30,34,2747,81,80.3,30.5,33,18,1,2,1.41,34,23,11,1.03
02b29014,2019-2020,ENG,1. Premier League,19th,Watford,26,37,3156,85,92.3,35.1,36,25,1,0,0.89,33,61,-28,-0.8
02c15616,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,29,1368,47,40,15.2,16,5,13,8,1.97,23,18,5,-0.5
02caf6e0,2019-2020,ITA,1. Serie A,4th,Lazio,25,32,2548,80,74.5,28.3,29,19,3,4,2,52,33,19,-1.19
02ef8778,2019-2020,ESP,1. La Liga,20th,Espanyol,24,14,1075,77,31.4,11.9,11,9,3,0,0.79,7,12,-5,0.58
0313a347,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,25,2039,82,59.6,22.7,24,19,1,13,1.08,23,39,-16,-0.05
032f894e,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,21,1,6,6,0.2,0.1,0,0,1,0,1,0,0,0,-2
0375723e,2019-2020,ITA,1. Serie A,7th,Napoli,27,0,NULL,NULL,NULL,NULL,0,0,0,2,NULL,NULL,NULL,NULL,NULL
0375723e,2019-2020,ITA,1. Serie A,16th,Torino,27,33,2073,63,60.6,23,26,5,7,0,0.91,30,41,-11,0.26
03f946ed,2019-2020,ITA,1. Serie A,20th,SPAL,24,36,3032,84,88.7,33.7,33,30,3,0,0.56,24,62,-38,1.66
0420d84f,2019-2020,ENG,1. Premier League,12th,Everton,30,27,1839,68,53.8,20.4,21,15,6,6,1.3,19,28,-9,-0.27
042e8a49,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,24,1505,63,49.2,16.7,17,8,7,2,2.17,49,18,31,-0.29
0489bb30,2019-2020,ITA,1. Serie A,9th,Hellas Verona,17,17,680,40,19.9,7.6,7,0,10,6,1.06,8,8,0,0.13
048a1cbc,2019-2020,GER,1. Bundesliga,2nd,Dortmund,25,29,2335,81,76.3,25.9,26,18,3,3,1.97,63,29,34,0.19
04965583,2019-2020,ESP,1. La Liga,16th,Alavés,29,29,2165,75,63.3,24.1,26,12,3,1,1.14,25,33,-8,0.89
04ac8285,2019-2020,ESP,1. La Liga,9th,Valencia,30,24,2096,87,61.3,23.3,24,23,0,7,1.54,27,30,-3,0.14
04e17fd5,2019-2020,ESP,1. La Liga,18th,Leganés,22,18,1385,77,40.5,15.4,15,13,3,0,0.61,14,27,-13,-0.49
04e17fd5,2019-2020,ESP,1. La Liga,4th,Sevilla,22,18,796,44,23.3,8.8,7,2,11,1,1.78,13,9,4,-0.1
05439de2,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,27,28,2498,89,81.6,27.8,27,26,1,3,2.46,86,24,62,1.27
054849d2,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,10,674,67,22,7.5,7,7,3,8,0.8,9,15,-6,-0.35
056d2d95,2019-2020,GER,1. Bundesliga,11th,Union Berlin,32,32,2863,89,93.6,31.8,32,31,0,0,1.19,38,53,-15,0.44
05d548d8,2019-2020,GER,1. Bundesliga,2nd,Dortmund,30,31,2581,83,84.3,28.7,31,26,0,0,2,74,36,38,0.39
05e19d6a,2019-2020,ITA,1. Serie A,6th,Milan,22,35,2904,83,84.9,32.3,33,25,2,2,1.86,57,37,20,1.14
05f99a4a,2019-2020,GER,1. Bundesliga,13th,Mainz 05,19,8,253,32,8.3,2.8,3,0,5,17,1.25,5,4,1,1.06
070a3904,2019-2020,ESP,1. La Liga,20th,Espanyol,25,36,2658,74,77.7,29.5,29,21,7,1,0.67,22,48,-26,-0.29
0728bebe,2019-2020,ITA,1. Serie A,10th,Fiorentina,22,33,2673,81,78.2,29.7,31,18,2,1,1.36,36,37,-1,-0.52
0745b37d,2019-2020,ENG,1. Premier League,20th,Norwich City,29,36,2886,80,84.4,32.1,33,22,3,1,0.58,24,59,-35,1.27
07767f42,2019-2020,ITA,1. Serie A,8th,Sassuolo,34,22,1397,64,40.8,15.5,15,12,7,11,1.32,22,26,-4,-0.7
07802f7f,2019-2020,ENG,1. Premier League,11th,Southampton,27,38,2804,74,82,31.2,32,15,6,0,1.37,42,43,-1,1.14
080440a4,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,31,2721,88,88.9,30.2,30,29,1,2,1.35,51,54,-3,-0.63
0821331c,2019-2020,ITA,1. Serie A,12th,Bologna,25,27,2207,82,64.5,24.5,26,21,1,2,1.26,36,40,-4,0.5
08511d65,2019-2020,ESP,1. La Liga,1st,Real Madrid,33,35,3013,86,88.1,33.5,35,31,0,0,2.23,61,21,40,0.09
08593525,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,23,21,1310,62,42.8,14.6,16,10,5,5,1.52,23,25,-2,-0.24
085e71a7,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,31,2790,90,81.6,31,31,31,0,2,1.06,36,43,-7,-1.65
088ca1bd,2019-2020,GER,1. Bundesliga,8th,Freiburg,29,33,2836,86,92.7,31.5,31,26,2,0,1.45,46,43,3,0.9
08990838,2019-2020,ITA,1. Serie A,4th,Lazio,23,11,328,30,9.6,3.6,1,1,10,23,1.64,6,8,-2,-1.68
08aa9cd1,2019-2020,ITA,1. Serie A,17th,Genoa,20,32,2236,70,65.4,24.8,23,11,9,3,1.13,34,49,-15,0.23
08f5afaa,2019-2020,ITA,1. Serie A,6th,Milan,20,36,3201,89,93.6,35.6,36,35,0,0,1.75,59,42,17,0.48
091795f2,2019-2020,ITA,1. Serie A,12th,Bologna,19,2,122,61,3.6,1.4,1,1,1,35,0,0,5,-5,-3.47
09538fdb,2019-2020,ITA,1. Serie A,13th,Udinese,26,36,2569,71,75.1,28.5,28,16,8,1,1.17,27,39,-12,-0.21
0959c2a2,2019-2020,ESP,1. La Liga,1st,Real Madrid,21,33,1907,58,55.8,21.2,21,10,12,2,2.3,43,12,31,0.63
099e666f,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,31,2717,88,88.8,30.2,31,23,0,0,1.19,36,49,-13,1.41
09a9e921,2019-2020,ESP,1. La Liga,5th,Villarreal,32,19,688,36,20.1,7.6,7,1,12,15,1.47,10,7,3,0.03
0a3065c8,2019-2020,ITA,1. Serie A,12th,Bologna,26,13,1006,77,29.4,11.2,12,9,1,0,1.46,18,19,-1,0.36
0a3d6d2b,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,19,1,7,7,0.2,0.1,0,0,1,1,3,0,0,0,-2
0a3f6cde,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,25,34,2470,73,80.7,27.4,28,20,6,0,0.59,29,60,-31,-0.21
0a447501,2019-2020,ITA,1. Serie A,17th,Genoa,23,24,1387,58,40.6,15.4,16,5,8,7,1.08,20,34,-14,-0.38
0a483542,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,26,1643,63,48,18.3,17,14,9,10,1.38,28,30,-2,-0.51
0ab1f153,2019-2020,ITA,1. Serie A,1st,Juventus,31,33,2654,80,77.6,29.5,28,26,5,3,2.21,60,26,34,1.27
0ac94a23,2019-2020,ESP,1. La Liga,9th,Valencia,28,24,926,39,27.1,10.3,9,1,15,4,1.42,11,20,-9,-0.95
0ae4e09a,2019-2020,ESP,1. La Liga,12th,Levante,28,36,2267,63,66.3,25.2,26,11,10,1,1.25,27,32,-5,-0.12
0b33f6ad,2019-2020,ESP,1. La Liga,13th,Valladolid,20,31,2725,88,79.7,30.3,30,28,1,3,1.13,24,33,-9,-0.04
0b5a292a,2019-2020,ITA,1. Serie A,7th,Napoli,28,24,1966,82,57.5,21.8,22,18,2,9,1.58,39,35,4,-0.25
0b90bb97,2019-2020,ESP,1. La Liga,17th,Celta Vigo,23,34,1944,57,56.8,21.6,21,10,13,1,1.06,20,27,-7,-0.02
0ba976e4,2019-2020,ESP,1. La Liga,2nd,Barcelona,16,24,1027,43,30,11.4,11,1,13,9,2.04,27,14,13,-0.18
0bc4e720,2019-2020,ESP,1. La Liga,9th,Valencia,22,11,418,38,12.2,4.6,3,0,8,10,1.73,10,5,5,1.44
0c2ac3cb,2019-2020,ESP,1. La Liga,2nd,Barcelona,26,3,186,62,5.4,2.1,2,0,1,0,1.33,6,4,2,-0.31
0c2ac3cb,2019-2020,ESP,1. La Liga,17th,Celta Vigo,26,29,2111,73,61.7,23.5,25,13,4,0,1,23,28,-5,0.27
0c61c77c,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,30,2031,68,66.4,22.6,24,6,6,4,1.13,28,37,-9,-0.22
0cc5f4a5,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,20,6,131,22,4.3,1.5,1,0,5,6,1,1,4,-3,-2.21
0ccac09c,2019-2020,ITA,1. Serie A,19th,Brescia,26,36,3168,88,92.6,35.2,36,34,0,1,0.69,31,68,-37,1.45
0cf778df,2019-2020,GER,1. Bundesliga,2nd,Dortmund,21,0,NULL,NULL,NULL,NULL,0,0,0,5,NULL,NULL,NULL,NULL,NULL
0d077b88,2019-2020,ITA,1. Serie A,8th,Sassuolo,27,17,925,54,27,10.3,10,7,7,12,1.35,19,22,-3,-0.62
0d422df7,2019-2020,ITA,1. Serie A,9th,Hellas Verona,28,35,3150,90,92.1,35,35,35,0,3,1.31,43,43,0,1.33
0d4ceb32,2019-2020,ENG,1. Premier League,10th,Burnley,27,19,819,43,23.9,9.1,7,2,12,9,1.26,13,7,6,1.11
0d55d942,2019-2020,GER,1. Bundesliga,8th,Freiburg,27,24,2091,87,68.3,23.2,24,23,0,1,1.38,32,32,0,-0.09
0d82903c,2019-2020,ITA,1. Serie A,1st,Juventus,28,29,2385,82,69.7,26.5,27,24,2,3,2.03,48,31,17,-0.75
0db169ae,2019-2020,ITA,1. Serie A,19th,Brescia,19,35,3014,86,88.1,33.5,34,28,1,0,0.71,32,61,-29,2.46
0db5d2c8,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,29,9,498,55,16.3,5.5,5,4,4,5,0.89,5,16,-11,-1.29
0dfce079,2019-2020,ITA,1. Serie A,9th,Hellas Verona,23,3,270,90,7.9,3,3,3,0,32,1,4,8,-4,-1.33
0e0102eb,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,20,5,81,16,2.6,0.9,0,0,5,4,1.4,0,3,-3,-3.48
0e4fef6e,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,25,7,331,47,10.8,3.7,4,2,3,11,1.57,3,6,-3,-0.88
0e50f929,2019-2020,ESP,1. La Liga,10th,Osasuna,29,23,1161,50,33.9,12.9,12,3,11,10,1.04,15,23,-8,-0.62
0e7ccfc4,2019-2020,ESP,1. La Liga,20th,Espanyol,28,3,269,90,7.9,3,3,2,0,2,0.33,0,5,-5,-0.93
0ef89a37,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,27,23,1411,61,46.1,15.7,15,5,8,2,2.35,45,13,32,0.08
0f7dbaf6,2019-2020,ESP,1. La Liga,11th,Athletic Club,22,0,NULL,NULL,NULL,NULL,0,0,0,4,NULL,NULL,NULL,NULL,NULL
0f933743,2019-2020,ITA,1. Serie A,13th,Udinese,22,0,NULL,NULL,NULL,NULL,0,0,0,18,NULL,NULL,NULL,NULL,NULL
0fbecd11,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,25,26,1445,56,47.2,16.1,16,4,10,5,1.5,32,29,3,0.41
10072610,2019-2020,ENG,1. Premier League,2nd,Manchester City,36,4,347,87,10.1,3.9,3,3,1,27,1.5,7,7,0,-1.96
101da2b5,2019-2020,ENG,1. Premier League,2nd,Manchester City,34,30,2397,80,70.1,26.6,26,21,4,6,2.07,63,26,37,-1.25
1025db8e,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,21,1645,78,53.8,18.3,18,18,3,4,1.24,27,34,-7,0.32
106bca06,2019-2020,GER,1. Bundesliga,12th,Schalke 04,25,22,1432,65,46.8,15.9,15,14,7,3,0.91,12,31,-19,-1.14
10b9fa99,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,18,3,81,27,2.6,0.9,0,0,3,17,3,3,1,2,0.95
10dc46f0,2019-2020,ITA,1. Serie A,16th,Torino,32,36,3240,90,94.7,36,36,36,0,2,1.08,43,64,-21,-0.08
10e7f486,2019-2020,ITA,1. Serie A,8th,Sassuolo,21,15,1015,68,29.7,11.3,12,3,3,7,1.47,21,14,7,0.66
111c3236,2019-2020,ENG,1. Premier League,12th,Everton,29,16,1190,74,34.8,13.2,13,10,3,1,1.19,17,24,-7,-0.33
112521d1,2019-2020,ESP,1. La Liga,20th,Espanyol,21,20,1087,54,31.8,12.1,11,8,9,13,0.6,11,19,-8,0.22
119b9a8e,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,15,1097,73,32.1,12.2,14,6,1,2,2.47,36,5,31,1.15
11b9265b,2019-2020,ESP,1. La Liga,5th,Villarreal,27,18,1471,82,43,16.3,17,13,1,1,1.72,27,20,7,0.11
11fd2b75,2019-2020,GER,1. Bundesliga,12th,Schalke 04,26,23,2026,88,66.2,22.5,23,20,0,0,1.57,32,30,2,2
1238a3f9,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,19,960,51,31.4,10.7,10,6,9,0,1.16,11,20,-9,-0.76
1238a3f9,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,24,11,463,42,15.1,5.1,5,2,6,2,0.91,3,9,-6,-0.44
1265a93a,2019-2020,ENG,1. Premier League,4th,Chelsea,19,24,1515,63,44.3,16.8,16,13,8,5,1.88,26,23,3,-0.39
1295552e,2019-2020,ITA,1. Serie A,8th,Sassuolo,20,24,1273,53,37.2,14.1,13,8,11,14,1.25,34,27,7,0.54
129af0db,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,34,2098,62,61.3,23.3,25,11,9,0,1.85,30,14,16,0.14
12c50af5,2019-2020,ESP,1. La Liga,17th,Celta Vigo,25,26,1630,63,47.7,18.1,20,7,6,3,1.04,18,21,-3,0.29
130a7a3f,2019-2020,ITA,1. Serie A,6th,Milan,24,22,1209,55,35.4,13.4,16,4,6,6,1.78,23,13,10,0.46
13203c45,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,29,2364,82,77.3,26.3,27,21,2,2,1.41,38,37,1,-0.09
132ac341,2019-2020,ESP,1. La Liga,10th,Osasuna,30,29,2610,90,76.3,29,29,29,0,4,1.59,36,36,0,0.89
149c5f5d,2019-2020,ITA,1. Serie A,11th,Parma,21,22,949,43,27.7,10.5,8,6,14,14,1.14,14,20,-6,-0.75
149c5f5d,2019-2020,ITA,1. Serie A,13th,Udinese,21,1,80,80,2.3,0.9,1,0,0,0,3,1,0,1,1.53
14b8fcdf,2019-2020,ITA,1. Serie A,1st,Juventus,25,10,690,69,20.2,7.7,7,7,3,27,1.6,11,15,-4,-1.74
157d29b6,2019-2020,ITA,1. Serie A,18th,Lecce,29,18,824,46,24.1,9.2,7,3,11,1,0.78,15,19,-4,0.57
15b287da,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,22,28,1969,70,64.3,21.9,22,13,6,4,1.14,33,39,-6,-0.69
15d0c248,2019-2020,ITA,1. Serie A,4th,Lazio,22,26,2024,78,59.2,22.5,24,17,2,5,2.15,48,23,25,0.34
15ea812b,2019-2020,ENG,1. Premier League,10th,Burnley,26,38,3420,90,100,38,38,38,0,0,1.42,43,50,-7,NULL
15f3ec41,2019-2020,ENG,1. Premier League,4th,Chelsea,18,22,863,39,25.2,9.6,7,4,15,3,1.77,17,14,3,-0.11
162efffd,2019-2020,ITA,1. Serie A,13th,Udinese,25,34,2822,83,82.5,31.4,33,26,1,0,1.21,32,43,-11,0.1
165cf989,2019-2020,ENG,1. Premier League,1st,Liverpool,35,0,NULL,NULL,NULL,NULL,0,0,0,2,NULL,NULL,NULL,NULL,NULL
16657b95,2019-2020,ITA,1. Serie A,5th,Roma,24,26,1616,62,47.3,18,18,13,8,0,1.73,43,31,12,-0.03
16aa3654,2019-2020,ESP,1. La Liga,19th,Mallorca,18,35,2312,66,67.6,25.7,23,14,12,1,0.83,28,49,-21,-0.49
16b9d5cf,2019-2020,ITA,1. Serie A,7th,Napoli,27,22,1799,82,52.6,20,20,18,2,8,1.7,33,24,9,0.34
16bb656a,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,15,693,46,20.3,7.7,7,4,8,9,1.6,11,7,4,0.78
16ceb862,2019-2020,ENG,1. Premier League,4th,Chelsea,32,18,993,55,29,11,12,0,6,7,1.78,20,16,4,-0.05
16daec92,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,24,23,1048,46,34.2,11.6,11,0,12,5,1.52,19,15,4,0.57
16e9d0ea,2019-2020,ESP,1. La Liga,15th,Betis,26,31,2265,73,66.2,25.2,25,19,6,3,1.1,35,41,-6,0.23
173061c0,2019-2020,ITA,1. Serie A,11th,Parma,29,32,2604,81,76.1,28.9,31,22,1,3,1.34,48,41,7,1.12
17376543,2019-2020,GER,1. Bundesliga,11th,Union Berlin,31,33,2970,90,97.1,33,33,33,0,1,1.24,41,54,-13,3.61
174651c8,2019-2020,ESP,1. La Liga,8th,Getafe,29,22,943,43,27.6,10.5,10,5,12,11,1.68,10,11,-1,-0.35
1770bd68,2019-2020,ITA,1. Serie A,13th,Udinese,25,32,2453,77,71.7,27.3,30,15,2,1,1.19,22,33,-11,-0.12
1770bd68,2019-2020,ENG,1. Premier League,19th,Watford,25,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
178ae8f8,2019-2020,ENG,1. Premier League,7th,Wolves,22,34,2284,67,66.8,25.4,27,6,7,0,1.44,26,28,-2,-1.11
17a1299d,2019-2020,ESP,1. La Liga,4th,Sevilla,22,0,NULL,NULL,NULL,NULL,0,0,0,10,NULL,NULL,NULL,NULL,NULL
17f3620a,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,15,909,61,29.7,10.1,9,5,6,0,1.27,16,21,-5,-0.24
17f3620a,2019-2020,ITA,1. Serie A,6th,Milan,24,18,1183,66,34.6,13.1,14,7,4,3,1.22,9,15,-6,-1.38
1827a42d,2019-2020,ESP,1. La Liga,17th,Celta Vigo,19,0,NULL,NULL,NULL,NULL,0,0,0,7,NULL,NULL,NULL,NULL,NULL
1840e36d,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,34,3060,90,89.5,34,34,34,0,2,2.26,60,20,40,-0.07
1880614f,2019-2020,ITA,1. Serie A,5th,Roma,22,18,873,49,25.5,9.7,10,2,8,11,1.67,20,18,2,-0.64
18abe173,2019-2020,ESP,1. La Liga,17th,Celta Vigo,23,32,2502,78,73.2,27.8,27,25,5,5,0.97,24,34,-10,-0.16
18b896d6,2019-2020,ENG,1. Premier League,4th,Chelsea,26,20,1710,86,50,19,19,18,1,3,1.65,33,24,9,0.16
1900032e,2019-2020,ENG,1. Premier League,11th,Southampton,26,19,1497,79,43.8,16.6,17,15,2,12,1.11,22,26,-4,-0.01
1961b2aa,2019-2020,ENG,1. Premier League,12th,Everton,26,19,1458,77,42.6,16.2,17,13,2,0,1.26,15,20,-5,0.01
19709006,2019-2020,ESP,1. La Liga,18th,Leganés,21,30,1914,64,56,21.3,22,7,8,0,0.87,20,34,-14,-0.24
197640fd,2019-2020,ITA,1. Serie A,3rd,Atalanta,23,27,1769,66,51.7,19.7,19,16,8,7,2.04,47,24,23,-0.3
19b776e9,2019-2020,ESP,1. La Liga,9th,Valencia,27,13,170,13,5,1.9,1,0,12,12,1.62,4,2,2,1.31
19e4eab9,2019-2020,ITA,1. Serie A,13th,Udinese,23,29,2213,76,64.7,24.6,24,21,5,6,1.17,22,34,-12,-0.34
1ae30132,2019-2020,ENG,1. Premier League,10th,Burnley,34,21,1890,90,55.3,21,21,21,0,10,1.67,26,19,7,1.16
1ae836b1,2019-2020,GER,1. Bundesliga,14th,Köln,21,13,623,48,20.4,6.9,7,3,6,3,1,17,15,2,1.03
1ae836b1,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,0,NULL,NULL,NULL,NULL,0,0,0,12,NULL,NULL,NULL,NULL,NULL
1b84dbe1,2019-2020,ENG,1. Premier League,12th,Everton,26,35,3030,87,88.6,33.7,35,30,0,1,1.29,37,49,-12,-0.36
1bacc518,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,29,2115,73,61.8,23.5,24,14,5,1,2.1,52,27,25,-0.52
1bda5842,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,35,2393,68,70,26.6,25,13,10,1,1.4,46,32,14,1.05
1bf33a9a,2019-2020,ENG,1. Premier League,4th,Chelsea,20,25,1722,69,50.4,19.1,19,8,6,4,1.68,38,28,10,0.26
1bf811d4,2019-2020,ENG,1. Premier League,20th,Norwich City,25,17,1293,76,37.8,14.4,15,13,2,9,0.94,15,23,-8,1.18
1c7012b8,2019-2020,ENG,1. Premier League,16th,West Ham,20,38,3420,90,100,38,38,38,0,0,1.03,49,62,-13,NULL
1cadaf34,2019-2020,ITA,1. Serie A,3rd,Atalanta,18,1,17,17,0.5,0.2,0,0,1,9,3,0,1,-1,-6.64
1cb49278,2019-2020,ENG,1. Premier League,4th,Chelsea,23,21,1751,83,51.2,19.5,21,18,0,14,1.62,37,33,4,-0.39
1cbe4984,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,24,5,380,76,12.4,4.2,4,3,1,7,1.6,7,5,2,0.47
1d0bb7e4,2019-2020,ITA,1. Serie A,3rd,Atalanta,19,7,280,40,8.2,3.1,3,1,4,6,2.71,7,3,4,-0.03
1d1691ad,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,3,152,51,5,1.7,2,0,1,13,3,3,1,2,-0.86
1d1691ad,2019-2020,ESP,1. La Liga,1st,Real Madrid,23,4,343,86,10,3.8,4,3,0,5,2.25,9,4,5,0.14
1d8e9add,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,11,960,87,31.4,10.7,11,10,0,2,1.64,15,15,0,0
1d8e9add,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,27,14,1105,79,36.1,12.3,14,8,0,0,1.14,18,22,-4,0.73
1daec722,2019-2020,ESP,1. La Liga,8th,Getafe,21,37,3237,87,94.6,36,37,24,0,0,1.38,41,33,8,1.21
1e26e376,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,32,0,NULL,NULL,NULL,NULL,0,0,0,35,NULL,NULL,NULL,NULL,NULL
1ea5f91c,2019-2020,ITA,1. Serie A,15th,Sampdoria,23,30,2095,70,61.3,23.3,25,11,5,5,1.03,35,40,-5,0.6
1ecb65be,2019-2020,ENG,1. Premier League,12th,Everton,30,25,1287,51,37.6,14.3,17,1,8,3,1.4,21,19,2,0.73
1ef37668,2019-2020,ENG,1. Premier League,10th,Burnley,30,24,1878,78,54.9,20.9,21,17,3,12,1.25,22,35,-13,-0.97
1f079188,2019-2020,ESP,1. La Liga,5th,Villarreal,28,26,1909,73,55.8,21.2,21,18,5,7,1.62,36,28,8,0.02
1f44ac21,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,15,1063,71,34.7,11.8,11,7,4,0,2.2,31,12,19,0.53
1fb1c435,2019-2020,ESP,1. La Liga,9th,Valencia,28,27,1880,70,55,20.9,23,9,4,0,1.48,27,23,4,0.83
1fca9171,2019-2020,ITA,1. Serie A,20th,SPAL,25,20,1082,54,31.6,12,13,4,7,5,0.55,11,27,-16,-0.02
1fda91b3,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,17,2,51,26,1.7,0.6,1,0,1,4,2,1,0,1,1.79
1fe0492d,2019-2020,ESP,1. La Liga,16th,Alavés,23,31,2663,86,77.9,29.6,30,28,1,1,1.13,32,37,-5,2.21
1fe67e86,2019-2020,ESP,1. La Liga,11th,Athletic Club,31,9,563,63,16.5,6.3,6,5,3,11,1.11,5,9,-4,-0.86
20030c06,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,26,12,856,71,28,9.5,9,9,3,6,1.67,18,12,6,-0.92
200e89e1,2019-2020,ESP,1. La Liga,6th,Real Sociedad,17,17,442,26,12.9,4.9,3,1,14,9,1.41,7,6,1,-0.01
20730eae,2019-2020,ITA,1. Serie A,6th,Milan,20,31,1404,45,41.1,15.6,12,5,19,7,1.52,30,21,9,0.22
20b3a502,2019-2020,ITA,1. Serie A,12th,Bologna,21,16,699,44,20.4,7.8,7,1,9,4,0.94,8,11,-3,-0.06
20b9f052,2019-2020,ITA,1. Serie A,5th,Roma,24,32,2880,90,84.2,32,32,32,0,2,1.88,69,45,24,0.42
21166ff4,2019-2020,ENG,1. Premier League,5th,Leicester City,23,34,3036,89,88.8,33.7,34,33,0,1,1.65,63,33,30,1.83
2146785a,2019-2020,ITA,1. Serie A,6th,Milan,22,25,1622,65,47.4,18,16,10,9,9,1.76,30,20,10,0.2
21512407,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,28,25,1979,79,57.9,22,23,19,2,8,1.96,30,15,15,0.12
217875a4,2019-2020,ITA,1. Serie A,14th,Cagliari,19,14,1165,83,34.1,12.9,13,10,1,22,0.93,10,19,-9,-0.89
217c93a1,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,17,3,34,11,1.1,0.4,0,0,3,5,1,0,1,-1,-2.35
21a66f6a,2019-2020,ENG,1. Premier League,6th,Tottenham,26,29,2587,89,75.6,28.7,29,26,0,0,1.62,49,36,13,0.34
2200181e,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,31,2731,88,89.2,30.3,31,29,0,0,0.94,34,54,-20,2.35
228b0d9d,2019-2020,ESP,1. La Liga,6th,Real Sociedad,21,15,981,65,28.7,10.9,11,8,4,14,1.47,11,14,-3,-0.68
228f73ae,2019-2020,ITA,1. Serie A,7th,Napoli,25,9,176,20,5.1,2,1,0,8,19,1.56,3,1,2,0.77
