id,season,country,comp_level,lg_finish,squad,age,minutes_90s,touches,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,pass_targets
536cebe5,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,25,1,31,0,10,23,7,1,2,50,4,3,47
536cebe5,2019-2020,ITA,1. Serie A,6th,Milan,25,15.5,649,59,219,415,123,33,56,58.9,49,28,647
539230cf,2019-2020,ITA,1. Serie A,2nd,Inter,31,5.8,408,239,191,10,6,1,1,100,0,1,281
53a0e358,2019-2020,ITA,1. Serie A,8th,Sassuolo,24,27.7,1612,218,666,865,102,44,78,56.4,51,45,1369
53af52f3,2019-2020,ENG,1. Premier League,5th,Leicester City,32,38,1245,1229,20,0,0,0,1,0,0,0,560
53cad200,2019-2020,ENG,1. Premier League,4th,Chelsea,29,35.9,3273,988,1549,876,98,15,24,62.5,24,13,2231
53de807a,2019-2020,ITA,1. Serie A,4th,Lazio,32,25.6,1597,655,851,236,6,15,19,78.9,3,3,1089
53e07d0b,2019-2020,GER,1. Bundesliga,13th,Mainz 05,31,12.7,483,41,221,236,83,14,23,60.9,45,27,631
54b4dc4e,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,17.5,1410,227,853,426,34,35,44,79.5,21,26,1065
54e4866f,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,18,992,171,425,481,62,26,54,48.1,27,39,782
54e4866f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,26,0.2,14,2,8,6,0,0,1,0,0,0,13
54e53b7e,2019-2020,ITA,1. Serie A,11th,Parma,26,6.5,292,36,145,143,27,13,22,59.1,14,13,266
54e53b7e,2019-2020,ITA,1. Serie A,15th,Sampdoria,26,7.4,369,31,173,202,28,15,25,60,22,28,364
55126f3b,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,30,2054,341,1169,620,54,19,29,65.5,31,34,1555
555d5edd,2019-2020,GER,1. Bundesliga,5th,Leverkusen,22,20.6,1374,187,769,526,57,32,54,59.3,29,32,1130
555f3a0b,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,13.5,763,393,390,23,9,3,3,100,2,1,484
563a68ad,2019-2020,ITA,1. Serie A,12th,Bologna,31,19.8,1256,379,788,148,2,12,15,80,7,9,841
56413b1f,2019-2020,GER,1. Bundesliga,5th,Leverkusen,30,23.5,1868,375,1297,290,22,13,22,59.1,19,21,1451
56f7a928,2019-2020,ENG,1. Premier League,5th,Leicester City,22,31.4,2141,328,1169,761,59,30,46,65.2,32,51,1773
570bb4b9,2019-2020,ITA,1. Serie A,8th,Sassuolo,19,17.4,1032,118,481,521,67,26,36,72.2,24,42,903
5722eced,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,19,3.4,231,29,116,103,10,11,18,61.1,3,4,200
57be54ec,2019-2020,ESP,1. La Liga,11th,Athletic Club,21,5.9,178,5,85,102,29,5,11,45.5,19,10,297
57df7a11,2019-2020,ENG,1. Premier League,16th,West Ham,25,10.4,745,240,385,174,14,31,39,79.5,9,23,463
57e3f0c7,2019-2020,ENG,1. Premier League,8th,Arsenal,24,22.3,1126,141,469,626,111,72,132,54.5,56,64,1103
582a5247,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,1.1,50,17,16,20,2,1,5,20,1,1,21
58a9a4d9,2019-2020,ESP,1. La Liga,4th,Sevilla,24,17.7,1173,172,702,369,40,22,31,71,25,36,1038
58afe001,2019-2020,ESP,1. La Liga,8th,Getafe,23,34.1,1363,241,851,349,26,29,43,67.4,35,39,722
58eee997,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,17,14.7,645,68,286,328,60,21,31,67.7,31,22,683
59b7d823,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,6.9,388,81,167,169,9,11,37,29.7,15,13,304
59be3a74,2019-2020,ITA,1. Serie A,4th,Lazio,19,0.7,46,9,26,15,3,3,3,100,2,2,37
59e4b92e,2019-2020,GER,1. Bundesliga,15th,Augsburg,25,29.4,1169,409,635,169,17,8,12,66.7,10,30,706
59e6e5bf,2019-2020,ENG,1. Premier League,12th,Everton,22,29.2,973,81,422,518,144,15,34,44.1,107,39,1396
5a2cb25d,2019-2020,ITA,1. Serie A,9th,Hellas Verona,22,32.4,2089,414,1446,467,25,84,110,76.4,53,50,1572
5a4280b1,2019-2020,ENG,1. Premier League,10th,Burnley,28,6.3,254,153,108,4,3,1,1,100,0,1,121
5a626448,2019-2020,ESP,1. La Liga,5th,Villarreal,25,25.8,1404,235,661,598,72,21,48,43.8,37,33,1300
5a7301ae,2019-2020,ENG,1. Premier League,7th,Wolves,24,31.1,1599,577,903,196,39,17,21,81,23,16,1186
5aa53281,2019-2020,ITA,1. Serie A,5th,Roma,23,30.4,1973,936,1046,140,33,10,14,71.4,10,10,1410
5aaef9ef,2019-2020,ITA,1. Serie A,11th,Parma,32,21.5,1049,225,546,337,57,42,62,67.7,57,25,891
5ab0ea87,2019-2020,ESP,1. La Liga,2nd,Barcelona,31,27.6,2844,631,1885,468,18,22,27,81.5,14,19,2254
5acc4a10,2019-2020,ENG,1. Premier League,19th,Watford,31,29.2,1749,458,1134,222,12,32,44,72.7,10,28,1055
5bd72174,2019-2020,ITA,1. Serie A,8th,Sassuolo,31,32.6,1087,60,526,554,201,23,41,56.1,65,37,1353
5c2b4f07,2019-2020,ENG,1. Premier League,6th,Tottenham,26,30,2057,582,895,680,54,46,73,63,36,31,1297
5c397195,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,4.3,191,25,69,111,20,11,21,52.4,7,6,173
5c4bf6ba,2019-2020,GER,1. Bundesliga,13th,Mainz 05,24,21.5,880,870,11,1,0,2,2,100,0,0,336
5c4dc0ff,2019-2020,ESP,1. La Liga,1st,Real Madrid,25,0.5,23,1,9,13,6,2,2,100,2,0,31
5c7845f6,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,29.3,1954,831,1193,90,7,23,29,79.3,10,18,1388
5c96b017,2019-2020,ESP,1. La Liga,10th,Osasuna,26,24.3,1354,163,651,609,60,31,44,70.5,67,46,1189
5ca20b7a,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,28.3,1905,565,919,522,28,17,40,42.5,12,21,1117
5cbd1eb0,2019-2020,ENG,1. Premier League,14th,Crystal Palace,19,2.2,142,42,70,38,2,1,1,100,1,5,86
5cdddffa,2019-2020,ENG,1. Premier League,6th,Tottenham,22,11.2,772,142,460,219,26,36,50,72,15,16,611
5ce0b5ba,2019-2020,ESP,1. La Liga,6th,Real Sociedad,29,2.4,203,48,150,20,1,0,1,0,2,0,150
5ceba7fc,2019-2020,ESP,1. La Liga,5th,Villarreal,26,11,347,23,167,188,72,16,27,59.3,20,17,525
5cec2487,2019-2020,ENG,1. Premier League,15th,Brighton,28,21.1,1485,446,664,479,41,19,34,55.9,30,19,1012
5d4f7d61,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,14.4,534,42,243,273,107,20,41,48.8,52,22,656
5d8d7454,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,22.7,1359,440,606,389,12,24,41,58.5,14,32,720
5d8e331f,2019-2020,GER,1. Bundesliga,8th,Freiburg,29,30.9,1833,597,1113,237,21,34,45,75.6,22,34,1120
5dcf3e90,2019-2020,ESP,1. La Liga,11th,Athletic Club,22,33.2,1172,1168,5,0,0,0,1,0,0,0,481
5ddb8f9f,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,15.4,806,153,317,373,45,23,40,57.5,12,15,582
5dfc6ad5,2019-2020,GER,1. Bundesliga,2nd,Dortmund,30,24.9,2007,426,1336,361,40,22,27,81.5,11,29,1668
5e861944,2019-2020,ITA,1. Serie A,2nd,Inter,25,2.9,167,11,49,123,21,8,13,61.5,5,10,156
5e861944,2019-2020,ITA,1. Serie A,7th,Napoli,25,8.3,460,40,145,302,38,17,24,70.8,13,17,423
5ea8ef20,2019-2020,ENG,1. Premier League,8th,Arsenal,20,19.4,1357,365,859,261,21,29,42,69,9,28,1053
5eae500a,2019-2020,ITA,1. Serie A,2nd,Inter,26,33.1,1179,57,523,654,228,24,40,60,72,69,1593
5ed9b537,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,6.3,414,209,209,27,6,4,5,80,2,2,270
5eecec3d,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,12.5,1100,439,706,55,11,3,4,75,2,0,866
5efc5389,2019-2020,ITA,1. Serie A,14th,Cagliari,25,14.9,810,302,355,202,11,11,20,55,8,8,484
5fa57166,2019-2020,ITA,1. Serie A,9th,Hellas Verona,19,0.1,2,2,1,0,0,0,0,NULL,0,0,1
5fd5ed86,2019-2020,ITA,1. Serie A,16th,Torino,22,25.2,1482,839,670,65,21,14,18,77.8,13,8,852
601ef102,2019-2020,ITA,1. Serie A,13th,Udinese,29,26.8,1013,91,564,431,135,44,74,59.5,73,76,1286
6025fab1,2019-2020,ESP,1. La Liga,1st,Real Madrid,33,22.2,1696,282,975,569,41,40,64,62.5,30,30,1481
603116a7,2019-2020,ESP,1. La Liga,1st,Real Madrid,31,14.4,1212,239,586,461,45,10,13,76.9,19,14,946
603cb947,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,28,15.8,719,91,379,312,77,26,36,72.2,26,34,766
605eb473,2019-2020,ESP,1. La Liga,19th,Mallorca,34,36,1273,1270,9,0,0,0,0,NULL,0,0,449
610aa1e9,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,19,14,866,610,284,20,8,2,4,50,6,0,574
61220da2,2019-2020,ESP,1. La Liga,12th,Levante,26,35.1,2504,566,1381,742,67,53,85,62.4,55,48,1939
61b3978f,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,26.7,1652,545,837,382,16,18,32,56.3,9,17,932
61b62b33,2019-2020,ESP,1. La Liga,7th,Granada,24,13.5,590,58,235,343,36,20,42,47.6,22,23,565
6213fd82,2019-2020,ITA,1. Serie A,20th,SPAL,24,21.4,1193,353,549,387,50,30,57,52.6,24,23,784
62437b4f,2019-2020,ITA,1. Serie A,13th,Udinese,23,3.8,198,36,93,90,21,9,15,60,10,12,186
62437b4f,2019-2020,ENG,1. Premier League,19th,Watford,23,0.8,58,22,25,13,1,1,5,20,2,5,29
6250083a,2019-2020,ENG,1. Premier League,6th,Tottenham,18,0.9,46,16,30,2,0,2,2,100,1,1,27
6265208f,2019-2020,ESP,1. La Liga,16th,Alavés,29,30.9,1435,130,810,526,135,12,25,48,98,57,1636
626fab5f,2019-2020,GER,1. Bundesliga,15th,Augsburg,23,13.1,678,249,308,142,5,6,11,54.5,15,10,308
62ab9184,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,25,9.2,512,81,310,140,19,4,11,36.4,10,10,361
62ba5881,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,25,1,37,37,0,0,0,0,0,NULL,0,0,10
635f2732,2019-2020,GER,1. Bundesliga,13th,Mainz 05,25,25.2,1288,194,740,454,54,43,66,65.2,62,53,1037
63f04c6c,2019-2020,ESP,1. La Liga,15th,Betis,23,15,971,310,467,253,43,20,34,58.8,23,14,660
6421ec64,2019-2020,ENG,1. Premier League,1st,Liverpool,27,2.1,129,18,65,50,3,2,4,50,3,5,119
6434f10d,2019-2020,ENG,1. Premier League,2nd,Manchester City,23,27.6,2777,567,1900,489,29,25,31,80.6,10,21,2266
649b01d8,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,36,1127,1125,2,0,0,1,1,100,0,0,397
64ba07c0,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,6.4,357,143,173,55,3,10,10,100,3,4,181
64cd167d,2019-2020,ITA,1. Serie A,17th,Genoa,25,21.9,1422,599,722,212,12,37,53,69.8,13,25,887
64e8ed6d,2019-2020,ESP,1. La Liga,12th,Levante,22,23.8,782,68,424,345,87,30,57,52.6,35,50,980
64f69877,2019-2020,GER,1. Bundesliga,5th,Leverkusen,27,22.7,881,53,425,440,144,24,44,54.5,52,49,1112
652d4c37,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,7.1,645,83,435,171,27,7,11,63.6,6,13,570
6613c819,2019-2020,ENG,1. Premier League,16th,West Ham,24,11.6,530,155,271,118,34,1,6,16.7,8,2,377
66385c46,2019-2020,GER,1. Bundesliga,13th,Mainz 05,23,19.8,801,142,333,406,67,38,62,61.3,39,33,658
6639e500,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,16.5,990,102,504,457,61,20,38,52.6,41,41,879
66b76d44,2019-2020,ENG,1. Premier League,20th,Norwich City,22,27.4,1983,395,955,782,57,106,139,76.3,67,90,1560
6763373d,2019-2020,ESP,1. La Liga,13th,Valladolid,19,2.6,72,6,39,33,8,4,5,80,10,4,112
67669ce7,2019-2020,ESP,1. La Liga,7th,Granada,23,3,133,132,1,0,0,0,0,NULL,0,0,45
677da306,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,21.8,1193,799,430,35,12,4,5,80,5,12,638
67cdbc0e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,18.6,1452,219,800,489,67,9,17,52.9,22,12,1341
67f649be,2019-2020,ITA,1. Serie A,17th,Genoa,22,17,694,693,4,0,0,1,1,100,0,0,354
68252d6d,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,18.5,1306,97,569,770,139,63,109,57.8,44,65,1310
6928979a,2019-2020,ITA,1. Serie A,2nd,Inter,22,22.4,1471,278,870,446,38,40,62,64.5,31,27,1192
69374ff5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,31,19.9,1338,298,864,228,26,9,10,90,15,20,1021
697295b1,2019-2020,ESP,1. La Liga,14th,Eibar,28,19.7,907,422,481,62,11,0,2,0,3,3,415
699fb8db,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,27,1646,951,761,63,5,19,23,82.6,2,11,1055
69cbc8b6,2019-2020,ESP,1. La Liga,20th,Espanyol,28,17,993,516,464,73,7,5,6,83.3,1,5,548
69cbc8b6,2019-2020,ESP,1. La Liga,8th,Getafe,28,17,730,285,421,50,16,5,6,83.3,3,2,268
6a99e0b1,2019-2020,ESP,1. La Liga,11th,Athletic Club,25,32.7,1074,101,470,591,132,50,84,59.5,92,71,1513
6aa3e78b,2019-2020,ENG,1. Premier League,6th,Tottenham,19,3.8,238,53,107,89,9,2,3,66.7,8,3,168
6adbc307,2019-2020,ENG,1. Premier League,11th,Southampton,25,27.2,1545,824,784,44,16,8,12,66.7,8,7,862
6b47c5db,2019-2020,ENG,1. Premier League,5th,Leicester City,22,29.7,2049,572,1276,301,21,24,30,80,18,26,1302
6bb2c084,2019-2020,ESP,1. La Liga,5th,Villarreal,23,28.7,1884,410,1224,381,40,85,102,83.3,49,45,1458
6bba916f,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,19,2,81,22,36,31,3,1,4,25,4,4,70
6bd5cd5d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,17.7,1159,632,565,50,13,7,8,87.5,2,6,702
6bd603db,2019-2020,ENG,1. Premier League,12th,Everton,23,1.5,85,21,57,14,0,1,1,100,0,5,56
6c203af0,2019-2020,ENG,1. Premier League,15th,Brighton,22,14,840,227,470,206,12,26,43,60.5,32,29,586
6c6a3300,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,23,25.2,1068,133,466,571,83,65,106,61.3,62,69,1081
6c7762c3,2019-2020,ENG,1. Premier League,6th,Tottenham,21,0.8,77,31,42,10,0,1,3,33.3,1,2,46
6c811eb7,2019-2020,ESP,1. La Liga,2nd,Barcelona,21,1.9,170,18,109,56,2,2,3,66.7,4,0,157
6c811eb7,2019-2020,ESP,1. La Liga,15th,Betis,21,8.2,471,64,312,134,11,15,23,65.2,5,10,436
6ca5ec4b,2019-2020,ENG,1. Premier League,12th,Everton,23,17.7,787,125,386,348,48,27,40,67.5,29,30,698
6cafd68d,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,7.8,588,313,283,17,5,6,7,85.7,2,1,403
6cc47ae1,2019-2020,ENG,1. Premier League,15th,Brighton,25,1,34,2,16,17,7,1,1,100,8,2,43
6cc47ae1,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,5.9,194,16,101,88,28,2,4,50,14,11,257
6cc97b6a,2019-2020,ITA,1. Serie A,11th,Parma,24,7.1,340,81,190,88,9,4,9,44.4,9,5,240
6cdd8245,2019-2020,ENG,1. Premier League,19th,Watford,29,10.8,583,108,287,214,25,4,6,66.7,8,6,449
6ce1f46f,2019-2020,ESP,1. La Liga,1st,Real Madrid,29,29.5,2736,416,1698,785,44,22,27,81.5,15,14,2259
6d5701f2,2019-2020,ENG,1. Premier League,12th,Everton,24,25.4,1573,944,665,72,51,3,5,60,9,3,1001
6d8f8441,2019-2020,ESP,1. La Liga,12th,Levante,32,11,697,251,307,186,24,15,27,55.6,15,6,440
6e058f06,2019-2020,ITA,1. Serie A,8th,Sassuolo,19,2.9,161,22,71,80,16,5,8,62.5,9,7,161
6e33125f,2019-2020,ENG,1. Premier League,11th,Southampton,20,3.1,206,65,103,48,2,3,6,50,8,1,123
6e4df551,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,31.6,2405,244,1246,1234,145,75,122,61.5,54,50,2111
6eaed4eb,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,4.9,249,136,103,18,5,2,3,66.7,0,5,117
6ec6fde0,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,24,12.7,908,527,407,31,1,3,4,75,3,11,637
6ecbddf6,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,28.1,1045,203,498,449,96,58,120,48.3,68,48,985
6eee05f1,2019-2020,ITA,1. Serie A,3rd,Atalanta,26,30.9,2162,873,1158,259,42,13,17,76.5,13,8,1448
6f51e382,2019-2020,ESP,1. La Liga,2nd,Barcelona,27,36,1493,1485,10,0,0,0,0,NULL,0,0,909
6f5ead86,2019-2020,ITA,1. Serie A,11th,Parma,25,26.9,1396,381,707,403,29,40,57,70.2,32,26,882
6f5f82c0,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,7.9,543,155,246,174,18,5,8,62.5,10,4,337
6f7d826d,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,29,1521,439,910,299,36,30,41,73.2,24,28,1038
6fe90922,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,13.4,782,76,289,455,110,12,22,54.5,25,15,755
70678132,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,7.5,365,68,207,114,9,9,19,47.4,19,23,296
70678132,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,3.5,190,42,121,39,1,11,13,84.6,6,5,134
70d74ece,2019-2020,ESP,1. La Liga,1st,Real Madrid,31,34.9,1688,123,737,928,269,39,72,54.2,59,42,2018
70dcf94d,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,19.1,1106,234,665,274,29,19,28,67.9,22,30,871
70f8e0bd,2019-2020,ESP,1. La Liga,19th,Mallorca,31,33.8,1591,293,909,526,66,54,81,66.7,53,77,1289
7111d552,2019-2020,ESP,1. La Liga,1st,Real Madrid,19,15.2,766,69,311,469,148,53,109,48.6,40,18,809
719384c1,2019-2020,ESP,1. La Liga,7th,Granada,31,10.8,683,143,417,164,13,6,10,60,9,7,471
71b47ab9,2019-2020,ESP,1. La Liga,19th,Mallorca,20,16.5,690,105,331,310,65,33,51,64.7,44,41,757
71dc23da,2019-2020,ITA,1. Serie A,17th,Genoa,22,19.1,1128,316,482,382,29,25,52,48.1,23,19,818
71ef519e,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,14.6,850,226,349,318,14,11,16,68.8,7,11,555
7242b495,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,27,22.9,1378,551,582,326,13,8,16,50,26,11,810
72a99e38,2019-2020,ESP,1. La Liga,15th,Betis,27,8.7,453,60,171,252,31,12,19,63.2,14,10,386
73000a79,2019-2020,GER,1. Bundesliga,5th,Leverkusen,24,10.1,828,234,512,126,6,10,17,58.8,8,7,588
7314bba4,2019-2020,ENG,1. Premier League,15th,Brighton,27,13.8,800,505,302,35,16,2,5,40,6,2,465
73683fa9,2019-2020,ESP,1. La Liga,20th,Espanyol,37,35.9,1232,1225,9,0,0,3,4,75,0,0,393
74419746,2019-2020,ITA,1. Serie A,2nd,Inter,35,35,1178,1174,6,0,0,1,1,100,0,0,572
7460ca0d,2019-2020,ESP,1. La Liga,9th,Valencia,30,33.6,2689,623,1611,596,19,40,57,70.2,28,33,1993
74b2cd7e,2019-2020,ENG,1. Premier League,16th,West Ham,31,31,1278,710,579,51,28,2,3,66.7,6,2,646
74e12f1e,2019-2020,ENG,1. Premier League,10th,Burnley,30,29,1229,221,793,284,30,26,35,74.3,25,44,788
75645f0e,2019-2020,ESP,1. La Liga,15th,Betis,26,21.4,524,54,270,229,97,17,37,45.9,65,24,739
758dd7f0,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,17.8,815,319,324,212,14,13,20,65,15,8,458
75a72a99,2019-2020,ENG,1. Premier League,5th,Leicester City,25,28,2330,599,1153,744,62,59,88,67,32,55,1560
75b86fb3,2019-2020,ITA,1. Serie A,2nd,Inter,20,21.3,1623,685,905,174,17,8,15,53.3,5,6,1173
75bd85ea,2019-2020,ESP,1. La Liga,19th,Mallorca,35,28.5,1920,379,1182,487,22,10,21,47.6,18,11,1274
75f2c59f,2019-2020,ENG,1. Premier League,19th,Watford,28,18.3,898,139,439,394,57,25,62,40.3,47,37,878
76b2817e,2019-2020,GER,1. Bundesliga,14th,Köln,24,25.9,1523,561,705,367,21,36,65,55.4,33,27,878
76eca7e2,2019-2020,ENG,1. Premier League,14th,Crystal Palace,32,3,116,114,2,0,0,0,0,NULL,0,0,36
774cf58b,2019-2020,ENG,1. Premier League,20th,Norwich City,19,36,2133,804,902,594,52,49,94,52.1,39,48,1399
77cf6852,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,24,11.3,540,247,217,109,15,6,6,100,7,3,311
77e84962,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,28,19.7,2018,398,1386,350,26,59,70,84.3,13,20,1576
780e3631,2019-2020,ITA,1. Serie A,9th,Hellas Verona,22,27.7,1663,281,988,498,87,29,49,59.2,51,33,1450
78841da9,2019-2020,ITA,1. Serie A,7th,Napoli,32,24.1,1429,159,598,721,88,10,25,40,17,14,1323
79083382,2019-2020,ITA,1. Serie A,5th,Roma,28,1.5,85,55,32,0,0,0,0,NULL,0,1,55
792ffa71,2019-2020,GER,1. Bundesliga,14th,Köln,17,0.2,7,0,1,6,2,0,1,0,0,3,7
79300479,2019-2020,ESP,1. La Liga,6th,Real Sociedad,20,28.1,1904,191,1102,772,69,63,94,67,45,54,1582
79443529,2019-2020,ITA,1. Serie A,10th,Fiorentina,19,16.7,626,51,318,306,106,32,47,68.1,67,56,812
7956236f,2019-2020,ENG,1. Premier League,8th,Arsenal,26,8.6,308,308,0,0,0,0,0,NULL,0,0,135
79b0d6a0,2019-2020,ENG,1. Premier League,7th,Wolves,31,38,903,901,3,0,0,0,0,NULL,0,0,238
79c0821a,2019-2020,ENG,1. Premier League,4th,Chelsea,25,23,2085,404,1362,473,21,59,77,76.6,21,24,1729
79c84d1c,2019-2020,ENG,1. Premier League,16th,West Ham,22,10.2,421,77,161,234,52,16,33,48.5,17,22,352
79c90e45,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,27.5,1623,431,736,528,76,7,18,38.9,18,21,1264
79ca3e23,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,5,257,37,148,88,9,13,22,59.1,11,10,209
79ca3e23,2019-2020,ENG,1. Premier League,20th,Norwich City,24,8,467,79,250,156,9,5,12,41.7,14,3,401
7a11550b,2019-2020,ENG,1. Premier League,1st,Liverpool,22,22.3,2141,860,1344,67,4,11,16,68.8,10,2,1578
7a1f2c08,2019-2020,ENG,1. Premier League,14th,Crystal Palace,22,8.5,482,148,257,101,8,11,15,73.3,8,8,280
7a2e46a8,2019-2020,ENG,1. Premier League,1st,Liverpool,26,28.3,984,976,9,0,0,0,0,NULL,1,0,494
7a538238,2019-2020,ESP,1. La Liga,7th,Granada,29,8,395,121,188,116,5,6,11,54.5,9,9,203
7b075c75,2019-2020,ITA,1. Serie A,17th,Genoa,27,7.1,387,210,181,8,5,0,0,NULL,0,0,235
7b4de647,2019-2020,ITA,1. Serie A,6th,Milan,32,1.4,39,38,1,0,0,0,0,NULL,0,0,16
7b5ab7f2,2019-2020,ESP,1. La Liga,18th,Leganés,18,6.2,310,46,133,159,34,11,20,55,18,17,266
7b5ab7f2,2019-2020,ESP,1. La Liga,4th,Sevilla,18,0.7,34,4,9,24,2,3,5,60,0,3,36
7b5f516f,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,0.1,3,3,0,0,0,0,0,NULL,0,0,2
7ba1f1ef,2019-2020,ITA,1. Serie A,3rd,Atalanta,20,0.2,13,1,8,5,0,0,0,NULL,0,1,15
7ba6d84e,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,28,38,997,997,0,0,0,0,0,NULL,0,0,373
7c104bb7,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,3.4,211,24,97,118,19,7,16,43.8,13,7,178
7c3ed041,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,1.5,142,52,93,2,0,1,3,33.3,0,1,110
7c473e12,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,28,27.1,1685,1058,707,48,28,12,12,100,8,3,1143
7c56da38,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,21.4,1145,111,501,636,101,55,97,56.7,50,37,1016
7d2d3329,2019-2020,ENG,1. Premier League,5th,Leicester City,21,9.9,609,163,365,107,11,7,13,53.8,5,9,429
7d3e7da6,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,1,56,56,0,0,0,0,0,NULL,0,0,36
7d50454d,2019-2020,ITA,1. Serie A,14th,Cagliari,29,13.8,670,409,260,39,9,0,2,0,3,3,379
7dcf86f6,2019-2020,ESP,1. La Liga,17th,Celta Vigo,31,36.2,1676,133,882,794,165,60,97,61.9,69,70,1959
7eb97a8e,2019-2020,ITA,1. Serie A,12th,Bologna,27,25.2,1352,154,592,709,99,46,89,51.7,39,65,1231
7ec7738e,2019-2020,ITA,1. Serie A,14th,Cagliari,24,3.9,169,14,83,95,11,5,6,83.3,2,7,159
7ed4921e,2019-2020,ITA,1. Serie A,13th,Udinese,25,28.6,1324,879,530,24,10,4,4,100,2,3,808
7edfbb8a,2019-2020,ENG,1. Premier League,4th,Chelsea,21,14.3,1277,706,603,50,8,7,11,63.6,4,5,959
7f203b54,2019-2020,ESP,1. La Liga,8th,Getafe,27,3.4,155,69,86,8,5,1,1,100,2,2,65
7f267d66,2019-2020,ITA,1. Serie A,14th,Cagliari,23,0,2,2,0,0,0,0,0,NULL,0,0,0
7f267d66,2019-2020,ITA,1. Serie A,18th,Lecce,23,8,383,127,208,67,13,10,14,71.4,4,8,268
7f3b388c,2019-2020,ENG,1. Premier League,1st,Liverpool,25,23.1,1735,381,1115,324,13,10,12,83.3,11,12,1257
7f4c7c9f,2019-2020,ESP,1. La Liga,12th,Levante,30,27,1542,636,633,351,27,22,34,64.7,18,17,875
7f609bfc,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,22,25.6,1857,902,905,180,29,10,14,71.4,13,15,1156
7f78ad23,2019-2020,ITA,1. Serie A,6th,Milan,26,4.3,324,105,177,59,0,0,2,0,1,4,219
7fa4e703,2019-2020,GER,1. Bundesliga,2nd,Dortmund,16,3.9,280,33,163,106,14,19,26,73.1,11,10,268
7fcc71d8,2019-2020,ENG,1. Premier League,7th,Wolves,23,3.2,153,15,69,84,16,9,13,69.2,3,8,159
