id,season,country,comp_level,lg_finish,squad,age,minutes_90s,passes_completed,passes,passes_pct,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area
bfae110f,2019-2020,ENG,1. Premier League,17th,Aston Villa,22,19.8,277,377,73.5,147,195,75.4,96,123,78,23,34,67.6,1,21,2,0
bfb15d99,2019-2020,ESP,1. La Liga,12th,Levante,23,2,43,63,68.3,17,17,100,16,16,100,10,30,33.3,0,2,0,0
bfd381b3,2019-2020,ESP,1. La Liga,19th,Mallorca,23,32.3,1046,1285,81.4,424,492,86.2,456,532,85.7,146,211,69.2,0,98,6,1
bfdb33aa,2019-2020,ENG,1. Premier League,19th,Watford,21,22.5,439,602,72.9,254,306,83,140,196,71.4,29,61,47.5,4,14,32,15
c00097d2,2019-2020,ESP,1. La Liga,12th,Levante,24,2.1,80,93,86,28,31,90.3,31,33,93.9,21,28,75,0,3,0,0
c05dfb74,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,26.5,903,1093,82.6,458,505,90.7,315,371,84.9,102,166,61.4,2,78,25,5
c0617e2b,2019-2020,ENG,1. Premier League,8th,Arsenal,22,18.8,1096,1301,84.2,417,451,92.5,483,529,91.3,189,278,68,2,120,30,2
c067631c,2019-2020,ENG,1. Premier League,16th,West Ham,26,24.9,795,1096,72.5,414,480,86.3,295,407,72.5,63,141,44.7,3,44,25,15
c0c7ff58,2019-2020,ITA,1. Serie A,7th,Napoli,23,29.8,2118,2354,90,920,991,92.8,861,919,93.7,300,354,84.7,6,240,54,4
c14bc029,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,34.1,1376,1732,79.4,660,777,84.9,539,660,81.7,144,217,66.4,0,135,23,3
c17bfb65,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,22,29.8,640,801,79.9,378,443,85.3,190,241,78.8,47,62,75.8,2,43,12,2
c18d22f5,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,32,8.5,351,434,80.9,124,138,89.9,176,201,87.6,46,80,57.5,0,16,10,6
c1949191,2019-2020,ENG,1. Premier League,12th,Everton,17,3.3,187,212,88.2,33,35,94.3,116,125,92.8,36,49,73.5,0,9,1,0
c1b7847c,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,22,23.5,1067,1295,82.4,492,553,89,426,488,87.3,117,180,65,6,104,22,2
c2009df3,2019-2020,GER,1. Bundesliga,14th,Köln,29,27,1015,1271,79.9,319,382,83.5,492,571,86.2,196,285,68.8,2,84,28,5
c2111b45,2019-2020,ESP,1. La Liga,7th,Granada,22,7,174,222,78.4,23,27,85.2,99,105,94.3,52,87,59.8,0,9,1,0
c2111b45,2019-2020,ENG,1. Premier League,7th,Wolves,22,1.8,81,104,77.9,21,24,87.5,39,46,84.8,20,33,60.6,0,7,1,0
c2211709,2019-2020,GER,1. Bundesliga,14th,Köln,24,29.7,1190,1401,84.9,472,548,86.1,514,577,89.1,173,225,76.9,3,84,22,1
c235e803,2019-2020,ITA,1. Serie A,6th,Milan,19,7.6,386,433,89.1,93,95,97.9,218,230,94.8,71,97,73.2,0,14,0,0
c316607a,2019-2020,ITA,1. Serie A,8th,Sassuolo,29,7.9,455,489,93,147,155,94.8,243,259,93.8,60,68,88.2,0,21,1,0
c375dfa5,2019-2020,ITA,1. Serie A,18th,Lecce,28,6.1,80,111,72.1,55,69,79.7,16,25,64,6,8,75,0,5,0,0
c3ee18ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,10.2,723,819,88.3,258,273,94.5,361,393,91.9,97,134,72.4,1,45,3,0
c40b6180,2019-2020,ENG,1. Premier League,15th,Brighton,24,29.6,1547,1824,84.8,458,506,90.5,788,878,89.7,294,414,71,1,91,5,1
c41f7379,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,34,4,125,162,77.2,27,27,100,59,59,100,36,73,49.3,0,3,0,0
c4e87b8b,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,30.4,533,818,65.2,322,435,74,155,255,60.8,32,54,59.3,3,52,17,2
c50cee19,2019-2020,ITA,1. Serie A,12th,Bologna,19,8.4,274,378,72.5,126,151,83.4,110,146,75.3,32,58,55.2,0,11,11,5
c56dc39e,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,29,1363,1654,82.4,465,523,88.9,705,783,90,180,304,59.2,6,152,16,0
c596fcb0,2019-2020,ENG,1. Premier League,18th,Bournemouth,27,32.3,345,535,64.5,193,272,71,108,156,69.2,25,41,61,1,32,15,3
c5adc293,2019-2020,ITA,1. Serie A,7th,Napoli,28,4.2,240,300,80,106,117,90.6,103,124,83.1,24,51,47.1,1,13,5,3
c5b7c315,2019-2020,ENG,1. Premier League,12th,Everton,26,28.4,1167,1379,84.6,228,255,89.4,675,747,90.4,252,352,71.6,0,69,3,0
c6608135,2019-2020,GER,1. Bundesliga,14th,Köln,19,0.2,7,11,63.6,2,3,66.7,5,6,83.3,0,0,NULL,0,0,0,0
c67cd65c,2019-2020,ESP,1. La Liga,12th,Levante,25,29,954,1164,82,220,256,85.9,500,565,88.5,225,325,69.2,0,64,1,0
c691bfe2,2019-2020,ENG,1. Premier League,1st,Liverpool,27,30.5,933,1162,80.3,484,560,86.4,328,405,81,96,128,75,7,65,67,11
c6e8cf1f,2019-2020,ITA,1. Serie A,16th,Torino,22,20.7,728,843,86.4,359,400,89.8,274,301,91,81,106,76.4,1,66,15,3
c707411f,2019-2020,ITA,1. Serie A,7th,Napoli,28,24.2,1369,1476,92.8,404,424,95.3,706,743,95,250,296,84.5,0,47,2,0
c7259b83,2019-2020,ITA,1. Serie A,13th,Udinese,22,22.8,788,973,81,362,405,89.4,288,347,83,111,171,64.9,2,66,17,6
c730da00,2019-2020,ITA,1. Serie A,5th,Roma,22,2.9,126,135,93.3,42,46,91.3,61,62,98.4,23,26,88.5,0,4,0,0
c7429db3,2019-2020,ESP,1. La Liga,10th,Osasuna,26,6,139,173,80.3,90,103,87.4,37,47,78.7,8,11,72.7,0,10,5,0
c77a8043,2019-2020,ESP,1. La Liga,7th,Granada,27,28.5,538,768,70.1,310,392,79.1,165,226,73,44,85,51.8,3,27,12,6
c78b352d,2019-2020,ESP,1. La Liga,9th,Valencia,20,2.9,107,134,79.9,39,43,90.7,53,56,94.6,13,25,52,0,10,2,1
c8387671,2019-2020,ENG,1. Premier League,1st,Liverpool,16,0.1,12,15,80,7,7,100,4,5,80,1,3,33.3,0,2,1,1
c89e8aae,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,31,8,180,267,67.4,21,21,100,81,82,98.8,77,162,47.5,0,3,0,0
c8aa95da,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,27,18.6,576,767,75.1,169,193,87.6,246,277,88.8,155,282,55,0,72,4,1
c8c60119,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,23,16.6,493,704,70,201,246,81.7,232,312,74.4,54,121,44.6,3,47,20,12
c92e1a31,2019-2020,ENG,1. Premier League,5th,Leicester City,22,10.7,217,268,81,138,153,90.2,58,74,78.4,12,17,70.6,3,11,8,0
c931d9f9,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,25.4,586,803,73,342,407,84,185,243,76.1,40,76,52.6,6,34,29,9
c951a6df,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,24,24.7,630,833,75.6,300,358,83.8,257,327,78.6,64,102,62.7,2,40,13,7
c9cb972b,2019-2020,ESP,1. La Liga,9th,Valencia,28,14.7,300,457,65.6,66,66,100,89,90,98.9,142,298,47.7,0,3,0,0
c9e39d91,2019-2020,ESP,1. La Liga,17th,Celta Vigo,22,16.4,519,686,75.7,278,321,86.6,172,216,79.6,51,102,50,2,52,17,3
ca618d23,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,27.6,452,647,69.9,278,359,77.4,116,171,67.8,29,44,65.9,2,21,15,5
ca6edaa0,2019-2020,ESP,1. La Liga,19th,Mallorca,14,0.1,1,1,100,0,0,NULL,1,1,100,0,0,NULL,0,0,0,0
ca8033cb,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,29.4,1553,1803,86.1,589,656,89.8,799,882,90.6,146,224,65.2,1,107,13,4
cac2537b,2019-2020,ESP,1. La Liga,12th,Levante,24,23.5,625,853,73.3,336,390,86.2,193,254,76,68,141,48.2,2,59,23,5
caffaf5a,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,13.2,489,570,85.8,87,99,87.9,283,308,91.9,115,155,74.2,1,25,0,0
caffaf5a,2019-2020,ENG,1. Premier League,11th,Southampton,30,6.2,207,247,83.8,81,89,91,99,109,90.8,24,45,53.3,0,10,1,0
cb574619,2019-2020,ESP,1. La Liga,17th,Celta Vigo,28,21.8,998,1301,76.7,482,513,94,398,503,79.1,107,235,45.5,1,60,20,9
cbac6ec9,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,12.5,350,482,72.6,57,57,100,172,173,99.4,118,249,47.4,0,7,0,0
cbdf7d5c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,22,0.1,3,4,75,2,2,100,1,2,50,0,0,NULL,0,0,0,0
cc2d7ad5,2019-2020,ENG,1. Premier League,10th,Burnley,25,21.6,726,1035,70.1,329,383,85.9,306,380,80.5,81,221,36.7,1,48,22,17
cc700722,2019-2020,ITA,1. Serie A,7th,Napoli,28,14.2,718,829,86.6,307,337,91.1,313,340,92.1,82,116,70.7,1,76,9,1
cc86b9a3,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,16.8,799,924,86.5,336,376,89.4,335,371,90.3,109,129,84.5,5,74,24,1
cce181df,2019-2020,ESP,1. La Liga,9th,Valencia,26,20.1,945,1114,84.8,349,391,89.3,415,468,88.7,163,231,70.6,1,86,4,0
cce9f582,2019-2020,ITA,1. Serie A,19th,Brescia,23,1.3,29,37,78.4,7,9,77.8,16,20,80,5,7,71.4,0,1,0,0
cce9f582,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,1.6,65,77,84.4,9,10,90,42,48,87.5,14,19,73.7,0,4,0,0
cd0fa27b,2019-2020,ITA,1. Serie A,6th,Milan,25,30,1290,1649,78.2,630,731,86.2,454,550,82.5,181,313,57.8,9,106,49,8
cd1acf9d,2019-2020,ENG,1. Premier League,1st,Liverpool,20,35.3,2254,3147,71.6,761,850,89.5,1014,1275,79.5,446,902,49.4,13,200,90,30
cd82452e,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,7.8,102,183,55.7,50,69,72.5,37,61,60.7,11,32,34.4,0,8,7,5
cda0b317,2019-2020,ESP,1. La Liga,15th,Betis,29,32.1,847,1152,73.5,178,179,99.4,386,389,99.2,278,579,48,0,13,1,0
ce17b5eb,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,29,22,701,939,74.7,133,135,98.5,306,308,99.4,259,493,52.5,0,18,0,0
ce30bfc8,2019-2020,ITA,1. Serie A,2nd,Inter,25,20,798,937,85.2,365,406,89.9,341,391,87.2,77,106,72.6,2,86,24,4
ce4246f5,2019-2020,ENG,1. Premier League,4th,Chelsea,24,26,1772,1982,89.4,415,449,92.4,968,1033,93.7,382,477,80.1,0,108,2,0
ce5143da,2019-2020,ENG,1. Premier League,19th,Watford,28,9.1,131,168,78,82,98,83.7,39,50,78,4,7,57.1,0,10,4,0
ce8039aa,2019-2020,ESP,1. La Liga,20th,Espanyol,18,2,55,73,75.3,28,37,75.7,21,23,91.3,6,9,66.7,0,4,4,1
cea4ee8f,2019-2020,ENG,1. Premier League,6th,Tottenham,23,20.5,621,805,77.1,314,375,83.7,241,283,85.2,51,88,58,4,41,24,0
cee31595,2019-2020,ENG,1. Premier League,14th,Crystal Palace,31,34.3,1153,1474,78.2,521,599,87,471,566,83.2,128,222,57.7,3,126,24,3
cf007308,2019-2020,ITA,1. Serie A,7th,Napoli,19,12.6,623,685,90.9,374,405,92.3,199,212,93.9,34,43,79.1,1,31,7,0
cf1c23d8,2019-2020,ITA,1. Serie A,2nd,Inter,33,3,76,91,83.5,13,13,100,40,41,97.6,22,36,61.1,0,0,0,0
cf623c78,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,27,5.7,156,245,63.7,63,76,82.9,71,105,67.6,17,43,39.5,0,5,4,0
cfbf9881,2019-2020,ITA,1. Serie A,12th,Bologna,24,16.7,709,834,85,326,353,92.4,317,356,89,61,101,60.4,3,48,4,2
d0042ab9,2019-2020,ENG,1. Premier League,12th,Everton,22,22.8,855,991,86.3,201,225,89.3,408,436,93.6,241,312,77.2,3,47,4,0
d023d70f,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,22.4,595,765,77.8,308,362,85.1,214,262,81.7,61,103,59.2,3,49,19,8
d04b94db,2019-2020,ESP,1. La Liga,2nd,Barcelona,25,23.3,1487,1663,89.4,865,917,94.3,496,562,88.3,101,122,82.8,2,92,23,2
d080ed5e,2019-2020,ESP,1. La Liga,6th,Real Sociedad,23,34.9,1519,1974,77,660,801,82.4,637,787,80.9,185,309,59.9,1,204,35,7
d0b3ceb9,2019-2020,ENG,1. Premier League,19th,Watford,36,38,533,1201,44.4,30,30,100,123,128,96.1,379,1042,36.4,0,30,2,0
d0d8dd44,2019-2020,ITA,1. Serie A,2nd,Inter,27,31.4,1525,1645,92.7,320,333,96.1,855,888,96.3,343,407,84.3,3,75,6,0
d0dbca9f,2019-2020,ITA,1. Serie A,15th,Sampdoria,25,11.2,343,425,80.7,79,88,89.8,178,191,93.2,79,134,59,0,21,2,0
d0f72bf1,2019-2020,ENG,1. Premier League,7th,Wolves,22,2.1,72,90,80,22,26,84.6,45,48,93.8,4,13,30.8,0,4,0,0
d1273f09,2019-2020,GER,1. Bundesliga,12th,Schalke 04,31,25.5,637,997,63.9,290,376,77.1,238,336,70.8,91,194,46.9,2,46,33,6
d1661819,2019-2020,GER,1. Bundesliga,12th,Schalke 04,30,33.5,1369,1787,76.6,573,631,90.8,610,734,83.1,174,351,49.6,5,93,34,16
d183e9d6,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,25.1,695,1050,66.2,291,337,86.4,296,403,73.4,99,271,36.5,0,70,25,14
d1b060e2,2019-2020,ESP,1. La Liga,19th,Mallorca,26,3.1,46,73,63,28,33,84.8,9,18,50,7,12,58.3,0,4,0,0
d1b49282,2019-2020,ITA,1. Serie A,15th,Sampdoria,23,20.7,608,793,76.7,326,381,85.6,215,269,79.9,48,89,53.9,1,45,8,3
d2110326,2019-2020,ESP,1. La Liga,9th,Valencia,22,16,726,804,90.3,209,226,92.5,399,423,94.3,113,147,76.9,0,34,1,1
d2416c2e,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,25,13.6,239,339,70.5,152,199,76.4,63,80,78.8,10,23,43.5,6,14,14,0
d2424d1b,2019-2020,ENG,1. Premier League,5th,Leicester City,22,26.4,1527,1955,78.1,749,828,90.5,638,778,82,124,278,44.6,3,92,23,12
d248cd8f,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,26.2,1766,1966,89.8,444,485,91.5,948,1010,93.9,363,445,81.6,1,163,10,0
d2aea9ac,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,0.1,0,2,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0
d2c580ce,2019-2020,GER,1. Bundesliga,8th,Freiburg,19,1.9,54,63,85.7,16,18,88.9,30,33,90.9,8,11,72.7,0,2,0,0
d2ed99b4,2019-2020,ESP,1. La Liga,12th,Levante,17,0,3,5,60,1,1,100,2,3,66.7,0,1,0,0,0,0,0
d3112d86,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,21,31.2,818,1071,76.4,317,391,81.1,368,426,86.4,124,208,59.6,1,77,16,2
d37b0350,2019-2020,ITA,1. Serie A,14th,Cagliari,30,0.5,14,16,87.5,10,12,83.3,3,3,100,0,0,NULL,0,0,0,0
d38fdf53,2019-2020,ESP,1. La Liga,10th,Osasuna,21,33.1,1322,1823,72.5,641,742,86.4,513,661,77.6,147,320,45.9,5,100,57,37
d3b888e3,2019-2020,ITA,1. Serie A,14th,Cagliari,23,5.2,205,235,87.2,82,88,93.2,85,92,92.4,32,43,74.4,1,33,3,1
d3d758d8,2019-2020,ITA,1. Serie A,17th,Genoa,34,12.3,369,440,83.9,163,180,90.6,156,184,84.8,33,46,71.7,0,30,7,1
d3de9af0,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,22.5,458,601,76.2,283,329,86,138,185,74.6,21,34,61.8,6,18,18,4
d4535821,2019-2020,ITA,1. Serie A,4th,Lazio,26,10.5,338,398,84.9,165,184,89.7,132,151,87.4,34,43,79.1,1,5,8,5
d4931a5a,2019-2020,ITA,1. Serie A,5th,Roma,31,6.3,103,135,76.3,54,70,77.1,36,46,78.3,6,8,75,1,3,3,0
d4a2533d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,18.6,569,822,69.2,256,315,81.3,210,278,75.5,84,165,50.9,4,47,35,4
d4c9725f,2019-2020,ITA,1. Serie A,6th,Milan,21,31.3,1684,2019,83.4,877,977,89.8,636,742,85.7,143,221,64.7,3,105,39,14
d5575935,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,26,10.5,331,401,82.5,156,178,87.6,124,143,86.7,44,65,67.7,1,22,8,3
d5575935,2019-2020,ITA,1. Serie A,4th,Lazio,26,0.4,5,7,71.4,2,2,100,3,4,75,0,1,0,0,0,0,0
d557d734,2019-2020,ENG,1. Premier League,7th,Wolves,27,31.5,1369,1793,76.4,732,858,85.3,484,648,74.7,122,203,60.1,3,86,18,9
d56543a0,2019-2020,ENG,1. Premier League,18th,Bournemouth,25,23,648,950,68.2,320,377,84.9,244,336,72.6,69,184,37.5,4,55,41,7
d5dd5f1f,2019-2020,ENG,1. Premier League,8th,Arsenal,30,34.8,612,888,68.9,344,433,79.4,222,323,68.7,33,73,45.2,3,27,47,14
d6862409,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,30.2,369,502,73.5,162,207,78.3,154,186,82.8,34,55,61.8,6,24,15,1
d6a889ea,2019-2020,ITA,1. Serie A,7th,Napoli,28,2.8,142,174,81.6,66,72,91.7,52,65,80,19,31,61.3,0,4,4,3
d6e53a3a,2019-2020,ITA,1. Serie A,1st,Juventus,19,27.2,1394,1526,91.3,384,404,95,723,780,92.7,251,291,86.3,0,80,1,0
d705ba44,2019-2020,ITA,1. Serie A,16th,Torino,25,33.4,502,750,66.9,311,393,79.1,124,191,64.9,46,79,58.2,3,46,23,5
d70ce98e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,32,1700,2142,79.4,936,1068,87.6,567,688,82.4,159,287,55.4,21,208,126,6
d711d04f,2019-2020,ITA,1. Serie A,17th,Genoa,36,18.7,442,586,75.4,235,287,81.9,138,178,77.5,44,68,64.7,1,31,28,4
d733aa38,2019-2020,ESP,1. La Liga,10th,Osasuna,30,30.2,722,1118,64.6,314,399,78.7,272,387,70.3,114,259,44,8,76,37,16
d7492450,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,17.2,493,669,73.7,192,224,85.7,215,272,79,78,148,52.7,1,26,7,6
d7553721,2019-2020,ENG,1. Premier League,6th,Tottenham,23,16.6,832,1005,82.8,378,419,90.2,320,368,87,116,182,63.7,2,90,27,2
d781d855,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,18,24.8,1585,1834,86.4,788,877,89.9,652,724,90.1,111,154,72.1,5,103,37,19
d7918b13,2019-2020,ITA,1. Serie A,9th,Hellas Verona,23,2.2,43,65,66.2,22,28,78.6,11,18,61.1,5,11,45.5,0,7,5,1
d79a8c87,2019-2020,ENG,1. Premier League,8th,Arsenal,23,6.5,292,338,86.4,62,65,95.4,181,194,93.3,47,74,63.5,0,13,2,0
d7d32194,2019-2020,ITA,1. Serie A,12th,Bologna,28,2.1,14,20,70,6,7,85.7,6,10,60,1,1,100,0,2,2,0
d7d32194,2019-2020,ITA,1. Serie A,17th,Genoa,28,1.7,20,26,76.9,14,16,87.5,4,5,80,0,0,NULL,0,0,0,0
d80b1835,2019-2020,ITA,1. Serie A,1st,Juventus,20,1,53,61,86.9,24,24,100,26,29,89.7,3,7,42.9,0,4,2,0
d83bbc54,2019-2020,ESP,1. La Liga,9th,Valencia,30,30.4,1286,1601,80.3,549,617,89,614,709,86.6,100,218,45.9,6,76,20,7
d85c238b,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,23.5,572,790,72.4,343,417,82.3,143,208,68.8,58,96,60.4,5,53,28,1
d87e2cae,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,22.3,406,565,71.9,222,281,79,122,160,76.3,47,76,61.8,1,28,14,0
d8931174,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,38,2127,2403,88.5,552,609,90.6,1160,1247,93,396,518,76.4,1,167,2,0
d93c2511,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,22,19.7,816,995,82,311,371,83.8,352,406,86.7,143,191,74.9,1,88,11,2
d9565625,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,20,0.7,51,64,79.7,24,27,88.9,21,25,84,5,10,50,0,1,0,0
d9624b51,2019-2020,ITA,1. Serie A,10th,Fiorentina,27,9.3,346,395,87.6,117,128,91.4,173,188,92,53,72,73.6,0,17,2,0
d9764034,2019-2020,ESP,1. La Liga,16th,Alavés,25,1,7,11,63.6,3,4,75,4,5,80,0,1,0,0,0,0,0
d97f2e8d,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,20.6,479,697,68.7,229,273,83.9,192,265,72.5,50,111,45,1,28,24,17
d995ed27,2019-2020,ITA,1. Serie A,6th,Milan,29,14.9,589,700,84.1,314,347,90.5,188,217,86.6,52,82,63.4,5,33,23,1
d9ba39fc,2019-2020,ENG,1. Premier League,18th,Bournemouth,26,25.9,1012,1483,68.2,394,467,84.4,444,594,74.7,151,342,44.2,4,105,32,13
da052c14,2019-2020,ENG,1. Premier League,14th,Crystal Palace,27,35,686,838,81.9,419,479,87.5,181,218,83,48,73,65.8,2,42,22,0
da27e268,2019-2020,ESP,1. La Liga,20th,Espanyol,22,33.4,1389,1731,80.2,468,530,88.3,632,742,85.2,263,404,65.1,1,218,23,5
da5a981b,2019-2020,ITA,1. Serie A,20th,SPAL,27,9.5,373,471,79.2,186,209,89,148,175,84.6,32,64,50,0,21,8,3
da7b447d,2019-2020,ENG,1. Premier League,6th,Tottenham,23,27,1298,1496,86.8,343,373,92,728,786,92.6,221,313,70.6,0,49,0,0
da974c7b,2019-2020,ITA,1. Serie A,7th,Napoli,28,23.4,1521,1651,92.1,511,531,96.2,739,781,94.6,253,316,80.1,0,145,9,1
db092d3b,2019-2020,ITA,1. Serie A,6th,Milan,21,27.6,1584,1808,87.6,670,730,91.8,686,743,92.3,199,284,70.1,0,172,29,2
db401046,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,26,720,985,73.1,95,95,100,294,297,99,330,592,55.7,0,16,0,0
db4ed67b,2019-2020,GER,1. Bundesliga,2nd,Dortmund,23,6.2,447,496,90.1,194,209,92.8,186,203,91.6,62,72,86.1,1,38,8,0
db750822,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,29,13.6,449,533,84.2,275,311,88.4,114,138,82.6,23,31,74.2,2,31,12,0
db8f0eba,2019-2020,ESP,1. La Liga,20th,Espanyol,27,15.2,246,442,55.7,121,157,77.1,77,121,63.6,39,129,30.2,4,17,16,7
dbf053da,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,25.4,1348,1614,83.5,789,890,88.7,444,508,87.4,89,144,61.8,16,70,57,5
dc008610,2019-2020,ENG,1. Premier League,15th,Brighton,26,0.8,8,12,66.7,6,8,75,2,3,66.7,0,0,NULL,0,0,0,0
dc1c2fce,2019-2020,ITA,1. Serie A,16th,Torino,24,20.3,587,791,74.2,319,357,89.4,184,252,73,61,127,48,2,38,28,4
dc366c36,2019-2020,GER,1. Bundesliga,15th,Augsburg,26,24,500,840,59.5,58,58,100,210,210,100,232,572,40.6,0,10,0,0
dc3fa3b5,2019-2020,ITA,1. Serie A,7th,Napoli,27,10,715,782,91.4,244,262,93.1,363,391,92.8,95,106,89.6,0,93,8,1
dc3fa3b5,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,27,13.5,933,1076,86.7,443,487,91,390,428,91.1,87,126,69,0,85,15,1
dc62b55d,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,20,8.3,121,176,68.8,57,75,76,35,52,67.3,26,39,66.7,0,20,8,1
dc62b55d,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,3.1,74,96,77.1,37,47,78.7,29,35,82.9,6,7,85.7,1,6,5,2
dc6f5bdd,2019-2020,ENG,1. Premier League,8th,Arsenal,24,12.2,702,865,81.2,226,258,87.6,361,408,88.5,108,168,64.3,1,36,5,2
dd0daf32,2019-2020,ENG,1. Premier League,8th,Arsenal,30,1.2,58,77,75.3,30,32,93.8,20,27,74.1,6,11,54.5,0,3,2,0
dd0daf32,2019-2020,ITA,1. Serie A,5th,Roma,30,17,582,695,83.7,266,304,87.5,245,277,88.4,56,76,73.7,5,34,24,2
dd323728,2019-2020,ENG,1. Premier League,1st,Liverpool,18,2.6,165,205,80.5,65,70,92.9,76,90,84.4,22,36,61.1,0,6,3,1
dd669209,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,17.6,550,727,75.7,242,284,85.2,226,299,75.6,72,109,66.1,3,37,24,9
de0f152c,2019-2020,ENG,1. Premier League,19th,Watford,25,20.2,582,934,62.3,227,271,83.8,249,367,67.8,95,250,38,0,57,15,12
de39485a,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,25,7,174,232,75,114,127,89.8,37,54,68.5,19,40,47.5,2,18,6,0
de5b5570,2019-2020,ENG,1. Premier League,17th,Aston Villa,25,20.4,669,792,84.5,280,325,86.2,292,322,90.7,86,121,71.1,0,37,4,0
dea698d9,2019-2020,ITA,1. Serie A,1st,Juventus,34,32.4,1086,1289,84.3,665,748,88.9,311,349,89.1,64,88,72.7,5,64,36,5
dee86451,2019-2020,ESP,1. La Liga,15th,Betis,27,9.9,564,634,89,229,254,90.2,243,264,92,78,94,83,0,57,6,0
def899bd,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,27,1.5,79,89,88.8,34,36,94.4,36,40,90,7,10,70,0,6,0,0
df10e27c,2019-2020,ENG,1. Premier League,4th,Chelsea,18,2.2,151,169,89.3,66,75,88,58,64,90.6,22,25,88,0,6,0,0
df3cda47,2019-2020,ITA,1. Serie A,11th,Parma,19,32.6,905,1157,78.2,473,550,86,326,413,78.9,71,115,61.7,8,67,48,9
df69b544,2019-2020,ESP,1. La Liga,2nd,Barcelona,28,28.3,935,1147,81.5,538,615,87.5,278,328,84.8,79,105,75.2,4,51,31,6
df85d472,2019-2020,ITA,1. Serie A,12th,Bologna,28,8.6,181,267,67.8,104,132,78.8,56,90,62.2,15,22,68.2,0,15,3,0
df8b52a5,2019-2020,ESP,1. La Liga,15th,Betis,20,31.5,1288,1604,80.3,673,752,89.5,441,531,83.1,137,207,66.2,6,56,50,21
df8e7b62,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,25.1,645,910,70.9,292,352,83,245,307,79.8,86,181,47.5,4,44,27,14
e0314d87,2019-2020,ITA,1. Serie A,3rd,Atalanta,33,6,259,297,87.2,88,93,94.6,125,137,91.2,43,59,72.9,0,16,1,1
e0314d87,2019-2020,ITA,1. Serie A,17th,Genoa,33,14.7,695,812,85.6,239,254,94.1,341,377,90.5,106,161,65.8,1,55,9,0
e06683ca,2019-2020,ENG,1. Premier League,1st,Liverpool,28,38,2791,3085,90.5,634,678,93.5,1536,1619,94.9,607,766,79.2,1,227,9,0
