id,season,country,comp_level,lg_finish,squad,age,minutes_90s,passes_completed,passes,passes_pct,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area
e082af5b,2019-2020,ENG,1. Premier League,11th,Southampton,23,10,111,256,43.4,21,21,100,35,35,100,55,200,27.5,0,6,1,0
e0921a4f,2019-2020,ITA,1. Serie A,1st,Juventus,25,23.9,1275,1528,83.4,704,783,89.9,381,437,87.2,155,241,64.3,6,95,54,10
e0b113a7,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,28.6,857,1204,71.2,357,457,78.1,369,486,75.9,103,199,51.8,2,97,32,6
e0bc6fdc,2019-2020,ENG,1. Premier League,4th,Chelsea,24,11.4,706,853,82.8,385,429,89.7,256,308,83.1,52,92,56.5,0,28,8,5
e12b0b5b,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,28,21.5,1025,1209,84.8,418,468,89.3,436,492,88.6,150,198,75.8,3,86,18,5
e14ec482,2019-2020,ITA,1. Serie A,12th,Bologna,22,29.8,687,1108,62,322,416,77.4,245,362,67.7,106,261,40.6,6,35,39,11
e1b0a70d,2019-2020,ITA,1. Serie A,10th,Fiorentina,29,6.9,145,210,69,30,30,100,63,63,100,50,115,43.5,0,0,0,0
e1cbb531,2019-2020,ESP,1. La Liga,17th,Celta Vigo,24,15.4,683,777,87.9,307,341,90,273,304,89.8,87,105,82.9,0,52,5,0
e1cbb531,2019-2020,ITA,1. Serie A,7th,Napoli,24,8.4,608,646,94.1,291,310,93.9,229,241,95,74,77,96.1,0,58,2,0
e26fcca3,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,7,260,308,84.4,111,126,88.1,111,126,88.1,29,39,74.4,1,12,1,1
e2716bd0,2019-2020,ENG,1. Premier League,2nd,Manchester City,33,20.3,1319,1513,87.2,691,773,89.4,513,557,92.1,85,109,78,10,89,63,1
e27da244,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,24.7,990,1189,83.3,184,219,84,532,601,88.5,267,347,76.9,1,62,4,0
e27de4fa,2019-2020,GER,1. Bundesliga,14th,Köln,18,14.6,520,733,70.9,218,255,85.5,225,283,79.5,74,172,43,0,41,10,3
e280527c,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,25,27.8,1163,1532,75.9,572,677,84.5,407,510,79.8,145,245,59.2,7,115,57,11
e288d4b3,2019-2020,ITA,1. Serie A,5th,Roma,28,11.1,552,675,81.8,236,263,89.7,222,252,88.1,91,140,65,1,49,14,4
e288d4b3,2019-2020,ESP,1. La Liga,9th,Valencia,28,8.4,360,477,75.5,148,169,87.6,143,175,81.7,59,111,53.2,0,21,11,5
e33c06cf,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,7.1,570,612,93.1,125,127,98.4,317,335,94.6,126,145,86.9,1,44,4,0
e33f36d5,2019-2020,ITA,1. Serie A,13th,Udinese,29,24.7,1101,1294,85.1,327,355,92.1,601,654,91.9,166,267,62.2,0,92,3,0
e342ad68,2019-2020,ENG,1. Premier League,1st,Liverpool,27,32,746,1004,74.3,440,540,81.5,245,315,77.8,43,83,51.8,10,41,60,6
e358587b,2019-2020,ENG,1. Premier League,17th,Aston Villa,36,12,272,395,68.9,24,24,100,97,98,99,148,269,55,0,4,0,0
e358587b,2019-2020,ITA,1. Serie A,6th,Milan,36,1,27,37,73,2,2,100,10,10,100,15,25,60,0,1,0,0
e3756e72,2019-2020,ITA,1. Serie A,3rd,Atalanta,19,0.2,12,13,92.3,8,8,100,2,3,66.7,2,2,100,0,0,0,0
e3a5814e,2019-2020,ENG,1. Premier League,8th,Arsenal,21,15.4,825,999,82.6,392,437,89.7,331,385,86,84,136,61.8,2,49,13,5
e3cceee6,2019-2020,ITA,1. Serie A,1st,Juventus,21,4.6,290,306,94.8,87,90,96.7,173,179,96.6,24,29,82.8,1,3,2,0
e3fabb0a,2019-2020,ESP,1. La Liga,20th,Espanyol,27,19.1,208,317,65.6,114,151,75.5,74,114,64.9,12,24,50,0,13,6,3
e42d61c7,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,30.2,2042,2422,84.3,1168,1295,90.2,702,807,87,128,205,62.4,10,112,43,13
e46012d4,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,31,1674,2244,74.6,634,767,82.7,717,880,81.5,297,507,58.6,20,175,121,18
e49ce451,2019-2020,ESP,1. La Liga,17th,Celta Vigo,25,21.9,882,1064,82.9,434,508,85.4,337,384,87.8,79,112,70.5,2,54,4,1
e514ab62,2019-2020,ENG,1. Premier League,17th,Aston Villa,23,25.5,894,1219,73.3,420,473,88.8,356,465,76.6,102,228,44.7,2,76,30,12
e5478b87,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,5.4,74,102,72.5,39,44,88.6,25,34,73.5,7,12,58.3,0,8,4,3
e54bd0a2,2019-2020,ESP,1. La Liga,16th,Alavés,31,14.9,419,525,79.8,187,220,85,182,215,84.7,37,59,62.7,0,37,3,0
e5649a78,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,25,14.1,777,969,80.2,324,358,90.5,293,351,83.5,144,225,64,4,75,16,3
e58a03c6,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,9.4,110,150,73.3,64,80,80,28,43,65.1,10,15,66.7,2,6,1,1
e58cbfd5,2019-2020,ITA,1. Serie A,17th,Genoa,17,1.2,58,68,85.3,23,23,100,22,28,78.6,12,14,85.7,0,4,1,0
e599253a,2019-2020,ITA,1. Serie A,3rd,Atalanta,24,26.9,1278,1446,88.4,491,563,87.2,557,599,93,209,242,86.4,5,116,25,5
e5a35ae9,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,14.1,276,356,77.5,131,167,78.4,109,124,87.9,26,37,70.3,1,15,14,3
e5a76dfe,2019-2020,ENG,1. Premier League,9th,Sheffield Utd,22,36,424,1035,41,32,33,97,99,102,97.1,292,899,32.5,0,49,1,0
e5bf73f3,2019-2020,ITA,1. Serie A,3rd,Atalanta,20,2.1,43,52,82.7,23,29,79.3,12,12,100,4,4,100,2,2,2,0
e5bf73f3,2019-2020,ITA,1. Serie A,12th,Bologna,20,15,431,598,72.1,231,278,83.1,139,175,79.4,48,115,41.7,2,35,14,3
e5d01ecf,2019-2020,ENG,1. Premier League,19th,Watford,28,24.9,998,1292,77.2,535,612,87.4,357,460,77.6,84,171,49.1,0,55,28,16
e5f63987,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,8.5,132,199,66.3,73,102,71.6,41,63,65.1,12,20,60,1,12,3,0
e61b8aee,2019-2020,ENG,1. Premier League,8th,Arsenal,26,28.7,1656,1886,87.8,559,623,89.7,794,869,91.4,287,359,79.9,2,191,23,3
e63e122d,2019-2020,ITA,1. Serie A,12th,Bologna,19,0.8,51,58,87.9,26,29,89.7,22,24,91.7,3,4,75,0,6,0,0
e6bc67d7,2019-2020,ESP,1. La Liga,9th,Valencia,22,14.1,363,478,75.9,195,229,85.2,126,166,75.9,37,61,60.7,2,29,30,3
e6c15f6e,2019-2020,GER,1. Bundesliga,8th,Freiburg,20,0.4,25,27,92.6,10,10,100,11,13,84.6,4,4,100,0,2,2,2
e6c43eec,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,22.9,807,986,81.8,245,298,82.2,383,436,87.8,165,223,74,1,77,11,0
e74f0e59,2019-2020,ITA,1. Serie A,16th,Torino,31,24.9,693,959,72.3,340,399,85.2,281,375,74.9,64,140,45.7,0,46,23,17
e778654a,2019-2020,ESP,1. La Liga,7th,Granada,21,26.3,714,942,75.8,308,365,84.4,298,380,78.4,96,154,62.3,3,81,12,3
e7ab4179,2019-2020,ESP,1. La Liga,8th,Getafe,24,3,85,138,61.6,19,25,76,33,49,67.3,33,62,53.2,0,11,1,0
e7ab4179,2019-2020,ESP,1. La Liga,12th,Levante,24,9,275,349,78.8,70,78,89.7,126,140,90,75,125,60,0,15,1,0
e7ca0439,2019-2020,ENG,1. Premier League,14th,Crystal Palace,30,17.6,505,626,80.7,111,126,88.1,265,290,91.4,123,196,62.8,1,21,1,0
e7d22eae,2019-2020,GER,1. Bundesliga,15th,Augsburg,29,5.3,153,197,77.7,68,83,81.9,59,70,84.3,19,34,55.9,1,10,2,0
e7d59f4f,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,23.4,754,909,82.9,412,469,87.8,243,289,84.1,74,99,74.7,4,66,36,5
e7fcf289,2019-2020,GER,1. Bundesliga,5th,Leverkusen,16,4.1,152,186,81.7,89,102,87.3,49,61,80.3,7,11,63.6,0,4,2,0
e82adcab,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,2,129,151,85.4,76,86,88.4,42,48,87.5,9,14,64.3,0,10,2,0
e85fb9b8,2019-2020,ITA,1. Serie A,1st,Juventus,34,2.2,97,106,91.5,25,25,100,52,56,92.9,18,22,81.8,0,8,0,0
e8832875,2019-2020,ENG,1. Premier League,19th,Watford,17,0.3,10,14,71.4,3,4,75,6,7,85.7,0,1,0,0,1,1,1
e897d8ba,2019-2020,ESP,1. La Liga,14th,Eibar,29,19.6,327,487,67.1,202,259,78,96,146,65.8,11,36,30.6,1,28,5,1
e8c930bb,2019-2020,ITA,1. Serie A,10th,Fiorentina,30,17.6,786,963,81.6,301,350,86,346,399,86.7,124,179,69.3,0,89,11,0
e9254eec,2019-2020,ENG,1. Premier League,20th,Norwich City,27,14,538,639,84.2,157,167,94,257,285,90.2,117,175,66.9,0,19,0,0
e94d79e3,2019-2020,ITA,1. Serie A,10th,Fiorentina,32,26.2,1099,1307,84.1,363,386,94,561,629,89.2,157,256,61.3,0,85,6,4
e97fd090,2019-2020,ENG,1. Premier League,4th,Chelsea,23,2.3,116,131,88.5,62,70,88.6,41,46,89.1,10,11,90.9,1,11,2,0
e9971f2d,2019-2020,ENG,1. Premier League,6th,Tottenham,20,5.8,188,232,81,95,105,90.5,73,83,88,19,31,61.3,0,9,0,0
e9ada8cf,2019-2020,ESP,1. La Liga,16th,Alavés,17,1,18,30,60,10,16,62.5,6,8,75,2,5,40,0,2,0,0
ea003d07,2019-2020,GER,1. Bundesliga,5th,Leverkusen,24,0,0,0,NULL,0,0,NULL,0,0,NULL,0,0,NULL,0,0,0,0
ea06dd97,2019-2020,ITA,1. Serie A,16th,Torino,27,14.2,584,724,80.7,211,232,90.9,248,286,86.7,106,179,59.2,2,38,21,11
ea6bc03a,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,30.1,1253,1466,85.5,232,277,83.8,694,772,89.9,323,391,82.6,0,77,13,4
ea83bfa6,2019-2020,ESP,1. La Liga,7th,Granada,25,35,716,1279,56,89,91,97.8,222,225,98.7,403,961,41.9,0,38,0,0
ea9b2ef9,2019-2020,ESP,1. La Liga,7th,Granada,32,25.5,738,901,81.9,128,159,80.5,404,447,90.4,203,288,70.5,0,26,2,0
eac044ad,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,8.5,189,260,72.7,115,140,82.1,47,65,72.3,16,26,61.5,0,18,8,0
eac044ad,2019-2020,ESP,1. La Liga,4th,Sevilla,27,0.3,14,19,73.7,6,8,75,7,7,100,1,2,50,0,0,3,0
ead61f73,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,8.7,298,400,74.5,127,149,85.2,121,156,77.6,44,83,53,0,23,13,7
eaeca114,2019-2020,ENG,1. Premier League,18th,Bournemouth,24,27.8,1042,1183,88.1,303,330,91.8,564,609,92.6,166,224,74.1,2,66,10,0
eb2fe5b6,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,14,377,524,71.9,209,256,81.6,115,155,74.2,39,73,53.4,1,27,30,6
eb3dd471,2019-2020,ESP,1. La Liga,16th,Alavés,25,18.2,306,436,70.2,183,215,85.1,106,135,78.5,10,52,19.2,0,14,13,5
eb58eef0,2019-2020,ENG,1. Premier League,1st,Liverpool,28,32.6,1477,1628,90.7,714,777,91.9,607,642,94.5,132,155,85.2,0,131,22,0
eb7822d7,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,30,17.6,1095,1240,88.3,477,519,91.9,477,515,92.6,132,179,73.7,2,117,12,1
ecc77652,2019-2020,ESP,1. La Liga,12th,Levante,21,0.4,14,18,77.8,7,7,100,6,7,85.7,1,4,25,0,0,0,0
eccbe56a,2019-2020,ITA,1. Serie A,8th,Sassuolo,27,18.1,552,698,79.1,293,352,83.2,195,231,84.4,47,68,69.1,5,44,21,1
ecd8c01e,2019-2020,ESP,1. La Liga,12th,Levante,28,20.8,700,967,72.4,326,377,86.5,224,279,80.3,144,285,50.5,3,101,24,10
ed1e53f3,2019-2020,ENG,1. Premier League,2nd,Manchester City,19,10,431,508,84.8,257,282,91.1,127,147,86.4,37,56,66.1,2,28,13,2
ed5c5fa3,2019-2020,ESP,1. La Liga,17th,Celta Vigo,20,20.3,781,881,88.6,328,365,89.9,345,365,94.5,96,125,76.8,0,62,3,0
ed6ea4d9,2019-2020,ESP,1. La Liga,7th,Granada,26,23.7,361,582,62,177,230,77,125,188,66.5,52,136,38.2,5,33,23,10
ed9f7cfe,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,26.6,926,1246,74.3,421,469,89.8,399,535,74.6,83,175,47.4,2,42,34,12
eda40760,2019-2020,ITA,1. Serie A,5th,Roma,33,30.4,1446,1836,78.8,540,600,90,672,776,86.6,218,391,55.8,3,80,41,16
ee251371,2019-2020,ITA,1. Serie A,6th,Milan,20,7.6,279,340,82.1,152,171,88.9,102,121,84.3,14,27,51.9,0,15,10,4
ee38d9c5,2019-2020,ENG,1. Premier League,5th,Leicester City,22,29.2,1282,1674,76.6,501,573,87.4,538,630,85.4,221,414,53.4,3,154,45,6
ee4f2f3b,2019-2020,ITA,1. Serie A,15th,Sampdoria,36,25.3,376,548,68.6,190,241,78.8,123,181,68,46,86,53.5,3,33,20,4
ee833569,2019-2020,ITA,1. Serie A,20th,SPAL,30,26,623,884,70.5,125,125,100,218,224,97.3,278,532,52.3,0,6,0,0
ee8508c0,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,37.7,558,960,58.1,64,65,98.5,167,171,97.7,324,720,45,0,13,1,0
ee923664,2019-2020,ESP,1. La Liga,17th,Celta Vigo,26,14.7,612,768,79.7,298,337,88.4,246,301,81.7,51,87,58.6,0,32,5,1
ee93c1a9,2019-2020,ITA,1. Serie A,1st,Juventus,25,17.5,560,684,81.9,308,339,90.9,172,207,83.1,65,99,65.7,1,38,23,3
ef322658,2019-2020,ESP,1. La Liga,15th,Betis,32,22.7,876,1041,84.1,337,374,90.1,382,430,88.8,144,203,70.9,3,88,15,4
ef619b0b,2019-2020,ITA,1. Serie A,1st,Juventus,28,11.7,649,746,87,377,419,90,209,230,90.9,41,62,66.1,1,57,5,1
ef94dc2f,2019-2020,ITA,1. Serie A,9th,Hellas Verona,30,14.4,181,256,70.7,117,155,75.5,40,61,65.6,5,8,62.5,0,1,2,0
f03f284b,2019-2020,ESP,1. La Liga,20th,Espanyol,29,27.3,1109,1376,80.6,406,454,89.4,530,601,88.2,159,291,54.6,2,94,9,2
f058ed1f,2019-2020,ITA,1. Serie A,8th,Sassuolo,38,5,130,158,82.3,52,52,100,50,52,96.2,25,51,49,0,0,0,0
f08490a6,2019-2020,ENG,1. Premier League,18th,Bournemouth,22,7,181,227,79.7,80,96,83.3,74,86,86,22,29,75.9,0,10,5,1
f090a37a,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,5.7,394,433,91,189,205,92.2,144,154,93.5,48,53,90.6,2,31,8,0
f0da930c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,19.5,753,853,88.3,212,230,92.2,373,404,92.3,163,210,77.6,0,39,1,0
f0f7f62f,2019-2020,ITA,1. Serie A,3rd,Atalanta,24,32,725,968,74.9,93,93,100,299,303,98.7,331,570,58.1,0,13,0,0
f1bed920,2019-2020,ESP,1. La Liga,18th,Leganés,25,21.5,522,789,66.2,244,285,85.6,203,269,75.5,65,187,34.8,2,41,21,10
f1bed920,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,0.1,4,7,57.1,1,1,100,3,4,75,0,0,NULL,0,0,0,0
f1cfc209,2019-2020,ITA,1. Serie A,16th,Torino,31,30,1071,1303,82.2,442,494,89.5,428,502,85.3,185,271,68.3,3,99,24,6
f1f1f238,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,30.4,1184,1363,86.9,377,420,89.8,564,614,91.9,233,313,74.4,0,63,4,1
f2308b33,2019-2020,ESP,1. La Liga,18th,Leganés,25,30.9,942,1365,69,423,485,87.2,361,491,73.5,140,324,43.2,2,76,37,25
f23f9d20,2019-2020,ENG,1. Premier League,20th,Norwich City,31,36,1047,1550,67.5,127,127,100,483,488,99,436,930,46.9,0,11,0,0
f25b010f,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,30,29.1,907,1184,76.6,274,313,87.5,428,510,83.9,192,324,59.3,2,42,7,4
f25c8e3a,2019-2020,ENG,1. Premier League,1st,Liverpool,24,9.1,608,684,88.9,328,349,94,225,252,89.3,43,59,72.9,3,74,16,2
f26834c7,2019-2020,GER,1. Bundesliga,13th,Mainz 05,27,19.2,230,359,64.1,122,169,72.2,82,112,73.2,13,39,33.3,6,13,13,4
f2bf1b0f,2019-2020,ENG,1. Premier League,11th,Southampton,23,12.3,184,265,69.4,96,124,77.4,66,91,72.5,12,24,50,2,12,3,0
f2c6ac01,2019-2020,ESP,1. La Liga,19th,Mallorca,23,35.4,1015,1207,84.1,341,368,92.7,479,536,89.4,187,288,64.9,0,63,2,2
f2dd9a21,2019-2020,GER,1. Bundesliga,15th,Augsburg,24,9.8,255,309,82.5,76,87,87.4,106,117,90.6,69,92,75,1,27,1,0
f35430a4,2019-2020,GER,1. Bundesliga,12th,Schalke 04,26,15.2,785,903,86.9,136,146,93.2,471,497,94.8,173,248,69.8,0,43,1,0
f3b1d9a2,2019-2020,ESP,1. La Liga,8th,Getafe,23,0.7,12,17,70.6,7,8,87.5,4,4,100,1,2,50,0,2,0,0
f4290206,2019-2020,ENG,1. Premier League,4th,Chelsea,28,15.9,916,1108,82.7,394,442,89.1,426,495,86.1,84,133,63.2,2,35,29,14
f45f9427,2019-2020,ITA,1. Serie A,10th,Fiorentina,25,27.6,972,1290,75.3,415,462,89.8,407,509,80,125,249,50.2,5,75,41,26
f4e433d4,2019-2020,ENG,1. Premier League,15th,Brighton,18,6.5,173,235,73.6,83,100,83,77,103,74.8,12,23,52.2,1,11,6,5
f4e433d4,2019-2020,ENG,1. Premier League,4th,Chelsea,18,0.4,12,14,85.7,4,5,80,8,8,100,0,0,NULL,0,0,1,0
f4ec4fd0,2019-2020,ITA,1. Serie A,10th,Fiorentina,32,6.7,155,199,77.9,78,93,83.9,53,72,73.6,20,27,74.1,0,12,1,0
f503ea63,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,26.5,1012,1161,87.2,445,498,89.4,417,466,89.5,118,148,79.7,2,102,22,1
f554e29b,2019-2020,ITA,1. Serie A,14th,Cagliari,25,16,305,475,64.2,77,78,98.7,98,101,97,126,292,43.2,0,4,1,0
f573a8bf,2019-2020,ENG,1. Premier League,19th,Watford,23,0.8,14,21,66.7,8,12,66.7,2,4,50,1,1,100,0,0,1,0
f586779e,2019-2020,ENG,1. Premier League,4th,Chelsea,21,24.6,288,412,69.9,159,222,71.6,77,101,76.2,26,35,74.3,3,16,5,0
f5a00fa4,2019-2020,ENG,1. Premier League,7th,Wolves,32,34.5,1614,2022,79.8,511,574,89,727,834,87.2,359,558,64.3,6,157,33,12
f5deef4c,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,25,34.4,1764,2013,87.6,564,610,92.5,958,1026,93.4,227,340,66.8,0,82,1,0
f61c7c4e,2019-2020,ITA,1. Serie A,10th,Fiorentina,36,15.7,623,740,84.2,303,336,90.2,233,269,86.6,74,96,77.1,3,67,39,4
f63d8a4b,2019-2020,ENG,1. Premier League,20th,Norwich City,21,27.7,884,1106,79.9,524,601,87.2,257,317,81.1,65,114,57,2,71,21,1
f6798fc3,2019-2020,ESP,1. La Liga,4th,Sevilla,28,5.5,127,170,74.7,19,19,100,57,57,100,51,94,54.3,1,4,0,0
f6a06749,2019-2020,ITA,1. Serie A,1st,Juventus,29,0.2,3,3,100,0,0,NULL,2,2,100,1,1,100,0,0,0,0
f6ac68c1,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,28,22,864,1036,83.4,242,254,95.3,444,491,90.4,170,276,61.6,0,63,4,0
f6bdc830,2019-2020,GER,1. Bundesliga,11th,Union Berlin,22,21.5,645,795,81.1,117,136,86,329,368,89.4,193,271,71.2,0,38,4,1
f7036e1c,2019-2020,ITA,1. Serie A,2nd,Inter,21,27.2,325,520,62.5,179,250,71.6,90,153,58.8,32,54,59.3,3,29,19,1
f7223718,2019-2020,ITA,1. Serie A,4th,Lazio,26,18.6,1082,1213,89.2,264,284,93,571,609,93.8,237,300,79,0,88,5,1
f72293fc,2019-2020,ENG,1. Premier League,10th,Burnley,28,6.9,132,192,68.8,71,86,82.6,32,45,71.1,28,56,50,1,4,9,8
f76e6b4e,2019-2020,ENG,1. Premier League,1st,Liverpool,32,9.7,227,314,72.3,30,30,100,104,106,98.1,91,174,52.3,0,3,0,0
f7aa75bd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,27,15.5,547,743,73.6,202,225,89.8,247,304,81.3,96,187,51.3,5,32,9,8
f7c12fbf,2019-2020,ESP,1. La Liga,9th,Valencia,19,5.5,287,315,91.1,66,70,94.3,155,159,97.5,65,84,77.4,0,12,0,0
f7dc2ae5,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,16.8,802,935,85.8,231,263,87.8,446,486,91.8,123,172,71.5,1,55,3,3
f7e2af2c,2019-2020,ITA,1. Serie A,14th,Cagliari,18,4.1,134,163,82.2,42,46,91.3,71,78,91,21,38,55.3,0,15,1,0
f833a830,2019-2020,ENG,1. Premier League,1st,Liverpool,24,2.8,98,111,88.3,54,60,90,35,39,89.7,5,7,71.4,0,3,4,1
f86cabbd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,16.2,699,813,86,110,129,85.3,391,424,92.2,190,245,77.6,1,38,2,0
f874dd44,2019-2020,ENG,1. Premier League,8th,Arsenal,24,12.9,558,686,81.3,265,298,88.9,248,293,84.6,35,57,61.4,0,32,8,2
f8d41a8c,2019-2020,ITA,1. Serie A,13th,Udinese,17,0,0,0,NULL,0,0,NULL,0,0,NULL,0,0,NULL,0,0,0,0
f8eca1b6,2019-2020,ESP,1. La Liga,13th,Valladolid,22,26,423,621,68.1,253,332,76.2,122,189,64.6,35,55,63.6,2,41,10,2
f8fcd2a5,2019-2020,ENG,1. Premier League,5th,Leicester City,31,37.6,2088,2372,88,450,486,92.6,1261,1354,93.1,371,518,71.6,1,144,5,1
f91e81c9,2019-2020,ITA,1. Serie A,13th,Udinese,28,31,1231,1628,75.6,636,697,91.2,455,594,76.6,116,273,42.5,3,92,50,28
f93e6e94,2019-2020,GER,1. Bundesliga,8th,Freiburg,30,27.1,332,512,64.8,179,245,73.1,98,165,59.4,33,53,62.3,2,18,8,1
f972644c,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,25.3,361,596,60.6,169,248,68.1,111,172,64.5,65,129,50.4,3,32,21,6
f9acca3a,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,21.1,1612,1888,85.4,629,690,91.2,816,913,89.4,155,233,66.5,2,100,7,1
f9acf8bf,2019-2020,ESP,1. La Liga,19th,Mallorca,22,15.1,458,669,68.5,175,205,85.4,190,279,68.1,87,158,55.1,2,31,28,15
f9e7c4ac,2019-2020,GER,1. Bundesliga,15th,Augsburg,30,10.7,147,242,60.7,86,124,69.4,37,57,64.9,13,32,40.6,1,7,7,0
fa031b34,2019-2020,ENG,1. Premier League,12th,Everton,22,34.1,543,823,66,267,357,74.8,211,287,73.5,44,91,48.4,3,30,27,2
fa274d97,2019-2020,GER,1. Bundesliga,2nd,Dortmund,26,6.6,389,454,85.7,225,244,92.2,134,157,85.4,27,38,71.1,0,21,5,2
fa661778,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,15.7,465,674,69,203,253,80.2,167,222,75.2,78,132,59.1,3,50,17,10
fb5d47b3,2019-2020,ESP,1. La Liga,5th,Villarreal,28,21.8,867,1092,79.4,395,450,87.8,405,481,84.2,62,134,46.3,2,59,15,7
fb77bfef,2019-2020,ITA,1. Serie A,20th,SPAL,23,13.2,575,671,85.7,214,235,91.1,276,295,93.6,83,135,61.5,0,24,0,0
fb77bfef,2019-2020,ITA,1. Serie A,16th,Torino,23,2.7,76,88,86.4,15,16,93.8,43,44,97.7,17,25,68,0,6,0,0
fbbc8e15,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,4.2,39,71,54.9,20,29,69,11,17,64.7,4,5,80,0,2,1,1
fbd6378b,2019-2020,ESP,1. La Liga,15th,Betis,27,28.6,1626,1778,91.5,512,536,95.5,767,806,95.2,329,405,81.2,0,93,5,1
fc027d02,2019-2020,ENG,1. Premier League,5th,Leicester City,18,3,156,190,82.1,80,88,90.9,57,69,82.6,17,25,68,1,8,9,8
fc15fb84,2019-2020,ENG,1. Premier League,10th,Burnley,19,37.1,874,1277,68.4,423,492,86,279,377,74,156,321,48.6,6,91,41,29
fc4f85b1,2019-2020,ITA,1. Serie A,2nd,Inter,33,18.1,935,1091,85.7,315,339,92.9,443,492,90,164,227,72.2,1,94,11,3
fcab00a0,2019-2020,ENG,1. Premier League,17th,Aston Villa,28,17,542,721,75.2,209,245,85.3,253,295,85.8,65,146,44.5,5,50,14,5
fce2302c,2019-2020,ENG,1. Premier League,8th,Arsenal,22,11,414,544,76.1,173,197,87.8,181,227,79.7,55,97,56.7,1,22,8,5
fd51b456,2019-2020,ESP,1. La Liga,1st,Real Madrid,28,9.4,465,583,79.8,267,299,89.3,153,192,79.7,39,69,56.5,1,14,23,10
fd53759d,2019-2020,GER,1. Bundesliga,14th,Köln,17,6.2,103,164,62.8,49,66,74.2,37,55,67.3,13,28,46.4,1,4,4,1
fd771f95,2019-2020,ESP,1. La Liga,2nd,Barcelona,28,4.5,99,128,77.3,60,76,78.9,33,42,78.6,3,4,75,0,5,1,0
fd771f95,2019-2020,ESP,1. La Liga,18th,Leganés,28,21.5,269,390,69,173,220,78.6,69,105,65.7,19,39,48.7,1,25,10,0
fdd60087,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,12,498,653,76.3,223,255,87.5,231,282,81.9,36,91,39.6,1,28,21,7
fe012aca,2019-2020,ITA,1. Serie A,8th,Sassuolo,22,27.9,839,985,85.2,589,652,90.3,220,258,85.3,17,24,70.8,2,22,27,1
fe471a89,2019-2020,ITA,1. Serie A,19th,Brescia,24,5.9,128,163,78.5,15,15,100,58,58,100,55,90,61.1,0,0,0,0
fe641c1a,2019-2020,GER,1. Bundesliga,2nd,Dortmund,27,9.2,506,586,86.3,216,234,92.3,218,243,89.7,64,92,69.6,0,38,0,0
fed17f5a,2019-2020,ESP,1. La Liga,9th,Valencia,22,23,582,745,78.1,285,331,86.1,230,276,83.3,54,102,52.9,0,49,25,2
fed7cb61,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,27.3,1207,1416,85.2,681,755,90.2,414,470,88.1,81,106,76.4,6,101,37,5
ff182fdc,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,3,49,65,75.4,34,39,87.2,11,17,64.7,2,2,100,0,4,2,0
ff527768,2019-2020,ENG,1. Premier League,16th,West Ham,32,29.7,1217,1499,81.2,475,544,87.3,502,586,85.7,219,307,71.3,3,135,29,3
